milliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
1000,0.5053471224138494,0.4738622932698161,14.955167579841541,0.1000000000027421,0.10000000000029445,0.09999999999704515,0.09999999999997936,2.2045929887379013e-14,1.4816375681122132e-14,-6.216704455830238e-32,-1.1297449301293084e-30,-1.8056059469861662e-45,-3.2109135866822663e-43,0.005813774512134041,1.2531342392619198e-05,-1.6119622074411692e-08,0.0002931314761227342,0.028518353057928915,7.337273608863845e-07,0.003938350022173132,4.5556630654781115e-09,-2.039983779740564e-07,-1.601698501231441e-11,1.8772772675329487e-14,-3.1865298786124313e-15,-4.232679238851854e-14,-2.1503515597939307e-14,0.0038694329732527383,9.118007255530542e-05,1.1448195096339736e-06,0.00017959997399671465,0.01837589710688925,1.7096983940125597e-07,-0.00010822617145172825,2.7048581264289574e-08,5.302349025428832e-06,-2.8999002284171206e-12,-3.129604502408775e-14,-5.175009408338149e-14,1.6390876363081406e-13,-5.540538443924526e-19,1.0,1.0,1.2161601344088847e-55,3.580344314071565e-53
1100,0.47338111640760955,0.4987780158129798,14.937786801444316,0.09999999997877963,0.09999999999975095,0.10000000000342643,0.09999999999975151,3.7563355505169625e-14,1.1917926221853706e-13,2.1321424329756587e-31,2.1557740793236672e-30,-5.103441732623976e-45,5.299357533622407e-43,0.005810363619659379,1.1128599913625191e-05,-6.64880346282123e-09,0.0002881510184641229,0.031697273018669744,6.193204449238582e-07,0.0030850108820943507,8.531768792597702e-09,7.180487746248585e-07,-5.579104913253686e-12,-9.431146488054404e-14,4.814744174605156e-15,2.5937617854385927e-12,-1.3178489072330266e-13,0.0037975262369627067,9.785075707132643e-05,7.569341557699627e-07,0.00018280107504169767,0.021582431451742403,2.815506440571726e-07,0.0006772188215123729,5.9529749208020486e-08,7.989084116074079e-06,4.392675977146844e-13,-1.4133945957578777e-13,-5.894998220398573e-14,3.450692973252517e-14,1.428595487392586e-19,1.0,1.0,1.2144794603867617e-55,3.5816621199857068e-53
1200,0.4580287766528994,0.5392046329586152,14.941680287413325,0.10000000002895097,0.09999999999974067,0.10000000000125117,0.10000000000020827,9.079283826887916e-15,2.2277713762568117e-13,-6.703136020440414e-32,-2.6424219295725918e-30,-2.9230877692632266e-45,6.2915101914800205e-43,0.0058349889974658575,1.487061579148473e-05,1.9806237485074264e-08,0.00029662344400337073,0.03190568776417163,1.2821311250118133e-06,0.0022879610207523645,-2.803418828484132e-09,4.7208352277701487e-07,-7.203297115563368e-12,2.7813163419408467e-13,-9.43607828898586e-15,-1.946718642879098e-12,1.1826527253423955e-13,0.003806526123096024,0.00010000844876048966,1.205260782384445e-06,0.00018363727213006526,0.025358276186607784,2.2760981230142214e-07,0.0005010301419476575,-5.182515393830181e-09,8.109148670868517e-06,-5.478841012688306e-12,2.90018741628402e-13,5.342170268682152e-14,1.159527293120641e-13,1.3373492840963815e-19,1.0,1.0,1.2156020075857378e-55,3.579686450463408e-53
1300,0.40063107034044526,0.599482704733076,14.920576263297386,0.0999999999778945,0.09999999999957833,0.09999999999678462,0.09999999999990396,-3.276010318488416e-16,-1.9355436565780537e-13,-8.700456762448293e-32,1.954800014104536e-30,3.99289343283736e-45,5.643850594242462e-43,0.005706931091081612,1.8063078787136916e-05,2.5492858169748092e-08,0.00029584400412139503,0.04095471979022751,7.485186026882079e-07,0.003254059448345819,1.567087427606658e-08,4.816677651244565e-07,-8.554357949772486e-12,1.9097814150316728e-13,-1.7055504127291678e-14,-4.8295176002275445e-14,-1.003985683659613e-13,0.00379274241204885,0.0001226388659288642,1.659375755513913e-06,0.000179422433301367,0.027528241455388475,2.5670607391884384e-07,0.001717910625373152,-1.2956659654898077e-08,-3.087290833008029e-06,7.358317780450555e-12,2.6201306983467275e-13,-3.3411567464666584e-14,3.297893761460305e-13,5.059080923179959e-19,1.0,1.0,1.2180250875666303e-55,3.5648111814840227e-53
1400,0.4158997185598513,0.6086527989290392,14.926286244205023,0.1000000000152459,0.09999999999947368,0.09999999999920353,0.09999999999988135,-3.509970384363379e-14,-8.988483438637606e-14,-1.8606843890677066e-31,3.287819301838808e-30,-8.583057765310331e-46,2.2200051278140985e-43,0.005851776057672255,1.6843033588850222e-05,2.1723930547850568e-08,0.0003035586772336377,0.040355437560987924,1.54661992803913e-06,0.006460738690338956,9.850218481282584e-09,8.743386961165115e-07,2.2069102755565027e-11,1.981698521287732e-13,2.3302079425640217e-14,-2.373745124703032e-12,-5.052375733965366e-14,0.0038051840340939083,0.00013280399131072797,2.118427588969015e-06,0.00018408532577979969,0.027591915670144112,4.147490710050442e-07,0.001712276019073307,5.7403873283275933e-08,8.880651551434004e-06,2.9850110926984863e-13,3.2417464345815123e-13,4.3249458936438804e-15,1.8251917050227228e-13,9.957086244505059e-19,1.0,1.0,1.2126313886322674e-55,3.5748153242399065e-53
1500,0.39657658882687463,0.6481085331920101,14.91327261939882,0.0999999999594085,0.09999999999939532,0.10000000000309812,0.09999999999996947,6.728889515009444e-15,1.1042401124208932e-14,2.009722204669477e-31,2.019872694360421e-31,4.5873190142373137e-45,-1.0178011048836418e-43,0.005868054787644737,2.1088996939304715e-05,4.583636040318858e-08,0.0003031116640950882,0.042223712885785324,1.2063594605608522e-06,0.005010245939784476,1.596364623521311e-08,9.643253427607945e-07,-8.529466245564251e-12,4.17292831907223e-13,-2.543562331349383e-14,-9.385452815405417e-13,2.2209222388654435e-13,0.003892042823272156,0.00014249376862327052,2.527760304997204e-06,0.00018031478636539323,0.031083246423018525,4.307667753838081e-07,0.0024174162755159854,4.956890051156934e-08,6.286232958669946e-06,5.151011652426063e-12,2.976943499655549e-13,6.686373429675869e-15,4.329995988183272e-13,-1.0318204503879333e-18,1.0,1.0,1.212651275133181e-55,3.5684248582014926e-53
1600,0.3618593713843075,0.6706583611883052,14.91599828499394,0.10000000000380513,0.10000000000058432,0.09999999999990503,0.09999999999979632,2.917221460350879e-14,6.910007249984129e-14,7.487350793801814e-32,1.0387093599970217e-30,7.813574176660331e-45,7.548070012529838e-43,0.005853262030456021,2.326013193919609e-05,3.508922146339914e-08,0.00030012420090014664,0.04785284433974799,1.2533626159999941e-06,0.007382908056937703,1.5060569610964544e-08,9.833712576542574e-07,5.520467527353931e-12,3.118422566781115e-13,-1.3877508858868785e-14,-1.9121115984837126e-12,1.7720867374979663e-13,0.003783243358155971,0.0001469971505445708,2.0637916239974646e-06,0.00018372186098574624,0.03250960099190793,4.723301854095236e-07,0.0019109224366734992,1.4982360513102178e-07,-5.660322757237105e-07,2.987833672000633e-11,3.556150961597893e-13,-6.700443289569801e-15,2.0981919544851843e-13,-7.305297728580498e-19,1.0,1.0,1.2179594253659263e-55,3.571108187772825e-53
1700,0.332507151386821,0.6698540365671078,14.904254122086282,0.09999999994933324,0.10000000000050163,0.09999999999949338,0.0999999999998296,1.3081576918989985e-14,1.609115662117678e-13,-4.063127054985216e-32,-1.5019844938086085e-30,-6.18957834151955e-45,3.0024711091376042e-43,0.005784716316708992,2.558454921844858e-05,3.0710578748239214e-08,0.00031280784362034623,0.04968771845208269,2.113144592845469e-06,0.007043379574879807,2.9627958765406803e-08,2.480809534829428e-07,-2.3722110977308698e-12,-1.5937531757462502e-13,-1.3085204192631092e-14,2.3319809922349814e-12,5.19830395001533e-14,0.0037988903922106863,0.00014986393211206939,2.517757849389032e-06,0.00018253956018124762,0.03559518441658121,4.771935250936503e-07,0.002345686092835536,1.6377511564119382e-07,4.261678833649284e-06,1.2804438200269611e-11,3.355713045108257e-13,8.131897027949133e-14,-5.472972265875939e-14,2.191321525306123e-19,1.0,1.0,1.215771168899596e-55,3.556918529565003e-53
1800,0.31208238540953886,0.7085589704207323,14.891416767220637,0.09999999999040571,0.09999999999874869,0.09999999999718473,0.09999999999973595,-3.163419345815077e-14,6.011834030101437e-14,1.1384867881387052e-31,-1.4909980456798379e-30,-4.505657467970059e-45,-1.609937364699818e-43,0.0057526563678654595,2.3162278988475998e-05,3.708872390446356e-08,0.0003098688734571961,0.0496763533550059,2.1547363269544754e-06,0.006640763091197804,2.0426535725563488e-08,2.635006106298932e-07,2.2662654354312763e-11,-1.1544650967195934e-13,-2.7311697968814204e-14,2.9619595579433457e-12,-1.7938387218427427e-13,0.0038167541791177153,0.00016431547180967193,3.0277061104208498e-06,0.00018480385676095294,0.03800145167890933,5.416649897659876e-07,0.0035517984227798624,8.937597769764688e-08,1.1860605717235284e-05,2.2185542121979716e-11,9.157126208713823e-14,-1.6375253190435946e-14,3.9960974684041634e-13,1.4094831135434923e-18,1.0,1.0,1.2173805357686657e-55,3.57109923868524e-53
1900,0.2710157396104942,0.7054104736173937,14.900670957528849,0.09999999993410723,0.0999999999990589,0.09999999999889218,0.10000000000009222,-4.129538986447864e-14,7.45569017024113e-14,-1.1475486374922194e-31,-8.808514952808862e-31,4.562076765386867e-45,-3.755403531107593e-43,0.00583250495599878,2.5255794047970752e-05,3.81784477789653e-08,0.0003157821762928197,0.05519633522346847,2.366176372118374e-06,0.00907453740758367,1.6065767498268172e-08,6.947256079728776e-07,2.1327374368046403e-11,1.8388080190642102e-13,1.7361166287787906e-15,-2.075458051306531e-12,-1.093234363937545e-13,0.003786583906478076,0.000174339363143698,3.0080813752358317e-06,0.00018711349568619983,0.03727737022628081,7.265512367821543e-07,0.003462023056625079,1.3599653913073196e-07,1.9411380346610677e-05,2.9267150969857406e-11,6.463728245056206e-13,9.54627074770507e-14,6.453190139243288e-13,7.212871628201141e-19,1.0,1.0,1.2113043244078841e-55,3.57809760685597e-53
2000,0.273003773122354,0.7257767618612881,14.88084596241717,0.0999999999015322,0.10000000000024017,0.09999999999808212,0.09999999999976969,2.3396698442552074e-14,2.9030173365701185e-13,1.055593011932027e-31,-1.5007555017281232e-30,5.3919430170758937e-45,-6.573669463204107e-44,0.005755073248235698,2.9310215579667445e-05,4.8716022670651225e-08,0.00031719092240814186,0.056237372837865084,2.894226375574125e-06,0.010282042910382167,3.9160869088831935e-08,1.0352364147408267e-06,5.687558393231764e-12,3.0718704895731666e-13,9.074910225608854e-15,3.403428185260193e-12,2.1913496056913988e-13,0.003821846154407967,0.00018041589445584496,3.343056486405262e-06,0.00018296587204905959,0.04244647461541185,6.633263764706671e-07,0.004530472278689904,1.97263869822154e-07,1.2444761246386627e-05,2.798909638762861e-11,4.4191097508180045e-13,-4.0668567786740306e-14,2.2459484692115725e-13,6.306208715039729e-19,1.0,1.0,1.2173896651741324e-55,3.5702115481350174e-53
2100,0.2688063536305115,0.7379301656099332,14.88610276753954,0.0999999999670811,0.09999999999908972,0.0999999999993774,0.09999999999979442,5.867515829936159e-14,2.3338249936038904e-13,-1.0193094043643138e-31,2.7644784288887606e-30,-5.046488531175313e-45,3.459839648217073e-43,0.005808347196919908,3.2371117814498655e-05,4.771781682776762e-08,0.0003212834000928937,0.05727710283091164,3.07420677706956e-06,0.013406078958778541,4.2702382857221745e-08,1.565161796039976e-06,2.7224096132519488e-11,2.0025408085659036e-13,-1.7327890657581048e-14,1.7242071831830423e-12,-2.0851302475798827e-13,0.0037899500188476997,0.00018036031441130053,4.369914752518117e-06,0.000187569967544324,0.04488880008652873,8.474233959599229e-07,0.0045212799266090365,1.3431389492705642e-07,1.9164207421368928e-05,3.124804482989807e-11,5.629548854474414e-13,-3.4475092092775775e-14,7.790819829490113e-13,-2.3981935903167114e-19,1.0,1.0,1.2186225188002999e-55,3.5800180214899378e-53
2200,0.25855431755058195,0.745053107670196,14.870894641488931,0.09999999993969139,0.09999999999890323,0.09999999999745471,0.09999999999973676,6.038541606755727e-14,7.278564114082289e-14,2.4128131493059361e-32,1.9971507832221123e-30,7.111017794448176e-45,6.390388375653205e-43,0.00571777455187341,3.209743215127705e-05,1.1962129436666867e-07,0.0003189776419891944,0.06253424713708487,3.4740779525387667e-06,0.012721455041328938,3.087836641019198e-08,1.5959366864365167e-06,4.086467659391729e-11,4.227387174588502e-14,2.2411940334564196e-14,-8.092978727201079e-13,3.9417263258889904e-14,0.003781416914626074,0.0001879319205617652,4.311117992469868e-06,0.00018807376947663708,0.04395800383149855,7.57020975325049e-07,0.005124173966318287,2.75863592021488e-07,2.2235869495387426e-05,4.949486847529021e-11,7.662434214920952e-13,7.475761823794227e-14,1.0365295602750796e-12,1.0020239446592231e-19,1.0,1.0,1.2142774962265257e-55,3.5811645472304755e-53
2300,0.2203265788567691,0.7835553172252082,14.866895737137705,0.09999999986411212,0.09999999999933386,0.0999999999996478,0.09999999999972284,1.403839441067367e-14,2.6495974563797373e-13,-5.537127516618863e-33,1.418780575700643e-30,-8.801263611335591e-46,-1.4339295846535022e-43,0.005853001545658531,3.529033361399588e-05,1.1104264124154261e-07,0.00031958854906340557,0.0610379381176276,4.060709837742118e-06,0.016512632519251363,4.443119528362002e-08,2.0297288553632725e-06,2.1592934112557795e-11,2.4417098023041964e-13,3.846977674879447e-14,1.2297079605917885e-12,1.997663169261114e-13,0.0037640490016635454,0.00019283848026138703,4.284543984369527e-06,0.0001900501502620382,0.047103934100004026,9.516385094526741e-07,0.00530312800997215,2.4471919376685564e-07,2.7429121031391636e-05,6.065017472916978e-11,6.739271282394075e-13,9.134104360168591e-14,1.1435425296038672e-12,9.71430356762558e-19,1.0,1.0,1.2183638584355212e-55,3.5683047946618907e-53
2400,0.24300073551253498,0.7579572571966827,14.856027006000721,0.09999999987350171,0.09999999999777659,0.09999999999382055,0.09999999999980252,7.397799224702178e-14,4.1707672423292575e-13,-1.6748070970877607e-32,2.4924142656477275e-30,-7.969563811197958e-45,1.8198754607879454e-43,0.005898791993306511,3.7573185100148846e-05,9.154247099931901e-08,0.0003332902196685205,0.06427175075392424,4.370338116973529e-06,0.015064828148086472,5.537037965644283e-08,2.532263836538565e-06,3.1892417250282596e-11,7.50281520674505e-13,2.580452877407847e-14,3.3777950225864723e-12,-1.0725647506534012e-13,0.003878813473982217,0.00019424349829397553,4.8989564296305705e-06,0.00019150629365935237,0.047199972349260086,9.334963468939171e-07,0.006640250015250139,2.2523029686922174e-07,2.2033932853511116e-05,7.419723297369143e-11,6.45797293234958e-13,4.076715080216185e-14,7.431530512444687e-13,1.5921785506732837e-18,1.0,1.0,1.2176088918237006e-55,3.5761245685934833e-53
2500,0.20541950429575961,0.7660387276635489,14.853618909535122,0.09999999980955657,0.0999999999989034,0.09999999999412183,0.1000000000000264,7.523269624520284e-15,5.258940749564794e-13,-1.307358098830314e-31,-9.323102971281097e-31,-2.9332476569269018e-46,3.2752607564320498e-43,0.005732870028596187,3.646264765251525e-05,1.4442617530386732e-07,0.00033156589468532656,0.0641825724576366,4.560678209713989e-06,0.016658884726852514,6.642213919925227e-08,2.981547328437615e-06,3.8279001070900184e-11,2.430445577550914e-13,3.654389730801451e-14,3.977992159883437e-12,1.6634308985956593e-13,0.0037819426943074656,0.00021723915633953616,5.625089816700201e-06,0.0001874379180769985,0.05186707518096734,9.613104642382052e-07,0.007683497730778621,3.416926202976846e-07,3.1109553567350856e-05,8.125433584409695e-11,1.2185552069233194e-12,1.806105802730954e-13,9.905512615906504e-13,3.2569759467290904e-18,1.0,1.0,1.2163233084915113e-55,3.5757907133019374e-53
2600,0.20053212999058345,0.7836265719037502,14.854363253420813,0.0999999997962681,0.09999999999780056,0.09999999999471644,0.10000000000005414,3.7989162836183936e-14,5.718253025285093e-13,1.8161634800285695e-31,-3.5548735725727605e-31,4.049593285877015e-45,5.717711444790792e-43,0.005903890365572605,4.1497743586576704e-05,1.7057972661280038e-07,0.0003376182217744156,0.06864796830859697,5.1886979039737335e-06,0.019268244153288202,7.290762405462511e-08,3.601041110158085e-06,9.599992496852555e-11,7.911878401998983e-13,-1.63708479775093e-15,1.909560682930907e-12,7.433094535248559e-14,0.0038546349666196402,0.00021356863868285262,5.704177038161238e-06,0.00019249412810906503,0.0541871312819739,1.1803904220289435e-06,0.007986598250408239,3.180224130388834e-07,3.6068928024999174e-05,8.347621974324237e-11,1.5923254687215894e-12,7.958154358105166e-14,1.4897239644077894e-12,3.1342785860610413e-18,1.0,1.0,1.2170669484259333e-55,3.559439611024763e-53
