milliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
0,1.022582349981163,0.009807943879567772,15.001877841239931,0.09999999996245096,0.09999999999936761,0.09999999999743364,0.09999999999993463,3.641534314010226e-14,2.0311976083378323e-13,-2.717696022087838e-32,3.87154954992832e-31,-8.039857240036781e-45,7.564568548139916e-43,6.525160183647013e-05,1.0293880317874155e-06,1.4280351218721659e-08,-5.8371569514128515e-06,0.002898605264792543,-4.7084614283970923e-07,0.0011668413819869564,1.2053078139933706e-09,-5.4825569600923067e-08,-2.9972500314541105e-11,-2.706520700980395e-13,-3.255334890561522e-14,-2.5161198172235013e-12,-1.6262261354735408e-13,1.3227229260934653e-05,3.2350223155465354e-06,-1.944821973825705e-07,1.582549995871955e-07,0.00041904975287780703,-8.893032808158778e-09,8.630125384028813e-05,-4.1714498662400794e-08,6.473467903271366e-06,-9.376374953296399e-12,3.3435712935182685e-13,-4.454740877904478e-14,-2.091356743110443e-13,-2.562389906724996e-19,1.0,1.0,2.1850950630494445e-55,6.421179242662321e-53
100,0.9327013314519201,0.08215583486170452,15.002637417450874,0.09999999996626414,0.10000000000059982,0.10000000000026818,0.0999999999997824,4.362086468235884e-14,-1.7673435515081405e-13,1.9568197584060875e-31,-3.042391943154578e-31,-9.237482279991998e-45,5.459089177048471e-43,0.002768698664154573,2.407055972137548e-06,3.7956232182600455e-09,0.00012389269317150496,0.002556254992882001,-1.6615940094543358e-07,0.0009411303429965047,-1.3226216950227216e-08,3.505044985818949e-07,-2.0768893688548706e-11,3.5529494592494123e-13,-1.3180475278242893e-14,-1.7113865596633935e-13,6.043046054643645e-14,0.0018969470846967394,-2.50026578556782e-06,-3.7741742742714785e-07,7.856508678600842e-05,-0.002055277132456926,6.439068007499856e-08,-0.0007108983074675036,3.702702579593531e-08,-3.6364388713221094e-06,-7.844781380299131e-12,2.5109924755010553e-14,-1.3904570776612701e-14,8.40814505885798e-14,1.3655362927776489e-18,1.0,1.0,2.1886937428201756e-55,6.417674719790766e-53
200,0.8586505800321931,0.11335286392361633,14.996253389254893,0.09999999996634905,0.09999999999975885,0.1000000000029151,0.10000000000012511,1.4131707779977802e-14,-1.0754577534478708e-14,-1.6864261136511078e-31,-1.0075181660048911e-32,-4.877782425688623e-45,2.8677109076736016e-44,0.004113353212528981,2.9366658843208337e-06,-5.389077746720087e-09,0.00018233706884830949,0.0032883940171912446,3.871327681868968e-07,-0.0016764023982720022,-2.5901069525243055e-09,-3.823447528968999e-07,1.884500124049854e-11,-1.3594576769638823e-13,-2.6824702236498583e-14,9.056085701334567e-13,2.125073463550346e-14,0.0028474648907214285,-4.085334651169692e-06,-4.431332482274286e-08,0.00012643266648474776,0.0008518482890100575,-3.326276575130103e-08,-0.000583179362323617,-1.0070011429441309e-08,1.5902745555936775e-06,-1.50968338843664e-13,1.6260999055999225e-13,3.0138356837897e-14,-6.266425594767777e-14,7.432718218519998e-19,1.0,1.0,2.1830823035397778e-55,6.418810210391898e-53
300,0.8012374958594544,0.20569136747828368,14.991311720483596,0.09999999996999669,0.09999999999956423,0.10000000000248284,0.09999999999982974,-2.6428694198291525e-14,2.6900344788157824e-14,-1.5813121475258643e-31,3.276885803212086e-30,-2.2793939175395736e-45,-1.5534861466660735e-43,0.005002890427257301,2.0653044566734187e-06,-1.4892952045752778e-08,0.0002306738093600526,0.006309299539395287,2.0570785839091756e-07,-0.0008141485907233506,-1.2791645068533213e-08,-3.808943825853643e-07,3.102833735161509e-11,-1.587327557399997e-13,-2.5169768854758337e-14,1.2093346360326865e-12,2.4807083172403103e-13,0.003337137638002477,1.2901139023830287e-05,-8.453608346846894e-08,0.00014637006551120976,0.005906819139232512,8.653795637808134e-08,-0.00030319277375193604,4.326179632475769e-09,-6.324988339099052e-06,-9.834271786815036e-12,2.0844407661471656e-13,-6.759295576107047e-14,1.4861968180169054e-13,-7.187825679698733e-19,1.0,1.0,2.1834222106640085e-55,6.436898661617119e-53
400,0.7549321680221219,0.2340232672520627,14.983930877755524,0.1000000000342701,0.0999999999998972,0.09999999999673323,0.09999999999988658,-1.491130545145904e-15,7.573822672113971e-14,-8.309995140294839e-32,-2.9509273061533728e-30,2.1963132416665143e-45,-4.055541049794091e-43,0.005234225957712282,5.3487726002253566e-06,-2.6308386832370136e-08,0.0002488723781324622,0.006700358841618784,-3.1527924922470797e-07,0.0003077824713085037,5.739038598916391e-09,4.3299043031661984e-07,2.844069308689565e-11,-1.914671135078225e-13,-7.16256086257876e-15,-2.243518493421675e-12,1.687446499895053e-13,0.0036094439576580964,9.35447589354395e-06,-1.8172654982111636e-07,0.0001600839398294422,0.007291512494104635,4.2151113485442706e-08,0.0004139793093137673,4.3973419436251916e-08,7.474448688516031e-06,5.511627245968788e-12,-6.045003570869583e-15,-1.2557555991411812e-14,-2.761862521892911e-13,3.3846305960080992e-19,1.0,1.0,2.1843161139332516e-55,6.4222700697056205e-53
500,0.7351091362172444,0.2831353496711933,14.986004859130501,0.09999999998753525,0.09999999999924794,0.09999999999888516,0.09999999999983007,4.902209443507644e-14,8.549269183590974e-14,6.646204234100507e-32,-3.4641609636293525e-30,-6.837619183933541e-45,-3.2526993767901427e-43,0.005532621421138779,4.305373402297374e-06,1.1399735932173016e-08,0.00025410540532592806,0.010936541668969185,-3.4635999330097284e-07,-0.0011977757221831252,1.590719076237646e-08,5.756098947553581e-07,-2.1329891114481468e-11,3.6939832362903726e-13,7.064194428290004e-15,1.1733415992825055e-12,2.369070981780165e-13,0.0036848245052165255,2.0640492000174965e-05,-1.6670162479606805e-07,0.00016781065908553542,0.010230669778919663,1.040783312240674e-07,-0.0006877341519058163,-6.376200362554743e-08,3.414959954168282e-06,5.779460937003393e-12,-2.643608054930055e-14,-8.133803844955339e-14,2.9092147406531376e-13,1.1437879354246382e-18,1.0,1.0,2.1879010312362054e-55,6.427867386135573e-53
600,0.68999411170923,0.34511453608867215,14.966714221728338,0.10000000001600642,0.1000000000001859,0.1000000000014609,0.09999999999981495,-1.6309485766281576e-14,1.306714861474812e-13,-2.8109220417031145e-32,-3.392048155768595e-31,-2.5098804708517728e-45,-7.154918958589069e-43,0.005700130511726718,5.1863109328112315e-06,2.812226719308038e-08,0.0002744231804002277,0.017765889819428202,-2.044814170668501e-07,-0.0005195797708391407,-4.965955075100072e-09,3.1768227611103545e-07,-3.609559824654765e-12,1.5610930767748206e-13,-9.320748865051921e-15,1.8074129493313755e-12,2.1460132553434757e-13,0.0037695019871775387,4.122620485542509e-05,5.796902166213749e-08,0.00017549483352391338,0.009397370565645758,1.1592416369502522e-07,0.0008584523037504725,-3.681725690932213e-08,-2.8060956579028913e-06,-1.1232869125633056e-11,6.088161317756275e-14,4.567385416555204e-15,1.2147893693128124e-13,-3.650897415867711e-19,1.0,1.0,2.1845882937326267e-55,6.412475899312254e-53
700,0.599913513674356,0.38556859669325855,14.966155759176814,0.09999999998277134,0.09999999999944903,0.10000000000276031,0.09999999999996315,2.7736370388721606e-14,-1.1898085035251611e-13,-8.832304436663919e-32,-1.8169023813655285e-30,5.802021377418897e-45,5.059897777990597e-44,0.005705792728708522,7.90847514117643e-06,1.5616026524991554e-08,0.0002780629795272448,0.020138899735966706,3.917497170547864e-07,-0.0006966446484533203,-8.024571823083848e-09,-5.048880814513489e-07,-1.3049288493467704e-12,-1.6413009614333339e-13,2.4399881140330812e-14,-1.7635957257125152e-12,1.2666278640241125e-13,0.003857669198895339,5.548962952690507e-05,1.4502155318452531e-08,0.00017303903829753373,0.014948333983854903,1.0783114597198479e-07,0.0006088917285539243,3.218576362307099e-08,7.055963023343336e-06,-4.115313499785726e-12,1.4843746467734533e-13,-8.24597832952895e-14,-3.5385977397412145e-14,-7.02962716398838e-19,1.0,1.0,2.186517454863513e-55,6.4121079067779135e-53
800,0.5871685194723938,0.4188072779315877,14.953509585794025,0.10000000003512237,0.09999999999965514,0.09999999999645924,0.09999999999986839,-6.03904458222649e-16,-1.1097770597124394e-13,6.300895854021271e-32,-1.4296758240050079e-30,9.507051553811643e-45,-1.0933147550158272e-43,0.005817279418949317,6.8912713757767525e-06,-5.198622886177026e-09,0.0002779182128867785,0.024953175851488617,4.6148295410157963e-07,0.0027533678387184216,-2.254136374145752e-09,6.978130449438108e-08,2.9560943186413327e-11,-2.3610323335416676e-13,1.6150086913515605e-15,9.261051057485607e-13,1.4028282604786363e-13,0.003903757530863522,6.315463236112452e-05,9.013024484641812e-08,0.00017659650377535962,0.01472237165601557,7.925803689681177e-08,0.0007950569098753392,1.714677039830167e-08,-6.743255498786239e-06,-2.24715842014979e-12,1.6790384507462208e-13,3.0209812164718954e-14,3.5172590038215806e-13,1.380489566103509e-18,1.0,1.0,2.1869881444027187e-55,6.430102626959114e-53
900,0.5502140943993538,0.430778407246608,14.960559641974807,0.10000000003757092,0.09999999999954329,0.10000000000335534,0.09999999999990301,-2.7974764523427128e-14,1.8080712066988208e-13,-1.5923901351955034e-31,1.5043220503269197e-30,-9.805762077303292e-45,2.195340063310736e-43,0.005737243934417994,1.0737471047670171e-05,3.49543381288219e-08,0.00027795255362796935,0.024033523522823803,4.0709709448652713e-07,0.0007473692866978098,-1.0523158265519593e-08,3.2361835885995195e-07,-8.611788573831754e-12,1.4021697897388396e-14,-1.9661094050425772e-14,1.288550875907732e-12,-6.513003765184486e-14,0.003797625903348399,6.815886508033455e-05,3.238189678410509e-07,0.0001791911151698868,0.01969555012131662,1.7225587446968376e-07,0.0011910534972310754,2.8043903873421145e-08,-1.747539258617901e-06,1.05404319763132e-11,-1.6998920243092346e-13,-3.688957576599031e-14,-2.724789389880361e-13,-1.093366763395977e-18,1.0,1.0,2.1861536668295117e-55,6.415287475190703e-53
