milliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
0,1.0118366889614392,-0.011602437358184513,15.002790445167895,0.10000000003807426,0.10000000000039429,0.10000000000088376,0.1000000000000449,-4.924191096088834e-14,-1.7144602017285816e-13,5.60287743676503e-32,-3.461092217984179e-30,-6.908178462836067e-45,1.3781529434384219e-43,6.393447311221858e-05,2.331993470122202e-06,-1.025116369734386e-08,4.190624441722896e-06,0.0016568679045942357,-4.49102542221101e-07,0.0016325263079678058,-1.2481881216427427e-08,-3.168608291816005e-07,-2.7866381152678262e-11,3.319072499054218e-13,4.9489968678238155e-15,2.08682998536817e-12,-8.565079185948786e-14,-2.5843186704692434e-05,-1.9997436467059285e-06,2.913296744359649e-07,1.3253370319033011e-06,0.0014257416131370098,-5.295944591654919e-08,0.0005787557328987098,5.366563171630041e-08,-2.3070207917177218e-06,-4.346144424044357e-12,3.311506965569065e-13,-8.233375642269314e-14,-2.82661322080244e-13,-9.162229205778262e-19,1.0,1.0,7.293655849003645e-56,2.1449505073046478e-53
100,0.9314230861919589,0.06716533191119997,15.005293875602819,0.09999999996914258,0.09999999999954746,0.09999999999888368,0.10000000000025998,3.489881688568153e-14,1.0815425129337395e-13,-1.0601864440724863e-31,-2.531780698107825e-30,8.615852761486852e-45,3.890753130116885e-43,0.002675364365369128,2.019320937570504e-06,-3.110745118667638e-08,0.00011380454097966636,0.0017200971794085799,-3.440202374504776e-07,-0.0008531218899324533,1.3810469286714728e-08,3.3921685916314943e-07,1.204334945558607e-11,-2.002527405236405e-13,-1.2219667831069453e-14,2.098341797089195e-12,-1.2049718794894555e-13,0.001856948909223335,2.0128313691789164e-06,1.1242912147793558e-07,8.10550509535962e-05,0.0020741478311449317,4.375651977344953e-08,-0.00040944635205743805,3.437348913654779e-08,7.431326454604666e-08,8.396368506226103e-12,-1.4807279954118882e-13,2.3131768164911412e-14,-7.850895058225233e-14,4.640598615096926e-20,1.0,1.0,7.26186563277593e-56,2.140941065152423e-53
200,0.8857936343000884,0.11820657470773505,14.996319105686586,0.09999999996984213,0.09999999999962789,0.10000000000050295,0.10000000000012689,-1.4795505779442817e-14,-6.97383652643076e-14,3.5893817396312507e-32,3.1696908316317855e-30,-4.330164560948927e-45,5.9037436004340084e-43,0.004126661060619069,2.013462878426952e-06,2.0685551787644764e-08,0.00019298191943114746,0.003647146566784426,-2.683656945614046e-07,0.00012637968137206988,8.152401799356142e-09,5.63354993778398e-08,2.1568373758404125e-11,-3.741354831381803e-14,-1.0974695303607035e-14,-8.994153971792022e-13,1.5973440914878298e-13,0.002802507264245866,4.945481278518694e-08,-1.4398884331014577e-07,0.00012857073173843834,0.004081201351762233,5.462876416305149e-08,-0.0005657827876175514,2.6551532224663798e-08,5.550091518282788e-06,3.730562048051656e-12,-1.8139427922265397e-13,-8.058040715311811e-14,1.7094512238784179e-13,6.308663373904904e-19,1.0,1.0,7.2987884478567835e-56,2.145469501151371e-53
300,0.8348856115272556,0.171935033201155,14.991252432126233,0.09999999995883065,0.10000000000081624,0.09999999999976869,0.0999999999997398,-4.3919081415837814e-14,-2.0600490148985417e-13,-1.68197487815522e-31,8.18240803172545e-31,-9.588655681630909e-45,4.449072666959704e-43,0.004973999826804506,-1.403851354429576e-06,-2.097441660232471e-09,0.00022701937162061784,0.00845990506158318,-4.6012281455612516e-07,0.0013022788324884664,-8.847113189884007e-09,5.9455595042481475e-08,-9.37530191013335e-12,-1.1350457662017964e-14,1.5534856899430295e-14,2.617901969194263e-12,7.787752953358298e-14,0.003297300940140423,4.0710729111479965e-06,-9.964459217120724e-08,0.00015132302085892575,0.0026964877557606555,2.3181420674428877e-08,-0.0005835607885116955,1.921443844295528e-08,-4.337994562949825e-06,5.456900385759291e-12,5.137670024660632e-14,5.035355143033258e-14,8.607954787797621e-14,1.0202613478509427e-18,1.0,1.0,7.2693008979959735e-56,2.1535424457406523e-53
400,0.7476960556421471,0.2611043666192733,14.979925110717112,0.09999999999991296,0.0999999999998227,0.09999999999905557,0.10000000000005276,4.087881835674961e-14,1.8438601639655785e-13,-2.52192366825429e-32,-1.3376528299226808e-30,-1.0385943872225747e-44,-3.988584169560899e-43,0.005381355181366149,2.0154356330069704e-06,2.99423079647173e-08,0.00024728921863728605,0.0061077912920054125,2.991596059545972e-07,0.0009495339942119138,8.198265132727207e-10,2.517616639079456e-07,1.0043952569919805e-11,4.691597638416824e-14,1.0824230311219677e-14,1.900343224702861e-12,2.051751923042767e-13,0.0036486286021281985,1.4972359180733906e-05,-1.706759560487722e-07,0.00016142418978424918,0.00733767201312078,-3.1323552624082916e-08,-0.0006360973031046338,-3.8797020697516776e-08,-1.3287060045706135e-06,-6.060932643480812e-12,7.899067154821701e-15,3.5975511681578235e-14,3.084596008580756e-13,-2.659051079066699e-19,1.0,1.0,7.3016215195541815e-56,2.1333974720317587e-53
500,0.7319922562463625,0.27079447611663976,14.969697475170639,0.10000000004443774,0.09999999999917684,0.0999999999973106,0.100000000000155,4.779545550361714e-14,-3.772469863551174e-14,4.541443230883757e-32,-2.9065074087169127e-30,-2.555681275862988e-45,6.791386257953497e-43,0.005501600631171729,3.3362782508957376e-06,3.986055940685488e-09,0.00026040461211075477,0.011889091208683063,-2.8136820223065493e-07,0.002117339557877062,-4.41249633521378e-09,3.8372586124005965e-07,-3.7892827355641136e-12,2.087426590709226e-13,-1.6775961631920048e-14,4.0943470974568783e-13,2.5558099596816986e-13,0.0037798566201618948,2.0892895798482033e-05,-1.4270614686145128e-07,0.00016772643045154394,0.006218872264096519,8.062297094105202e-08,0.00046506433697159934,-5.631584706984418e-08,2.3352742367748696e-06,3.1392769462765456e-12,-1.1517695703991776e-13,-1.9840381299282668e-14,-3.500518643738838e-13,1.038919162063362e-18,1.0,1.0,7.262330520227345e-56,2.1484701733794988e-53
600,0.6461893870024177,0.3223068996593729,14.964349251185018,0.09999999998354718,0.09999999999916416,0.09999999999845324,0.09999999999994784,-4.737211483960558e-14,-1.892569481833957e-13,3.415823435902075e-32,-2.606787886200495e-30,-5.252870669076413e-45,-5.2253560475420485e-43,0.005561823551568747,6.795545399967245e-06,-2.4895234550126688e-08,0.0002639318526065613,0.016463983161958434,2.4793027562443826e-07,0.0018401415559268866,-2.526242580959989e-09,2.0216513295685224e-07,1.8016261648130095e-11,1.8352133452058338e-13,-2.4920122167582667e-18,2.370239037038864e-12,-1.9670200016503586e-13,0.003773898496701952,4.072333192936553e-05,-3.856858920081486e-09,0.00017696458449722142,0.009383679416928211,1.811393671081708e-07,0.0005034574299942178,5.247472404890745e-08,5.622758002768446e-06,9.597083177132746e-12,-2.540578028383739e-13,-5.1252958657461423e-14,-1.272878994126606e-13,-3.882536563543609e-19,1.0,1.0,7.290785767494609e-56,2.1374017734492625e-53
700,0.6315401541806729,0.39782900586075093,14.967384002701545,0.09999999998486941,0.10000000000035246,0.10000000000294965,0.10000000000014746,1.3764268900847233e-14,2.443104483541603e-14,-2.03295441602571e-31,1.607961712670896e-30,-1.479330411924054e-45,-1.9992686983661685e-44,0.005632477326930198,8.054558534061637e-06,-1.2120745960677845e-09,0.0002725169757476896,0.020542321736962008,-3.3096984885881135e-07,0.00034732205073829877,-1.2607784857132518e-08,-1.0989239782289766e-08,9.758844440029356e-12,3.030474663040785e-13,1.4138037733624099e-15,1.2011838088604581e-12,1.3543024928457932e-13,0.0038436770266436792,4.836741269693985e-05,-1.1013900874961744e-07,0.00017789851912400996,0.014997110862595907,1.5778852291032785e-07,0.0008973472359524145,2.7218335845564517e-08,7.261170588851024e-06,6.241095889865827e-12,1.3477443372385808e-13,4.6597430977496045e-14,-1.2488612851588333e-14,1.8029057174212281e-19,1.0,1.0,7.283597568920275e-56,2.1306665515204147e-53
800,0.595762440510759,0.4081840338932894,14.951800324328955,0.1000000000025808,0.10000000000089297,0.1000000000019403,0.10000000000025383,4.736976872490892e-14,-1.6200189364464453e-13,2.3404230717244064e-32,-1.8802270826402353e-30,-1.7232113637017875e-45,2.0535480520959905e-43,0.0056651671330020005,7.884032521962604e-06,-2.461448402711369e-09,0.000277968221912696,0.024439583889321853,-1.27911160017666e-07,-0.0003964149838322575,1.3950820889565131e-08,-3.024689233856881e-07,2.7902767242503037e-11,-9.614402012153032e-14,1.4321459282754354e-14,6.805128189836981e-14,-1.4612446483138633e-13,0.003863082716149895,6.188925679090945e-05,4.0569474162161235e-07,0.00017537059366070357,0.014358080754743898,2.2297504956605877e-07,-3.0036675596046333e-05,3.729451985572727e-09,3.389659781839349e-06,-6.133406437369123e-12,3.8110454862024523e-13,-1.941297005697245e-14,-7.015078038901182e-14,2.2994647013512407e-19,1.0,1.0,7.267586484468815e-56,2.1364277143607185e-53
900,0.5461211234798328,0.4494213405034022,14.954886865846866,0.09999999998746718,0.09999999999957132,0.1000000000007968,0.10000000000006422,-2.1665294420044503e-14,2.1089801368909167e-13,2.334509389850093e-32,3.1411333183459763e-30,8.57671072442447e-45,4.8328231547613925e-43,0.00580132648619867,7.369495910745965e-06,2.448236757862682e-08,0.00028137497295060385,0.022668260161139212,2.9371390634870005e-07,0.0020281447102947887,-1.3396679316471172e-08,-1.9480498728906022e-07,1.7801950395314087e-11,-1.3044966054686632e-13,3.0813993368251255e-14,-1.9108605440094814e-12,4.4788054930464026e-14,0.003892150443100718,7.212990176146936e-05,9.567859267433335e-07,0.0001787623548583761,0.02044007961518742,8.985216902036138e-08,0.0010456322129883601,-6.2069917724755135e-09,-2.832743132961056e-06,-4.6494657606044926e-12,-3.078006276022541e-13,-3.540178045127263e-14,-2.550692845169696e-13,-9.925565158191324e-19,1.0,1.0,7.284922742630873e-56,2.1388844101403615e-53
