milliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
0,0.7800406001653598,0.6506797090475603,0.0401120532329398,0.08012240766670953,0.6605776333023193,0.33923760972175393,0.08976069630568002,0.14951452178663083,1.0000084894324968,0.0,0.0,0.0,-9.995707034355602e-09,1.0491988139242945,2.0,0.19967841259918154,0.5485729967452811,0.9993291441958069,0.7598412712138084,0.6601683690950223,0.7397952230478693,0.9974137344008032,0.5291714465157599,0.04135998317662204,1.3,1.0,1.0,0.050330764556122266,1.0000000176879327,0.1992974180646589
100,0.7791375584027335,0.6561671596354879,0.03998686418255835,0.07966871360427424,0.6579989596343846,0.3425332452132386,0.08994376870418867,0.14975909418501676,0.9999601712887412,0.0,0.0,0.0,3.833954515341264e-08,1.0497624472519695,2.0,0.20200466572169515,0.5476511492506468,1.000558598646766,0.76081702230809,0.6583518996381542,0.739351346904674,0.910779812698592,0.5295282984433614,0.040419115808894776,1.3,1.0,1.0,0.05117771491032198,0.9999988143661281,0.2000140087026024
200,0.7790921806997575,0.6554808274986667,0.03950990004722155,0.07968207944586808,0.6542817263242581,0.3447894181899981,0.08898575799751775,0.14879454430193303,0.9999534018959315,0.0,0.0,0.0,3.5462953968339864e-08,1.0525591215986476,2.0,0.20169322327959507,0.5477809747936545,1.001436031204353,0.761437812893444,0.6561232785724368,0.7374381706885889,0.852508780935266,0.5339534574912943,0.04247248552543895,1.3,1.0,1.0,0.0518657552538712,0.9999988087201176,0.19843586159863735
300,0.7793738825029319,0.6578676566492597,0.03919478727796311,0.07966254685393699,0.6514902149007497,0.34722034775330035,0.08865890465640468,0.14900378155173674,0.9999510372841264,0.0,0.0,0.0,9.065997864134232e-08,1.052553825706365,2.0,0.2027012516447996,0.5473390145061755,1.0021568943247556,0.7624208455904946,0.6544152117755886,0.7348197523717551,0.8066790621697906,0.5346428014552476,0.04269608359295982,1.3,1.0,1.0,0.05168778405042117,0.9999988208378205,0.19839324578558654
400,0.778415526963714,0.6579231670499164,0.03882110275791224,0.07893811354906359,0.649661056143829,0.3492651552517255,0.08857757203166636,0.14824544536507092,0.9999173842094524,0.0,0.0,0.0,8.199848006241893e-08,1.0530643393197687,2.0,0.204334654091222,0.5445093064433844,1.0031359791459986,0.7637405671869758,0.6536116575255083,0.7357363906946832,0.7555457932390085,0.5335792132253027,0.04931947112762801,1.3,1.0,1.0,0.05353991588026331,0.9999987869726801,0.19820225041142361
500,0.7775830447539976,0.6609192246178385,0.03857430943002405,0.07873554607986973,0.6485751057196578,0.3516944826824004,0.08858719046523644,0.1474172816898141,0.9999056635993653,0.0,0.0,0.0,1.521188811298776e-07,1.0522787462182204,2.0,0.2039067252770119,0.5438855703608493,1.0038038962865974,0.7645063194896136,0.6524491029235985,0.7337089791863667,0.7130825585552178,0.5351668683734815,0.04712239881166764,1.3,1.0,1.0,0.05453710654865194,0.999998816910893,0.19788098785491748
600,0.7781814275346527,0.6691491982781187,0.03867624600045335,0.07871518673810667,0.6464316258808335,0.3539639753648381,0.08766465882603924,0.14789838684027395,0.9998530507017351,0.0,0.0,0.0,2.1143176122752445e-07,1.0528466937363956,2.0,0.2080300774153416,0.5450352179230312,1.0037705428344803,0.7645547105272312,0.6505545080592963,0.7330995661594857,0.6667215319027876,0.5374328954765782,0.05120676306973232,1.3,1.0,1.0,0.05363617124311475,0.9999988188429608,0.19611339028385236
700,0.7767196402959439,0.6722389325494983,0.03866773079539128,0.0784412655675499,0.6433770599828341,0.3551077728235979,0.08716592383940466,0.1472178349026172,0.9998415885401561,0.0,0.0,0.0,2.0847574991549222e-07,1.0542369104000466,2.0,0.20895017796386856,0.5422729036333038,1.004585445049746,0.7648726654923385,0.6495730329264449,0.7308844035489614,0.6187525410531526,0.5376209820803002,0.05431619218290552,1.3,1.0,1.0,0.05547894325149532,0.9999988029301841,0.19663766737169072
800,0.7769148466683121,0.6711331408099059,0.03802837046644928,0.07831553315755538,0.6419361354378255,0.3577664626367975,0.08737663328669726,0.14649684156525644,0.9998331571308091,0.0,0.0,0.0,2.5360590287154266e-07,1.0545745197904053,2.0,0.2088708055603339,0.5403981740264431,1.0061873826345349,0.7654429939162185,0.6483553047592925,0.7322165404657188,0.6052662785031059,0.5400735338374458,0.05459348713170226,1.3,1.0,1.0,0.05521821829359031,0.9999988189156427,0.19617140095943275
900,0.775911201141914,0.6752956116388327,0.03819188435940898,0.07809616693600367,0.6390833100331542,0.35976145709031254,0.08644930729135972,0.14658065020144725,0.9997727009728244,0.0,0.0,0.0,2.734391304030418e-07,1.0550952819227628,2.0,0.21010794349327272,0.5403552590403894,1.0056658313585092,0.766775375915642,0.6474258147191839,0.7287714341306827,0.5642281441467009,0.543058415264683,0.05832283816861368,1.3,1.0,1.0,0.056618517874855785,0.999998824828194,0.1944143857095293
