milliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
0,0.7803953068695203,0.6502544190321358,0.04010247745338215,0.07978412472182313,0.659395721351063,0.3403310048583166,0.09037905982161054,0.14961109190042676,1.000004433128657,0.0,0.0,0.0,-1.3072429915265811e-08,1.049252126981489,2.0,0.20053066610319387,0.549687614192028,0.9993007388559682,0.7599725809761438,0.660494303911541,0.7403682369844516,0.9887760944614722,0.5287749587698722,0.03985849281787306,1.3,1.0,1.0,0.049101452771270045,0.9999999900018433,0.20052840051322546
100,0.7797864017400802,0.6562250511653163,0.03961983717931737,0.07952589135967406,0.6569163156580229,0.34312872225351776,0.08987483797647787,0.14937072707053925,0.999974712606251,0.0,0.0,0.0,-1.11323972754218e-08,1.0492561123493969,2.0,0.2019412411189305,0.5475883366035352,1.0002351620990315,0.7611865028429997,0.6586497133882598,0.7381450203066356,0.9360894049343217,0.5304693830338822,0.04043161611649078,1.3,1.0,1.0,0.050312002709083224,0.9999988000487918,0.19871260133233518
200,0.7787813489620183,0.6577833648856801,0.0395434927581339,0.07962403660045196,0.6546914054204205,0.3447330761289456,0.08939102930517857,0.14897027108200953,0.9999308402871564,0.0,0.0,0.0,4.699389837725544e-08,1.0509313969750589,2.0,0.20146213610833782,0.5475175847903263,1.0022351241924428,0.7620058353069492,0.6571027417709355,0.73763173011821,0.8689491625144482,0.5335629360541747,0.04301569018026409,1.3,1.0,1.0,0.05259280166734977,0.9999988189505938,0.19922637009169955
300,0.779033896405245,0.6578456551603798,0.0390200119742005,0.07945796366804561,0.6524729209291268,0.3482472516102316,0.08893363722181734,0.14871677240079859,0.9999544299608715,0.0,0.0,0.0,1.0196359523454546e-07,1.0532329735493398,2.0,0.20405637740022325,0.5463860883264261,1.0029860033060427,0.7630507334903643,0.6548056816618061,0.7366329124710843,0.7874879116347538,0.5321342743529834,0.045717842494069925,1.3,1.0,1.0,0.052285102838264125,0.9999988026194708,0.1990630184554482
400,0.7786362394672168,0.6614070344365198,0.038906658672995934,0.07929290909030037,0.6503027200563646,0.35003107675225825,0.08820565624445845,0.14833990253595544,0.999923163403564,0.0,0.0,0.0,5.7250659631358276e-08,1.0520770357129423,2.0,0.2036421752937512,0.5448199389604205,1.0030887948751868,0.7631210722059047,0.6538231987265116,0.7347419157530021,0.7425709863962711,0.5352233989360136,0.047495199596562995,1.3,1.0,1.0,0.05357586656427234,0.9999988195420153,0.19831515906520036
500,0.7785703061614258,0.6629879466031885,0.03910684983387247,0.07897336313348699,0.6469156432153075,0.35245623075331434,0.08774481497724179,0.1479391306175197,0.9998707357665868,0.0,0.0,0.0,1.5522693181393588e-07,1.0543845874098903,2.0,0.20390596064123784,0.5443762864104511,1.003074298858396,0.7642349255394055,0.6519747986481645,0.7339617055257175,0.717776780341989,0.5349072232890734,0.051449547837365,1.3,1.0,1.0,0.054970616647675226,0.9999988031422332,0.1976860376596638
600,0.7779755332798747,0.6654676317274406,0.03858620159738632,0.07857961349288853,0.6463654852939911,0.3531705056885975,0.08760587273034759,0.1481106365621166,0.9998728157594512,0.0,0.0,0.0,1.6026633409389734e-07,1.052756069727126,2.0,0.2080136675869843,0.5426273657448452,1.0043875854317417,0.7642274897006633,0.6517719252491719,0.7329370102342213,0.6633758731964894,0.5392611641608003,0.05160931615660615,1.3,1.0,1.0,0.053556141370566024,0.9999988079903251,0.19679509056957176
700,0.7778036862566275,0.6652056306021356,0.03863692156076615,0.0786351687883044,0.6443832298324109,0.3567311589764503,0.08722831223749387,0.14665815143050717,0.9998099686942296,0.0,0.0,0.0,2.3896139874010394e-07,1.0545063809557824,2.0,0.20705979988096734,0.5435442308517333,1.0055073134998957,0.765190485929557,0.6494997253743142,0.7312361504564207,0.6475191244281303,0.5373911119516224,0.05139002615514968,1.3,1.0,1.0,0.05534095938664957,0.9999988219662896,0.1954943306492682
800,0.777196991116814,0.6706044215044936,0.0381647897952507,0.07815260629349559,0.6418031246242267,0.35789252114285713,0.08688726072441275,0.1469380042488599,0.9997834639721095,0.0,0.0,0.0,2.6503628355657213e-07,1.0571508856862226,2.0,0.21052475761150186,0.5418204839996943,1.0056582893317676,0.7662482168328352,0.6485449108664031,0.7292939328168402,0.6109161191546235,0.5388408730046463,0.05362448024291213,1.3,1.0,1.0,0.05616431085448451,0.9999988079599268,0.19556850694459066
900,0.775991127411914,0.6739148987773285,0.037960200001493645,0.07821131857027955,0.6391578928388966,0.36009641707116435,0.08700344736822856,0.14688746511771592,0.9997679612426197,0.0,0.0,0.0,2.2535457146587095e-07,1.0575999076999447,2.0,0.20926864968382197,0.5410587500769842,1.0065062540713618,0.766854134265527,0.6479181942099936,0.7293830235633455,0.5782411597525611,0.5399547223731717,0.057791394018656,1.3,1.0,1.0,0.0573265781375234,0.999998796446235,0.1954775759793613
