milliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
0,0.7801855499047399,0.6533671021628976,0.04000597885429475,0.08001706163747796,0.6602022453273917,0.3404306492233205,0.08992919538207018,0.1498653578840144,0.9999786108885689,0.0,0.0,0.0,3.6582677923634706e-08,1.050146104217729,2.0,0.19963275054103927,0.5496288067271363,0.9996225097808207,0.7596394550862022,0.6596860896868268,0.7392767672833223,0.987681916192914,0.5285060936009353,0.03773705863628162,1.3,1.0,1.0,0.04951569821080426,0.9999999949748286,0.19937810312605286
100,0.7795778115307272,0.6535783850286212,0.03978913386459246,0.0798523617229575,0.6569006849523126,0.34220799116263684,0.08952488614085877,0.15006919117375356,0.9999774293817109,0.0,0.0,0.0,-2.386827743550391e-08,1.0493379316972238,2.0,0.20062081773113058,0.549985765012361,0.9999086288099066,0.7608636042600085,0.6577779757577505,0.7403835034577988,0.9115304342752744,0.5300822999038929,0.040934004334221584,1.3,1.0,1.0,0.052020589651830526,0.9999987887843222,0.19963072468337906
200,0.7795760238714454,0.652372635556442,0.039600016416033834,0.07935644946667372,0.6553807923281362,0.3454481989455019,0.08889014598505551,0.14875823788313608,0.9999233839708875,0.0,0.0,0.0,7.863638789061657e-08,1.0506320695796916,2.0,0.2007034582388104,0.5466311835733852,1.0023041697348745,0.7612746729542516,0.6566310719417837,0.737127649429591,0.8665449551603979,0.5322126139625711,0.04455986396057074,1.3,1.0,1.0,0.05115079855878453,0.9999987950773563,0.1989358374795157
300,0.7785228997402146,0.6568247204392358,0.03911070369092083,0.0793144852008238,0.6528125614820649,0.34843653860358165,0.0889878069819585,0.14841818899491954,0.9999248951346347,0.0,0.0,0.0,9.554065111559289e-08,1.053319910074152,2.0,0.201693071593396,0.545865893575888,1.0013935677011454,0.7627664253802123,0.6557448968719265,0.7351235265230484,0.8035926294774138,0.5336398820934982,0.04596162502177046,1.3,1.0,1.0,0.05262762624898426,0.9999988277121746,0.19890068949337278
400,0.778070276572241,0.657556289038296,0.03906987070343446,0.07926512843943806,0.6501523763857482,0.34959008209746106,0.08883827857225461,0.14883309740681386,0.999923559438094,0.0,0.0,0.0,1.3346790524673462e-07,1.0513285759866848,2.0,0.203936626368293,0.5464003653529587,1.002864372457582,0.7630137390017148,0.6533311407164389,0.7354900208473756,0.752298786275795,0.5350092598766732,0.04615854480070335,1.3,1.0,1.0,0.05289650384339227,0.9999988214010893,0.19775498662960833
500,0.77829665637895,0.6664805059647192,0.03856812822015172,0.07870021785980723,0.6469031115640616,0.3511612640065253,0.08848939162020843,0.1481740558822005,0.9998721946223599,0.0,0.0,0.0,1.441475154504566e-07,1.0534347144697784,2.0,0.20424714549152231,0.5451797400314902,1.0031729779688185,0.7636949754301345,0.6528274317938124,0.7349702546847424,0.6991589658098579,0.537102163067211,0.04772081528032296,1.3,1.0,1.0,0.05266368544501849,0.9999987906489562,0.19760786455976392
600,0.7771060091183293,0.6677684583587036,0.03862511998600007,0.07850266593687105,0.6456219294453888,0.3536598011069409,0.08791537158189024,0.1479429640147123,0.9998667811217473,0.0,0.0,0.0,1.8965176390076072e-07,1.0555668509080047,2.0,0.20584829764281726,0.5427332568323329,1.0048558545493804,0.7644365762005166,0.6509982161519966,0.7322828555788955,0.6519125185104719,0.5382066638638495,0.05132549294991099,1.3,1.0,1.0,0.0529795643992895,0.9999987863444069,0.19686528913652646
700,0.77731878147578,0.6685232203263366,0.03829747321408299,0.07828263232941136,0.6434538669921006,0.3563134892312721,0.08708187297071127,0.14663384265530724,0.9998049919696776,0.0,0.0,0.0,2.128406534008859e-07,1.0558040508000954,2.0,0.2076805527383123,0.5423864576378067,1.005576289678833,0.7651877981955891,0.6505766916664661,0.7330414636611252,0.6408296891515353,0.5371992329347367,0.051814133489891855,1.3,1.0,1.0,0.05381678331154218,0.9999988228575553,0.19551395035692476
800,0.7766903516078515,0.6727176081317313,0.03819458361215719,0.07833428891706899,0.6412393914782165,0.3584571303602629,0.0872504569293378,0.14730331017158751,0.9998145833049673,0.0,0.0,0.0,2.3424349809445894e-07,1.0546679775706884,2.0,0.21011761652093092,0.5407570761810985,1.0064492273623777,0.7654369288325648,0.648545903561959,0.7323346320102561,0.6117464329112107,0.5392494995631512,0.055006697373636164,1.3,1.0,1.0,0.05447898766066301,0.9999988029755041,0.19560129237313328
900,0.777063902752578,0.6761097809973522,0.0380943349609581,0.07839723613434513,0.6394399840335995,0.36035781394200544,0.08675193689214726,0.14662974817584912,0.9997704815771603,0.0,0.0,0.0,2.6793112719656713e-07,1.0560134864713855,2.0,0.20917765335289662,0.5400306153181055,1.0058005673997006,0.7661475421659512,0.6474613569186776,0.730629753865031,0.5828664264971676,0.5396473237209519,0.05705230119816509,1.3,1.0,1.0,0.05660301012762246,0.9999988009557665,0.19481864095078177
