milliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
0,0.7800320838614367,0.6526255766533936,0.03980587346580846,0.08008610164736023,0.6590618428573614,0.3391701185411609,0.0904614866104548,0.1503832388624453,0.9999865881537089,0.0,0.0,0.0,-2.5665691811423454e-08,1.048918650965271,2.0,0.19910949814496162,0.5512947923558786,1.0002599067551818,0.7595358285432626,0.6601021789851913,0.7416166603211931,0.9863742826307281,0.5305236420797618,0.04082049478919112,1.3,1.0,1.0,0.05054036966350604,0.999999992664917,0.20076873008897708
100,0.7800000164244011,0.6559338589909396,0.03958671269616637,0.07975080845554673,0.6570034449446086,0.3430538325505782,0.08968325884255872,0.14981853159256261,0.9999748549453616,0.0,0.0,0.0,-1.0315347512381137e-08,1.0501442284158016,2.0,0.20133625580470668,0.547776702127224,1.0009462690030406,0.7613188228748708,0.657691417043102,0.74050480060963,0.9099608359688227,0.5318618415655557,0.0402608241575815,1.3,1.0,1.0,0.05102884730248308,0.9999987961822588,0.19953153945538912
200,0.7792484341291144,0.6588954505818597,0.03981292669848217,0.07962186775054629,0.6549015496647705,0.34533214857004096,0.08927562610094936,0.1495754241982539,0.999972636373408,0.0,0.0,0.0,3.588615109888535e-10,1.0520878180527742,2.0,0.20142289493377136,0.5472285766254572,1.0023770114782031,0.762189139731516,0.6570620224387118,0.7365674769867715,0.8708311601268155,0.5319407252718661,0.04566627289770724,1.3,1.0,1.0,0.05280654248779668,0.9999988288727211,0.19888003777782182
300,0.7784715657393896,0.6595970498639947,0.03957433279348791,0.07923612127807904,0.6529576063276229,0.34789737978769963,0.08925600673654589,0.1484228103483121,0.999948361699178,0.0,0.0,0.0,7.535897046819446e-08,1.0522630988402442,2.0,0.20338792902789501,0.5462978364610486,1.0023023420348256,0.7621800534089834,0.6552991121285439,0.7361552707728324,0.813988945788163,0.5343361786180318,0.04710522663607262,1.3,1.0,1.0,0.05217997260691727,0.9999988207382022,0.19884148929810444
400,0.7785661985509251,0.6632895292668378,0.039331412733901144,0.07892065581805358,0.6495679726174609,0.3504745481127289,0.0886403790077443,0.14876521086142608,0.9999116622175654,0.0,0.0,0.0,1.003257668443426e-07,1.052902843915507,2.0,0.20311367681847264,0.5473081637367266,1.0027981537014283,0.7631773397456106,0.6539124507123807,0.7369046732472594,0.7391570418852976,0.5352563248918278,0.0460543360731456,1.3,1.0,1.0,0.05255118959835719,0.9999988144758671,0.19746066359442832
500,0.7785183249730874,0.6608547037111775,0.038559844756326025,0.07904076432924585,0.6479489946115392,0.35279397588293904,0.08806879698867798,0.14798178710866836,0.9999061116466325,0.0,0.0,0.0,8.607964865165705e-08,1.052090092681234,2.0,0.20433262748011355,0.5438846851704522,1.0036660306898193,0.7642381184034299,0.652782563847142,0.7327205542633667,0.7176294032990302,0.5352402030811206,0.04770802957170037,1.3,1.0,1.0,0.054755223493207335,0.999998824630232,0.1971939116173958
600,0.7778701349256085,0.667265161583105,0.038646351226032084,0.07896062261161366,0.6451371069320189,0.35342511914816427,0.0880531059292238,0.14742725984147834,0.9998349808038272,0.0,0.0,0.0,1.2729113294406076e-07,1.054653303545633,2.0,0.20584356969166828,0.5431076801838838,1.0051420625666032,0.7644128801882354,0.6504520873896124,0.7340379606450279,0.6808114117445863,0.5368790067344985,0.05039184909426617,1.3,1.0,1.0,0.053777855013906695,0.9999988261580971,0.19651454336410107
700,0.7776980013526746,0.6688703407710296,0.03810944301748312,0.0788146183937347,0.6436352167503946,0.3561880757402738,0.0876725591865105,0.14743069466842068,0.9998602630716997,0.0,0.0,0.0,1.8340265997826167e-07,1.055719250490305,2.0,0.20659929533256843,0.5431088334895737,1.0050741039410398,0.7652311900148189,0.6496538484233279,0.7304055565816312,0.6363095928959688,0.5405744182732212,0.05207621124159083,1.3,1.0,1.0,0.05550657860259617,0.9999988067274598,0.1956477306390086
800,0.776306484223036,0.673663318202145,0.03816186078338528,0.07848458694121661,0.6415757798511813,0.3582178159741067,0.08729180415248536,0.14676900478276342,0.9997849929329781,0.0,0.0,0.0,2.0344737405448618e-07,1.0542350891941394,2.0,0.20758022268575407,0.5409520253536337,1.0056504244867481,0.7660734643173268,0.6483300996874107,0.7303193461585887,0.5879315572263505,0.5394678762959506,0.05304283526674473,1.3,1.0,1.0,0.05564974255276296,0.9999988157815074,0.19535189027331562
900,0.7761769484260418,0.6746453127590866,0.03774715072854608,0.07793843732680113,0.6404099491157049,0.36036238132443854,0.08721282416805091,0.1468124830520198,0.9998076897340931,0.0,0.0,0.0,2.58791081660737e-07,1.055789361915516,2.0,0.2101327091584535,0.5416958199935101,1.0067954021626295,0.7668583859877132,0.647497321068066,0.7308228530594111,0.5607532813918826,0.5400328665670444,0.05592750789879388,1.3,1.0,1.0,0.058058216007669375,0.9999988197721404,0.19567963630092658
