milliseconds,s47,s48,s49,s50,s56,s60,s63,s64,s67,s71,s72,s75,s80,s81,s83,s84,s90,s91,s130,s137,s149,s153,s161,s166
0,0.0023970344291810736,6.441601211420679e-05,0.0,0.0013204844025842628,0.045122469375928884,0.11459631252257511,-0.0007459484219671961,0.0,0.00010940451207117451,-0.002866301878411019,0.005449502419437437,0.00012344797051733276,-0.006452482123393483,-9.517729086415405e-05,9.727566100772813e-05,-0.0020373067347090926,0.0003534448681755829,-0.0010433393804166395,0.0,0.0425682381405128,1.3200522424610978e-05,-2.8701488579288445e-05,0.01651986400297072,-0.0018412132222097948
100,0.002856594906934396,6.541063837303134e-05,0.0,0.0012755649782232098,0.0472224543818148,0.11821292265884573,5.8170669988075714e-05,0.0,-0.000181917274003647,0.0010806540225036694,0.02056653194820287,5.869723263811751e-06,0.0011624889307005927,9.80778766276028e-05,0.0031215611845516467,0.0017111493046728602,-0.000834291019775954,0.0026850587648306677,0.0,0.03878342447536268,4.000987070729e-06,2.9425041836992e-06,0.015377059162052429,0.06777189769130537
200,0.0028563444045347085,6.34980084626928e-05,0.0,0.0012820957379475002,0.045697552911381584,0.10387119976974753,0.0007154474018524178,0.0,0.0004024813224248687,0.022804512256275118,0.047736189975170984,0.00028779060243382213,0.05296483776799675,0.00027342862159601293,0.004753253353590737,0.0018660914071762984,-0.0011558543881399139,0.0012063456640542909,0.0,0.05137904009731721,2.9632205764753127e-05,-8.572536386265847e-06,0.021194413609109886,0.1000339362240111
300,0.0028640375652189656,6.173151204927925e-05,0.0,0.0012940010142303276,0.04233741137537172,0.09962792616164914,-0.0006537824139204792,0.0,0.00041242107208800885,0.0420540688866518,0.07121088808586278,0.00048566847124715705,0.0613530810335602,0.00035896229771546805,0.005782646474278629,0.003305687876877618,-0.000639359826964171,0.0011328072614689656,0.0,0.059281803104459935,2.9731985278436133e-05,4.806859423045012e-06,0.026897624374344686,0.12934029118753373
400,0.002853192581534124,6.407140415993118e-05,0.0,0.0012267934673242842,0.043103258626259605,0.09125877522146156,0.0007629774234744499,0.0,0.0008662329597980804,0.0445884822605345,0.08803166801730644,0.0006436464739274098,0.10689163046210012,0.00048329034838781327,0.005683282675795672,0.0012651898086878327,-0.00029606378373513414,-0.0011417971924251894,0.0,0.06470261807907074,3.493053180431018e-05,1.8995440021347975e-05,0.030526253843863364,0.14433577879404294
500,0.0028485897611480126,6.03386845506479e-05,0.0,0.0012004005052814748,0.04219897742125846,0.08744465702022994,0.0003357299520031159,0.0,0.0012030528174097914,0.06614482954466468,0.09739667161227471,0.0008666762330741109,0.10792734641494363,0.0007303409929121828,0.005795904436806151,0.004804548290072258,-0.00020699397636445287,-0.0035435603751906284,0.0,0.06821930032885853,5.9059904529344944e-05,-5.602267757275561e-06,0.03298242705663942,0.1584187092441907
600,0.002828331837858471,6.124964625123262e-05,0.0,0.0012126775806826971,0.044012410590072194,0.0825186130751107,-0.0003209060817564837,0.0,0.0023519789992991207,0.05809663797781976,0.11741203471119101,0.0008371949584761968,0.14077706443416682,0.0008536077543862371,0.005911076058975595,0.006599217464769852,0.0008101246142501279,-0.002654893478176874,0.0,0.07011486383180393,9.699114574896473e-05,-1.0962597708558298e-06,0.03520088868006588,0.1719614004210132
700,0.002809064237002607,5.765909447388453e-05,0.0,0.0012108886207582092,0.042357761242507515,0.08108940040089847,-0.0005054710855173089,0.0,0.0016645275384171512,0.06732096010282979,0.13518731413679777,0.0010918325639832948,0.14917492500640592,0.0009949424449802674,0.006201736632835667,0.00235481950987351,-0.0005650893977813481,-0.0034526047079135487,0.0,0.07308375705282376,0.0001432149354120288,1.2741189199777331e-05,0.03731316104019758,0.18213206913309
800,0.002800224037402311,6.0017966771614286e-05,0.0,0.0012012749007150126,0.04332486184722275,0.08073232305527142,0.0005820046393470058,0.0,0.00290343215802344,0.08604023909283869,0.15616861737428064,0.001226548136089315,0.16330526787619748,0.0011056593667942397,0.006089735166561296,0.008751629030464926,0.001722607025313308,0.002859310012751278,0.0,0.07294307343716083,0.00021206532966682517,4.2077087673336185e-05,0.03957133824474772,0.1863128414852472
900,0.0027985181132013674,5.7165869432459925e-05,0.0,0.0012435282090627897,0.044316157769596534,0.07982377465331728,-0.00013516644714415128,0.0,0.0032935436552099205,0.11037025607131853,0.15345247230861708,0.0012192550830689697,0.193618512662065,0.0013284204795958885,0.006315444842113966,0.009071170405875786,0.001072374535270959,-0.0004475255996528629,0.0,0.07353567053247712,0.0002256098106961319,7.086027780996225e-05,0.040144387358621865,0.19120529155760832
