milliseconds,s47,s48,s49,s50,s56,s60,s63,s64,s67,s71,s72,s75,s80,s81,s83,s84,s90,s91,s130,s137,s149,s153,s161,s166
0,0.0023944698380632553,6.216134273071744e-05,0.0,0.0013202728123748715,0.04452362635012697,0.1133095001097466,-0.0008381770227941052,0.0,0.0004624187058172596,0.002513018869909085,0.0031775687078619387,0.00010707612043532464,0.007787498736883999,0.0001716003499927754,4.387687586614072e-05,-0.0011612499427164117,-0.00036928213792688803,-0.0008331475732188536,0.0,0.04276341895227085,1.775630847034999e-05,1.6728341137795963e-06,0.016048745843170276,0.003868053081532685
100,0.0028630509026752442,6.270039282618135e-05,0.0,0.0012743417799744013,0.04652980417948339,0.11772072374807248,0.0003954171318969306,0.0,-0.0003776903738262528,0.01804176898582828,0.022450226056493328,0.0001837888537129755,0.02692876736999517,8.213527979838956e-05,0.0032058957335185036,-0.0019207288665014006,0.00017813842956414518,0.002341055819385458,0.0,0.03883259921009736,-1.7770792169917048e-06,3.314301059346548e-05,0.01522064057075839,0.06852219260652227
200,0.0028798622743988335,6.237908004942013e-05,0.0,0.0012553546830895526,0.044425420729493154,0.1071117088158136,-0.0009632965975023332,0.0,0.0005647847793917708,0.0357468422771383,0.04050173514466969,0.00042525201876556624,0.0401004900438436,0.00024050387398935987,0.004986628373304187,0.0018203196107508886,-0.000941513518289356,-0.002744632558614858,0.0,0.05064636331904344,-3.60409614525701e-06,1.7258246376577244e-05,0.021027414258412615,0.09953461273611278
300,0.002852672350664113,6.578663743003899e-05,0.0,0.0012344803740911238,0.043715792015744395,0.09495928176295755,0.0005814854066528009,0.0,0.0010779243243105722,0.04559493800065045,0.07103058328843832,0.0005714073081159555,0.052403562778599255,0.0005487437513939337,0.005407005385311786,0.0007645873099199098,-0.00045607312295068174,0.001017389757483856,0.0,0.05932314325350294,3.2921162629016386e-05,-1.3096049959998357e-05,0.026086176954177753,0.1277981254443075
400,0.002857602235717158,6.460604231754815e-05,0.0,0.0012365438896876977,0.04325965151076024,0.09007523471382581,-0.0005709924668811804,0.0,0.00043529642150610633,0.05468325010643003,0.08730997417693333,0.0005983221630002763,0.08365450631800987,0.0007632191427814346,0.00572298239336762,0.0015025588250640078,-0.00012640512643267223,-0.003582307294199227,0.0,0.06449276020362969,4.5673815775721546e-05,-3.0524143467965475e-05,0.029815332338723334,0.1499923862871195
500,0.0028533122294295077,6.274135279953178e-05,0.0,0.0012107754824189439,0.04299780858297924,0.08879041720919985,0.0007899127699264689,0.0,0.0013548079438869827,0.06568306396867668,0.1101681476788026,0.0006585218852417138,0.10587827420819657,0.0008841335164702074,0.005843448010629372,0.00176440560123695,0.0013237699991745706,-0.0026757587633545014,0.0,0.0686713538151561,6.295714942933295e-05,1.4292745221050354e-05,0.03263564895813313,0.1640609444286974
600,0.0028295509070005104,5.861642297336997e-05,0.0,0.0011841587541139681,0.042330996547057756,0.0872445286846316,-1.8974862386023268e-05,0.0,0.001989929250509987,0.06382052092387885,0.12217647307070109,0.0009618591997685175,0.13655440627874002,0.0007991428115375492,0.006269284220984495,0.005620292331832993,0.0001092442462885496,0.00342695928514203,0.0,0.0702895841134191,0.00010520368321274757,1.0571687883291858e-05,0.03511316865338452,0.17009189779020947
700,0.002813443919077464,5.9764703647004174e-05,0.0,0.0012031612316546743,0.04238339591819211,0.08354027637078655,-0.00035236835736988015,0.0,0.00253895255429332,0.09236788948819345,0.14106077345253967,0.0009825547770635648,0.11878448356603787,0.0011229167518270302,0.006469475312172669,0.00873823282163954,0.0014484334597971962,-0.0027961620056895513,0.0,0.07209457516485265,0.00013566488163495048,1.9205470588187907e-05,0.03723222169968059,0.17837426078800758
800,0.002811037377600788,6.1027322061349706e-05,0.0,0.0012129402419825668,0.04445563817954154,0.08362459127550584,0.0008456604918239543,0.0,0.0027006216487034454,0.098791522419633,0.14143455458639734,0.001296465159354565,0.16963289599964662,0.0010688497172712768,0.006034723123471493,0.008080698057788185,0.0006408647243216933,0.00012158670316201936,0.0,0.07345679808443831,0.00019960074190714293,4.032523905913988e-05,0.0393554345580412,0.1887199662570128
900,0.002797497484433135,5.997252914279488e-05,0.0,0.001171751079541265,0.044336685095494405,0.08238241979942884,0.0005057069958136889,0.0,0.0028491329210884775,0.10502358018666776,0.16572513721221177,0.001302557835979986,0.15969820032913146,0.0011253258741460335,0.006251280210894544,0.006939190189358406,0.0008600003582243114,-0.002028137596835755,0.0,0.07421800632469662,0.00024386029470457347,4.149923870993745e-05,0.04022018201424044,0.18664633315719237
