milliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
1300,10.040881718225217,0.3409191561076829,0.0016242354083246952,1.7272312234375795,0.2857421397252793,40.338756089141285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4463856202630794
1400,10.632938593748667,0.3128306887260229,0.0016654621733241477,1.7322446583189144,0.2335095835019154,36.96646463330663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77202810326139
1500,11.812519309127904,0.280967840723957,0.001479103833851872,1.946208487026584,0.1982808164127776,63.455599949615504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.525784270398857
1600,13.254658769421326,0.23461448281131372,0.0012608568969928859,1.9911796475159793,0.1829627831074683,107.41122956565816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599466260904926
1700,13.792986708695961,0.18544687898240408,0.0009306599658844944,2.0674139632124753,0.17489060476189253,167.02850567854563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.645568916614684
1800,15.349139255876388,0.13147388213977287,0.0006259797758439261,2.080664976658055,0.17144613770621595,220.18396631254407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779911849948236
1900,14.267752053340258,0.09405868839366699,0.0003930947863736349,2.1744642939092937,0.16601058388057677,240.3557442240673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.941528278687939
2000,15.922251158111969,0.08595322809060903,0.00020011273297665933,2.273226384202153,0.11765429460272406,252.37622002495277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61346837391026
2100,16.011804679501907,0.05894178143822381,0.00017713178651856433,2.27803488198422,0.13499182289010758,305.35408833289466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.174812207932549
2200,16.978978783760468,0.044291350956931236,6.171308034693052e-05,2.326513070407985,0.13081372553049384,331.8798786169191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.049307450962896
2300,18.353325734152858,0.047556585038601884,0.00010477904408018358,2.4114081987301597,0.08677177649725767,349.1313655278561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.198678002517847
2400,19.050562454198232,0.0531162043055816,0.00010051632494837463,2.5230085186977296,0.09590433993083447,366.77628271289547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.658701630822263
2500,19.808778519153908,0.043795570360682747,7.351480422379459e-05,2.523804263674996,0.10330861769777443,402.7381760573471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075404278465642
2600,20.594012411182366,0.04659633487589079,-7.225627017770021e-06,2.5358154809801254,0.06606161255926825,430.0087655717881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.588106692398243
2700,20.92069036054923,0.030735120208574482,6.021384970219915e-05,2.5230120291208564,0.08771506945701145,443.57192636600666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79017285126001
2800,21.605959032186178,0.03281684813416202,6.341720663426274e-05,2.5675851423226685,0.04016197544259786,487.86196223250175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.90282957015098
2900,22.274471532172516,0.03242569434412798,3.0063804981782505e-05,2.6445800415074654,0.08017486977089253,486.5150932930294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.668584498604499
3000,23.7550115849753,0.03045609791823352,2.0855546828196015e-06,2.6741466382628,0.056761882320141385,525.032597158981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.683853616326166
3100,22.827564432620246,0.032803100394157576,-2.3058328593402354e-05,2.5723512270039737,0.02613718436028709,531.5495885708722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17643658186169
3200,23.96421249078271,0.028824643205190206,1.2508067465935622e-05,2.606710659330663,0.0193273735640661,546.5198748532613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.315620497192437
3300,24.090262018832966,0.03730029660035653,-1.582021803026618e-05,2.5255290649682984,0.04196585934155585,532.1089497601298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.464104296096446
3400,25.85415917516611,0.028560285106229242,-2.5311697345070755e-06,2.5632491562009325,0.05554450308885567,575.6002633002823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.726767716323986
3500,26.89700724057169,0.03230739838370816,4.774048104855722e-05,2.6538693024292477,0.049965702229135905,571.790417719732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.410185925226084
3600,26.17629185563403,0.013911119336089944,6.630765744459165e-05,2.62976581854056,0.01599737209384995,594.2583216894867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.660310756665217
3700,27.12581079209595,0.013764526753079431,3.966660757589899e-05,2.527832218998275,0.03669032107611174,610.0062661822162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.708336938905136
3800,29.1254165716356,0.013267199348601265,4.179501717154983e-05,2.4606261571279138,0.03309193106303185,629.5646481865903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15509899292173
3900,29.522079022722743,0.01601772798084306,1.568743866768118e-05,2.502511281458501,0.009357498155843082,628.8299466403505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.036620516202982
4000,30.867590275927427,0.018775043620993578,5.661251439138664e-05,2.5656406577365196,0.01114192770101779,643.6846188801676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.674501264302362
4100,31.108845119396786,0.018505236977534572,5.335152316555684e-05,2.40259748103159,-0.004699144769647123,673.1034773175841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.746583112852695
4200,30.19682176384537,0.027861822952875707,-2.9544491058495513e-05,2.374746003308748,0.033282636904018545,667.4769930186771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.101655443223477
4300,30.950916640195654,0.010027191264604562,3.11831803241542e-05,2.363775376831618,0.0019196045322518417,716.1950731805405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.737809847824373
4400,32.95301003668274,0.025140419182678658,4.525215698809064e-05,2.419687110578281,0.025877904192736285,721.9854926029104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.157788297197182
4500,32.802762861554655,0.015417856872073516,-2.8456710020563157e-05,2.297043943565063,0.017272484927862035,717.2018344487145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.833768188715375
4600,32.98684912619035,0.018882565538814365,-2.002851364299583e-05,2.3838339980773218,0.016428129233570753,751.278007190025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.741697250687945
4700,34.61973715381644,0.021766530817108637,-1.978770874349493e-05,2.358725442605811,0.03129894394199657,771.8017064632006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53182937752962
4800,36.06541251693148,0.005821837285151852,2.4839865518655733e-05,2.2073360724771827,0.0003677112347770014,795.2523170741208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84459200284266
4900,35.595814494081466,0.005977650487017042,5.330656288875631e-05,2.235710639828789,0.018640358456729955,762.482499281577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.256261810410123
5000,36.936555546457015,0.009186067463212176,-1.5935410077547463e-05,2.21765311916799,-0.0006880703218869258,817.5423257864201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.425763144589222
