milliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
0,0.7574353355579324,-5.493394179490056e-05,-1.820290979173041e-05,0.025344624042809915,0.9788642294314328,-13.097817381747474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582037162799658
100,0.9594998490680782,0.018831263531259895,-2.895319354548576e-05,0.02949893988954968,0.8884765877518876,3.3787290556439546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2902826686338958
200,3.00020004670572,0.041998394572418385,-1.0455703600829723e-05,0.2049448412381052,0.7958873016914948,-13.792934692647377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083036282099939
300,4.023672111972196,0.05455364000934318,0.0001145399971441449,0.3196057105571148,0.7382421945226607,4.9758910427181124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5960319154955389
400,4.720336751609863,0.0870249146139247,0.00015173965108690953,0.49427516385855275,0.6918839757568216,-16.668477265301128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7397618943443122
500,4.889444596772906,0.12857406901938392,0.0002181190106474652,0.48489128961760314,0.6077879562702707,-12.499188686644057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4755174279346343
600,5.613691021040286,0.16772250561964144,0.0004075789115894622,0.7664860213242923,0.5411528646142808,18.690020342551257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4874428137030135
700,6.605619959249421,0.19337975609379163,0.000521145680965926,0.8518222795419687,0.47479977200403517,-8.648911996753764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21379852973776767
800,8.385093833655219,0.2259752162575931,0.0007286594178954393,1.020103347292116,0.4404791824468419,30.528169020260925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5901574827071432
900,7.574407627410007,0.2532864960225681,0.0009376058785533564,1.2091208378185578,0.40557835593224634,-10.083117813237507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7261150679766204
1000,8.455731741333949,0.29337165282832184,0.0011793807545581426,1.33554832762537,0.37048821852613595,-17.461980709363754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636595687006052
1100,8.50769213446915,0.3260139767572831,0.001326016993041728,1.4402829362498781,0.3339214740853011,-9.456285384636121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303111843348353
1200,10.969819781437185,0.3349409028607027,0.0015499923203748307,1.505007154943915,0.28691081960426734,-3.2403139965848347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2863118224125527
