milliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
0,0.7829016721508846,-0.0012183389362116937,-1.0310910597959806e-06,-0.02232921181925601,1.014745402888865,-9.249793919722029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6511604743363472
100,1.7194563301630372,0.011828124891999124,-1.6554731982067964e-06,0.11512341293992304,0.8864919060832205,18.855883405489195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4897214244719121
200,3.185775012932813,0.04079289327669736,4.189226250071189e-05,0.24219792695633913,0.8097478862592906,7.141919925531346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05146596065503825
300,3.030601408832969,0.06841807842838717,9.481656536818484e-05,0.21341324448856694,0.7378660330012601,-23.00057891488685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407590239066241
400,3.5811925469113195,0.08771848042342513,0.00010317357832582745,0.4184430518589016,0.6803271267493757,-19.857151874262176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46445435534159085
500,5.762783497538212,0.12288622740250707,0.00023042902860792033,0.5593531442710059,0.6140069381433386,-26.393452841959082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04876955691933675
600,5.529023571039566,0.1549346013849535,0.0003504832966266912,0.6499103644064024,0.57134008290103,-8.502487571626185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12181501966142284
700,6.4913109334763615,0.1905074305149756,0.0005629474297802386,0.8116605793121674,0.5025115680400248,23.236813017356265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5011462514345514
800,7.689396563234472,0.22691587032896496,0.0007029899457178651,0.9822323339165444,0.4257083826858175,0.07383244816061252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23279374687541943
900,7.100790787067516,0.26435934177053916,0.0008806527476514575,1.1630841029605645,0.42004407597301746,-5.994270990034278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918264983399834
