milliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
0,1.7433836022666822,0.005215650608861272,-3.33746500456027e-05,0.00021367003149932735,0.9770566926706565,11.452766216553742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2621883988903828
100,2.8798633539571927,0.021296873712831347,2.2801408967245388e-05,0.11589566369677264,0.8895786887354146,-10.944820159471089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63202362931737
200,1.9205364756624328,0.03244857641024162,1.2111954158795556e-05,0.16666930260530236,0.8170966509137911,10.35567668594987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4787870998911694
300,4.158437606275269,0.055426352782467936,5.953926779551165e-05,0.3228194814714441,0.7484274197327232,-22.501409604693993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6328689558597997
400,3.829197066161638,0.08452273423004687,0.0001974622509802142,0.347008343118251,0.6468626134366967,-21.9703488146176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41000957545170136
500,5.09877782258784,0.12284461834220546,0.00020511795082195827,0.5098950844702412,0.6325232006917985,14.839655365007225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091095886850201
600,6.143059595814989,0.1526483547727668,0.0004027295436715182,0.6270970894613208,0.5304265364278415,-21.55822497998826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7037740503690616
700,6.683402218587337,0.18266523012879898,0.0005013458333080658,0.8800561029014184,0.4805584500400785,2.9729451331828254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23588476785185247
800,6.951658574958466,0.23596484293625689,0.0007441971958922297,1.0031134665931214,0.45701296012255377,23.498960814794927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26612497563745496
900,7.657609257163552,0.25866604149093414,0.0008742621160434028,1.172363705980346,0.41490018872618517,6.209497752112173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09192054664936739
1000,7.79591660605867,0.3032292291548614,0.0011324470000358083,1.265065164682967,0.3544185746219918,33.02630460135979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9050706233413306
1100,9.848462949131422,0.31085455778190874,0.0013690123226736952,1.3782977818454152,0.34623221639066504,7.511832200226522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25470109425968
1200,10.223242971364979,0.3279221202697834,0.0015063017391244672,1.5480475112030545,0.3030505637439548,20.298722229530373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42187682603192056
1300,10.783097194884485,0.3286147087628437,0.0016907071010121247,1.6135744285253797,0.27104568552080777,54.75321004611742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0176085045134031
1400,11.645793841024776,0.31709333078753627,0.0016065591150602476,1.7055428698684416,0.2701477938142404,61.796445171142715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.214365271660438
1500,12.947259140136888,0.2893891991013331,0.0015396825719994167,1.9519529347975315,0.20692023221608288,81.63906254282544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.818903733737069
1600,13.891277831692364,0.23587025173808862,0.001267658487689625,1.9318588976382867,0.2171542079336512,97.27416319876306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.472513860250458
1700,13.848608238000033,0.1788220309405553,0.0009010666069113867,2.0262326031616467,0.15760948702148833,162.5122988557332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955542480818007
