milliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
0,0.3003961647489717,-0.005969109062063729,4.2311922628758876e-05,-0.022050330754722677,1.0197326870147236,-18.19255377965426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6890958485134309
100,2.3484330064332606,0.023552882257058663,9.643585739135987e-06,0.08486743985020917,0.9018690849895034,7.786006749253433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6710013023308764
200,2.5940010840750585,0.02534807440455706,5.254402641893598e-05,0.08978037378583897,0.8072546418206958,-10.21271293076823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4399634304836245
300,3.7956341991525058,0.05736866925320974,0.00012016519969758785,0.2286257433755737,0.7518788606842236,-6.040502581726236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6318930574583013
400,4.469093317941059,0.08852654714528466,0.00019244776683798146,0.4855700593463061,0.6567511429350921,22.543570723699265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4671731454908018
500,5.9799773709235,0.11749068029747735,0.00021473050172872869,0.5040469896815203,0.5903027912277936,-27.28612724800945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2641480033471012
600,6.026774351421551,0.1513416905542901,0.0003427207003578925,0.7258042577651501,0.5393967987873274,0.2828233471839645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1920247849236464
700,5.970496512861559,0.19024374605800132,0.0004977952678935025,0.9248879638296815,0.5007022646080869,-15.723134708012637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34167836042192096
800,7.4967416991030715,0.23340519314946667,0.0007525020230959419,0.9784103222738566,0.4340313894021104,-11.429550397141053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6997610189290666
900,7.750100910857089,0.2647012013235523,0.0009473891602601824,1.1483652791311942,0.4039936391708939,-17.629728043869406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18094571147500083
1000,9.116996373140758,0.2869384889269714,0.0011239330017910314,1.2768005167407268,0.3636097600705476,3.5880274907982366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7382455554770784
1100,8.903379057017252,0.3111171464277778,0.001392255747834662,1.4621625148652766,0.3230314594715747,36.338292570740364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1093667661228703
