milliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,93522.62681141886,1356.5583611985323,44.868136713515675,38.9543673929581,-27.130504495689063,468.7678587151812
100,92131.72909293475,1617.0443764868373,192.84690757094123,-17.721661328931454,-6.465265537334375,466.9117186483208
200,88955.50450897113,3178.2099385458555,241.50275272536302,131.71194381024912,4.659553487626555,455.5911511664828
300,90448.87183785005,4244.977199352864,138.6348668662314,90.31007807929682,25.75938999609927,483.8792694420637
400,88608.85655613244,5305.966290638838,116.82386102626101,92.32363341294518,-7.737214960479177,446.76555522633106
500,86343.48032309268,7165.86630410199,337.96247023449683,49.8601154482968,23.864724016215007,490.32444324535726
600,83912.23918642294,7807.715552498622,66.82175698396014,125.2436316433425,15.06446165103199,464.97329596732015
700,84763.98045398179,10162.146885132226,480.43279394954664,99.67678049407485,-10.654921964203265,472.36497446088407
800,82846.37559409227,10870.88023662216,261.64596549387375,224.49749437430484,-9.23519553410226,445.4579860170231
900,81303.39853845669,12075.217291206021,422.09250057015987,157.1590126489536,45.779918353974686,448.044757905134
1000,81365.57693537185,12547.919823313063,305.7434906446016,255.54714064882256,12.836555187909184,420.8890247698654
1100,79119.92468588095,13933.446525995614,614.6204323044724,222.77765884554645,44.19174042357476,441.84588430366665
1200,76943.73287347303,15956.30886264305,507.34573563754,338.270484854164,30.839890075024385,413.3762278527849
1300,76571.14374886981,15735.508763828457,835.4215629781455,352.6562520639764,44.92850479355401,462.11176117855865
1400,74753.06025492525,16762.30055879173,721.6885844396384,388.2716873756566,17.240986797372763,438.88551808176436
1500,75015.20665757539,17520.815032438248,856.9216726486466,386.74681779681447,45.98126990051773,428.59243155393443
1600,72410.30704900382,18920.671357918007,1281.4330235944362,408.3294185399287,74.11723277213468,441.8560918345968
1700,71261.4910834497,20199.158882814987,1079.0732706767333,552.6975432531091,87.34177851240874,490.90209876513995
1800,69607.68851389749,20202.23879342794,1148.6391600684162,673.0290027650443,52.428993470783105,447.824367952204
1900,70436.2586584586,21436.379089887658,1363.2476528188977,561.2676400012643,74.89688353657897,494.3560282834529
2000,69972.03328163714,22863.145976881988,1660.258421944295,613.8457436534503,93.89141338826553,485.456359246544
2100,68655.54852812985,22754.683794816134,1580.4432453422344,686.9877030129672,116.74232166196316,473.5980522985861
2200,67906.52573700045,23591.77372278929,1897.1164263922583,776.4768982618201,120.92300344828493,511.6517938499086
2300,64530.25897705847,25941.676502986127,2067.2389511424176,913.3543572510413,120.62862855807909,560.4430734082439
2400,65107.789329979976,26823.092660913357,1978.9714696029066,1022.7982261555593,135.8578520076316,579.0128978806442
2500,63864.74825385451,27022.267566639344,2292.287510799977,1003.3505225258714,200.15606113368648,557.7599974844825
2600,61633.728577547714,26876.220498923707,2480.4668460806984,1032.479569080058,195.7821333865508,565.5168148027185
2700,63119.66689710145,27475.405777556898,2574.7608354874515,1178.6348117040436,243.29331675897578,593.5021642010465
2800,60022.13596278779,29870.25403845758,3019.1884503984384,1269.1851629510224,224.55626975959217,641.4955635395921
2900,59814.27774692394,30600.89722195597,2890.9927079770255,1234.7337568854912,275.33379179798015,652.1475699672151
3000,59709.27817954214,29470.35100020867,3217.1865544950897,1404.1077790101976,306.2499217201207,708.8713545680768
3100,56526.70397158411,31835.70778994143,3550.5551320616164,1397.5746829506218,330.5700087227145,707.1200623706623
3200,56867.347123917134,31061.604271574037,3638.225455151304,1419.8600779768522,315.5548167946657,768.6278931248933
3300,56248.43463663659,31123.118690696465,3647.2258397789137,1550.063729858635,369.10530471672644,783.3753180453015
3400,54783.97410820422,32154.16900712317,4118.771051868311,1728.5560947501524,409.19016572741737,827.566158663284
3500,53115.76414811242,32467.623897099482,3995.857285806239,1690.732277208098,433.9025928942773,847.8829319166581
3600,53210.66885555894,33388.4064751277,4141.15869573701,1832.5860095278645,444.84325436040865,865.2643035780757
3700,52110.30299661363,34769.26614551152,4287.976872024687,1830.8508704073163,502.1451512382388,902.2609398014927
3800,51423.703597880114,34239.988963669064,4646.350929748129,1948.6079679363538,524.6442132961621,920.6555726089626
3900,51743.003900520656,34153.90245292017,4788.862579181024,2088.8731933817494,589.9577667557367,994.1054420164212
4000,50450.82889875508,35594.66133709821,4853.068233313183,2182.760949462334,634.366040444684,1021.2880362312319
4100,50303.71370026887,37172.925860831674,5237.056478660492,2222.139017412152,647.6841540713029,1083.3371599308912
4200,49684.33217846835,36759.04679937429,5284.656116808525,2323.2173090662545,678.6108110916251,1105.072275549389
4300,49399.80814024215,36098.052795813346,5517.695246620834,2364.5173304086884,743.313621564392,1145.54843253334
4400,47658.46534031079,37876.120665813294,6086.829705517214,2417.444606748924,774.2884591710899,1208.1492350192214
4500,47755.03720998395,37441.166403922645,6281.841871780758,2508.529294682594,853.485439455727,1256.8224221091716
4600,45750.063634701895,38135.46013686951,6376.232953427036,2579.1107364466557,894.3207595729028,1344.7315175701788
4700,44576.99691122805,39604.84519602459,6707.0247253108555,2744.2556451180403,949.1947766271861,1383.2765941807786
4800,45345.87685620661,37950.106538670305,6481.645139321982,2717.9593435870975,1003.9568082294301,1425.808094650199
4900,44669.25281957447,38265.207946931114,7085.935042996809,2878.8454718600838,1077.9625174686792,1476.326524581876
5000,44416.016049682934,38661.07950418153,7288.929735576258,2881.789798459586,1108.90219328323,1572.9121001344477
