milliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,93193.594158215,1973.7186825722254,99.74803178555665,19.4986481874935,28.448092737058595,526.6963439704716
100,92224.3133148498,1784.7281684785876,82.86419327776223,-33.45767362064857,-9.420964933557501,486.65281969881084
200,89182.27966155864,4169.976365066795,-134.9044047367251,33.46703214189555,15.300069790501118,482.02776978376613
300,89311.48983094405,3960.4479624875216,-83.5930255235092,117.7395566070718,-17.100110052622618,485.459279004369
400,87787.24795785426,7347.202480231047,-8.73337061194951,109.46576332209662,-6.7325854907834835,472.27750977159184
500,85467.72565956613,7857.614361923165,179.17203261360717,179.26246684527857,-27.92550038269505,435.9225203391489
600,84855.7058377083,7893.0525096469955,163.69454551171646,203.67538234804772,29.73784343364128,443.0152767542364
700,82296.96431251426,10780.801740805928,479.0762083569325,155.02647105096952,40.943843779106345,424.0696018376902
800,83575.31802214081,10129.548486765863,177.58442918289637,206.84756112880459,17.2299316676144,472.49280399898487
900,80116.12536917043,12272.486044434514,541.8880844355913,198.38315383597603,-16.77081024445283,428.1532648358045
1000,81211.3175785294,12998.938973585087,531.9753933701115,319.0771783173054,4.336778939473771,430.7962389428424
1100,79287.79950274578,14131.484807821838,499.2227543650828,233.78268898909974,38.37329494449229,455.0464350521444
1200,78360.12290042065,15637.545179256662,582.3869283547449,240.9652161632747,45.76511900502386,467.24145555227534
1300,74982.42996771482,17480.95997692274,640.4725689294587,425.01913561223955,13.329048037691898,476.29177782351906
1400,75512.73983536872,16582.69073330674,676.3695803644064,458.6006776716115,30.742489028881906,473.0996692695231
1500,73290.52529720153,18931.679227803983,1165.4512166998322,518.3160516138953,72.41316403408604,458.61166823399725
1600,73931.60450271133,19411.792523478558,1306.0673993610894,562.4669952815576,26.805450572214166,463.0862902264052
1700,71866.70101052153,19403.08302699222,1131.7358088022706,617.1204168501083,46.59729959892329,494.42652769709673
1800,72027.95466274349,22157.56089452287,1292.1106754728855,525.2386256347936,65.9744787971035,457.1770781884164
1900,69965.70747506019,21484.93662424325,1403.6000109408346,691.7430564026138,58.129793030634524,486.74300887199473
2000,69233.38437935867,22492.426684484944,1794.0788453248176,752.0481856003239,69.63501126961359,508.4594632982197
2100,68525.85841125248,23157.08126872218,1698.8913648716505,749.0086138960962,104.62450507181055,496.724646802408
2200,67924.65975364683,24517.44731386209,1699.9683881646397,783.4923788488052,136.39971676895354,512.037322562924
2300,66911.3607485586,24840.378616923746,2040.989051132625,892.345542690909,146.00986588857285,517.54815199414
2400,63411.24424684188,26158.31605176898,2385.179365841886,980.8649391374923,165.59498510760494,571.4168547683194
2500,64158.62985486542,26096.63184257809,2210.8049446600694,976.8662962645803,183.70248815314346,567.8457286478609
2600,63282.74753259516,26971.346167000258,2451.5006319700824,1133.6280131385595,192.1997593795453,617.2729379880344
2700,61363.88203785665,29315.185835530046,2840.0196159038996,1223.597795808024,245.1192646230851,628.0940897228132
2800,59792.00427616504,29186.600281243333,2963.3776161804067,1198.0396954198043,275.514404990706,638.7884561448232
2900,58421.600321229744,30029.03052243004,3199.162360706149,1200.7918814486761,241.3941051489416,643.7177350315922
3000,58408.5069544395,30583.09581995217,3125.394463998293,1349.5245323669683,301.87679882195965,699.8605158386518
3100,58490.19655256395,30417.555317936112,3423.4034524966964,1425.4333833294047,348.0949442321212,678.5930651031507
3200,56646.968175970396,30696.483859129356,3431.47692847334,1549.063396496541,364.1179836814136,745.3097065877486
3300,57302.09960913483,31029.160756125355,3772.061535103618,1555.878671131876,382.64311658931354,764.6246911736358
3400,53970.0713427289,31686.684485314025,3949.703748184585,1707.8748243026746,375.8242783103203,831.8450640427424
3500,55026.77284934109,33394.429957385255,4227.487082156782,1706.9533498976791,427.27261060124727,845.8161321987783
3600,53162.222520490555,34596.48220053811,4198.481365774902,1762.2441978389284,461.1279498966696,852.717265053564
3700,51610.349188601525,33787.22447998561,4641.864149158711,1906.4844630791754,528.8196091649398,886.2780742541189
3800,51467.191150003586,34969.20584508801,4627.461405883167,2009.8234709072847,529.747530775442,962.9105055216392
3900,51946.87723988844,34851.73916344801,4989.536694111882,2114.273857370726,601.4511767066055,981.8660297295296
4000,51574.81683430845,36822.44883854854,5115.351161227264,2149.317966243225,622.9220592383093,1034.8146128042165
4100,50684.557550270685,35055.0325383004,5087.793606611771,2223.8016020529412,632.0775567339157,1107.1274894116998
4200,48523.90436417239,37169.81457492141,5332.4508326298655,2279.80052055191,675.8698731953411,1144.1386351390206
4300,49000.53282248529,38055.85108141019,5885.739901434964,2293.4630605966026,722.9852915936206,1170.3592030004174
4400,46246.2638055439,37916.45370133464,6079.856509261197,2429.336094231054,800.6243501570547,1232.9352156556988
4500,47201.545994961256,37453.68343869288,6054.728254316163,2517.977241562666,865.035817464676,1289.002451830398
4600,47058.79095405736,38418.88176327661,6104.04042095189,2535.4321881305523,887.031598489062,1293.6651183692045
4700,43994.15706658484,38551.60990705347,6613.389330972586,2657.9499623399633,974.38690305834,1350.9130678219926
4800,46010.25761976421,37747.687850616516,6709.185272066959,2806.439049769471,1010.4987695548361,1411.5319048664155
4900,45211.28206249361,39307.54972945255,6842.924866509945,2919.686349584429,1045.7977426467967,1463.4863761397894
5000,42454.765153956265,39456.95029434834,6956.684433448121,2953.120259090262,1104.012260367606,1534.7952708135995
