milliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,93189.43039233764,1228.4565135226471,-109.28397222123874,-22.03386509514695,22.589702475215727,520.0150798528612
100,92893.73282282555,2821.054177994468,-62.03259833633603,-4.807720611224653,-7.219881080516747,475.00845920389884
200,91442.3563493152,4436.127010374199,221.67564329435194,71.31901052931289,-10.532864545912963,481.92600143644785
300,88425.55159976178,6028.403128605012,152.37363851657904,115.55628141036499,-22.53074538532027,477.89664529519223
400,88200.80248006049,5677.8320514958,55.63034702210686,65.53078831228552,-28.720982608078415,459.56475385276497
500,86329.80541970122,7179.9264819695345,351.49135661340523,93.43704594319355,-18.037416629312126,488.99782996789935
600,86282.83599624282,7973.766894984791,346.87832526160605,85.9679589943181,-11.349387950897407,430.54855124691545
700,82311.85155771508,10304.774139272778,196.473843607351,186.25601476928423,8.43386262260623,485.08450912212294
800,83094.34772781144,10323.538646066858,132.73036317273449,151.4662166755862,33.442786962844835,478.56247973099266
900,81381.63522295633,11542.341163531513,357.334605188743,234.03511474719602,15.904093637779274,444.20885783069724
1000,79438.73327771867,14364.8339734407,631.7357604052352,252.39259919854607,3.465930103700007,434.42202267851883
1100,77432.60398067436,14383.204371341493,687.7794983072941,193.47810459249865,4.176180504634452,475.4306016764293
1200,78616.84570540117,15812.49284455222,583.8087932924901,328.80875028979324,43.258120572634155,473.6760882160574
1300,75297.8624101226,16342.785501828426,703.6552652759239,434.5346293838163,55.460703491358885,479.5197345998148
1400,76421.47605715648,17206.50873475578,752.3783465039443,352.0336197626902,55.00082752023716,425.4714697317795
1500,73503.57901448621,17719.530960934324,928.011367575585,516.2642115677145,68.64712203921736,482.04119267585844
1600,71826.22283890066,19101.731464203956,1043.195762323814,471.83156870080506,50.6533250504823,440.8923549350415
1700,70737.26092007107,20074.16727399888,1436.1706160616577,550.9405620425671,62.994510415099285,458.1113204042519
1800,72195.2938035807,21711.365690931918,1287.7244426049842,553.5997607684424,67.64456030531608,502.69742071268786
1900,69555.02993164049,22817.932850184516,1624.8820269026212,649.6217511399248,63.76804468958943,494.51871610370836
2000,67876.25557018544,23894.001371495375,1774.789656199086,748.992318123218,69.94002494263505,492.31749016340876
2100,68984.32010306642,23306.251149842537,1555.6665295761488,674.073208625969,124.43804029197995,477.784193970057
2200,65342.83925666085,24992.326399054615,1862.8029902833246,893.0272416147586,143.41086253123694,500.772767114887
2300,66689.23106719858,26153.95053563342,2255.962686036367,836.2933339406696,170.97016991076055,538.0336886485727
2400,63763.715072659805,26132.4676181585,2317.4062609314374,857.7641822325783,196.08547892559662,533.9275075184979
2500,64806.35464578494,28029.767151572898,2567.3724398665754,1058.1909140338926,185.08975686572566,563.6583179980845
2600,61495.0938423873,26709.711973280897,2302.2800833526494,1147.0374952497073,190.05016468985642,613.1226327386127
2700,62869.308557364915,28971.917794240508,2739.104442959314,1062.5091042604613,197.3249611439009,587.1236059414491
2800,60091.50466269029,27934.244322849925,3047.7693421317904,1221.1270171071278,262.74921677277325,653.5712675330849
2900,59552.26472081145,29239.876649258043,3192.4113988704366,1348.4464603347005,276.91585435247816,620.5216935539855
3000,60108.31608000474,31214.07562302335,3196.542123446132,1423.779879773606,309.1848037627619,662.3534286600743
3100,56976.77886150307,31711.877656066084,3211.3406816327656,1480.2528558633119,290.9902442494414,722.9179089981366
3200,56280.31046165863,30761.09047153451,3371.6340752950346,1516.5651739661428,349.239176856957,765.2194568541223
3300,57525.96603683449,32125.520428289332,3525.693662639185,1532.0069402111003,405.05771984532214,786.2305696705683
3400,54848.2770762516,33653.35067070866,4001.934694968901,1620.5672188794622,428.106076497311,814.0512304909971
3500,54190.888652261296,33742.84302736754,4127.658475132676,1806.1998493872545,470.64314742125987,803.5648564774033
3600,52268.44326407418,33323.461343940806,4091.224309305127,1724.961353097575,499.83815982527807,866.1693294635545
3700,52575.23979101691,34655.81207370209,4446.925279145204,1885.3535722811719,478.36706967491386,876.5041757923549
3800,51669.43663812364,34300.2479159981,4795.895472565804,1876.0339689959771,564.394341210961,978.4779237342901
3900,51297.30800784188,34776.57119036929,4824.4763749786125,1980.718905340294,561.78534189692,1020.5526789445563
4000,51005.521244862,35563.25306152425,4962.307876413582,2193.9880460506674,637.6887853429189,1016.5399822662639
4100,50285.999305674326,37150.38691796673,5445.660677874584,2119.1999437037853,694.6816373102245,1050.469260544733
4200,50430.859175817575,36625.24830221395,5263.142893084145,2328.646912231556,725.2102265526919,1118.186461065281
4300,48968.352478035216,36553.05526143029,5632.984475158096,2374.8978580303497,744.6625039168135,1200.9636641264542
4400,47521.99005987917,36869.51356120501,5816.121315586382,2402.6077631428957,787.3230347851248,1206.9254299892214
4500,46800.20943574357,38006.49662654902,6202.614029212633,2590.6596190174673,839.4046311249382,1279.864594939211
4600,46177.859230825656,39002.00591508926,6253.7420040535235,2698.108838511417,896.302785483632,1353.180056220859
4700,45007.38522120955,37811.92750079798,6649.914398249033,2682.4060035951475,966.9101565464822,1406.0038221340487
4800,43885.35036024601,38211.33621250979,6542.957079163531,2713.9908156190886,990.2187505760038,1402.9655218654182
4900,43109.06645339388,39490.25943276522,6817.930610590608,2957.2024645398283,1053.6247194877299,1517.048579295078
5000,43454.79826956493,40477.11031447672,7242.673160578315,2880.262612106803,1113.7670159174247,1565.2007537967938
