milliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,93826.37215445723,552.4677954359786,-149.2602023401043,105.17221254809837,6.250529037003664,487.24941212312046
100,91083.69439365804,1777.0735056397743,-53.024093362151554,70.77561911321723,12.452989518346419,489.20577365139053
200,89842.01608149697,2893.3827525772867,144.28630574598947,115.84529102157859,1.1045852433756402,462.30192636211024
300,89656.96278354707,5850.02563594021,43.228464035400116,5.038007593093866,34.242648757324034,510.72019031264927
400,88464.80399519998,5359.219309882613,70.28230466379625,108.45368458007985,29.417994401796733,484.09260177164686
500,85175.38076801515,7254.632068846424,41.64120120911437,86.40834027909145,-23.802176880173825,447.8267773885501
600,86363.71033642816,7555.481393815678,170.67808933774936,71.44412655995798,30.433026112323276,485.0620322401477
700,82850.75493595208,10478.780817995146,399.39394494365933,114.5952729081255,-22.80647829521176,450.5463291492625
800,83852.05394452106,11145.794882561002,506.3879264153739,175.10796331074891,-6.949368723595548,479.84217644126267
900,80199.54637424891,11078.728031851986,246.0698193387506,268.5079081927027,4.079560390577329,469.4773095890674
1000,79528.53085173201,13111.203762347666,528.4294419790097,237.94201350527212,45.23750131981253,475.1228357845199
1100,80234.72879745963,14281.842030738946,469.49871178594714,367.1052835035809,-3.856717410154552,446.931792457291
1200,78812.42653326475,16047.227864514884,615.6634417096399,388.05353514796013,8.114154221680792,422.1477838713002
1300,75421.32419565483,17220.643098257304,753.7933843349131,398.65952427381194,43.250042387241045,444.68402399019567
1400,76667.7899096808,16984.073886923434,715.1027015066678,458.0838326056271,13.732407557534199,427.22076357155817
1500,75330.69323101139,18169.27976987546,1051.7732271013608,445.54542807536046,48.08128087986465,447.50206107279394
1600,73146.8767429184,20413.212558963918,1318.8899192018553,437.69874721493545,68.34750991133548,426.05062099722835
1700,72175.94868555073,20819.075145728177,1164.5673524473953,534.9674586402252,94.76890000534237,479.845380688551
1800,71601.70480674622,21546.466288686803,1500.2411707349074,525.857239416335,108.17952406050041,480.4782769391796
1900,71008.69854137026,22500.63116414116,1393.4700362898593,649.5734907206726,86.26838401930256,510.250768712372
2000,70027.34694455446,22211.799395277114,1447.2843974606885,631.7446178848849,116.64569873169016,502.51740036658236
2100,66134.8486975301,23664.953783926107,1765.6014888543295,679.7435982020302,109.9970111568675,481.29321354517845
2200,66578.75394530673,25717.492915681043,2051.6298008139097,798.2001398635034,155.4253333407259,506.6310513751101
2300,66495.19996769959,24645.733746545146,1852.1095205873196,921.617017017582,116.91997955049669,558.4171435891624
2400,65473.67999166701,26016.57062430686,2277.2708054693694,885.7753168315546,154.57138584726778,579.4585957646702
2500,63429.531218344826,26732.863353479715,2185.723432580414,1081.9013095346575,199.15478366174068,536.6827375793001
2600,62454.72063571254,27836.27330208976,2690.11194088746,1060.9807038306665,208.76860694722382,559.7464850244071
2700,61089.92243448026,28008.506831050327,2630.1728010321553,1143.5556504791816,242.43431481857453,603.8496517240296
2800,61129.74077982236,29231.74545516833,2879.9685620636174,1257.0759568560538,250.41722022822987,603.9834042911176
2900,61069.95976352841,30349.231395525967,3104.548253490022,1316.2363497981842,257.38551408972336,662.9890800472176
3000,58637.28478804334,30681.924312230247,3398.011911803622,1264.114437573043,269.05307096920745,654.9081435051482
3100,58724.20050864707,30938.215565312377,3535.1025806374705,1431.0738794169397,311.7414245994181,688.2973512426602
3200,57708.0067015353,32558.26963775067,3442.849616538348,1434.3660558299325,317.84163682634113,767.7762173095261
3300,55463.84667582,31089.757440654048,3829.399100317917,1550.741191205708,386.7972798969652,796.2787331575703
3400,55397.52532907565,32099.790608856412,3708.814547659714,1667.5708306582042,405.9116990721444,817.2235906894861
3500,53609.724525645215,32964.197929359325,3932.4529747233896,1741.0206628251428,460.7494556794588,841.8261656911973
3600,53770.653004317785,34650.37327578658,4472.7204088968,1799.185894812821,483.02676784093927,870.3116546137594
3700,53613.15596967877,33775.52466464362,4447.933156397974,1816.562759303531,492.86093000466246,898.716874640941
3800,50663.07639116027,35063.87090189067,4714.830164493183,2038.1700026553513,517.6615630049232,931.992287223907
3900,50311.762707029535,34928.3588394105,4996.600555601962,2023.4240673122363,609.7993121559042,961.3193125644638
4000,49603.90265180068,34739.57669193563,5113.951750075912,2093.2028564843745,647.4971504475199,1013.3843535193525
4100,49980.70406938713,36310.06064121031,5224.875574953949,2234.7434437377547,675.6555637358005,1078.3156785011765
4200,49618.357557485266,36157.85814907895,5519.435683318556,2261.631072344906,687.7470367465901,1141.8539071655578
4300,47128.046386417314,37182.13319746018,5769.4485392648085,2369.68661752252,755.2632201702164,1144.0440079754792
4400,46946.30396574425,36307.29578488931,5895.236083751672,2526.3910441613516,769.9239096749966,1221.721359498055
4500,47428.19901792175,37357.61337064338,6237.786445681332,2454.8817711503357,816.9698330917896,1290.8761630954066
4600,45322.55672443956,38022.85007550213,6064.241840118445,2671.6156510135493,908.7445559125873,1319.227365860093
4700,45040.44552194385,38207.525782318975,6588.8865930657485,2649.0626493163018,929.539480805544,1348.2903048102794
4800,45564.486622983415,38044.59808375952,6694.470622756706,2762.3713717228666,981.4876795200602,1404.6584296310255
4900,42809.183886999635,39394.55207469556,6816.861963659583,2851.7820525509123,1079.090278331249,1500.1034224366344
5000,43408.860770850166,38756.26000356356,6986.027372456295,2962.5734760468367,1132.9565360093252,1557.7347371145333
