milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35
0,149.9810320228425,-0.020096172203640805,10.122348397356717,999.9984481777859,0.0028107630536153877,0.008605807565127549,0.017742250273350843,-0.15983003963813774,27.633760129497208,0.00044742921312425035,652273.754411967,0.14253854316934808,816813.7069000144,269152.73256015783,276.72778053839966,-1605.9919638128033,-200.03456005543367,-1.6517412233668308e-05,-0.09690337922003386,-370.42695951014144,590.3498068188738,677.5177972248981,-1457.4417879259086,1733.8530855079887,-2403.9605256439872,3736.8176354289035,1145.0107967537908,0.11605155152212404,0.09377430178577195,-54226.860341237385,260540.0205306219,-160619.37305319306,653540.2424239063,-11929.360818263065,-3.4895420632446443
100,145.91242802414928,4.084686244786105,4.230919033716486,999.8349123256514,0.1703027771894583,1.1881751311660582,0.18734850637877098,1.1966719229144964,-30.145445455891988,0.004018588362757982,-660212.8294647058,-0.031153174947775666,-963373.5536025105,-1231032.9545407859,462.35242064529086,1262.6358085768006,-174.32370096970078,-0.0003018050111697129,-0.4145681397690709,1524.033127420456,-293.9682662923874,394.1630161367309,856.3110371977608,400.0820894165571,-1130.3862465134023,527.7356427122484,3447.360088793186,0.434130052662549,0.4077982149405385,-37715.324385190754,-335209.73144376883,616584.2719669295,-1189373.404134314,-5543.966981767419,6.9149374395742775
200,146.47774190401094,3.6100867916371366,2.916471374759367,999.8403977276828,0.15352483178391074,2.055303079125717,0.7990285306521185,3.810715901123209,30.51883794543903,0.038566655180162154,-110794.95432908989,-0.07630151390307878,-960512.8831684892,1565775.4674331879,-487.3818199671838,-615.667125746247,-168.75624865664685,0.00019749504282524485,-0.133474060058359,-626.8797183968243,-1360.9858970001173,1529.0455225715384,1490.7167366819106,1823.8216707515426,2511.4713670787382,-326.2239907381839,1353.3601764314203,6.954264014232967,7.133063124361464,11850.438423556037,368406.8617385157,-1223464.3037483739,1154537.515087124,-28527.57626901174,11.669846658218784
300,147.2382870445266,2.721688031679393,2.2310234527118036,999.8733494776881,0.12376628251177885,2.19234128244033,1.3790622130160362,6.243431186072408,11.562141293123732,0.04439103565329445,-142509.93221296003,0.11866341769879205,-612331.3112145864,738315.0550364609,-502.47767060074597,96.58176835322855,122.4552281351668,0.00029427886940760594,0.4541673272036954,1204.848253276135,-170.4691467121677,1617.3007390581029,142.6619714977537,2535.120620222963,231.65463315572924,-4064.8261134512472,-3526.382371463548,10.977337779113839,10.769438857107382,48209.04633276096,214355.16411737964,1254974.7050183145,-1363134.696578201,1011.1281646019937,-6.319233933531857
400,147.8631657675675,2.142122735656804,1.6413647353357252,999.9042775867509,0.09841434207858882,2.0855309797906525,2.1746487340130574,7.593600111309458,66.82531809365379,0.024358890913991127,711850.7947462504,0.9908313657440757,-543281.7784905346,-428508.2247087262,-458.6025090258089,-2117.818612488607,-169.95090824971936,0.00015459376903774187,0.7957817099193992,107.11751078855588,468.29342366185966,-1572.570251232494,1687.3279139252584,-1053.3355967929392,-2743.7707006135,2866.25210359132,-1538.4929655101196,12.652987249869701,12.352348475613633,-38105.2057363921,-330268.25405123254,-886871.9860584184,878106.8274511739,-12088.20058731627,-0.7922469450827648
500,148.38347314871444,1.5246256142340182,1.2768573613400085,999.9273874147101,0.07548244439041389,1.8163468472564221,2.679254792892588,7.924843416459816,69.40480885389317,0.014194375520733509,1200299.604691828,1.7679142774702465,1334110.3579173302,-815936.4572401592,-557.0010548733097,-1241.6293784920144,218.85653522170537,0.0008976634437146745,-0.11972458234722272,-1638.409978183018,-1749.482846477307,557.4065687486011,-2227.9330776097822,1687.109226608018,1098.6494691122318,-150.62833981310396,-308.0287272381602,12.19736628163551,12.241098298607529,-49944.70775861823,121906.32098160344,-326107.71017660364,1220778.3962962015,55997.2493339573,12.690247040138761
600,148.7374437753541,1.16681226052089,0.9460427240774918,999.942256385504,0.0559829448816715,1.4480114978974612,3.2581795573348225,7.347487462982209,109.34645264511276,0.007880062401769621,-396959.2546903919,2.8018713283732137,-147330.03799324317,568179.0186278793,437.774894491193,-316.96855657730634,144.67392869393325,0.0012707843987472133,-0.4738151467403194,-849.9592581832494,-1436.0377127113543,878.2589089139416,-744.9200597393682,850.3441643600928,1575.059665793091,-2328.0606092564603,4003.6809587681287,11.348800956199547,11.197057385808291,5769.180994926092,-27783.95435281873,-1209845.7124236687,575596.0420010953,-3694.576983612886,-7.835632481717313
700,149.12985576594008,0.8365171420825768,0.7119983740411806,999.9573189487938,0.04316036729208511,1.1967726083605175,3.7544420476758202,6.570345933625821,111.84387268107554,0.0063628603774667745,778817.2211644327,3.765909773769295,-178083.6337888329,-2087222.613541611,578.5055565231395,3591.016917820673,92.16102081222297,0.0022396156993919336,1.3285006962557553,-729.1963230728518,1125.463061170782,-779.3838721175371,258.6252815647475,-119.86663053174361,-1928.2442731493559,3595.8575254964676,-2723.496862739323,10.485670075152981,10.621426277849094,46451.62880657954,-195851.1250871411,377712.27042742283,1538157.4636981885,32671.21091367055,10.856515125559554
800,149.32067387620427,0.6984718276086347,0.5529624187912714,999.970026694041,0.030541575757474057,0.9703459151389924,3.9568127662528725,5.597701718022029,32.846190574916314,0.0044936210362821315,93768.0454562174,4.156183982939974,-1356623.489364648,-2366673.9790241886,-386.04964579923717,3964.0478748145883,-59.51301724019723,0.002864517926801688,1.6106436579786965,545.1986731944991,1218.8412659160215,-668.8423231739522,-1633.5945882032352,72.76415630853202,1822.7135412771838,-2203.160125191199,1167.929467300809,9.597599225759435,9.384019009587995,53455.5030181366,215452.67464650658,723257.5191448135,-754467.805480692,-54343.244797004016,8.49525239459694
900,149.54898531964076,0.5567296301078201,0.25031337303362844,999.9722273601066,0.020656117589986374,0.7479629107171069,4.34376511000554,4.63007823339604,4.3090241646977105,0.0038120109531916435,-595337.8174186362,4.06180697045615,997293.2724389177,2009542.6800668878,-294.84382873092716,2855.742975906842,91.44228883210515,0.003910875411395538,2.953689635426314,-1034.4213498297383,243.69502993986185,353.4586498657419,-2067.307163822826,-873.3819649247052,-714.8927808557958,568.1655429569672,965.5516687827328,8.908550741441221,8.879741914920386,-8740.705407602958,-240127.70086953088,52169.10779289814,153222.32733884695,-38203.080154094925,-7.830363567621118
1000,149.53926532826375,0.34334081118514037,0.39954578057387063,999.980506357251,0.019105637683136233,0.5112007417739034,4.325609508922359,3.9549416684879337,113.46432355621926,0.001673332101642315,244971.73268706456,3.7921948817246105,670363.7659119061,-380409.2439533615,38.388473472546586,-2542.900819528015,-161.29314096687747,0.004718662248834459,5.629748190566205,1824.6858102123806,821.54085004894,-726.8987892665452,-2098.0807900786676,-2281.2927529113167,-408.5247728718316,1190.698726140155,1469.787004866236,8.641080217082589,8.36800506643404,23243.871865323974,275743.3739463168,-918743.6036881102,1762495.1627218707,-44276.35524949612,5.194710803698825
1100,149.75418786446124,0.2512791975106492,0.26955002644287845,999.9833459628098,0.014553824600280358,0.3904886103955437,4.677466415036109,3.1896224977290837,46.577131304810564,0.0023385266748096197,-496406.38589460985,3.907606178667418,225840.21267370158,2262318.2062231433,-198.48454931723947,4213.976266383668,-4.536564438910785,0.0056227480239632865,7.186540259435555,-1049.551393377349,-616.9921195955633,-1567.7568002276075,-121.12475722662276,-98.5341294758403,-244.8128445402948,-3470.491799316314,-590.0413532343512,8.047840378144956,7.885673418758772,49157.05999764516,-102421.58945619164,1314375.4148253545,-1886133.733218273,-22348.58496666439,11.807860538256936
1200,149.71388804470743,0.19517218551535806,0.277718420318627,999.9925930637858,0.014083642105874301,0.3512903942064453,4.738051527117028,2.370476204655711,66.8617331713168,0.0024126240772571845,-72517.16071318432,3.9371563016596482,-105291.01772896973,-177442.27654615277,-135.46968375159932,-3437.083006893017,89.068292631235,0.005598073641183656,10.550155491433337,-137.3028098698016,1194.198773369855,1504.0307035165893,-80.68978732270887,510.6230238855483,466.8199610014643,3921.96825741878,920.4936505994324,7.845810859794015,7.982798365451401,3536.0195193690297,383960.76293042843,-199102.2919073352,-564317.9558384252,7898.842821090086,-0.3555271136351499
1300,149.87251583528595,0.21344833953983888,0.2259728047460236,999.9882376413693,0.010341378925471876,0.20812435436343066,4.944678787781791,1.6885409512009795,102.6014120602273,0.0019110353744016548,-329343.91489702364,3.837104386622627,617748.74056331,-2404192.1377236373,-364.7101047257458,2057.0747762038263,129.5618267561998,0.006382658727170935,12.134545127727751,-761.9771226045625,-1003.4039931857671,2152.639773037227,1729.5702569114,90.26807175252645,601.0943527631862,2926.6718755408647,-748.453167908978,7.664254442747655,7.590214560448981,-41036.88445110616,-209145.01144007783,100360.71691532315,-1171880.5441153455,-9232.100841512385,-0.5276819765018241
1400,149.78527001774034,0.10824466594379373,-0.0023988000711129553,999.9949041969218,0.004621018228209225,0.15867412506378908,4.993531602191256,1.5025064661088448,135.89199364789638,0.0021415278707741883,1067045.8939192207,4.469679901226694,40786.87603432748,1008758.1225662786,-257.94885917928457,3827.575110698584,236.26694737651215,0.00677198209633742,13.668269676675662,330.53203010156386,-36.54618782461887,2314.649936492922,-881.5988792428318,2912.331693404249,2567.6006951891495,1058.5621361999708,982.245457131429,7.293474910441048,7.498277031165019,-53592.26601795712,170582.76018251202,7044.152022241615,1151648.5730248292,-28281.73433837614,9.432793780186042
1500,149.87345441505042,0.04237521404037021,0.017347831247126966,999.9968788989132,0.006963147105449522,0.0971447958474703,4.86483490138704,0.9749799385310832,164.84126750311498,0.001670789431616642,-925465.1897453584,4.7065666276100675,1145428.506655677,-962136.6539358492,605.6060998956565,-41.294082921798875,-70.29322446983869,0.007267221746797813,15.01506560481224,972.6048008791815,69.55021273289992,303.61130789959594,573.489419987158,932.0472556846748,3564.546890468867,-165.8133657432072,-2891.865657461408,7.561245934642886,7.697117492406184,578.0539876267417,-329709.85297538806,-281771.7418804311,1267864.1547812414,-27486.927667666692,11.238079891540435
1600,149.8638294821777,-0.004885890454478056,0.0464798474627173,999.9938955891948,0.007247294240900891,0.0797989593629794,4.9346140297945285,0.8995502120918772,284.97886523926263,0.0019641523116704076,938460.1097102355,5.624102581370358,629281.4141237037,1460284.064729635,-567.5745667974951,-2649.0874615776975,-170.91548077574168,0.008304603934154168,17.73193378703923,1651.269942214668,591.3960978268826,69.48409367680415,-905.2086040778529,-553.90707230972,4377.432742203476,-986.8774113403038,-540.1463364736942,7.855554145654375,7.370543936657953,37179.953477038696,249849.8979327452,1120058.990719016,992799.2067443293,-2388.230904501823,-8.998681448130258
1700,149.88375111154502,0.01485193142215406,-0.047880080997047776,1000.0010071052562,0.00029857719170181237,0.12288355891437767,5.128607004010166,0.6108736987264337,378.8015095280989,0.002930279592203153,-220208.46234041185,6.365152260056033,-847597.4452875579,-1506395.6804031057,354.53536184438065,-2441.571272679374,-73.43740808834686,0.009042573349156856,19.773266082910794,1169.1927613317616,-276.18306317524207,2945.5039477973305,-625.3779770549986,540.3957885362838,3601.9441264929756,1841.8012562126114,3710.3862541253357,7.9419332335650195,7.828487451405128,-19288.666415089,399588.10535836127,1037117.6687985421,791631.0915793581,-11419.337535292889,-13.657327772347912
1800,150.03285197753445,-0.028756295999800605,-0.08408981471324303,999.994981421936,0.005504228678318952,0.02209700525525935,5.008414324479385,0.3620140077045512,492.15380589028473,0.0024570969413838907,120499.1010210699,7.014630026378857,174090.1159088955,2396010.806476195,-125.207234176408,-771.5066023295296,-62.477544313014135,0.009520662257775855,23.511046242922593,3023.528824517027,955.6973012561818,1564.142190331741,4119.222905686145,723.1402471938598,4094.3993263774155,6532.983509422622,2615.8969713414745,8.026233621993473,7.947103229620521,-38035.072759878116,229007.5327105726,-972178.5648502675,2024017.402263621,45608.95689453124,5.91990381552178
1900,149.8791991961263,0.03219531926921456,0.101614541406403,999.996647775446,0.004617031754901375,0.06643458670231475,4.992341234168341,0.4413069148083114,628.935250844401,0.003098278389545532,1298984.2999990412,7.578109831739723,1553032.0194998013,1645775.0985779995,-316.6363098419958,-3286.909257258181,104.20508052299041,0.010506060440235204,25.758714782574394,711.4865956634735,3691.4247072172334,1698.6798917884253,804.9917315550433,4213.043112537231,5919.9330363406225,3056.689646028498,7540.88310111006,8.140734173955455,7.880129800924212,45452.36760090907,-128958.51943307594,-162508.65066927404,262840.24443512515,-30362.965531532154,-4.68062010207785
2000,149.89844769029898,0.11212015188153848,-0.13383695344204635,1000.0023059406274,0.0029773468664959536,0.05170645605259701,5.021421170033401,0.2427299252845677,951.8089890671669,0.003689086083694244,22107.004929172166,8.0128953756305,1605969.7567761668,-120336.96330634574,-157.518723400034,-3875.627506282067,552.5591159799188,0.010852214923958487,26.780005123255023,4302.3240378596065,1762.9445323736388,2020.7650042365738,6203.14402809451,4515.316164248914,4796.449571029721,8335.173041777307,5561.460996968302,7.849444370378026,7.9496432191608,27915.472073733614,-152334.17282468066,520686.59832864004,952754.372492075,21485.16577615282,9.881466557633498
2100,149.9717723787737,0.07734564040351173,0.1353946031339613,999.9961471121611,-0.0013439677381495282,-0.013791323807481319,5.186653097102709,0.02842997667173311,1241.8386815346682,0.003566465970620131,-45448.16636629298,7.8199639874981965,-2393.2732532036025,-158900.7384558597,144.21405058786462,1042.4314820838122,584.9348915407907,0.01149505392189517,28.996667888118054,3498.8644228401386,3895.518385436343,5931.734058712462,7788.422564724099,4687.168826076466,6364.318064333729,8370.138628796958,13552.502384510326,7.89782758201729,7.973843126132052,46267.24351012087,586914.0618021147,1867808.6751717592,37530.3665220649,69558.05931803682,-4.955359793973339
2200,150.01734905745087,0.02733398455903939,-0.1411453309768521,999.9962663225346,0.0032121435266989026,0.073952568770942,4.977689094108238,0.20750414432238345,1676.019827825197,0.0027428618453382656,370105.1849163952,7.680266240285599,428508.26311129157,-95991.8972045877,492.7025979957556,2001.4858954886383,416.7948117444556,0.011639244732403527,31.404833118182328,6850.456093462285,6460.037903879892,5103.933569565697,6609.848433943558,7814.074668118242,10454.684616105384,17927.233906323323,17153.1266463043,8.085691325455427,8.412084519247236,17440.311518706952,642430.8398692567,-213340.58842381753,2963125.658933653,17534.90063631473,10.71772474381877
2300,149.91560909216307,-0.049860024818226906,-0.08642338292056212,1000.0012937592135,-0.0029306362228574906,0.07426112798043216,5.163117699452425,0.3295978991888332,2141.218514702007,0.0021509719915465994,1496160.9688322123,7.364519980323681,1314688.5313354002,3590819.7699156133,1455.0155398864226,-2106.484681600042,1077.8275012596582,0.011537364850954777,30.957873620561852,8971.33656805822,10167.018457948487,10388.712415285372,10792.349198635045,11096.05010930505,13160.706120833474,19483.952669023463,25934.309884860315,8.385466353177428,7.9399886608173595,106674.0771380479,346799.1477664368,2667345.7987626605,48323.23442958831,11839.908014097062,13.238687673471583
