milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35
0,150.0316974411022,0.016489746611768604,9.972783555586082,999.9990278502044,0.0018003443903170033,0.0341228289995305,0.025350447102532633,0.11539013450216756,17.550122172765498,-0.0007432955216607346,839995.8666434652,-0.2629191764518897,-1231145.0562419826,-403856.6359756771,301.7781357234436,-1070.6790059656792,217.52040506482263,0.00022300638261766535,-0.7642466922229295,-1530.0351732362988,-447.72514608580167,1068.3751432685272,-110.53525111257784,-2251.057430929068,-1235.7139572102549,-2233.543183419469,2265.4434510903,0.04825090570926484,-0.05335099624957341,47673.42317964267,275213.29145051696,-182957.96034550157,-1556213.9739924578,14913.257707210738,2.1672497269031537
100,145.91986090988317,4.017992397096242,4.433619529321233,999.8294565470726,0.16961595838883842,1.1688801109392553,0.09962726406480557,1.1922859077328618,-13.039228729138513,0.003808984314697572,1178556.5773712026,-0.11615425890674667,1404844.435857501,1009312.5384647829,193.53334514374265,2567.0706511223934,-212.67192382246157,4.903591339860979e-05,0.15962567954196896,906.689752648685,1447.2623418840744,-203.1279462764597,814.2780711554296,-2380.698678539266,-2496.091773987979,726.7956881977931,1110.8270450409013,0.30103403767955705,0.17145043999802356,12131.339227064527,-209955.95435664043,227986.12766782005,244892.61767474754,42641.02608504844,1.1607647438704514
200,146.4734704655601,3.4911490690499196,2.9670081103237944,999.8410100349821,0.15873498478264456,2.00947373423282,0.5941187008329585,3.9628204970557825,55.0885025148355,0.039686244956336394,756399.7554795363,-0.23434818783308053,419410.3825274943,2432186.1967377495,503.7418844191612,182.7501302160648,-151.85763731146787,-0.00018538321155610684,0.06909703259855705,-1771.1654011163666,1660.5523820918017,1640.83479398922,1521.0158229127378,1656.614118298822,1209.752087302056,-2114.235476552111,-4497.7702240965855,7.031056322577859,6.927274826221103,16323.390517923617,106029.398013395,1600573.8420642759,247824.64394530392,-5387.549795352054,8.587967804189935
300,147.2390472557772,2.7172985285674143,2.027753955314634,999.876691049722,0.12888154385824305,2.287810036191857,1.5275893603233577,6.16919956963832,-77.89703385653267,0.04400814424371083,-273347.83770315483,0.2378163738985735,-520800.81965007033,86332.766288318,481.9838417986358,-967.6011255342585,-81.39086400965532,0.0003786525038553979,-0.187666664643424,-970.9227362181034,-1566.0700881438268,-1472.6294373820576,787.8049381058318,137.256315460522,-1597.1572323808193,31.8448715013413,-3575.142414280381,11.140851905213152,11.177200788530033,-1818.966766148672,161253.77766438626,-613636.167443253,369792.22598752665,-2911.9491927313657,-4.497398149636375
400,147.95844145143977,2.1359763606932627,1.6884128241445489,999.9065514865555,0.09547513664117577,2.0357232981625217,2.1221868749907156,7.55021367870102,0.8395147375051053,0.023716302665653295,-303290.856121619,0.8893596659188362,328967.4708532158,1951203.558350618,235.88952962020443,559.5375135135084,228.69071720076238,0.00041822838644838076,0.23918904672913824,-714.1615702136512,-40.61353257634069,307.0935636775538,316.7885904464131,499.4960496813389,2121.589936571666,1311.872635040825,-1959.8996395944348,12.296055564074864,12.278183619632758,-18896.52275788941,203430.49942672258,1404163.1525041326,-981828.0161341705,-10260.2989736359,9.702644873396597
500,148.4112686700956,1.591602967497147,1.305850690915147,999.924198685556,0.07607917306030666,1.8341526525981064,2.698828528234055,8.070064647563305,74.25214084345613,0.014088157687947293,23429.254651837837,1.5760786670189875,-692831.7155886678,1218265.4982662129,-135.4238895052149,2442.8996577333705,-152.9560306634682,0.0005557020291897955,0.37369276376611776,1046.9339552251456,-1142.9484089815019,962.7528362605523,102.23238686184041,1117.467705918853,-464.3523512154313,2767.892323797751,1831.3224009483736,12.372457295082318,12.093147028419905,-26777.236135673305,332077.448715478,933693.0127081728,-61835.26627253583,1104.5891673887777,-3.6930988569269143
600,148.7239496754858,1.2746325525021975,0.8384983253045243,999.9474822310518,0.057324300996364465,1.4754422450866174,3.3016667816427434,7.314639942769268,95.70132528676677,0.008781704199605007,1083916.980558251,2.5184002136006725,741500.3993049063,-1810609.8136778201,-229.08210711522898,-2179.398933295742,227.43362453791866,0.0013997859540335737,0.7223321904019293,-941.8936077978886,1564.0224048846908,1501.593036499339,-410.0860137008161,1871.5438427878717,-2351.058060947938,467.7299223275195,3185.083226939286,11.297928506615207,11.49360105970577,15369.434930336052,-27851.734305235947,1246726.4646441191,-256807.68375047593,-34235.295078240655,11.182541912827551
700,148.99880627035805,0.9096325324951525,0.646366033318228,999.953996480968,0.045779012066624894,1.2187289438603093,3.695392906141724,6.641297441161052,-52.664479543086046,0.006515873902381539,-950771.3719061746,3.3007103076345436,-551030.171802312,-651620.0130530392,-421.7668854064215,-4098.691092567268,90.75945635572775,0.002392937780533601,-0.15634066597849738,-977.5813529680784,-418.1134317725124,-755.7853009831495,1585.9083029322317,-679.4020499313524,1708.2290477903211,-3783.7823168475634,-3061.384530063187,10.18051809396383,10.316475119189949,20754.860272926177,645.4932486444347,-286002.84859495214,-616857.8233955248,32204.24730132356,-8.78444347140572
800,149.3030094039076,0.7246056057085457,0.6586463552303932,999.9671952772425,0.03203958387857871,0.8567717830213577,3.881353808450135,5.651580783947963,48.1579337559411,0.004550488136540312,669456.1273176031,4.078358452450875,1453726.0030543644,-2179148.25475612,-98.167912393538,-3685.0504707851887,-74.2321745534819,0.0033446337575819673,1.82918181749781,-1353.1185287946912,-417.8136761708605,-18.68327124613475,-883.862508318203,-2408.0406164358155,-2314.8733048984473,512.8353411009914,2850.533557770226,9.404577441323736,9.500691003946024,-7451.499259311131,-245583.1008762162,-1504283.6469058166,-133671.36762835627,-49652.88968854412,5.199118707915079
900,149.4341205200805,0.5145702182259909,0.5130068397222367,999.9753516405513,0.02776357959074194,0.7239618312006908,4.199109526742699,4.666601571909,-35.54998739310659,0.002357060192034536,-703647.2772022018,4.038270782055254,238699.88797664898,-1264008.2836919012,-547.8972792042209,-3664.1050712150436,-50.669982436688095,0.0041353245262781314,3.1804603514684433,-829.9568108781624,1693.9537421079076,-1534.0672621209287,-593.5635865121155,-543.2655543837784,-70.17886424873575,-3469.1085665177698,3220.485870863987,9.178342350044156,9.177006846734736,34788.31709615378,-357539.01918891736,-1477672.1642684925,1988611.072318683,-38408.678957593555,-5.479806863248443
