milliseconds,pc3,c3,iap,survivin,cascade,iapc3,iapsmac,sursmac,smacmit,smac
0,0.1,0.7095910050489389,0.30012017842088023,0.0,0.0,0.4510999068014958,0.004842787427196964,0.0,9.99999999999994,0.0076873554540222285
100,0.1,0.7327673461777443,0.3237878561811257,0.0,0.0,0.42887982954800336,0.004601316285384291,0.0,9.99999999999994,0.007925366613416028
200,0.1,0.7487321590088587,0.3380559006252706,0.0,0.0,0.41101943447319994,0.004413525062078634,0.0,9.99999999999994,0.008112333843612783
300,0.1,0.7681379869685764,0.3527739432624041,0.0,0.0,0.3960459064024053,0.004260966164625942,0.0,9.99999999999994,0.008233309698723712
400,0.1,0.778995354377117,0.3666479640406009,0.0,0.0,0.3855449020825545,0.004128305555100659,0.0,9.99999999999994,0.008397985669030278
500,0.1,0.790228725958723,0.37353718712355793,0.0,0.0,0.3742691639288704,0.004041336250998387,0.0,9.99999999999994,0.008452240234234548
600,0.1,0.7961456495233588,0.381699485270277,0.0,0.0,0.3683638066555169,0.003942936456299151,0.0,9.99999999999994,0.008551564234722926
700,0.1,0.8008033083366692,0.38725099974480776,0.0,0.0,0.3606727563101679,0.0038641147666741305,0.0,9.99999999999994,0.008588452084004366
800,0.1,0.8094457442038114,0.3937495875675271,0.0,0.0,0.3597868059114305,0.003830104522053138,0.0,9.99999999999994,0.008642905040492085
900,0.1,0.8128331723241884,0.39723624640800487,0.0,0.0,0.352610312000326,0.003766661277178238,0.0,9.99999999999994,0.008707720507567605
1000,0.1,0.8136077416885499,0.4008185988037697,0.0,0.0,0.35038926355952305,0.003750651573631758,0.0,9.99999999999994,0.008710077616697851
1100,0.1,0.8190404788095083,0.40138612608049495,0.0,0.0,0.35099496794888907,0.0037128550632018263,0.0,9.99999999999994,0.008765712841201196
1200,0.1,0.8221464450097017,0.4042844439266523,0.0,0.0,0.34895357155942214,0.00371763605152523,0.0,9.99999999999994,0.008760278995051983
1300,0.1,0.8220996954881068,0.4075629601563694,0.0,0.0,0.3470091118817915,0.003693712283711979,0.0,9.99999999999994,0.00877859611905779
1400,0.1,0.8291148680087493,0.4079713601088594,0.0,0.0,0.34590082684066603,0.0036596583506033537,0.0,9.99999999999994,0.008790619875175624
1500,0.1,0.8283168996155745,0.40563620779540066,0.0,0.0,0.3426510723249504,0.0036548999320088356,0.0,9.99999999999994,0.008788552426143268
1600,0.1,0.8270056868347494,0.409699369553822,0.0,0.0,0.3458215333761191,0.0036639590130067316,0.0,9.99999999999994,0.008824411320798699
1700,0.1,0.8283389064299128,0.409247195919384,0.0,0.0,0.3429085251904981,0.003632252520469577,0.0,9.99999999999994,0.008830317379971257
1800,0.1,0.8315588906373628,0.4094067256530338,0.0,0.0,0.3421178226088564,0.0036445713801009846,0.0,9.99999999999994,0.008822421530779247
1900,0.1,0.836004442826508,0.4076006153460187,0.0,0.0,0.3426679492683619,0.003656502262513437,0.0,9.99999999999994,0.008830851392628907
2000,0.1,0.8339420811207414,0.4109337263026527,0.0,0.0,0.3418941751424549,0.0036234653463238504,0.0,9.99999999999994,0.008809120030757449
2100,0.1,0.8332245897941623,0.41102879354205035,0.0,0.0,0.3418852166475387,0.0036258012929303446,0.0,9.99999999999994,0.008841882162660854
2200,0.1,0.8385565729803779,0.4078513948634297,0.0,0.0,0.34255137343300324,0.0036105002339151975,0.0,9.99999999999994,0.008820161973003176
2300,0.1,0.8393857140142843,0.41043800822012766,0.0,0.0,0.34175218142601305,0.003638007792669311,0.0,9.99999999999994,0.008815290365318413
2400,0.1,0.8389134804081632,0.41097021321428745,0.0,0.0,0.3406477459449459,0.003633361825402616,0.0,9.99999999999994,0.008827594470170246
