milliseconds,pc3,c3,iap,survivin,cascade,iapc3,iapsmac,sursmac,smacmit,smac
0,0.1,0.7094077314844788,0.2986549627635402,0.0,0.0,0.4487564997330182,0.0048134975249737545,0.0,9.99999999999994,0.007681940675613259
100,0.1,0.7299788534449825,0.31965065406700377,0.0,0.0,0.42755766149629404,0.004607885622750986,0.0,9.99999999999994,0.007926644314998984
200,0.1,0.7513267626180987,0.3401449268408336,0.0,0.0,0.41061612339867337,0.004428852980828359,0.0,9.99999999999994,0.008121948959580383
300,0.1,0.7666788969284399,0.3514092578867122,0.0,0.0,0.3971965254036306,0.004243255021619734,0.0,9.99999999999994,0.0082704372942523
400,0.1,0.7779685614368022,0.3665035261687033,0.0,0.0,0.38374964405777046,0.004149629137496398,0.0,9.99999999999994,0.008365611704551582
500,0.1,0.7908542764793021,0.375128647024081,0.0,0.0,0.374175931911407,0.004051730013125653,0.0,9.99999999999994,0.008449514774395761
600,0.1,0.7966942712113959,0.3816525140291709,0.0,0.0,0.3707900877232512,0.0039453554624393075,0.0,9.99999999999994,0.008548383691616942
700,0.1,0.8002796154026628,0.39019771947830834,0.0,0.0,0.3634707651515913,0.0038840336531031183,0.0,9.99999999999994,0.00858750960103799
800,0.1,0.8113365536587124,0.3904143093811966,0.0,0.0,0.36031360433822546,0.0038537141543484063,0.0,9.99999999999994,0.008662016605388196
900,0.1,0.8148087608703749,0.39461806393619964,0.0,0.0,0.3555435630054125,0.0038095151444268315,0.0,9.99999999999994,0.008718922277881628
1000,0.1,0.816838928536993,0.39837699095698115,0.0,0.0,0.3521144119234862,0.003751578627866398,0.0,9.99999999999994,0.00870560772670116
1100,0.1,0.8168634521475198,0.4033643820669161,0.0,0.0,0.3473513866087941,0.0037308223718225896,0.0,9.99999999999994,0.008753927164748947
1200,0.1,0.8203564009632061,0.40302737789454857,0.0,0.0,0.345869254473155,0.003696248215581451,0.0,9.99999999999994,0.00875754077117245
1300,0.1,0.8274814541827695,0.4035907541093914,0.0,0.0,0.34566857639359033,0.0037069453324477973,0.0,9.99999999999994,0.008763583059939413
1400,0.1,0.8278531669287289,0.4048080039564007,0.0,0.0,0.3470492925024526,0.0036831330653609926,0.0,9.99999999999994,0.008788895588315348
1500,0.1,0.8284111628307418,0.40843409280355286,0.0,0.0,0.34443052927905055,0.003644651662696852,0.0,9.99999999999994,0.008803626988774911
1600,0.1,0.8292359357839496,0.4066967388892395,0.0,0.0,0.34257663531458504,0.003662182978752473,0.0,9.99999999999994,0.00879668832450032
1700,0.1,0.8282909660781849,0.4108683484802795,0.0,0.0,0.3442103241826436,0.003623988508216648,0.0,9.99999999999994,0.00879879244842297
1800,0.1,0.8343481601226467,0.41056612983921786,0.0,0.0,0.3406713376514534,0.003623794441298881,0.0,9.99999999999994,0.008826930783492866
1900,0.1,0.8364319135030782,0.41063987777680994,0.0,0.0,0.34141348803624944,0.0036477410752703164,0.0,9.99999999999994,0.008815864975431948
2000,0.1,0.8353460048365341,0.40933225253713396,0.0,0.0,0.34228927455862895,0.003599411563925186,0.0,9.99999999999994,0.008823531931304161
2100,0.1,0.8363662241811238,0.40855303277090455,0.0,0.0,0.34273352113893946,0.0036029390357626883,0.0,9.99999999999994,0.008837975542128675
2200,0.1,0.8367579170112168,0.4074620705703806,0.0,0.0,0.3427221948037928,0.003629540798723615,0.0,9.99999999999994,0.008826618612190397
2300,0.1,0.8343782157066897,0.40901486872028786,0.0,0.0,0.34243046196999655,0.003634874627380362,0.0,9.99999999999994,0.008822628973153179
2400,0.1,0.8409968818963318,0.4085527680625722,0.0,0.0,0.3405065440873265,0.003604069851069975,0.0,9.99999999999994,0.0088054722841079
2500,0.1,0.8395701334400986,0.40926660536375575,0.0,0.0,0.3425798902319503,0.0036206854021664228,0.0,9.99999999999994,0.008802687901566656
2600,0.1,0.8390138984546046,0.4089225878977952,0.0,0.0,0.3424809946830956,0.0036265531717533796,0.0,9.99999999999994,0.008826246685761718
2700,0.1,0.8401543340936859,0.41132410873772357,0.0,0.0,0.3440622123805412,0.003622047868525824,0.0,9.99999999999994,0.008819374575210884
2800,0.1,0.8434560442574325,0.4079974079620111,0.0,0.0,0.3408849287631738,0.003604387762187278,0.0,9.99999999999994,0.008820645470489363
2900,0.1,0.8388898871556952,0.407637805558931,0.0,0.0,0.3412020865091236,0.0035928337475572957,0.0,9.99999999999994,0.008802504770757426
3000,0.1,0.8396204827000571,0.40921243287833514,0.0,0.0,0.34409473206595115,0.003586122418075383,0.0,9.99999999999994,0.008830277581368985
3100,0.1,0.8431228065197521,0.4095442571534236,0.0,0.0,0.3445364004337273,0.0036109192927331136,0.0,9.99999999999994,0.008807340482983886
3200,0.1,0.8448327462557127,0.4116677718532325,0.0,0.0,0.3439677019007625,0.0035973822808575404,0.0,9.99999999999994,0.008831511507853114
3300,0.1,0.8423099762066526,0.40900111604573175,0.0,0.0,0.3443978756328216,0.0035702228246363306,0.0,9.99999999999994,0.008819265913384526
3400,0.1,0.8429546563854667,0.409639655978215,0.0,0.0,0.3433201870618598,0.003562075828365952,0.0,9.99999999999994,0.008790996368666816
3500,0.1,0.846466348512233,0.40803127104961784,0.0,0.0,0.3448835439730554,0.003608490925312773,0.0,9.99999999999994,0.008826282217357834
3600,0.1,0.8467427311650131,0.41113487600380894,0.0,0.0,0.34395324303674746,0.0036102822594332997,0.0,9.99999999999994,0.008784364440963456
3700,0.1,0.849520926088272,0.40979056823821064,0.0,0.0,0.34540234244086065,0.003599965605971961,0.0,9.99999999999994,0.008828281664213015
3800,0.1,0.8496586964965254,0.4104713002092012,0.0,0.0,0.34292804390550274,0.003576559595242813,0.0,9.99999999999994,0.008790683320408256
3900,0.1,0.8505489154508956,0.4077164291286408,0.0,0.0,0.3456622607851844,0.003589754283706816,0.0,9.99999999999994,0.008810265587160741
4000,0.1,0.8526773692009784,0.41060718396187884,0.0,0.0,0.34635322319456446,0.0035622210891389076,0.0,9.99999999999994,0.008786687321583338
4100,0.1,0.8505900627372733,0.4089394059553316,0.0,0.0,0.3444729632185281,0.0035825080528446847,0.0,9.99999999999994,0.008777756868648639
4200,0.1,0.848007015442571,0.40884860002605905,0.0,0.0,0.343504594075817,0.0035500247110218904,0.0,9.99999999999994,0.008782069624485203
4300,0.1,0.849223162850871,0.40621404587878135,0.0,0.0,0.3437855803097184,0.003554658827786627,0.0,9.99999999999994,0.008785695762562582
4400,0.1,0.8549757211712362,0.406815449839518,0.0,0.0,0.3462659292084189,0.003565556160885514,0.0,9.99999999999994,0.008781152703774378
4500,0.1,0.8511154220309457,0.40674379118533927,0.0,0.0,0.34424886357991413,0.0035425674527957505,0.0,9.99999999999994,0.008800904540881636
