milliseconds,V_membrane,h1,x1,n1,c
0,-54.95866687963861,0.9003512452641559,0.27108415617061743,0.030077093978100527,0.4000725150386273
100,-54.957834265111174,0.9003576668077817,0.27110589933681145,0.03007868309260762,0.40007399087820567
200,-54.95700142482524,0.9003640652862513,0.2711276449078121,0.030080274022348124,0.40007546771668834
300,-54.95616843700238,0.9003704486912579,0.27114939205039396,0.030081866138373867,0.40007694520797166
400,-54.95533528170177,0.9003768149790805,0.2711711409817804,0.03008345960191105,0.4000784234414182
500,-54.95450188022866,0.9003831560843457,0.27119289255922535,0.03008505504922551,0.40007990276969
600,-54.953668282633885,0.9003894771367311,0.27121464623750463,0.030086652075644277,0.4000813829684896
700,-54.95283448891745,0.9003957781362368,0.2712364020166183,0.030088250681167352,0.40008286403781707
800,-54.95200044996517,0.9004020539678231,0.27125816049686147,0.03008985127421822,0.40008434621319605
900,-54.95116618840498,0.9004083069880963,0.27127992140166546,0.03009145366662759,0.4000858293861158
1000,-54.950331715540955,0.9004145383743276,0.27130168459286713,0.030093057764393222,0.4000873135023685
1100,-54.94949703137307,0.9004207481265172,0.2713234500704665,0.030094663567515112,0.4000887985619541
1200,-54.94866213590135,0.9004269362446649,0.2713452178344636,0.03009627107599326,0.40009028456487267
1300,-54.947827029125776,0.9004331027287706,0.27136698788485836,0.03009788028982767,0.40009177151112424
1400,-54.94699171104636,0.9004392475788346,0.27138876022165087,0.030099491209018333,0.4000932594007087
1500,-54.946156172474154,0.900445369693946,0.2714105350781226,0.030101103930396236,0.40009474830625524
1600,-54.94532040756389,0.9004514683737939,0.2714323126026685,0.030102718515557455,0.40009623827396473
1700,-54.94448442822146,0.9004575450448001,0.2714540924930316,0.03010433483904057,0.4000977292097334
1800,-54.94364823444685,0.9004635997069649,0.2714758747492119,0.03010595290084557,0.4000992211135612
1900,-54.94281182624006,0.9004696323602882,0.27149765937120957,0.030107572700972463,0.4001007139854483
2000,-54.941975203601096,0.90047564300477,0.2715194463590244,0.03010919423942125,0.40010220782539446
2100,-54.941138366529955,0.9004816316404102,0.27154123571265654,0.030110817516191924,0.4001037026333999
2200,-54.940301315026645,0.9004875982672089,0.2715630274321059,0.030112442531284492,0.40010519840946446
2300,-54.93946404909115,0.9004935428851661,0.2715848215173725,0.03011406928469895,0.4001066951535882
2400,-54.93862656872348,0.9004994654942817,0.2716066179684564,0.0301156977764353,0.40010819286577115
2500,-54.93778887392364,0.9005053660945559,0.27162841678535754,0.030117328006493537,0.4001096915460133
2600,-54.93695096469161,0.9005112446859885,0.27165021796807587,0.030118959974873665,0.4001111911943146
2700,-54.936112841027416,0.9005171012685796,0.2716720215166115,0.030120593681575686,0.4001126918106751
2800,-54.93527450293104,0.9005229358423292,0.2716938274309644,0.0301222291265996,0.4001141933950948
2900,-54.934435975929844,0.9005287500569804,0.27171563631995527,0.03012386624613789,0.40011569604228325
3000,-54.93359724445512,0.9005345429063819,0.2717374478122744,0.03012550507910572,0.4001171996944787
3100,-54.93275830101375,0.9005403139062809,0.2717592617292131,0.03012714564423265,0.4001187043238807
3200,-54.93191914560574,0.900546063056677,0.2717810780707714,0.03012878794151869,0.4001202099304893
3300,-54.93107977823109,0.9005517903575704,0.27180289683694925,0.030130431970963836,0.40012171651430456
3400,-54.93024019888979,0.900557495808961,0.27182471802774677,0.03013207773256809,0.4001232240753264
3500,-54.92940040758185,0.900563179410849,0.27184654164316385,0.03013372522633145,0.4001247326135549
3600,-54.92856040430728,0.9005688411632341,0.2718683676832005,0.030135374452253918,0.40012624212898995
3700,-54.92772018906605,0.9005744810661166,0.27189019614785676,0.03013702541033549,0.4001277526216317
3800,-54.92687976185819,0.9005800991194963,0.27191202703713263,0.030138678100576168,0.40012926409148
3900,-54.92603912268368,0.9005856953233733,0.27193386035102807,0.030140332522975957,0.4001307765385349
4000,-54.925198271542534,0.9005912696777475,0.2719556960895431,0.03014198867753485,0.40013228996279643
4100,-54.92435720843475,0.900596822182619,0.27197753425267773,0.030143646564252845,0.4001338043642646
4200,-54.923515933360314,0.9006023528379878,0.27199937484043196,0.030145306183129952,0.40013531974293937
4300,-54.92267444631924,0.9006078616438539,0.27202121785280575,0.030146967534166166,0.4001368360988208
4400,-54.92183274731153,0.9006133486002172,0.27204306328979916,0.030148630617361484,0.40013835343190873
4500,-54.92099083633717,0.9006188137070779,0.2720649111514122,0.03015029543271591,0.4001398717422034
4600,-54.920148713396166,0.9006242569644356,0.27208676143764476,0.03015196198022944,0.4001413910297046
4700,-54.91930637848853,0.9006296783722908,0.27210861414849696,0.03015363025990208,0.40014291129441243
4800,-54.91846383161424,0.9006350779306431,0.2721304692839687,0.030155300271733826,0.4001444325363269
4900,-54.917621072773315,0.9006404556394928,0.2721523268440601,0.03015697201572468,0.40014595475544795
5000,-54.91677810196575,0.9006458114988397,0.2721741868287711,0.030158645491874636,0.40014747795177563
