miliseconds,IL1b,IL1Ra,Anakinra,Proinsulin,Insulin,TigB,B,f,Anakinrasc,Glucose,a1c1,rbc1,a1c2,rbc2,a1c3,rbc3,a1c4,rbc4,a1c5,rbc5,a1c6,rbc6,a1c7,rbc7,a1c8,rbc8,a1c9,rbc9,a1c10,rbc10,a1c11,rbc11,a1c12,rbc12
0,0.05,25.0,-1.3119068065294157,6.500941182167046,50.00033248688172,0.29000839932503325,99.99997600653305,0.04252007074681917,-497.51611176762185,5.00000127363118,0.09904123490714731,8.651221436554035,0.2138738034122983,8.536239873982504,0.33254039978730693,8.41767468740494,0.45066258588656927,8.298812826154933,0.5679032224976449,8.182197231129894,0.6825673588024852,8.06721154786133,0.7956586228146395,7.9542202918044,0.9079290709056612,7.84234725810073,1.0181704255677908,7.7321270795969115,1.1266705058021511,7.623028516923626,1.2336292843211945,7.516457769410326,1.3393384166484272,7.4107203411586
100,0.05,25.0,-3.5613359951132395,6.507877280177469,50.003025272655506,0.2898540919817325,99.99976799743042,0.04134961332586442,141.0866479540911,5.0000015599865755,0.09820333018379128,8.65159581945278,0.21324395016531453,8.536933600506579,0.3318924276756768,8.418002569775732,0.4503916085949229,8.299925968091472,0.5666793409495691,8.183414043842646,0.6821641974716848,8.068172198866266,0.7952992559287494,7.9542819696566625,0.9072402906572794,7.843013270648629,1.0172521253453937,7.73242895979617,1.1262511039996819,7.623705570813615,1.2334882039696655,7.516420291489612,1.339041567288459,7.410873504171428
200,0.05,25.0,2.7105312600062037,6.5130579887365565,50.00450198939146,0.28973472749844287,100.00000092982899,0.0399454878212494,-281.7785298494716,4.999999895707687,0.09809693870935872,8.65164260983665,0.2128552330922845,8.537402673181623,0.33175989737140016,8.418548648544594,0.4496137160756745,8.300198808166737,0.5664970322473527,8.183919676207612,0.6810311390077809,8.069093886767048,0.7947996090595478,7.955459299882381,0.906913783984232,7.843830541425539,1.0170062611659816,7.733571827774049,1.1258090216723762,7.624655516072154,1.233018728663834,7.517377624532676,1.3380755159518627,7.41201275302185
300,0.05,25.0,0.255937534071252,6.521749348479657,50.005881108699924,0.289658722052012,100.00019124232185,0.03835689113659254,784.4899813594417,5.000000486844287,0.09796373822540594,8.65214140127809,0.21271971665310555,8.537726042569943,0.33084172406651924,8.419255181700214,0.44867342458969856,8.300987854951943,0.5654053898906591,8.184266993366997,0.680821883426113,8.06937512714974,0.7941554829339469,7.956060910950948,0.905817499830613,7.843642699251566,1.0164182461576659,7.733859018356039,1.1251869377382824,7.624703842304919,1.2317371832943975,7.518229599187071,1.3380259880341856,7.412514190162503
400,0.05,25.0,0.27109803700686524,6.528080781425475,50.008168430836875,0.2895132819126896,100.00041617046725,0.037138653530113946,632.6310241046325,4.9999999225755865,0.0975693300657704,8.652384737927864,0.21189122075557676,8.538334434044746,0.3302617736958085,8.419611821081979,0.448300548440351,8.30185766553396,0.5652704834539044,8.184517854784009,0.6799279373763147,8.069692605371145,0.7936968629831004,7.956539777703794,0.9053455925547569,7.84485264684093,1.0154196067393626,7.734652021172908,1.1239658520946691,7.625716280875511,1.2318223451650856,7.518691277893202,1.3376555717713117,7.412410670567267
500,0.05,25.0,5.483402186178147,6.53423960591794,50.00919364651855,0.2894526682924451,99.9996189606031,0.036266614914972156,-252.8398725175427,4.999998899840609,0.09705504365695812,8.65303998713078,0.21145643480425216,8.539032352209771,0.32965726815647656,8.42052510041333,0.4477081153787155,8.30216768650927,0.5645914007062156,8.185489629812993,0.6796388294592423,8.070741683421675,0.792955284017814,7.956981916485654,0.9048190500063134,7.844841760087919,1.0152496472444519,7.734730311432379,1.1240426536629202,7.626226971567288,1.2306823940790492,7.518825857747133,1.3364806209477582,7.41343531050389
600,0.05,25.0,-1.6621962798872822,6.53965909418461,50.01050564413255,0.2893396349310291,99.99991167446022,0.034970351993574615,821.2156533345117,4.999997790830439,0.09706835919578416,8.653453183638076,0.21099416689320163,8.539037741469802,0.329331960055918,8.42107275626311,0.44672961110063425,8.302750003944434,0.5635671762929662,8.18574826179117,0.6785611485822364,8.071456684308892,0.7920679656949569,7.957327522923763,0.9039487201576876,7.8461357219115015,1.0145052898963054,7.735437667860041,1.122856224474979,7.6271618044106,1.230044359540748,7.519389891911799,1.3360098575766186,7.413669746191057
700,0.05,25.0,0.6703532352212087,6.543237481199912,50.01247787445921,0.2892690305004075,100.0000303596232,0.034137545317254,558.2707881236788,4.999995684799091,0.09678133252070323,8.653360532627744,0.20978320703460712,8.539586234082845,0.32879545963627504,8.421633040329418,0.4469488790133376,8.303354917273392,0.5629182126075101,8.186916656438335,0.6782695271412433,8.07158078909767,0.7918921888656465,7.95798096919822,0.9032249500520548,7.8459397456701705,1.0143131442732758,7.735844271430253,1.1223566314120772,7.62718345902114,1.2301502903038601,7.519818199618963,1.3355122609666275,7.414771002877783
800,0.05,25.0,-1.0988544862067136,6.551276422890867,50.014680835582844,0.28917603890757904,100.00000736637901,0.03276632420304735,618.123919933198,4.999996685771894,0.09597352807999554,8.65365155645142,0.20948925899454515,8.540396866454339,0.32787108162598383,8.422378452093845,0.445864724921864,8.304301534435709,0.5629916511736032,8.187087430907683,0.6778044006184644,8.07222297689818,0.7907814080731151,7.958938515808478,0.903022877118735,7.846962651652288,1.0137177015346974,7.736439084108151,1.1224494611568554,7.6282870998708905,1.22947435180359,7.520822857060368,1.335459543802253,7.415062066273323
900,0.05,25.0,4.521527275986601,6.552921713565755,50.014951948878384,0.2890667070828331,99.99992796658906,0.032095855528640076,-71.73060352889054,4.999995889782453,0.095940541871744,8.65445973274416,0.20867151468159903,8.541312009366536,0.32754888588606584,8.422519031119089,0.4456902748278304,8.304282940399089,0.5619080037476298,8.188216713306083,0.6775049278104364,8.072872740071297,0.7906788644583123,7.959714735204791,0.9024026028996954,7.847566239625683,1.0128946865894974,7.737023446731377,1.1212700166428122,7.628436835655444,1.228994861567383,7.521155240155174,1.3348794835516098,7.4151121245160745
