miliseconds,species_1,species_2,species_3,species_4
0,0.010466336499839446,5.201463984806641e-07,0.0019344748461994962,3.8962128645305095e-12
100,0.011530236720711195,-9.767562645798079e-08,0.002374671513305481,1.2277943194197401e-11
200,0.011389803971538017,4.181683517562892e-07,0.00267892321440879,1.2687549207097088e-11
300,0.012958313862359393,1.0340750917572288e-07,0.0028578623430367232,6.499910270561039e-12
400,0.01449401808107746,1.0231024342659407e-06,0.003162206388392458,3.940644268588894e-12
500,0.014255807138507935,1.1290575871666128e-07,0.0033407184817841134,1.9882754611943563e-12
600,0.015530987386119632,7.400627315361692e-07,0.0037428186282439557,3.535652518720579e-12
700,0.016176312235758206,1.3763446243625364e-06,0.004085714824476551,9.721630250715384e-12
800,0.017240078283997234,2.0024205768731463e-06,0.004357170346107148,-4.399541541531289e-13
900,0.01802063225393582,2.133067180983521e-06,0.004515853354181039,7.677312443752152e-12
1000,0.01899623556583842,2.25335710763178e-06,0.005086197866444742,-1.0720506901559589e-11
1100,0.01994332843972635,1.4847744662137956e-06,0.005225442301586564,1.212218967027702e-11
1200,0.020885021319998007,2.133981908235754e-06,0.005624858746333461,-4.828604378185356e-12
1300,0.02287808599687825,3.4339748142873686e-06,0.00561091095715139,-8.592448539846393e-12
1400,0.023442386632914414,3.3352241618804854e-06,0.0059773098955023555,-6.579766759914305e-12
1500,0.024282607296917252,3.5524069557144062e-06,0.006442075194759008,-4.114990898702049e-12
1600,0.024754626088015524,3.6985175920148893e-06,0.0065777768340289314,-4.778674643705126e-12
1700,0.026006066588478108,4.40771444792733e-06,0.006627586778435035,-3.4906792670052164e-14
1800,0.02647283052826629,5.374815871127068e-06,0.0070841131422368035,-6.460917241345035e-12
1900,0.027957949993101434,5.637940086124447e-06,0.007321699598309319,-2.2839591359970708e-12
2000,0.028321613509396566,6.994779539012763e-06,0.0075175590607290494,1.6252397233749289e-13
2100,0.030274559202760877,7.021326603351398e-06,0.00778723361717148,1.830481824188444e-11
2200,0.0308555554845833,7.70687774615924e-06,0.008135162471431173,-4.683993375833088e-12
2300,0.03165758799591873,8.467354773716046e-06,0.00843167926417432,2.3094857447083567e-11
2400,0.032609692910446,1.0224099000851317e-05,0.008545018518438904,1.2365182352549003e-11
2500,0.033798006498821774,1.0675470231517084e-05,0.00874745128697706,7.45347609035614e-12
2600,0.03440877279723692,1.1953774393562459e-05,0.009016353603724677,1.9761797159701404e-11
2700,0.03529578653476869,1.239824742571369e-05,0.009366638638445206,2.367039121637905e-11
2800,0.03594429584605444,1.4327929648220648e-05,0.009547905400971229,3.02247692033617e-11
2900,0.036755912669943915,1.4846906957305861e-05,0.009753481816834494,3.0512780317040036e-11
3000,0.03759174420636027,1.580398771968488e-05,0.009932195132624617,4.565541831368376e-11
3100,0.03813841366941318,1.7742793814594716e-05,0.010103325054415958,5.139922060533695e-11
3200,0.03994265602013485,1.8347436797977344e-05,0.010402772485386534,8.668291932462946e-11
3300,0.040634945786221885,2.0250322398784404e-05,0.010572960036855879,9.980126629817575e-11
3400,0.04162964062458261,2.127168563167401e-05,0.010930858876974855,1.0979409830090026e-10
3500,0.04231334300140056,2.224074626382568e-05,0.01116029547838347,1.2254498357990785e-10
3600,0.04241493951103726,2.3875612402892643e-05,0.01124930800135051,1.549059480835635e-10
3700,0.044218717163094515,2.5837754661286123e-05,0.01178975508492757,1.7684703333175917e-10
3800,0.04519636371458514,2.7943081963934548e-05,0.011902321741084746,2.246565389389815e-10
3900,0.044869602142018565,2.908733475367186e-05,0.012056927310239865,2.5151859488214897e-10
4000,0.04574179997931385,3.087343835276067e-05,0.01237974769727019,2.776411400200078e-10
4100,0.04659741572610887,3.320953645953656e-05,0.012611482166310492,3.4610263642169815e-10
4200,0.04807429795901487,3.377131325424777e-05,0.012908045862785857,3.773069351037382e-10
4300,0.04874407102452309,3.65189671694952e-05,0.012879078523945778,4.4550146842025036e-10
4400,0.04908922442001562,3.763450810821264e-05,0.013222889057282425,5.303753692588086e-10
4500,0.050299775858847005,4.080184030410835e-05,0.013509945367577849,5.916462123293911e-10
4600,0.051375391363349995,4.25934694291377e-05,0.013677872003673713,6.904636377038176e-10
4700,0.05227161460531675,4.4270348617069994e-05,0.013841547803218389,7.859286020945516e-10
4800,0.05252631528123054,4.7109173368031905e-05,0.013988584420829852,8.865334298386932e-10
4900,0.05397944833413572,4.920586239523893e-05,0.01417190364012547,1.0138751112340877e-09
5000,0.05454393356470595,5.112556509446997e-05,0.014404352672708393,1.135226105321337e-09
