miliseconds,s46,s32,s42,s40,s33,s39,s114,s155,s172,s173,s185,s84,s165,s109,s87,s119,s183,s178,TAT_PROT,Ligand2,PXRprot_Ligand2,CYPgene_PXRprot_Ligand2,DEX,GRprot_DEX,PXRprot_DEX,CYPgene_PXRprot_DEX,PXRgene_GRprot_DEX,GRgene_GRprot_DEX,TATgene_GRprot_DEX,s2,CBG,CBG_CortOUT,Alb,Alb_CortOUT
0,0.7802152845441784,0.007000319225838597,99.8819292778891,0.499436309343928,0.0007999967347566105,47.094891843938285,1.1349316574481125,0.83510745123301,103.98139602795622,0.07637111045637512,0.10021431314163941,0.33011342051532483,0.00020187385791932942,0.05026695230963965,32.562991589243566,0.009991548780968638,0.0196860935222211,0.8099705048485165,0.4609493730108554,100.00792410603415,0.005023085213840525,-0.003618418112563117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.019162275965924e-05,549.9774712196399,0.00721404486039904,60000.018574124515,0.0010103347564454537
100,0.731007127886906,0.007001359307146106,98.09720255114544,0.5629388594747888,0.000799942780677633,79.03180277879629,0.050395923649245895,0.013157489103396477,104.02260686775729,0.07988049726324949,0.09926329777266943,0.2669819950309097,0.010053766540753326,0.09913155290534507,0.4918853779151472,0.0005122138613955523,0.06826677879506676,0.7612414994165057,0.4672694238516753,98.23564919502464,0.9610827892206911,0.8043458933980789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05231265562031832,543.6584771542736,6.292757847992231,59999.808159955006,0.21019648729185153
200,0.7372233243743017,0.007002364892808343,98.0789636451465,0.5841729735378748,0.0007999063888096402,79.2721250194997,0.04690603849203156,0.018466165287774467,103.99387184470926,0.07977892331851341,0.0986436963777962,0.24516627599820798,0.00893314062566962,0.0926733640633121,0.340346940668149,0.0004541821687406692,0.06427457685820874,0.7659630422038916,0.47301988989328964,98.24174923973548,0.9576047028027715,0.8105848321784694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052601657230790355,543.6339618583527,6.327890395959415,59999.80870734517,0.2092009533136071
300,0.737086337439949,0.007003270096591672,98.07737607574343,0.5849325149785504,0.0007998864679727341,79.23610414128483,0.054473469171450864,0.011904715595575703,104.01333128449976,0.08787251400305089,0.0984986170505583,0.24559259159979446,0.008312679919311339,0.09261038011940441,0.33317095024588206,0.0005673495694124238,0.06401184792260406,0.7655644282839991,0.4734339517860349,98.24208067737538,0.9637702840109734,0.8027890853930661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523770117222842,543.6543555879413,6.371505745125486,59999.807973723,0.20992390364254163
400,0.7370742189581933,0.0070042718538057104,98.04676650074998,0.5845610610343419,0.0007998547601589879,79.15299330605556,0.046495482442098626,0.009246804548954959,104.00472464349848,0.08723668617382117,0.09800400560347217,0.24618649957652125,0.007589052632220618,0.09282617472778398,0.3447333944999249,0.0005796451616271421,0.06432650382019732,0.7654340275121319,0.4794169938183536,98.22878768693187,0.9691293262737477,0.8038721146434633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05300832741620728,543.6661182587137,6.393252833660535,59999.807013844824,0.21029980981941934
500,0.7369326736993784,0.0070058394939354444,98.02355456614877,0.5844207646657062,0.0007998332710553062,79.23657478597914,0.04696492312576277,0.016236653152919604,104.01889274361385,0.09115800720349115,0.09760231923217197,0.24616001306824273,0.0068123802190443615,0.09297553492934958,0.23424920268659835,0.0004870187000315515,0.06444056252054028,0.7655694246632813,0.4828486709809817,98.24119351406658,0.9628869134642364,0.8124882883034354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05279553034787286,543.5975544662896,6.389148188399172,59999.80704322199,0.21171716325128365
600,0.7369382240246961,0.007006701386903745,97.98022444727839,0.5839055932635777,0.0007998223276211705,79.30241033423235,0.05141990026763238,0.016927889036592675,104.04940133465115,0.09721531817556671,0.0969765965920024,0.2460304068208645,0.006320999669292436,0.0931235032706895,0.35240540789603225,0.0005721811405950795,0.064550346125018,0.7654844914141148,0.4869188483915836,98.23267072913507,0.9675840131923831,0.8049417839831136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052770497099756335,543.6409279346836,6.410009234033536,59999.807608418385,0.21133580767146193
700,0.7370811315218065,0.007006949237492357,97.99022612318952,0.5840560727001026,0.0007997905600158649,79.04918165268566,0.048001557789880786,0.01967121706287026,104.05229156466851,0.10295500192262605,0.0965507476793822,0.24599326872660826,0.005590000236448655,0.09350577378925604,0.594599953973868,0.0005504911559244387,0.06472465615385245,0.7654925301412665,0.49385351678927564,98.23685012593027,0.962861922904204,0.8076922359630013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05258346824181709,543.6395612970023,6.365901151251699,59999.80570861228,0.21230354238599636
800,0.7366492689461849,0.007007507135693723,97.93180791996784,0.5834901041854603,0.0007997581033597935,79.31642414864412,0.05602761351470895,0.013199747050203697,104.05780674978536,0.10180034033350407,0.09601490781727597,0.2463200691302451,0.005130541291907299,0.09301016855856953,0.5116956385280143,0.0005835033211072311,0.0649529123247233,0.765247228497333,0.49426792802824315,98.23947133590674,0.9665650641888764,0.809067772336962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05285503565605406,543.5874292435624,6.401280885055815,59999.806709993674,0.21202710259513372
900,0.7368252115958296,0.007008538227217631,97.92674086853944,0.583541637649745,0.0007997573608186766,79.09838967790195,0.055716914648025515,0.012173500496554454,104.05823957495282,0.11006606894072724,0.0953328978173496,0.2468848657683222,0.004772518778717929,0.09355849386828868,0.5811769624361599,0.0005894928553888931,0.0646180550674148,0.7655676395083827,0.5007560077813663,98.21703600413186,0.9677985436834938,0.8082177380921695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05298231392301457,543.5803730520923,6.383129742679527,59999.80599455312,0.21324589431745397
