miliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
3800,116.0,78.32190013519234,153.55191091726053,235.99978264999052,972.997173824709,5177.9998676194,12.815116023859707,1.4843982514815852,0.012618797858805287,0.0021824000690731653,2.5483304893520028e-05,1.0587723684312673e-06,0.00021892741110072068,0.0028537514286110064,0.0027885431891280675,0.00014148803839853993,0.00013441339778248642,16.6
3900,116.0,78.16575654698585,153.47185711752712,235.99974464392295,972.9969082177644,5177.999847184305,13.039980751742263,1.5735027572854416,0.013472069052682051,0.0023838846222213983,2.9101088220060185e-05,1.297581847431985e-06,0.00024403385008490338,0.003191204987233945,0.0030454098706640025,0.00015468549353154644,0.00015609608066810275,16.6
4000,116.0,77.64433110864019,153.34129758087374,235.99970503426786,972.9964298531636,5177.999819254225,13.345293789540769,1.6202632203842497,0.014671027659894633,0.0026140254791338583,3.245430184560804e-05,1.5195718622478052e-06,0.00028385342099527513,0.00359620172851355,0.003392822600629855,0.00018121657875703892,0.00019238752375174542,16.6
4100,116.0,77.45706832182553,153.26088282509352,235.99967944897085,972.9961370924016,5177.999791636333,13.65451361507927,1.6774080030259342,0.015750187468624163,0.0029388125987421412,3.6364994636078455e-05,1.772806920303433e-06,0.0003181402706882149,0.0038840431798012787,0.0038655310559069377,0.00020659329097563584,0.00021441549332547612,16.6
4200,116.0,77.13344693644719,153.2374479800492,235.99964579973079,972.9956773021136,5177.999752704132,14.270387395204857,1.7399344521870088,0.016637676375709332,0.003128093889093069,4.173486387647249e-05,1.909060851108723e-06,0.0003650568639728509,0.004373709253524204,0.004387916557092322,0.0002445901331782684,0.00023525764952700374,16.6
4300,116.0,77.10037168829992,153.1348167568189,235.99960981031546,972.9951843006493,5177.999727384396,14.184214582556109,1.836469615128612,0.0183200963859785,0.0033925096553704495,4.522417053710737e-05,2.315899940021959e-06,0.0003930131681330208,0.0047786041268835225,0.004860146842146622,0.00028042056320752226,0.00027931563898530453,16.6
4400,116.0,76.34101213703822,153.08312691699527,235.99954782572297,972.9947176736907,5177.99968229959,14.763525943966783,1.9033109480197061,0.01935514330700968,0.00373260096553072,5.107233219440881e-05,2.524289512392137e-06,0.00045281714619313274,0.005321347499894393,0.005387467067057955,0.00031397695633027895,0.00031164798920469897,16.6
4500,116.0,76.42278773357472,152.97139099497213,235.9994984976004,972.9940595193613,5177.9996392647145,15.045976854326877,1.9663506400767576,0.020522440329036353,0.004097499489663655,5.691199160357828e-05,2.883162007019276e-06,0.0004823526156976502,0.005905891868679619,0.0061047857891328335,0.00036460537282570027,0.00036667816986223593,16.6
4600,116.0,76.05772199177223,152.89180052482064,235.9994639477875,972.9934257335995,5177.999590576001,14.96526326939251,2.082607798445953,0.022608873576072597,0.004548232273140218,6.250337972798019e-05,3.3023551326052705e-06,0.000538300782529072,0.006552555268666956,0.006577874481778226,0.0003998140713976198,0.00040501273612791064,16.6
4700,116.0,75.30868082570464,152.80348610786066,235.9993965329961,972.9925625417443,5177.99954535918,15.457533850612391,2.1717628821463664,0.02381868143216186,0.0048586306980873415,6.966606964064383e-05,3.74084758089117e-06,0.0006099066898593284,0.0074318744958882035,0.007374042987388031,0.0004636701063022677,0.00045659757875404907,16.6
4800,116.0,75.31050791511454,152.6887012890455,235.99932994853498,972.9917650749359,5177.999484239869,15.499250494517685,2.2391133959918577,0.02524067036893867,0.005225515098636704,7.845550930138197e-05,4.220121526669978e-06,0.0006684589951099853,0.007994294529165674,0.008051473590976221,0.0005223876961921827,0.0005159657911375611,16.6
4900,116.0,74.9664949287905,152.66223644828793,235.9992731867441,972.9911587153624,5177.999423637595,16.025005407511024,2.365916488124013,0.026980001987105047,0.0057006557362467465,8.731466853439668e-05,4.7630018485217646e-06,0.0007437508741334303,0.008877426801003056,0.009037919044430881,0.0005862456541413507,0.0005785538936833087,16.6
5000,116.0,74.61850227637818,152.54084012318486,235.99918807959654,972.990165091495,5177.999337829104,16.07468380611272,2.4291676611214,0.028562254412960376,0.006179271054639015,9.412492723726838e-05,5.347344315732675e-06,0.000812117892449745,0.009754801558678812,0.009901104829137959,0.0006584832603420182,0.0006521310969171383,16.6
