miliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,116.0,92.83475542814361,154.99741614068554,236.00000954030884,973.0000099146284,5177.999997182056,0.1013367453615066,-0.011360112323992673,-0.00020770646696681514,8.074857117226734e-05,-9.074543258000727e-07,-1.2261074369373248e-08,6.60035088533585e-06,-1.3012339894179754e-05,6.634585644292984e-05,7.2936368261667676e-06,-3.624938410336544e-06,16.6
100,116.0,92.84006909533778,154.99743011104403,236.00000599386672,973.0001088185818,5178.000000285349,0.6300449256418547,-0.0336934611477279,0.00024025661840831877,-7.396856098571396e-05,5.891974009318727e-07,1.3364764033208852e-08,3.981639288968248e-06,9.237112771933126e-05,-8.257235857639166e-05,2.6658872743899303e-07,-3.6500000957142692e-06,16.6
200,116.0,92.160797438702,155.01521511581865,236.0000021964334,973.0000998157125,5177.999996847461,0.6664532671398433,-0.02565597007351267,0.00032496239273881834,-4.5847034120324665e-05,6.491221681591542e-07,-1.1054257496025138e-08,-9.850669207383925e-06,-0.0001122301212916836,1.1153195765851154e-07,5.822530807843472e-06,-6.220159810890151e-06,16.6
300,116.0,91.52509093091896,155.02698387397817,235.99999257929525,973.0000686135181,5178.000007594381,1.0577666752380006,0.02789073374891728,-0.00010647438110706492,8.029042502449167e-05,9.925023630841566e-07,9.528988868497085e-09,-4.76373804376305e-06,-0.00010328336306168236,-4.874917291608595e-06,-2.2204856560163683e-06,-7.3388195470221675e-06,16.6
400,116.0,91.59352049964038,154.9889400319101,236.0000050766918,972.9999777913589,5178.000002212307,1.7566007747694954,0.004478084623793316,-0.00010121816335086238,6.931942077084893e-05,-7.701125790952518e-07,4.8554374372632616e-08,-3.708448156048422e-06,-0.0001267415891806742,9.220244897092299e-05,-2.766246351751179e-06,-5.233568919793993e-06,16.6
500,116.0,90.93378558537562,155.0059010345269,235.9999968612736,972.9999843021621,5178.000000347679,1.975339333073116,0.054060275899635274,4.5773175931880836e-05,-3.273521576323862e-05,-8.768289832156801e-07,5.2977139267767106e-08,-5.676679338065906e-07,6.739712787289023e-05,-3.3247810452627943e-05,-4.806352381990591e-06,3.5846778621168542e-06,16.6
600,116.0,90.38363436580696,154.9913284280794,236.0000078403063,973.0001098511544,5178.000007089315,2.3055029380688112,0.008082634820101416,0.000344030570381451,5.378782421894424e-05,-2.7909916658074754e-07,-3.2781426990270676e-08,-2.9672307646954792e-06,-0.00011018198975838007,0.00011379393861038648,-3.914825503659464e-06,-1.4970936743240413e-06,16.6
700,116.0,89.96042088695032,154.9111830085374,235.99999972790908,972.9998957164361,5177.99999310815,2.609947957620664,0.050420625527547,0.0004978881160267076,3.526719631800371e-05,-1.129394075846929e-06,-4.798318135061879e-08,-3.2221125205058774e-06,-1.036960250585175e-05,-0.00010278410043696362,-4.271834858485464e-07,4.749788441082618e-06,16.6
800,116.0,89.54220410878402,154.9064168563651,235.99999592571686,972.9999190635923,5177.999998375271,3.3532026962860373,0.04395240275214736,-0.0001801532342781633,-6.515500857670495e-05,4.3503221889375745e-07,-6.691385233734549e-08,6.3695890561811e-06,-3.7642640184038647e-06,3.973858557484306e-05,5.030730265884155e-06,7.4595200547294085e-06,16.6
900,116.0,89.39521735097142,154.90488154663862,236.00000544706867,973.0000100587761,5177.9999943115345,3.7355441442738817,0.09297525300292661,-2.226838565491112e-05,3.316167254541139e-05,2.856524071910012e-07,-1.4749111200017663e-08,4.928888237371242e-06,-8.709193534589999e-05,-7.496469712258535e-05,-1.93476722377284e-06,-6.754939147438094e-06,16.6
1000,116.0,89.1115269606961,154.91586138480397,236.0000091446138,972.9999083184587,5178.000001332881,3.7107118964255816,0.08782955113434784,0.0006114471246832587,-2.4267126894486875e-05,-9.029878723007109e-07,-3.3227979277290544e-08,3.7903014604926987e-07,9.008407077668933e-05,-2.4050054401850183e-05,2.174418513668493e-06,-6.018744724418444e-06,16.6
1100,116.0,88.81846463564793,154.8910543801919,235.99999724728784,973.00010497012,5177.999991387246,4.218822244237384,0.16375033895350624,0.0002953339014659789,0.00010454823013773804,1.2138488609225893e-06,3.1901153628990713e-08,5.222521010735669e-06,0.0001447560085242507,-9.075131388867297e-05,-4.219113901802115e-06,-1.1504565600456657e-07,16.6
1200,116.0,88.42572490272796,154.86535224712378,236.00000217159482,973.0000640874601,5177.999994800026,4.877871833361924,0.1650439254249263,0.0004154097957909941,8.192330568556416e-05,5.312220834555131e-07,-6.16302352444739e-08,9.552651642938597e-06,-2.078130530597449e-06,5.8672264109809364e-05,9.464894665278968e-07,-8.05310939571291e-06,16.6
1300,116.0,87.95741651354973,154.84173354385973,235.99999602515726,972.9998692760672,5177.999993011863,4.946283506414828,0.19792777862024474,0.0008261028376297358,0.00011472784120178911,1.4499390706943823e-06,2.495779616511575e-08,-4.198355689487976e-06,6.103013508204573e-05,4.717647037852756e-05,-5.926793750743257e-06,4.947162861448572e-06,16.6
1400,116.0,87.44916566529142,154.78295991704178,235.9999926640289,973.000089799668,5178.0000028202685,5.239155381342957,0.2052219084913878,0.000944547430354463,7.192080313970066e-05,9.851167946440578e-07,-5.1985675980435394e-08,1.034371069169287e-05,0.00016827891831401023,-6.773500498949954e-05,-1.3608122301199442e-06,1.2401051445346e-06,16.6
1500,116.0,86.9547905123099,154.7162191689283,236.0000039894815,972.9999262296164,5178.000004969062,5.904203846199909,0.2846690672851135,0.0004545367080635623,4.927236000425752e-05,9.08645680880628e-08,-1.0746033319695863e-08,2.9750109929552363e-06,-4.637871288562962e-06,0.00011907959560349445,5.9343287912991475e-06,-1.7160221307451467e-06,16.6
1600,116.0,86.34083324364356,154.72150692339736,235.999989397602,973.0000176422666,5178.000005191306,5.969597773998291,0.2907401875417942,0.0011551102468858533,0.00015512877790380163,-4.6554994404105245e-07,-4.9747975201480635e-08,4.76848328542517e-06,0.00015532302573530139,4.887781112975646e-05,-6.703393571183658e-06,-4.671759942599707e-06,16.6
1700,116.0,86.44369761882751,154.6564689556447,235.99998704788084,973.0000155893136,5177.999989731532,6.605157777538238,0.3446652835459587,0.0009701776815358695,0.00021786492840695807,1.2908469695022122e-06,7.954406076904435e-08,2.6871706108936555e-06,0.00015951115354092096,5.864528804748305e-05,5.52000085426109e-06,-2.7481875289084224e-06,16.6
1800,116.0,85.82428354169564,154.67895040804692,235.9999956113729,972.9997937126267,5177.9999985684135,6.832675420394623,0.32598483601888206,0.0010927238748048894,0.0001441692250372383,-2.1274709969392132e-07,5.985893810584802e-08,1.4548652377076666e-05,0.0001019444164016485,3.32625921861646e-05,9.911316754317708e-06,5.498868157513051e-06,16.6
1900,116.0,85.62963193395535,154.5963040779299,235.9999898478797,972.9999168405969,5177.999993586232,7.053887473405172,0.388321608426529,0.0016316056526102908,0.00024103841759125485,1.7868070546754892e-07,-2.2480216896669015e-08,2.0375433245493233e-05,9.698748404785316e-05,0.0002654480111357469,1.4285432136119147e-06,1.0381845873616062e-05,16.6
2000,116.0,85.09078576165774,154.5810446941951,235.99999338652523,972.9998163174317,5177.999992529632,7.487258940383864,0.4225772596054496,0.0016545359109046863,0.00030164720115779284,2.6101313856368528e-06,9.781950807438469e-08,5.326248528840616e-06,0.00026254139256967195,0.0002592349005223199,1.523748363469048e-06,8.28589140493476e-06,16.6
2100,116.0,84.93005499315451,154.51424221475992,235.99999266961976,972.999714494482,5177.999997306761,7.575923108221573,0.4634493882976064,0.002597815972332247,0.00024269441607123812,1.313645452242261e-06,1.0915180169508171e-07,1.3998800146124981e-05,8.202863547964134e-05,0.0003066061430241682,8.054202961900119e-06,6.275673753985185e-06,16.6
2200,116.0,84.2055696113332,154.48134708572616,235.9999716759665,972.999746137009,5177.9999918001995,8.070513188398065,0.5373300391606275,0.0027633695915146718,0.0002835921707842089,9.7122836155051e-07,4.87381096134238e-08,2.2827157011012116e-05,0.00025927642085782593,0.0003288072864761821,8.44021547266442e-06,5.00131819050688e-06,16.6
2300,116.0,84.01377159913238,154.43035699885255,235.99997287958354,972.9996428096523,5177.999982520245,8.677815596118583,0.5325824631756468,0.002590475874890996,0.00035538921855626554,2.942897574406452e-06,8.512940822197607e-08,2.550420354556606e-05,0.0002521325719561423,0.00042941338623193073,4.262349952856847e-06,2.8227370168120383e-06,16.6
2400,116.0,83.74833238040021,154.3620488333649,235.9999702698815,972.9997594414383,5177.999992995892,8.750688943418007,0.5903355930902986,0.00297225711703916,0.0004008875606290518,4.059134086705208e-06,1.3929945911675783e-07,2.88861267695218e-05,0.00045426377810965873,0.0003560557248946997,1.2290943169647867e-05,1.620375935024417e-05,16.6
2500,116.0,83.28035792091823,154.34445626884573,235.99996544825322,972.9994403170032,5177.999978644603,8.896982344393313,0.6850809022073843,0.0033989093445377936,0.00047564349766449565,2.907405678705419e-06,1.3834684911190822e-07,4.596138749658367e-05,0.0003523131671045037,0.00034145033240976224,2.037937437631854e-05,1.4423398631278219e-05,16.6
2600,116.0,83.12187471563372,154.28737191047242,235.99996243379616,972.9995397523732,5177.999976486844,9.305876303909994,0.7076007151444074,0.004555382832793381,0.0005880878865056545,4.137776931384079e-06,1.0751380955949122e-07,3.934537307424014e-05,0.00045676907581740985,0.0006236318105028512,1.0008181282910798e-05,1.5816952748375777e-05,16.6
2700,116.0,82.23712875587195,154.1853841453763,235.99996006092735,972.9994529832661,5177.999980540439,9.962442134369804,0.8006766867327826,0.004645630112804532,0.0006141802140126951,5.75561006531085e-06,1.9176750246293569e-07,5.6432497644548865e-05,0.0006665114392098664,0.000523227398957015,2.8441674655621436e-05,2.4435581311709495e-05,16.6
2800,116.0,82.05461165694327,154.14504921550534,235.99994020063724,972.9993585386592,5177.999969144265,10.065985249830273,0.8096255354645359,0.005281414966668564,0.0007729570455981024,5.449298347200398e-06,2.573770602687189e-07,4.7866107858730484e-05,0.0008041593694250762,0.0006084159896721659,3.0750873899157386e-05,2.3112435174294818e-05,16.6
2900,116.0,81.75700881743165,154.07429585387126,235.99992759917083,972.9991413105488,5177.999965156487,10.557474363921493,0.8760953171053499,0.005836463794192909,0.0007493745089325185,7.046573109073051e-06,2.6683955857043964e-07,7.62508823196568e-05,0.0008219934931266619,0.0008111647210242662,3.205594560208853e-05,2.7693536128512293e-05,16.6
3000,116.0,81.56327391682863,154.022146818728,235.99992835055988,972.9990231511142,5177.999959988386,10.713359885072826,0.9660338640522448,0.005960396106289947,0.0009438677912733651,7.634558265891968e-06,2.599880295981167e-07,8.310012474153442e-05,0.0009110249949378696,0.000958655376290958,4.368561098458012e-05,3.322301932692928e-05,16.6
3100,116.0,81.2719393857923,154.0116307570821,235.99990158586513,972.9988611719241,5177.999959957327,10.969687234403464,1.0378287473195524,0.007180903802654061,0.0010840010453946043,1.0296017450198155e-05,3.9726635513217787e-07,8.598191872301604e-05,0.0009741421376644028,0.0011807009097057322,4.6080947413448196e-05,5.0849147286704264e-05,16.6
3200,116.0,80.63609292077425,153.93526016175656,235.99989109445104,972.9987722787189,5177.999948481352,11.418138098220478,1.052310447012504,0.00773343158544584,0.0011965536950220936,1.0332834695470242e-05,4.837629454562081e-07,0.0001018768349241383,0.0013361781603088245,0.001255270716268088,5.93303655432827e-05,5.735877356336539e-05,16.6
3300,116.0,80.18632897967065,153.84872209948,235.9998821805954,972.9984381313793,5177.999930488548,11.322188550270845,1.1548273311823636,0.008268373335324878,0.0012575482783276075,1.4300672369555352e-05,5.344035971053669e-07,0.00011595388348452837,0.0013847312018683477,0.0013670898118346255,6.46536085944384e-05,6.465651217196338e-05,16.6
3400,116.0,79.72791109306573,153.81135044165924,235.99985998719953,972.9984455491558,5177.999917949949,11.983779148836888,1.1860651816661485,0.00930631468877834,0.0015195768975046146,1.5501531682400315e-05,6.301253907767565e-07,0.00012867727300369628,0.0017248513995224224,0.001787005543555752,7.676258378151924e-05,7.184436553782206e-05,16.6
3500,116.0,79.51492275664843,153.7141152340763,235.99985487321976,972.9982123305044,5177.99991455143,12.313895892120419,1.2689616515433033,0.010025752719289228,0.0016346372712811258,1.6362903332429427e-05,6.63851723823198e-07,0.00015838204278896924,0.0020065360770331058,0.0017730231977718654,8.277535852477034e-05,8.923215047594173e-05,16.6
3600,116.0,79.39628820802776,153.6841165669778,235.9998129256332,972.9978890700286,5177.999901924366,12.296377190817006,1.2954952408533025,0.011092669427845385,0.0017073609978272804,2.0811056317313136e-05,7.797716340250319e-07,0.00018109492948542276,0.0020429520160892183,0.0020771645006985072,0.00010961108084235524,0.00010105961975142844,16.6
3700,116.0,78.74236783599174,153.58851140248046,235.99980557957088,972.9976031027771,5177.999878503781,12.576475181353679,1.3632236887320786,0.011788190103578811,0.0020381981856611706,2.2191973506409425e-05,1.0364973703730282e-06,0.00020271248775778926,0.0022993460131883517,0.0024402761545261674,0.0001246689514824515,0.00011147096439611006,16.6
