miliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,116.0,93.0413164832054,155.0324641033849,236.00000382745426,972.9999618863862,5177.999996966238,0.22292501788867616,0.032100120293785755,-1.526077069743744e-05,-8.176941157596501e-05,9.409734586823161e-07,3.460555339347809e-08,4.817616418474726e-06,-4.362808876367164e-05,8.261558679900984e-05,-2.86396200973625e-06,1.6674555922091498e-06,16.6
100,116.0,92.5192728029994,154.97905830735127,235.99999754019362,973.0001080472427,5177.999995620007,0.304458034351634,0.008940754151634207,-0.000300678005575089,8.969969989828442e-06,2.4828731819321983e-07,-2.3744866248188408e-08,-1.0699267630463449e-05,9.617984725294906e-05,-2.31615340982616e-05,2.3127262277616794e-06,7.081339315553234e-06,16.6
200,116.0,92.1420469637373,154.95964883150424,236.00000471947277,973.0001132323313,5177.999994898168,0.88540261826876,0.0044336480294881785,0.00017907832849182122,7.61223061554182e-05,-5.938056293182076e-07,-4.042901621490024e-09,-9.794334881441076e-06,-8.874998160521836e-05,-0.00012721710194069338,2.8393451813906466e-07,2.125402966529542e-06,16.6
300,116.0,91.96834005044705,154.9665173161832,236.0000058386046,973.000079686801,5178.000003785923,0.991606641504897,0.016433717676416708,3.682838366597178e-05,2.7578231974283027e-05,-8.012503597718293e-07,6.60176042908347e-08,-9.076937080858926e-06,-5.973165489925817e-05,8.519718708251147e-06,5.841030854457892e-06,5.925381482090978e-06,16.6
400,116.0,91.51163935221709,154.9916835455952,235.99999770562314,972.9998967297589,5177.999994302043,1.5171540123152867,0.029756013518079973,0.00038831675611776344,-2.2379968340924888e-05,1.0474730258829759e-07,-7.84200758337531e-10,3.7664998108684754e-06,8.913963001666884e-08,6.0135495851439396e-05,-2.716552760565e-06,-1.0428921240275756e-06,16.6
500,116.0,91.17884205414829,154.99851872846517,235.999990673591,972.9998846772838,5177.999994307547,1.9887471238063361,0.038547197436389846,-0.0003736791128192711,-1.100152296848392e-05,-3.982961872102963e-07,6.752171601659284e-09,-1.3873593499649385e-06,-9.68148339264753e-05,-9.380429539815734e-05,8.34259678409759e-06,4.619989242633548e-06,16.6
600,116.0,90.41129723360002,154.9940664977092,236.00000298051566,972.999915773706,5178.000001799614,2.5695048992593907,0.009759489830011868,-0.0003408861397314249,1.0253645081967523e-05,-5.325858007918746e-07,2.7142887416995793e-08,-2.0521697652043466e-06,2.8545108574005444e-05,-8.263598733888431e-05,-1.446455456482644e-06,5.439712788831355e-07,16.6
700,116.0,90.22839921617157,154.9481640242914,236.00000622432987,972.9999272189463,5177.99999609767,2.6612138030332924,0.08555439643840466,-8.050928640875748e-05,-9.227167180185673e-06,9.513465936536429e-07,-1.2188392831815784e-08,-8.269653855625311e-07,-0.00011680962029737996,-5.9779012680786113e-05,-4.111703054774378e-06,-1.4272543730411777e-06,16.6
800,116.0,89.66989495745175,154.9471860636026,235.99999778714047,972.999947239981,5177.99999603174,3.193539471265586,0.04256580333692123,0.0002451931276629764,9.336715242566702e-05,-4.419608798583334e-09,-2.920378055195234e-09,2.2949126117211625e-06,1.9385312746738478e-05,0.00010108136414706799,-5.660824098739268e-06,-5.302304456257644e-06,16.6
900,116.0,89.18397462313965,154.94258920673963,235.99998869881006,973.000125956739,5178.000006255892,3.768126138259582,0.09277658904328229,6.27521643248024e-05,2.6779843876263636e-05,-1.0622599089276275e-06,6.268549487580109e-08,2.2850983221496004e-06,5.690904942010144e-05,4.547345452337751e-05,-4.771667495180649e-07,4.937865370145536e-06,16.6
1000,116.0,88.81704619969442,154.8734214067934,236.00000926016932,972.9999433505283,5177.99999919344,4.049960067539164,0.07970017897652137,0.00018909128152195067,-2.54586666461154e-05,-9.015033484575231e-07,-6.095997583837452e-08,2.1380161017502073e-06,-5.451823308248282e-05,-4.718910352824514e-05,5.992192318738866e-06,-6.161796279197428e-06,16.6
1100,116.0,88.49876414691326,154.88125100374995,236.000007175565,972.9999440300365,5178.000000380772,4.219067832353161,0.1625357125898214,0.00023578013383238888,-2.898340529633619e-05,-5.877547215197616e-07,5.992942652722616e-08,4.5244296527291664e-06,-0.0001075328219775998,2.993024694527859e-06,-3.4389027447988732e-06,1.4949603181375109e-06,16.6
1200,116.0,88.17264290452717,154.81234566078393,235.99999277406926,972.9998674090064,5177.999998350594,4.445091623697238,0.1433784749109934,0.00047069484993550296,-3.159033662202473e-05,1.0456953832650416e-07,3.30439009078453e-08,-1.7829752618721744e-06,8.628721903484524e-05,8.047680289270109e-05,-6.235200460154608e-06,-8.032343926082812e-06,16.6
1300,116.0,87.84321554939564,154.80638912039365,235.99998855722927,973.0000335057388,5177.999996374969,5.21999347847038,0.15127113509624265,0.0002409999581500564,8.94621076536651e-05,-6.311165341420877e-07,-4.6853672859415773e-08,-8.44083880755395e-06,9.044751323020407e-05,4.670324705424704e-05,-4.141284744421355e-06,-4.843052392057059e-07,16.6
1400,116.0,87.33439287547732,154.7700467487254,235.99998758464088,972.9999153158909,5178.000001057026,5.513921074235305,0.22181732078550986,0.0006414304592914499,3.650562398809635e-05,1.1462945448983674e-06,1.0627835303505475e-08,-5.924028498414924e-06,5.777602087247994e-06,0.00011644045657216545,-4.26931037396838e-06,-5.703095503961199e-06,16.6
