milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
0,10958445.414917005,23369.67146585859,2227.6671835634043,509.61578725546565,8502.34406850874,0.3781232493626316,389.19801219286273,1615.9808188762336
100,10652405.44517018,24092.06603854758,2456.6378008248403,587.4465046345216,877779.9493039384,0.384926456483888,689.0745430761077,1705.6374384337414
200,10090943.695051191,24526.09885154733,2553.4295446861875,588.8235880764958,1359941.1907422435,0.38986351177676626,566.3119027220536,1817.7352610447215
300,9549893.747822974,24723.38760484327,2754.770051756833,664.1010507743514,1740074.9336944078,0.397017506013523,749.4005013040862,2275.8916273425593
400,9201317.312207995,25262.981676086754,2940.3350359622405,673.484032729899,2029707.1403985182,0.39844667942185596,767.4435118673747,2292.050459404667
500,8894117.52294219,25611.21762556959,3073.4505567429014,753.5952517927443,2508778.560062433,0.40093759065966217,605.4441636205075,2149.704283428105
600,8583823.672436558,25810.363754974554,3309.2933979356126,723.5493090364537,2977538.4363189214,0.40437381377949344,744.5125838644789,2320.559676571837
700,8077535.537519217,25811.02939978323,3399.1778022823546,829.6342352470967,3076248.1725129285,0.4095483508014473,912.0634912798934,2741.811471620112
800,7815182.730682664,26181.36440793423,3515.5026216020215,833.6423111247396,3283466.3476362256,0.4078772423045491,882.0983961858271,2896.9846082077775
900,7647872.2703867145,26244.61963402756,3634.8853400717107,884.6103567029246,3877492.7641234747,0.4108596098835824,751.8278929690928,3222.8903509189913
1000,7305261.150653606,26284.130501220192,3848.5094573901906,936.9210998830935,3771148.517352216,0.4122355459685354,978.535168367776,3129.121191177642
1100,7155208.535908858,26152.949835439158,3944.716553683676,970.5248609376026,4235197.005071958,0.40980926559609065,1083.412201410592,3243.993869972864
1200,6722378.682860004,26329.74835148592,4122.101655358907,1003.6966724558399,4553102.487386516,0.41147868251112296,1035.6286998254275,3226.5299303947845
1300,6538022.406937868,26135.173961169294,4155.5385553863725,1033.639812258884,4615642.925289241,0.4116926468902276,1101.2381390029836,3495.0557813678033
1400,6494144.925963183,26387.285932326886,4276.247992531471,1010.1605910932644,4701628.168394561,0.407477305588808,1121.124599904767,3742.7115038892575
1500,6167143.106518306,26067.00706272529,4387.788947652667,1106.781584312634,4916407.39637087,0.40619869621228866,1177.3026515974059,3825.398315604261
1600,6023562.725352437,26241.17730931619,4479.276587493162,1113.9505203407396,5019978.867169492,0.4065551689094967,1271.1818379586998,3854.4216729128807
1700,6013303.920313263,26000.69699100642,4526.207047131787,1169.193500803394,5149974.369919304,0.4068302107002272,1285.6179332379866,3979.15376458379
1800,6055754.133011317,26078.38510365636,4669.753200589056,1144.3162176738024,5549199.286867023,0.4055635039011161,1666.1328249549583,4170.2465305356545
1900,5587695.336588079,25826.44494432752,4688.882781747675,1229.4574767490421,5453812.819273617,0.40549500348939604,1641.2997607697102,4715.341196612286
2000,5444206.787964,25838.089051463543,4666.624967205368,1206.8198693527283,5608001.695358418,0.40135057127160645,1643.6522436390524,5039.817292364261
2100,5407421.3316870155,25566.440105929767,4825.484421710718,1264.7080850171901,5897381.554031519,0.39958158185902504,1821.4182771659625,4907.868451070575
2200,5577754.842845216,25563.467872986843,4831.581248514294,1282.668243233532,5712448.247105503,0.39935332352915326,1792.2312409140286,5201.868800913945
2300,5125356.541601037,25381.302313016316,4773.5303225473435,1340.152722887261,6040770.541806176,0.3942234989949576,2036.8324618039585,5376.908781523998
2400,5267401.525739677,25169.414546347725,4783.5658081729935,1332.1869485012626,5853012.361499847,0.39473779508857276,2041.8950178302257,5668.434105244145
2500,5197790.647897126,25217.110045553778,4855.056869395105,1416.629600079007,6141967.507173724,0.39280015458090667,2188.326472864461,5893.066091542738
2600,5076701.458912958,24914.439571029216,4912.582964594889,1417.3977976834803,6388613.215104882,0.3910493681682202,2471.2371812596202,5957.143968246968
2700,4820629.566392205,24823.781263937934,4880.820165038079,1418.576485708368,6348898.232579872,0.3867894589766984,2579.957660383393,6428.974135037669
2800,4958166.547967492,24591.837801639336,4837.472516158605,1496.6090183173899,6341856.448583438,0.3876605231719368,2413.0196583820316,6602.66140382978
2900,4652385.987914539,24452.841301551856,4861.586619130378,1533.8779286363695,6353028.584778097,0.38461739789221083,2834.8792736123387,6755.340910583568
3000,4496679.763973018,24566.702090617608,4886.308690889961,1562.671864134191,6707903.021308906,0.3824832352716852,2657.6441933160886,6647.14614318814
3100,4777499.877880889,24293.061463855036,4907.5195609199745,1526.7316867072948,6787188.747212545,0.37905279270620296,3070.3540283065736,7193.048578509506
3200,4487443.7885187315,24151.19985121588,4837.4655743477715,1597.3654282062535,6868489.273366785,0.37706800221639863,3131.8052211658114,7439.027482438177
3300,4569740.990443881,24070.991517069993,4812.656710073662,1563.5608569102405,6917059.957553022,0.37217604698386436,3048.2372412272525,7672.918214194704
3400,4548636.156605058,23706.35965882909,4681.828613690357,1645.1184124422496,6989326.885306234,0.37132270888641455,3305.5400114637273,7827.89303425412
3500,4390287.331796102,23621.882451000918,4653.02506203927,1669.0935504157555,7018120.003553604,0.3689859805227714,3386.233545200828,8056.607610522103
3600,4447439.485345286,23494.093784679622,4701.162446084986,1678.045134151023,6822994.591160292,0.3666907420692806,3505.2398150049585,7898.726925943253
3700,4205777.148919981,23461.285404604863,4634.823422038096,1714.6937188048037,7093327.396998314,0.36479720753678757,3659.6025363869553,8193.583375955586
3800,4144190.5169720096,23067.04106252132,4526.049685382533,1708.6199508906188,6940071.171536317,0.36442341021348784,3794.0865119474915,8825.475086512344
3900,4079494.7898055105,22993.212813066355,4502.600058504599,1720.270060073398,7133119.270373557,0.35844853930504605,4134.995885749875,8595.333906184345
4000,4074699.533612161,22720.74267138475,4419.010779053095,1707.1711503089318,7209622.20272563,0.35659596808329164,4218.112971697652,9072.157221300613
4100,3928866.727905826,22664.23127755677,4420.4111127280785,1775.0482166365612,7269091.3990680585,0.3545965913075939,4287.019123981993,9450.649900345908
4200,3861249.858904841,22401.360272684837,4307.329673105967,1776.5378233767378,7043787.324946912,0.3526533024838105,4424.680181993341,9647.57327378927
4300,3890312.347649517,22408.996074609244,4331.429559478468,1806.5760849347585,7364480.383017532,0.3478877764796271,4598.8498416747325,9635.861386362845
4400,3867188.561296171,22018.60587657268,4211.869046052698,1839.720812689563,7166585.175997076,0.3468068934081009,4885.843990206278,10222.905283897497
4500,3915089.150089353,21957.024733095146,4128.8336380599085,1839.372511051425,7356881.216586615,0.34407455676517407,4804.851439883867,10340.240137844594
4600,3738847.3472450315,21707.99671719911,4035.0259232076337,1831.722374949892,7338381.428439831,0.3401163413145203,5237.607178685867,10277.20826448691
4700,3772382.896198743,21521.509736995657,4040.220634856096,1893.8418192746178,7367696.689642403,0.33961607847974024,5307.377422312737,10823.992167863855
4800,3854923.8157495223,21610.13964620646,3893.14441770818,1855.9721580020832,7626670.2025702875,0.33764114448048715,5226.115911213986,10803.321478923608
4900,3616229.9127429756,21311.668745935072,3817.524424856417,1888.1876731873529,7563320.389894679,0.333921772533879,5508.2330255091165,11074.400537337648
5000,3677863.333964163,21145.67898570056,3706.2752817435494,1921.0781008226425,7607531.510908778,0.33261192584295235,5691.55174170299,11135.589724793472
