milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,6.399975701782728e-05,3.4310246009371303e-06,4.22164711778112e-11,-2.199924647547211e-10,-1.3297967167874603e-14,8.427874413124834e-12,3.3939352910667714e-12,-5.298596899895556e-14,2.36136114446069e-06,-2.2208092099396928e-07,9.39909837076174e-08,0.09990294353366741
100,0.00016260798756112624,-3.791372468750652e-07,8.259141164439707e-12,9.092603140306311e-09,2.6943247886737906e-14,1.0164360082886477e-11,3.0853340430531076e-14,1.982529196701156e-13,1.135149736508431e-05,5.248961815006296e-07,1.1983770064522894e-06,0.09963762803190487
200,0.0002084083794029135,3.4184879445611897e-06,-1.730273657179342e-10,1.627929290616055e-08,4.591276064257444e-14,2.0674383267644557e-11,6.129133924182163e-12,-6.4389384452804416e-15,1.714431497463462e-05,-5.773371551833917e-07,1.9843627194681437e-06,0.09908193958290204
300,0.0002723639258674633,-7.149213781449464e-07,1.3998445565731627e-10,2.4888202075658888e-08,-4.7932056049208796e-14,-1.5668165097149348e-11,-9.221288756063868e-13,5.139363939693756e-14,2.9787594021732425e-05,-3.1729881001052273e-07,2.4931721534975148e-06,0.09883733654754302
400,0.0003938367135049559,-4.396272852586561e-07,1.8554913130278958e-10,3.138816155384862e-08,-2.8247062446371347e-14,2.1595593472638365e-11,-1.5105584278258999e-12,-8.923885352561854e-14,4.0663174384040425e-05,-1.3869694587511609e-07,3.4392648895887034e-06,0.09840176463211
500,0.0004939578072941549,3.5659651762606025e-06,1.8860669317203858e-10,3.645736535784064e-08,6.428654035129811e-14,1.8708478998747506e-11,-2.8149505226782063e-12,1.884829181813512e-13,4.910592682364281e-05,4.0564512096226237e-07,4.089859182892296e-06,0.09805738116467397
600,0.0005648709313786647,3.6815745357767255e-06,1.1647852940104378e-10,3.9315957102511496e-08,-6.967920916806237e-15,-2.2074750839355037e-11,-7.191402607781843e-12,1.358706850589215e-13,4.830942564882088e-05,1.025164055768373e-06,4.69936197637327e-06,0.09791835407209387
700,0.0005853739041685525,2.938462850235797e-06,3.702044956716868e-11,4.4470336206487894e-08,2.2168425846723494e-14,1.2222289048663892e-11,-4.484772212150222e-12,-3.441440816546691e-15,5.681099780318631e-05,7.936432768691836e-07,5.8187673639239626e-06,0.09746335135504339
800,0.0006964807914379128,4.197113145304548e-06,2.0445987916190344e-10,4.6463594120566214e-08,-2.954724951780824e-14,1.876459785133652e-11,5.1062535810782754e-12,-6.753685969802767e-14,7.545720817900628e-05,5.597071047973323e-07,5.839390783702089e-06,0.09730982805511942
900,0.0007394539408904441,6.245362677413103e-06,1.7491658466395712e-10,5.023585377592334e-08,3.555378422162557e-14,-1.6462721449042713e-11,-7.513160619268142e-12,1.8523564875982946e-13,7.334193278350289e-05,1.4152492336370838e-06,6.74566218868395e-06,0.09721625136989963
1000,0.0008552510904377448,1.2667219089170584e-05,4.693221548315258e-10,5.0372676979627e-08,4.2292640776383846e-14,-9.872092908241426e-13,2.0388452454509513e-12,-6.970891041368091e-15,8.445449085308851e-05,1.0718285227246e-06,7.376810929445561e-06,0.09695423394782134
