milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,-3.4322074284116917e-06,-2.297306944738554e-06,1.785721679304139e-10,1.248379397936692e-09,5.824471972676108e-14,1.2406430615786212e-11,-7.019305908824217e-12,-1.9152585862503757e-14,4.5659661362935655e-06,4.058100435410828e-07,9.022480096994964e-08,0.10007524497174491
100,0.0001473505122283242,1.4715527840617373e-06,1.0261137417722607e-10,1.0168769035389917e-08,-5.2493777532698894e-14,8.672203049206544e-12,-7.069864603009545e-12,-4.743201925499718e-14,1.58817444376217e-05,-3.911639924061107e-07,1.1764198674118205e-06,0.09947794953163736
200,0.000178525436913658,-2.168211935159421e-06,-2.0499079353481664e-10,1.599034518374272e-08,-1.2138046443427825e-14,-1.320985422130852e-12,1.4009347365013235e-12,-1.8079597338224916e-13,1.7882493003179556e-05,1.8671837363327753e-07,1.9062820249130936e-06,0.09916474571331058
300,0.00024332023125302015,-1.6132441513595136e-06,1.869216987805685e-10,2.550105350247828e-08,2.3947658530796398e-14,2.9729152926739914e-13,-1.3991785703570488e-12,7.40930070102754e-14,3.270603920691625e-05,-1.781118673131069e-07,3.0147801258545137e-06,0.09884637538711642
400,0.00035635958633685135,3.5799284015290316e-06,-1.764962888499475e-10,2.9050628439163406e-08,-1.95108755300926e-14,1.0605708025733707e-11,-4.902767925372375e-12,1.6632508137786031e-13,3.2975395519544845e-05,-7.800183236318789e-08,3.6920703238684644e-06,0.09833776399008787
500,0.0004512938898161175,-5.481735949675499e-07,-1.2696950257137158e-10,3.6367945545081786e-08,-3.2812321351273115e-14,-1.181082254819268e-11,1.177866788290151e-12,-1.3656322237481252e-13,3.970751587884815e-05,9.8885871362032e-08,3.971117922851898e-06,0.09810497351669754
600,0.0004916977535241665,5.586222670791359e-06,-1.2107809033991458e-10,4.00530960369729e-08,2.5034186368376193e-14,4.651716503730463e-12,3.587645492264322e-12,5.496106398836374e-14,5.592109358412842e-05,7.086095142411842e-07,4.928297241866621e-06,0.09773466746852559
700,0.0006601992433099321,4.0902542006653625e-06,-7.52906188430408e-11,4.280754233096514e-08,7.453473599656917e-14,-4.787740955146323e-12,3.770389484415318e-12,5.248252954312798e-14,6.826647665899185e-05,8.465265289991598e-07,5.689938178422158e-06,0.09766811436444615
800,0.0007800026075808804,5.894193727878339e-06,1.0497338490184098e-10,4.721578222932363e-08,6.597156820606601e-15,1.1939751628610072e-11,2.9658190811215633e-12,-4.476815433550744e-14,6.486776560824827e-05,1.0547108295998952e-06,6.332114813136558e-06,0.09722367289125249
900,0.000782406144054758,7.756399067886289e-06,2.770362992378249e-10,5.0179304621412957e-08,1.8114294297484687e-14,-1.398542011138854e-11,-2.652768647502346e-12,-1.3908434873559068e-13,7.26208472446367e-05,1.7513505047880031e-06,6.886826442906033e-06,0.0971366440636604
1000,0.0008925887812120812,6.961090488072631e-06,4.692022951629989e-10,5.20974092600995e-08,7.191341508124053e-14,1.7422201706664753e-11,-5.857453823450624e-12,1.2152542599899242e-13,7.893343210580186e-05,8.040507710998622e-07,7.330838408539946e-06,0.09699009929794554
1100,0.0009142742413261208,9.685757161275878e-06,4.352021216820574e-10,5.231836629440728e-08,5.170599274769475e-14,-1.1160886911474517e-12,3.7188499922223423e-13,-1.5317605276661277e-13,9.045369687085632e-05,1.663485070783243e-06,7.946320125307466e-06,0.09664488141664404
1200,0.0010220943828633858,1.592664573114395e-05,6.316715290182755e-10,5.6345955255792227e-08,-1.1924386230823838e-14,6.899590190489054e-12,-3.3034866304969542e-12,2.0528553040955779e-13,9.722980014825446e-05,1.5700114313247237e-06,8.408165714293792e-06,0.09658556954211066
1300,0.0010288076487038446,1.4287381163281887e-05,2.916690600397433e-10,5.699457340390279e-08,3.527895008692046e-14,-1.5089901837429504e-11,-7.0189670989067535e-12,3.5505639736157576e-14,0.00010718887310783903,2.1640773586586537e-06,8.670478788717291e-06,0.09649519068600446
1400,0.0011339579030652887,1.718955093320895e-05,6.664432089593902e-10,5.747365825945864e-08,1.497545778950897e-14,6.832974105849551e-12,-4.06926502737258e-12,-6.930478999296374e-14,0.00011366163964557816,3.1662160308172896e-06,8.829547663805092e-06,0.09619014552718227
1500,0.0011696698477268988,2.1234654292933273e-05,6.276673564453251e-10,5.820239600414818e-08,1.5713088822622256e-13,2.4638749581071588e-11,3.735877602160764e-13,2.0558778358111327e-13,0.00012099968054535631,3.0703912744440106e-06,9.545589263335771e-06,0.09616988770276458
1600,0.001267893273148659,1.9776263999522996e-05,8.595268279788066e-10,6.006031296630571e-08,8.905063965668937e-14,-1.6709656161180803e-12,2.0723106810340427e-12,-5.939677641029557e-14,0.00013208083653193023,3.93000663925286e-06,9.853037111033434e-06,0.0959990030970016
1700,0.0013011690914984469,2.9255634849593207e-05,1.0182343616016989e-09,6.08311019540304e-08,9.508407762314207e-14,2.819650485988722e-11,1.2748570728252259e-13,7.995298810821696e-14,0.00012872130727213345,3.547589006079474e-06,1.01896936685983e-05,0.0959565782423674
1800,0.001457793936327184,2.80756864720848e-05,8.147200025728647e-10,6.286099521678182e-08,2.0725676963335914e-13,8.408706902821616e-12,-4.503015817908159e-12,1.658695862827786e-13,0.00014028248574547724,4.103314561636571e-06,1.0012610554467026e-05,0.09600030037150174
1900,0.0014254295352108695,2.8698226756753923e-05,1.2012427562621211e-09,6.136484398225122e-08,2.2078634134190113e-13,2.7277617524984996e-11,-2.4735929321029275e-12,-5.014057003373091e-14,0.0001409510268829863,4.918392806833072e-06,1.078912721829218e-05,0.09574026935208453
2000,0.0015148162954513134,3.5170138984240536e-05,1.0839435165905758e-09,6.346594036542776e-08,2.7382933500679017e-13,5.932642225908236e-11,3.945324411059804e-12,1.2688084665910492e-13,0.0001487006569746397,5.840422370890343e-06,1.0738889087066421e-05,0.09581607903319295
