milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,3.6275398413100926e-05,5.533901545878607e-07,5.5359585846550096e-11,-1.1340878435737053e-09,6.695885699198006e-14,-9.023218360226153e-12,7.486274573685806e-12,1.93025344693674e-13,6.759753679646245e-06,-6.476860156982097e-07,2.906742896167969e-07,0.09996103479692706
100,8.243120277772198e-05,-3.213265383588891e-06,-2.250921480317507e-10,9.918424349238511e-09,-5.4616181292454484e-14,3.1794255811884813e-12,-3.2423879946828155e-12,1.4287525450096858e-13,1.0047004615522097e-05,-5.548269096826514e-07,7.103265442191216e-07,0.09943272148688749
200,0.00014973151167202252,8.22529013576338e-07,-1.4367706290414298e-10,1.7093843287263095e-08,-1.7688233751367272e-14,1.2250569098506656e-12,-2.5310472899864858e-12,1.778236064776039e-13,1.333592983262096e-05,2.7303222675232755e-07,2.177020537992061e-06,0.09922229240217116
300,0.0002912407064451868,-1.1285681850523443e-06,-1.74585484759516e-10,2.539383657472419e-08,1.8531697668339397e-14,-1.6461940792978484e-11,3.0496583281171395e-13,1.8731282004166176e-13,3.148070686809413e-05,-2.713756245613983e-08,2.5753057841106745e-06,0.09871977227809454
400,0.0003825764213336972,3.1294498695099503e-06,-1.2526653927166274e-11,2.9621751755819892e-08,4.2719546184946476e-14,1.0341250003199468e-11,-3.3223034348541667e-12,3.079782663272365e-14,3.486152839002721e-05,2.830548533195717e-07,3.6687187868567318e-06,0.09839643744912774
500,0.0005218504140681713,-3.022579015794613e-07,1.6999307288277542e-11,3.4069163676908115e-08,-4.182975332435285e-14,-1.860833603782413e-12,2.326110202520772e-12,-1.100579879385061e-14,4.0556213445954714e-05,7.960732106384904e-07,4.466322720674714e-06,0.09813414325534307
600,0.0006095208759089475,2.984812190542956e-06,-1.0673639233691932e-10,3.8529204506821495e-08,-6.294658177099814e-14,1.1240556536300499e-12,-9.25397712453098e-13,-1.3846471115386583e-13,5.315543262649905e-05,7.429410664617734e-07,4.706076057712053e-06,0.09788534132146151
700,0.0006261920345487183,3.410144788290683e-06,5.959981191941415e-11,4.316331218253314e-08,2.3387928499686455e-14,-1.6595856640101208e-11,5.440765574408975e-12,2.161818874612941e-13,5.826865863259025e-05,6.137830599276231e-07,5.454390196252645e-06,0.09764065344480725
800,0.0006719023439226295,1.0206737255631506e-05,2.42683795012319e-10,4.748061090266932e-08,4.36098561126915e-15,-1.1446590668657577e-11,4.763365133401922e-13,-2.046755663077595e-13,6.596788960543835e-05,1.4593596940650363e-06,6.274324887321075e-06,0.09737281785349662
900,0.0007392382858435871,7.975075342646334e-06,4.163423724719195e-10,5.034645384010923e-08,-3.308335127588392e-14,1.527792107464356e-11,-1.5978950149037958e-12,-1.8539188501520756e-13,8.397748814042944e-05,8.27708418554055e-07,6.634636226951468e-06,0.09707521287920765
