milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
3300,0.0019863640562670956,7.31400200899779e-05,3.527572689429671e-09,5.684825935357402e-08,8.875015047937607e-13,2.4363909397731695e-10,4.564566683215389e-11,1.0203461577028844e-12,0.0002022011285835786,1.1836645507262436e-05,1.1928806999243578e-05,0.0955003553117692
3400,0.0020098597835821602,7.370502349215344e-05,3.801684091717245e-09,5.816286416072e-08,8.693597493298157e-13,2.828891377464365e-10,5.6180060593261156e-11,1.1089492869916905e-12,0.00020932415111891268,1.3251331856448538e-05,1.1767217427312619e-05,0.09539203548418501
3500,0.0020300617337389967,7.759569889457999e-05,3.830361152599721e-09,5.6283808878213906e-08,1.000693905026791e-12,2.855652523387677e-10,6.08690824914524e-11,1.360586818164823e-12,0.0002094719229001705,1.4023714728923065e-05,1.2026876756746063e-05,0.09546641446175873
3600,0.002100159855309445,8.212912637641541e-05,4.168197079269769e-09,5.323090320394302e-08,1.072617704670808e-12,3.3928389323533344e-10,8.009647466799734e-11,1.4554918821373717e-12,0.00020832442303235057,1.4278702551867291e-05,1.1505970948724056e-05,0.09553657024273465
3700,0.002148281822171118,8.245059919595172e-05,4.191591906924645e-09,5.322936454755496e-08,1.1280642732469234e-12,3.2985811435569105e-10,9.08315958885408e-11,1.6093361507198686e-12,0.0002139547372425618,1.4220845072670349e-05,1.14516867520677e-05,0.09528841329389591
3800,0.0021484658078222323,8.336978060086419e-05,4.499947575538933e-09,5.179186866307105e-08,1.274434348308e-12,3.5193944410927944e-10,9.610896333557166e-11,2.034786694829837e-12,0.00020991481082666287,1.477430179119565e-05,1.1453871245008145e-05,0.09535529734635828
3900,0.0021739412397455225,9.204481164386228e-05,4.9240254777444945e-09,4.980570276298357e-08,1.2630405795895132e-12,3.783839571129416e-10,1.1052981433095423e-10,2.13394983286027e-12,0.00021392862443764298,1.558180564172049e-05,1.1031677750809644e-05,0.09544579613653668
4000,0.002121089174475081,9.495638531516316e-05,5.0224081852486405e-09,5.017653952540256e-08,1.44629192076838e-12,4.245308665405959e-10,1.1434145066080143e-10,2.7749754369269066e-12,0.00021092676077045022,1.7138429456588243e-05,1.1231375209995428e-05,0.09527876740790765
4100,0.0021776060538094034,9.733211189535417e-05,5.1086597523018116e-09,4.829039550937102e-08,1.480872506126967e-12,4.7525972732738e-10,1.3474849708510079e-10,2.9367105174209276e-12,0.00021213791221886055,1.795633444515794e-05,1.0794381302564005e-05,0.09537736036422666
4200,0.0021184829019493335,9.360960171804315e-05,5.5686182449737876e-09,4.749425363940262e-08,1.6177331489117635e-12,4.92958251348955e-10,1.4405120068213419e-10,3.1218498762202635e-12,0.0002149933131925858,1.7394319280722252e-05,1.0522656271268559e-05,0.09528037403863289
4300,0.0020867189562789974,0.00010241569475901474,5.677848831554391e-09,4.511260482265337e-08,1.6964960970795286e-12,5.438972981416116e-10,1.6078216212481445e-10,3.882767563026943e-12,0.0002188655936385561,1.8401055267344285e-05,1.053688486404684e-05,0.09511623236574002
4400,0.0021163976014329736,0.00010746735936762692,5.712228400226782e-09,4.5084882403956106e-08,1.7600994845884699e-12,5.446861102515414e-10,1.7137809628849236e-10,4.266646339093926e-12,0.00021523250582057202,1.8724456544404233e-05,1.076883152326039e-05,0.09500899541701764
4500,0.0021237636600821867,0.00010881029591719445,6.143271714929037e-09,4.24052614676846e-08,1.7990234088041125e-12,6.121758054421319e-10,1.888357715913594e-10,4.7547815962161485e-12,0.00021969923003816653,2.0021686025715355e-05,1.0400650350304397e-05,0.09496882697673127
4600,0.002140091597466559,0.00011080754075564375,6.238808376148134e-09,4.1246158623705215e-08,1.8456329801329192e-12,6.154298375732756e-10,2.009280913247952e-10,5.292310728617967e-12,0.00021656848683446295,2.050264172455079e-05,9.900502280925106e-06,0.09507034305678327
4700,0.0021626492183507043,0.00011131821046595416,6.353681671177134e-09,4.174616083542914e-08,1.9972800150330635e-12,6.875028306492511e-10,2.1763972961515724e-10,5.94301591821207e-12,0.0002235272268339758,2.1179399007970797e-05,9.865927400696146e-06,0.09494142668758836
4800,0.0020287706068839737,0.0001184519972175423,6.559259965571178e-09,4.141543153296779e-08,2.1450047081533934e-12,7.320865265992432e-10,2.338309340605733e-10,6.831834350801117e-12,0.00022530158380826003,2.270498484386668e-05,9.6941906810626e-06,0.09471718263897805
4900,0.002141410161543594,0.00011654112770581192,7.032232758796041e-09,3.92192655025462e-08,2.1757077509931714e-12,7.397692554954071e-10,2.527078184352478e-10,7.143636176022987e-12,0.0002191562220060407,2.33603744637755e-05,9.615515832182087e-06,0.09463696811607643
5000,0.002089868847851713,0.0001184671645138396,7.434238037851424e-09,3.961926790296173e-08,2.3522341037590713e-12,7.75147732008483e-10,2.6387821734055297e-10,7.916147728144038e-12,0.00022701294170518303,2.3181275984978327e-05,9.496675082841557e-06,0.09461326206680298
