miliseconds,z,y
0,0.09369673820339712,1.4019849483543694
100,1.5288238639634677,0.6705116306806821
200,1.590687148629893,0.6696518624709977
300,1.578410512654451,0.6687854863568989
400,1.5632074759357002,0.6669884008137804
500,1.5361474757329565,0.6718787111663157
600,1.5108238757311534,0.6677177599884822
700,1.4755865418357725,0.6672849017120916
800,1.4608285163708687,0.6683324412122192
900,1.4204043809272517,0.6704552438971269
1000,1.4011033636165038,0.6654568779218659
1100,1.3808562832717084,0.6685381248492439
1200,1.3583972657950518,0.6679363358648032
1300,1.317635177724955,0.6617981984196142
1400,1.295873932449164,0.6598846338617351
1500,1.274424935396488,0.6623503221360431
1600,1.2473699021884814,0.6597764479330998
1700,1.2309629999379994,0.6604046660555826
1800,1.2238661813363776,0.6623277021191902
1900,1.1754217081055962,0.6599429169287253
2000,1.1685776499007796,0.6666158833335643
2100,1.1470397797183032,0.6704506870202003
2200,1.114384658734508,0.6676059086840626
2300,1.1158771745394043,0.6748379356290858
2400,1.068271619859924,0.671594722446566
2500,1.0644173777308819,0.6766316312788642
2600,1.036881125835054,0.6810566724407903
2700,1.0330839938132708,0.6840960007685167
2800,1.0153605180520564,0.6840533249987988
2900,1.0015494486173748,0.6933393582142096
3000,0.9591614086481717,0.6885847284232316
3100,0.9395027434472044,0.6993296181165408
3200,0.9390790045292429,0.7023899825198677
3300,0.9305546761615955,0.7125064010426386
3400,0.8985118460834058,0.7122406247809999
3500,0.893829546797395,0.7187996097952213
3600,0.8749610241000315,0.7299918926720311
3700,0.8545043108981273,0.7337933159063932
3800,0.8497847103684398,0.744424827203781
3900,0.8130023451855034,0.7523490679464943
4000,0.7989860391294593,0.7570802322294367
4100,0.7808671947446381,0.7652365222960642
4200,0.7738083345168176,0.7745246825870505
4300,0.7654683634225316,0.7896539973042005
4400,0.7471712744424224,0.7965897519191356
4500,0.7200423129773895,0.8137220380044824
4600,0.7081596312567399,0.8275208754228618
4700,0.6942752927757939,0.836616681684046
4800,0.7010905800020636,0.850728379666572
4900,0.6832855109076026,0.8625297568861563
5000,0.6734042429427063,0.8751414544190609
