miliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
1000,9.895718846311542e-07,1.084892735088422e-14,1.1534722094553527e-05,-9.124837893492702e-08,-6.653255801608883e-09,2.759537989547227,0.011022686873263614,0.0,0.009354559540245673,1.0157627732407925e-08,4.079674789480151e-12,0.000518519590189344,0.0012099310616406787,0.9999999961656617,0.0,9.72052890747822e-13
1100,9.892643694020978e-07,1.0798167477639058e-14,1.2115550572758142e-05,-5.3893820263473584e-08,4.951266453646934e-09,2.8611770191322425,0.010105042954796433,0.0,0.010562332019577278,1.0301038575750358e-08,4.233247901086664e-12,0.0005173484708340618,0.00121955384371918,0.9999999971358239,0.0,1.0994570780122785e-12
1200,9.880734852843428e-07,1.0701791579607648e-14,1.3708903398536608e-05,5.538384724154614e-08,-5.75018241980908e-10,2.8994441500035855,0.008838513551734754,0.0,0.011126852747831706,1.0400530423482328e-08,4.556379856370925e-12,0.0006351026672863695,0.0012292435072822844,0.9999999961200386,0.0,1.2843330784077791e-12
1300,9.869330155649132e-07,1.0666878621091945e-14,1.4127727226357094e-05,-8.682911875013333e-08,-3.906816085867968e-09,2.931287243020366,0.007803864402008322,0.0,0.01208942596238868,1.0326647220964723e-08,5.906459062905616e-12,0.0006167117385852969,0.001254095735169685,0.9999999982896465,0.0,1.3500417271668587e-12
1400,9.853853672895852e-07,1.0668608223931616e-14,1.4500726152752617e-05,5.189795560439776e-08,-3.6779228035206603e-09,3.0219605433389205,0.007183023848435795,0.0,0.013459918995041079,1.0514834969903722e-08,6.12001821886337e-12,0.0006832258943266043,0.00126930335952825,1.0000000005242748,0.0,1.4427598299226297e-12
1500,9.847043528781864e-07,1.0677861525923288e-14,1.6610439056240575e-05,2.7264808315313323e-08,-5.191115750640044e-09,3.160149274026092,0.006730961612357217,0.0,0.013780635984181482,1.0499741161386534e-08,7.174903379547368e-12,0.0007751755837086534,0.001304032472972962,1.0000000005263727,0.0,1.7102586988519897e-12
1600,9.840048202843089e-07,1.0588220146531576e-14,1.657689315366998e-05,-5.2661022085139045e-08,6.001680981225026e-09,3.1957675886449453,0.00626306171647529,0.0,0.01459468004710241,1.0587937818956813e-08,8.270206743633843e-12,0.0008200550057670778,0.0013317164422657233,0.9999999974196861,0.0,1.7764592347501033e-12
1700,9.831243797601826e-07,1.0575634694289151e-14,1.806685251584555e-05,3.282192688581056e-08,3.577007685173689e-09,3.279565788540744,0.00531451041371371,0.0,0.015111561378228153,1.0765853824162073e-08,9.083842650742883e-12,0.0008791750010524671,0.0013279733356021783,1.000000007176965,0.0,1.8360910369528635e-12
1800,9.81789476799844e-07,1.0656015248053456e-14,1.9454830788781703e-05,-1.982574851453658e-08,2.9427505856864106e-09,3.2904806064068333,0.005226329879682286,0.0,0.016849816848958924,1.0747579219870853e-08,9.808057751608304e-12,0.0009014700521112947,0.0013666462818033946,1.0000000016458255,0.0,1.9647051650794986e-12
1900,9.806822656062307e-07,1.0605869446261541e-14,1.99347357659964e-05,-1.2025763253990606e-07,4.63339342170169e-09,3.342400700536275,0.004826284511104727,0.0,0.017357070216077033,1.092728866439776e-08,9.77256624696159e-12,0.0009399914927353349,0.001372184965899078,1.0000000015757717,0.0,2.0574412674445336e-12
2000,9.80258850261904e-07,1.0576085380021576e-14,2.0686014103103476e-05,-1.3944750649747813e-08,-5.561705518050159e-09,3.4281418818160225,0.004338970979431413,0.0,0.017801533711609255,1.101099839056718e-08,1.0678161072203782e-11,0.0009787020720449361,0.0013876022996975102,0.9999999993800541,0.0,2.333345334197893e-12
2100,9.798081312173212e-07,1.0526050019708402e-14,2.254053657104175e-05,-2.1512099432014318e-08,3.987903545582147e-09,3.487257824710393,0.0038733998059844563,0.0,0.01875942804416806,1.1011750519552928e-08,1.1963416225083883e-11,0.0010332444869058772,0.0014292982260925833,1.0000000031207485,0.0,2.467832605768175e-12
2200,9.787401167391405e-07,1.0598488370278718e-14,2.320669235551669e-05,1.016856451553463e-07,2.7447099104807197e-09,3.624397417559944,0.003081457705393487,0.0,0.020070201734465255,1.1185742834153952e-08,1.2242941564351939e-11,0.0011306717517620504,0.001444518372489153,0.9999999938925611,0.0,2.4790255048974828e-12
2300,9.772280111469687e-07,1.0438342690075082e-14,2.464412160903048e-05,-1.3956252907951938e-07,3.6685376808206383e-09,3.688447641822393,0.0029444999770453666,0.0,0.020780841672974136,1.1260315632979752e-08,1.3548620855712467e-11,0.001149006080294232,0.0014636754229641522,1.0000000034794592,0.0,2.538086058564625e-12
2400,9.757401299174995e-07,1.0453540125331893e-14,2.5108348226265475e-05,-9.780609677708849e-08,-1.7678189550497096e-09,3.6804398899256476,0.002519642694078057,0.0,0.021017961145668944,1.1449584484325253e-08,1.413269707149302e-11,0.0011832035118788658,0.0014743376616751125,0.9999999943754562,0.0,2.757916331969409e-12
2500,9.758438629541505e-07,1.049860257927644e-14,2.61309750590494e-05,5.6342977134589326e-08,3.598209314876406e-09,3.7751708240314628,0.0024220740007228772,0.0,0.021618475175339956,1.13997861993543e-08,1.527164711873495e-11,0.0012811222413380782,0.001489507321944668,1.000000007385297,0.0,2.9954268624460783e-12
2600,9.748035465041484e-07,1.039158330116361e-14,2.7493257418920855e-05,-1.8372916345975665e-08,-2.280470681496124e-09,3.7952796951312977,0.00235757525233112,0.0,0.022481531515331905,1.1554054521180826e-08,1.6504416024385628e-11,0.001309796916969239,0.0015329468848219085,0.9999999949024381,0.0,3.0288544557607626e-12
2700,9.730819750409462e-07,1.0362661219880093e-14,2.867882793151114e-05,5.9569320347091495e-08,-3.382555475389433e-09,3.9370785249446727,0.001995857828163519,0.0,0.02351181871525473,1.172301318911816e-08,1.8351741518805748e-11,0.0013308509393478185,0.00152916459608206,0.999999997116325,0.0,3.122383247078585e-12
2800,9.72077662448549e-07,1.041036027194671e-14,2.9245471807491007e-05,-1.1850382939015e-08,-2.466098517948597e-09,3.965574192480625,0.00220422795736896,0.0,0.024778974097788096,1.187550541064628e-08,1.887286899196416e-11,0.0013914465013604403,0.0015553271509495927,0.9999999941120177,0.0,3.3813509194435868e-12
2900,9.708388325327498e-07,1.0455863037405827e-14,3.031300598142927e-05,1.0809508895128454e-07,4.790281243059247e-09,4.010594675340479,0.0018206211909458708,0.0,0.02459953788564143,1.2065711179151814e-08,1.9939624391263006e-11,0.0014857404495634571,0.0015903154302339454,0.9999999959260221,0.0,3.5669894413399017e-12
3000,9.700929606070286e-07,1.0360560623629014e-14,3.1366999960028955e-05,1.0133826056738736e-07,4.553497008478035e-10,4.058194471440941,0.0011241157250052578,0.0,0.02614957788042388,1.2225882114253738e-08,2.013620966993935e-11,0.0015108768397816472,0.0016048624839518004,0.9999999940910207,0.0,3.5647631642641933e-12
3100,9.690490307486021e-07,1.042132678393556e-14,3.204544344774415e-05,-9.782516128842503e-08,-3.023927426111894e-09,4.141248824654859,0.0010261251068889512,0.0,0.026580722461811347,1.2303940247070696e-08,2.158525123576705e-11,0.0015333443784126815,0.001605829723166357,0.9999999956173161,0.0,3.759202358950122e-12
3200,9.68268970850827e-07,1.0382432823809595e-14,3.251598407011388e-05,1.1169871443537097e-07,9.184306388417185e-11,4.207265957689054,0.001028279777437816,0.0,0.02720660881637554,1.2400657950722164e-08,2.304988407482864e-11,0.0016261368645521918,0.001629669705622284,1.0000000067489003,0.0,3.945293095972764e-12
3300,9.671748181403082e-07,1.0344187218661953e-14,3.403883570843269e-05,-1.2602831100418547e-07,-3.008020935816531e-09,4.23545927288012,0.0012052222175759524,0.0,0.02808176264785411,1.2557383476472981e-08,2.3985442440844403e-11,0.0016231556612657557,0.0016630292578786547,1.0000000025362463,0.0,4.1070372460632615e-12
3400,9.669988350281591e-07,1.0336555124333865e-14,3.465599135581646e-05,-1.3576013023096912e-07,-6.467990453171672e-09,4.34554782680094,0.0012486744525792154,0.0,0.028942280323312333,1.2819358448568875e-08,2.479021050880293e-11,0.0016711215889342436,0.0016680311487845818,0.9999999977597077,0.0,4.221997698696322e-12
3500,9.649142521007934e-07,1.0317693834330113e-14,3.6223200876168186e-05,-1.2199047615512278e-07,4.626899796346669e-09,4.360917453151354,0.001192755303273825,0.0,0.030041209438030236,1.2903139827366721e-08,2.6990768299418272e-11,0.0017207077699801878,0.0016876521202750054,1.000000005408148,0.0,4.453366030965031e-12
3600,9.653146946431833e-07,1.0264512811574016e-14,3.6617214444600476e-05,-3.6350272743756455e-08,4.006221485437148e-09,4.456811064780819,0.0007394255594694265,0.0,0.029933070071108216,1.3084261739178282e-08,2.7096366601516676e-11,0.0017998215232632524,0.0017101846045450278,1.000000005416315,0.0,4.682117265539182e-12
3700,9.635819807554168e-07,1.0169331668391407e-14,3.797004413858486e-05,1.39852671050635e-07,-5.618364438979345e-10,4.433088469368414,0.0010608944322441846,0.0,0.031314423396404584,1.3280944913855006e-08,2.936163957305862e-11,0.0018411263904630723,0.0017424611624119607,0.9999999962606729,0.0,4.7736998555219775e-12
3800,9.630578260756473e-07,1.0278465001416021e-14,3.8738292332455695e-05,-5.735731090729069e-08,-1.779328902365886e-11,4.516049584979734,0.0009482382498368728,0.0,0.031679396795987816,1.344767220241608e-08,3.053603415484413e-11,0.0019358664272009093,0.0017724060910749677,0.999999999231777,0.0,4.918294017212839e-12
3900,9.622401979597907e-07,1.0143063298586285e-14,4.025547617501668e-05,-8.718667945072862e-08,-3.833200324155729e-10,4.580862892943735,0.0007853528441481934,0.0,0.03230498064439767,1.3555504455022168e-08,3.1124520955667265e-11,0.001978603847608055,0.001774103552694312,0.999999992818742,0.0,5.074196621654793e-12
4000,9.61358969211949e-07,1.0184490362964183e-14,4.126033411804639e-05,9.071767076383036e-08,-3.133790583070754e-09,4.6833927245433795,0.0009126292260584689,0.0,0.03249691138755915,1.3747842221545991e-08,3.226712690814388e-11,0.0019907622402066567,0.0018098618054406533,0.9999999952696712,0.0,5.258650814647899e-12
4100,9.603641226142501e-07,1.0110760138393235e-14,4.135649067170516e-05,2.7960335052072e-08,2.077270773586675e-09,4.707680576683667,0.0004712089940163592,0.0,0.03355110492723559,1.3926604095038899e-08,3.351848280143292e-11,0.0020708724101572117,0.0018059025534779506,0.9999999992899582,0.0,5.6222207071668785e-12
4200,9.593276325227957e-07,1.0047153492214672e-14,4.2676680964743316e-05,-3.834478744164021e-08,-7.816489016607807e-10,4.756142071814405,0.0007801109784828015,0.0,0.03473429064218017,1.422243294183741e-08,3.56712056244698e-11,0.002074418194934863,0.0018501511220822369,0.9999999959612902,0.0,5.846379404710871e-12
4300,9.581540590939848e-07,1.0094707608288419e-14,4.4127722163869265e-05,-1.3974853071972933e-07,-2.721730083440742e-09,4.789824929533906,0.0001594659627221987,0.0,0.03480892174347831,1.4322753424957847e-08,3.724111310234104e-11,0.0021187254632449005,0.0018637387698979024,0.999999995529282,0.0,5.887010768905521e-12
4400,9.566314297594892e-07,1.015759663065495e-14,4.556479321542233e-05,2.859884313422772e-08,5.987727648756925e-09,4.847752752082692,0.0007204098807722021,0.0,0.036149828359548136,1.4587073183396335e-08,3.7238374299104494e-11,0.002208837400766906,0.001892432609417535,0.9999999968395192,0.0,6.081612208210795e-12
4500,9.558744828307856e-07,1.0054783563133427e-14,4.571938080473432e-05,1.2094200731082287e-07,-1.4352333145912683e-09,4.895377703884505,0.0005488780434090062,0.0,0.03668773987473765,1.4747720597135357e-08,3.915530658061304e-11,0.0022797273880879364,0.0018993290558040657,1.0000000071722428,0.0,6.302254820429882e-12
4600,9.548479161212556e-07,1.0076025995068746e-14,4.737598475252819e-05,-7.57482039247457e-08,1.0304295772910314e-09,4.927967295307541,0.0006589029325995679,0.0,0.03677262064835544,1.4941207430567286e-08,4.115890601129945e-11,0.002293008212613234,0.0019221443150352047,0.9999999954656427,0.0,6.659256400315057e-12
4700,9.543862333463707e-07,9.981488529775704e-15,4.859343844494533e-05,6.7329355557585385e-09,-1.2317465534941736e-09,5.0129627257360605,0.00018989636142018173,0.0,0.03721814688301294,1.531586624882244e-08,4.2360462978337735e-11,0.002340428719901325,0.0019444438862177495,0.9999999977096212,0.0,6.776593635815907e-12
4800,9.53781041737254e-07,1.0064239824689021e-14,4.8991928511388286e-05,-5.0129115522626864e-08,-7.186709194232248e-09,5.00749639057032,0.00012849631490102124,0.0,0.03814859742115072,1.543522296932388e-08,4.425893452075087e-11,0.00239060272910321,0.0019678085753824393,0.9999999953257965,0.0,7.068746036330956e-12
4900,9.517400276621884e-07,9.931956685298567e-15,5.0737624360680425e-05,-2.459810806745704e-08,-8.13186991619137e-10,5.132949501855565,-7.901475248023304e-05,0.0,0.03861322067751984,1.565609153759013e-08,4.535293099841862e-11,0.0024392177796322477,0.0019679755548520296,1.0000000063707548,0.0,7.140287046839495e-12
5000,9.519543322617405e-07,9.920345186894138e-15,5.1045866457186324e-05,9.121657046798629e-08,2.041902599677736e-09,5.162670028052661,0.0005748073375563857,0.0,0.03949453422180808,1.5869630261905565e-08,4.628117299602842e-11,0.0025271859347857292,0.001991207304768328,1.0000000072876032,0.0,7.478358525438491e-12
