miliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
0,9.992951334325936e-07,-2.4899202469961727e-17,1.1275752851936025e-06,2.0130186398843462e-05,9.952147997112765e-07,1.9588591908384498,0.030155771430322175,0.0,-0.0002745964849206842,9.956647211136898e-09,3.652716929140092e-13,2.374210889752211e-05,0.0009946187647503618,0.9999989927995824,0.0,-6.8721052992291e-14
100,9.994975779809327e-07,7.369603441513832e-15,2.494886978208249e-06,-2.275179470382739e-08,3.6063736599041175e-07,2.0359350916125147,0.02729731863491765,0.0,0.000559459179098474,9.971521354005086e-09,5.936972463836885e-13,5.159922054568364e-05,0.0010319017429106694,0.9999996340835551,0.0,1.793950179134832e-13
200,9.986561028952855e-07,9.582383667373518e-15,2.510061888442189e-06,5.7998770753190705e-08,1.383357921359154e-07,2.1483611635937327,0.02470183112661159,0.0,0.002001232625444852,9.991923463912563e-09,8.851900209958666e-14,9.738682609583694e-05,0.001036258563243694,0.9999998617415193,0.0,2.4523584870018503e-13
300,9.975061982325588e-07,1.0419364227804077e-14,3.3722665333989258e-06,4.3983487386637067e-08,5.1727547669596263e-08,2.2616536852729756,0.022243474985806512,0.0,0.0028610074604292855,9.964642761170219e-09,-1.1633504132497378e-13,0.00012566500017689781,0.0010520106411676246,0.9999999501336007,0.0,3.8216589013670285e-13
400,9.957840409908566e-07,1.0784040310967982e-14,4.447306786112959e-06,-2.1466091866138954e-08,1.8638938838620874e-08,2.272944331586447,0.02015380772569757,0.0,0.0037671697699704285,1.0053164531861017e-08,5.124555382450789e-13,0.00020428497768047824,0.0010675460635328608,0.9999999833545168,0.0,4.512024277499127e-13
500,9.951598558314803e-07,1.081405490621437e-14,6.192130505387958e-06,1.1351973852220323e-07,9.612141084036613e-09,2.364548395010637,0.01819776372574114,0.0,0.004782756732157472,1.0050374982131877e-08,3.538484273685049e-13,0.0002612353095194372,0.0011078360690821266,0.99999999209205,0.0,5.532681033918582e-13
600,9.943883467452222e-07,1.0839687989618813e-14,6.833672608009175e-06,1.128933051562772e-07,5.915226152018397e-09,2.467490939558079,0.016280267149374042,0.0,0.006033912082165226,1.0088227486807863e-08,1.30400792636873e-12,0.000273324472290402,0.0011075583092128051,0.9999999921264583,0.0,5.856349979507037e-13
700,9.926839144547876e-07,1.0888653246960665e-14,8.143124622172538e-06,-2.238691484641291e-08,5.912011685643499e-10,2.5018996593470515,0.01513480936980739,0.0,0.006513162652884809,1.0081448011780723e-08,2.3924667690020976e-12,0.0003187681433363756,0.0011486976337504702,1.0000000034658816,0.0,6.324227782023473e-13
800,9.925095809768501e-07,1.0801729728488792e-14,8.465572835005854e-06,-1.0688541419266588e-07,-1.164073931396994e-09,2.6541765672995963,0.013419347582396213,0.0,0.00807427533004098,1.0127424731708913e-08,1.867665861134634e-12,0.0004247831140118309,0.0011711268649811466,1.0000000027320033,0.0,8.503164442727543e-13
900,9.907834860576098e-07,1.0871536012772945e-14,9.882243808446437e-06,-8.412329787628221e-08,-2.0953377374292932e-09,2.6976391120246035,0.012002780234020679,0.0,0.009055411725461955,1.0213626319172016e-08,3.5179119485462384e-12,0.0004362556483642236,0.0011800222008470276,0.9999999973503274,0.0,8.840598419452527e-13
1000,9.900011133818829e-07,1.0757490073887537e-14,1.1424990764272362e-05,8.495483890791626e-08,-9.235466467086001e-10,2.7658332642674925,0.011078874213237735,0.0,0.009027429064723999,1.0162049325377813e-08,3.1639437462413495e-12,0.0004823300433274059,0.001193350842501644,0.999999994385648,0.0,1.0531735107651125e-12
1100,9.889735636012173e-07,1.0698080077840638e-14,1.224604022925221e-05,8.908887633375022e-08,6.9620062155814185e-09,2.8222000313210214,0.009894719898023811,0.0,0.009949136552306287,1.0205632032015823e-08,4.592550106006726e-12,0.0005873847042289197,0.0012097895152720787,1.0000000018741748,0.0,1.1919908623496465e-12
1200,9.8827417748411e-07,1.06999858592472e-14,1.360598972897004e-05,4.3607382668087024e-08,4.2001920828827665e-09,2.9245396770154097,0.009404166378887982,0.0,0.010950439053190061,1.0303370047156647e-08,5.008244755997822e-12,0.0006312721529145971,0.0012438964092368724,1.000000004735981,0.0,1.3327996195966716e-12
1300,9.869400253928944e-07,1.0757545328628837e-14,1.4131249930257297e-05,-3.5182859059996716e-08,4.3471170210408055e-09,2.9595783194788488,0.008207054633020851,0.0,0.011833864322670638,1.0432628165164389e-08,5.3893064470076165e-12,0.0006681820168469325,0.001252772446765788,0.9999999937483677,0.0,1.4909960937864775e-12
1400,9.859992673905497e-07,1.066910768628638e-14,1.4538054241533766e-05,6.672294572885764e-08,5.7717667043072084e-09,3.069385038729635,0.007394746889015845,0.0,0.01363024865499642,1.0388206070530623e-08,6.797846149573659e-12,0.00067111732000472,0.001266397350627409,1.0000000051120623,0.0,1.451771182892734e-12
1500,9.85000076416734e-07,1.061465059442366e-14,1.652247721299317e-05,1.0027076732678985e-07,-3.222427977881766e-09,3.152822552904671,0.007026145808927517,0.0,0.013929514831835275,1.0469291762727306e-08,7.165924784829039e-12,0.0007210676486783821,0.001287165554115058,1.0000000037458845,0.0,1.5467593380513241e-12
1600,9.83486599283204e-07,1.0668327755460019e-14,1.6920495792872866e-05,4.41466813870364e-08,6.600250311317543e-09,3.14066398842943,0.00574879845757399,0.0,0.014745124441039826,1.0531368312478402e-08,8.490130232133229e-12,0.000788163553373479,0.0013258685949725725,0.9999999995618292,0.0,1.7028368316113754e-12
