miliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
0,1.0002729079345514e-06,5.2354422856292813e-17,7.500647661731449e-07,2.0008912638802454e-05,9.987304574353581e-07,1.9769261101807574,0.030129558530281972,0.0,-0.0003052664772481338,1.0000994144313627e-08,3.096402160926327e-13,1.6782455568187805e-05,0.0010129028803882935,0.9999990047890732,0.0,2.078677516147023e-14
100,9.987425728372403e-07,7.243353481221469e-15,1.939903541208797e-06,8.800440775710618e-08,3.7014509211055e-07,2.037040258061645,0.027480638212549945,0.0,0.0015170970665421776,9.942175736425792e-09,-1.9298364353092112e-13,1.6619967512127528e-05,0.00103416236980826,0.999999627710231,0.0,1.7257773818479176e-13
200,9.97932706047353e-07,9.686408730459865e-15,3.414558808799708e-06,-5.151295306318016e-08,1.321361601274315e-07,2.1472202598605294,0.024705175379863064,0.0,0.0015353137219426024,1.0049881776270914e-08,6.672554845891936e-13,9.809830989716401e-05,0.0010467735808391736,0.9999998691832382,0.0,2.176154274138057e-13
300,9.96503559693713e-07,1.0419992180335338e-14,3.759620546038434e-06,2.995254867376278e-09,5.100970105854662e-08,2.1926586555784526,0.022626441712790494,0.0,0.0024599641522704795,9.951641075579564e-09,-3.037895263721784e-13,0.0001820034207103885,0.0010589399288727151,0.999999953528565,0.0,2.346784896431555e-13
400,9.96686721759974e-07,1.0795850104959653e-14,5.051632489015622e-06,2.812107103787749e-08,2.2488476097204706e-08,2.2891763076878338,0.020498295515865222,0.0,0.004299797000941449,1.002854370301797e-08,8.258238197547448e-13,0.00022443397508039865,0.001069147006875502,0.9999999792335454,0.0,4.227615376966035e-13
500,9.94801234476917e-07,1.0813544379307976e-14,5.28980531569369e-06,1.1955460969600867e-07,3.0855304755792844e-09,2.429047128510233,0.01856275964401248,0.0,0.00490451511421869,1.0112193805347202e-08,3.7729639069291227e-13,0.00027405061157172807,0.001107024290756215,0.9999999983839614,0.0,4.42725342957718e-13
600,9.937282666376743e-07,1.0821618327754921e-14,7.037631799702473e-06,4.785364892307495e-08,6.8313822622328154e-09,2.424983494108504,0.016757668914523443,0.0,0.006122413801198727,1.0070121076912672e-08,9.891426379224e-13,0.0002861272682321631,0.0011281591293557797,0.9999999911307986,0.0,5.299537545841054e-13
700,9.932330999323694e-07,1.0916916797941258e-14,7.895660978682418e-06,7.516690024910292e-08,3.0324870548820155e-09,2.5081278583386823,0.01463044266843459,0.0,0.007160053783318553,1.0100337090778823e-08,1.5360192465151015e-12,0.00031937490595142925,0.0011300032852882686,1.0000000042799273,0.0,6.98748153050456e-13
800,9.918041776827316e-07,1.0794338109360047e-14,9.578830949886055e-06,-4.1775293096887214e-08,7.345440033402991e-09,2.587484661043317,0.013269511072522977,0.0,0.0077895454385600235,1.0109414724846164e-08,2.6169832077061687e-12,0.0003727841300897153,0.001149467902408202,0.9999999932218935,0.0,8.927685240641794e-13
900,9.917589322969546e-07,1.0834470829100258e-14,9.690261559777484e-06,6.36491271383028e-08,6.5069756575760435e-09,2.7094149832469645,0.01213560266481187,0.0,0.008260318534124282,1.0168972994702345e-08,2.9220620566628556e-12,0.0004397551529791415,0.0011714428903102827,1.0000000026943643,0.0,9.509579390467611e-13
