milliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
1500,9.846161297737773e-07,1.075891317697082e-14,1.5752452185853148e-05,1.3350193976796024e-07,3.575308081271203e-09,3.1019383720917633,0.006628043193205612,0.0,0.014494753646387325,1.0595039328477588e-08,6.98250902190837e-12,0.0007747614876880644,0.0012879050956743864,1.0000000007310648,0.0,1.7055569349692717e-12
1600,9.846723670334338e-07,1.0683772422123827e-14,1.728860633211599e-05,1.1500199391894088e-07,-3.4615684903512335e-09,3.1417233883579705,0.006373084745311737,0.0,0.015303787157887208,1.052240481613356e-08,8.018705425043994e-12,0.0008225869462645862,0.0013162703195200487,0.9999999961976194,0.0,1.7706237116125882e-12
1700,9.835434179627646e-07,1.0687286792618323e-14,1.8213328275912933e-05,-1.4751751192132878e-08,1.3636204918962173e-09,3.244431260522497,0.005800556202786579,0.0,0.01601842779358969,1.0746024875670865e-08,8.16705874392476e-12,0.0008379805055435769,0.0013390858085761171,1.0000000008319676,0.0,1.971194666265076e-12
1800,9.827686546951641e-07,1.0594257791164768e-14,1.918627790736835e-05,1.4579988276234319e-08,-3.34328367856423e-09,3.3362956511879096,0.0050007720366015505,0.0,0.017023900069564543,1.071402889515093e-08,8.778057729773813e-12,0.0009338155405394643,0.0013689464348205596,0.9999999988822472,0.0,1.8979508606202524e-12
1900,9.818445785890142e-07,1.0532857639001681e-14,2.0516249328973278e-05,8.234405127460905e-08,2.1193950881450013e-09,3.3815312415554004,0.004292125123074096,0.0,0.017538948070974645,1.0934822073948193e-08,9.927153982267232e-12,0.0009680407096759964,0.001393990647692192,1.0000000042100428,0.0,2.20115152583038e-12
2000,9.802439134038305e-07,1.0573859249071465e-14,2.1624750503029462e-05,6.368192963218615e-08,1.955181528289093e-09,3.4602318249204074,0.003987101297339649,0.0,0.018492958322318016,1.095926526425305e-08,1.1311301726052332e-11,0.0010077279305007168,0.001390459644551028,1.0000000048003956,0.0,2.216012126759085e-12
2100,9.786611252518785e-07,1.0625160151895473e-14,2.1516306168532545e-05,2.4507420906465564e-08,6.956071348837108e-09,3.50298667832472,0.003579303869219619,0.0,0.018605296902113364,1.1034447018745463e-08,1.1600639198774916e-11,0.0010313271954217973,0.0014073368688635136,0.9999999949191466,0.0,2.3684398970033842e-12
2200,9.779511822204822e-07,1.0520290587121037e-14,2.3079888861275013e-05,1.088485184375652e-07,-1.328006549990179e-10,3.597228005957327,0.003029307077858471,0.0,0.02008844168113396,1.1076261610313632e-08,1.225107668778872e-11,0.0010727058451069184,0.0014471285746281827,0.9999999991794559,0.0,2.4776710134353616e-12
2300,9.77576574211025e-07,1.0472483586867466e-14,2.3841242843602687e-05,-1.2189648652325083e-07,2.6778584908992655e-09,3.6638831697737917,0.0030767394336401557,0.0,0.02073586241057619,1.1198075161453413e-08,1.4517729686861459e-11,0.0011419742861865274,0.0014456656329640482,0.9999999929364051,0.0,2.5355925639585003e-12
2400,9.766640952209219e-07,1.0447758797543929e-14,2.5331093826208008e-05,-1.2896491981075102e-07,5.660832089005218e-09,3.7494762716530743,0.002430153603969028,0.0,0.020776378194486137,1.1409325652121669e-08,1.4223675306405159e-11,0.0011916063815567463,0.0014796787070735342,1.0000000067353854,0.0,2.8436194472985473e-12
2500,9.746619565299623e-07,1.0518866505361857e-14,2.553003914426554e-05,-8.653532043176972e-08,-7.81057419723225e-11,3.7828929192252523,0.0026680517978449,0.0,0.021813796591512405,1.142108086513228e-08,1.5603042795224827e-11,0.0012624624612191553,0.001499056093360146,1.0000000018949382,0.0,2.8821949510003028e-12
2600,9.739446605134726e-07,1.0515815832834189e-14,2.739862234740476e-05,2.4351186879765878e-08,-4.3797088484007604e-09,3.814059876199238,0.0023527490830206927,0.0,0.02296848193797775,1.1623789421716639e-08,1.6773310901302834e-11,0.0013273712931978487,0.0015168494653644234,1.0000000057083278,0.0,3.166064490674269e-12
2700,9.728295519578625e-07,1.0434832727824229e-14,2.796235913659408e-05,-8.27015742300456e-08,5.968377905429588e-10,3.8577704687548975,0.002397870302499665,0.0,0.024125389562295516,1.1736150020944167e-08,1.8403733474380564e-11,0.0013498719752314467,0.0015395811175714085,0.9999999934749707,0.0,3.1225939932000174e-12
2800,9.722376585959487e-07,1.0393702179276367e-14,2.8529976558951886e-05,-1.5544818778636188e-08,-5.6109451690866265e-09,3.933500619935441,0.0014981833128886474,0.0,0.024210968083543182,1.190891990634996e-08,1.896569665618186e-11,0.0014205014698790571,0.001561263673665865,0.9999999977192949,0.0,3.4569171687134958e-12
2900,9.718144847913636e-07,1.0456407360480527e-14,2.9635802704191368e-05,-3.990285844025907e-08,-2.7657182530393256e-11,3.971726087019768,0.0016768278222879737,0.0,0.025633572898511366,1.2074158780523414e-08,2.0080653568689197e-11,0.0014267391183139103,0.0015823635037907698,0.9999999995834734,0.0,3.4571267892927314e-12
3000,9.70754617353629e-07,1.0439681694567291e-14,3.093290957212972e-05,5.8420495682386007e-08,7.380618362939961e-09,4.050436379884592,0.001525104080400549,0.0,0.025450425311367767,1.2066609637526757e-08,2.123372159089359e-11,0.0014939558115751033,0.0016033817988068697,0.9999999979947183,0.0,3.677236056319609e-12
3100,9.693613672702619e-07,1.0338076215900426e-14,3.256460072301568e-05,6.891078579672412e-08,9.46786575262e-10,4.128818742051669,0.00171338419684995,0.0,0.026389705585511382,1.2219730823430748e-08,2.210655509587971e-11,0.0015825863586636654,0.0016297762917016536,1.0000000026426707,0.0,3.733540325375168e-12
3200,9.680387912413403e-07,1.0310788670334654e-14,3.336502789427632e-05,-1.165008300131753e-08,-5.374822284990071e-09,4.220335978118675,0.001231269916527357,0.0,0.02756295615219155,1.2398654948605492e-08,2.314971285864469e-11,0.001575829182020759,0.0016524894329065832,1.0000000018173154,0.0,3.908424607392499e-12
3300,9.673277895143738e-07,1.029819770764889e-14,3.378821560525894e-05,-5.9045441802345026e-08,-2.0130526769603744e-09,4.236726252589044,0.0011593906173294588,0.0,0.027912581347838382,1.2567171348987528e-08,2.4586961238786757e-11,0.0016658618991572686,0.0016714085792072593,0.9999999935935647,0.0,4.133521633615766e-12
3400,9.668637613464532e-07,1.0313721231905335e-14,3.558311266955244e-05,-2.6916202488829837e-08,-5.425207220839947e-09,4.288652192018043,0.0010752213523479073,0.0,0.02855528632527791,1.2690293576314812e-08,2.5219849272340093e-11,0.001672805071246585,0.0016814071036441666,0.9999999931805759,0.0,4.308156254467071e-12
3500,9.659154627825571e-07,1.024368992151825e-14,3.555962617357893e-05,-1.3499793318319245e-07,2.9257395656469163e-09,4.320935660110709,0.0012898885997580925,0.0,0.030052784975319387,1.2980521627925997e-08,2.6529341539489753e-11,0.0017549917294753287,0.0017087095393260438,1.000000005127295,0.0,4.560575010885266e-12
3600,9.641524391672631e-07,1.0193512772751448e-14,3.7442737368341684e-05,3.3201019825461046e-08,-1.7378963950370496e-09,4.417366393801501,0.0006172615160137142,0.0,0.030681257208559427,1.308775105321401e-08,2.7057422325837384e-11,0.0017841314187237826,0.001706797132973834,1.0000000030634166,0.0,4.72617495480795e-12
3700,9.640792535349356e-07,1.025878673113494e-14,3.847599881480947e-05,-1.071750972580528e-07,3.2382817846025196e-09,4.467706976201814,0.0005965070154094534,0.0,0.031163937716184704,1.33305896121432e-08,2.8721098100148352e-11,0.001842801103199226,0.0017353659674698991,0.9999999958715386,0.0,4.831409308577041e-12
3800,9.623139794258082e-07,1.0202810998921392e-14,3.963727888799098e-05,8.191739206747147e-08,-1.5774450648581906e-10,4.5727839016160745,0.0003506801274380179,0.0,0.03179115791492595,1.3388901185919086e-08,2.978460740725376e-11,0.0018882634629814525,0.0017682702178224248,1.0000000013325654,0.0,5.0058599254839235e-12
3900,9.617360458289882e-07,1.0156762205606684e-14,4.074108900873149e-05,3.9780022731965894e-08,-4.326806526009446e-09,4.540286982574025,0.0002900291951300642,0.0,0.03196892427661171,1.3704859324957e-08,3.091736925115511e-11,0.0019304809394782767,0.001777601894287891,0.999999995263112,0.0,5.1298487182094474e-12
4000,9.607664766335937e-07,1.016661148958279e-14,4.056301407286478e-05,-9.458965921652866e-08,3.2163256953766e-09,4.659178239778283,0.00035978219677837225,0.0,0.033533372393314075,1.3770205262104149e-08,3.283768493348978e-11,0.002019468718817395,0.0018004629071252027,1.0000000073132969,0.0,5.35647040088061e-12
4100,9.599169912581428e-07,1.0135715158875166e-14,4.212576250036141e-05,-8.40642088066902e-08,-1.158962427820141e-09,4.683701856247434,0.0004802999089626608,0.0,0.033410289924958286,1.3916931650813193e-08,3.3967431772540244e-11,0.0020615785853225323,0.001830487869354179,0.9999999969936,0.0,5.551728771604035e-12
4200,9.592884688520575e-07,1.0104773436246085e-14,4.364937253323598e-05,-1.0692817348941895e-07,2.4998180295248102e-09,4.716818620911357,0.0007064773424747886,0.0,0.034159034125457795,1.4228090333848756e-08,3.4654153193830025e-11,0.0020911675208936213,0.0018399462112608344,0.9999999939465245,0.0,5.7157685755151315e-12
4300,9.577562422429145e-07,1.0163777093262413e-14,4.3808249760252896e-05,-1.0140576612723064e-07,5.554687076773139e-09,4.824192779590388,0.000494929115161716,0.0,0.03498621119214791,1.4464219713974333e-08,3.722752708023755e-11,0.0021503021120037064,0.0018557834800431861,1.000000001199357,0.0,5.88788498197274e-12
4400,9.568669749051588e-07,1.0005011715734612e-14,4.4946194341267105e-05,1.2928908655613114e-07,-7.415248441610602e-09,4.841955050063858,5.2407193947378585e-05,0.0,0.03613241721317159,1.4503578525562616e-08,3.825053559928397e-11,0.0021919117753853843,0.0018708384237598708,0.9999999999664236,0.0,6.184032270126796e-12
4500,9.56578642154593e-07,1.000691220477471e-14,4.6586190963965965e-05,-7.932753861291638e-09,5.100277340074743e-09,4.933961349157836,0.00036141668034593116,0.0,0.036799032048853604,1.4820415762520496e-08,3.944662162866737e-11,0.002258886266821373,0.0018883610700214048,1.0000000012029306,0.0,6.464427497770647e-12
4600,9.55229913195077e-07,1.0069909624918195e-14,4.7091346427035584e-05,-7.082813060202965e-08,5.422129484769269e-09,4.996418021173541,0.00039442616528453695,0.0,0.03636763050316909,1.50285668388528e-08,4.100292454009884e-11,0.0023132104407125233,0.0019052646692223304,0.9999999926261743,0.0,6.6050533913849e-12
4700,9.545550149172992e-07,1.0066880334449248e-14,4.846282995662255e-05,-1.1046302465062829e-07,1.0228241377649639e-10,5.025776641289612,0.00034692421508002007,0.0,0.03763382667213887,1.5229801179028504e-08,4.267990588955333e-11,0.0023763666790113827,0.0019269207206795964,0.999999999760808,0.0,6.852904009651741e-12
4800,9.53676224702066e-07,9.998643648803553e-15,4.835720225089502e-05,1.9024045956511913e-08,-6.13365419600458e-09,5.0844195796041,0.00035452289931584187,0.0,0.03794990845034667,1.5520130138238918e-08,4.4013452868918674e-11,0.0024072104664605376,0.001973632872003033,1.0000000062023058,0.0,6.9178612522375366e-12
4900,9.516394505154663e-07,1.0012613774442055e-14,4.97620354108003e-05,3.223864729379254e-08,5.4724847947710216e-09,5.0736985790545255,-0.00011727155900059013,0.0,0.03857187583680273,1.5612180657768096e-08,4.478567550929878e-11,0.002466238532129468,0.0019929714747053467,0.9999999943737743,0.0,7.234955031709327e-12
5000,9.519306580172766e-07,1.0013806433408194e-14,5.05807440607647e-05,-4.077512974003552e-08,6.585017321125057e-09,5.103120340274011,0.0003027142603321451,0.0,0.039083851078258895,1.5971652471239217e-08,4.6643503906626877e-11,0.0025129440146175624,0.002005325023122423,0.999999994289803,0.0,7.433458736249389e-12
