milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,90.02765864041672,126.99670180974809,223.99999985021904,1909.0000117593527,3315.9999999849715,-0.010037659410750162,0.00018739360950789294,-3.500903489560788e-05,-2.919689890823566e-06,3.968981477847545e-08,2.116622545642591e-09,-1.9162208460306685e-07,-8.10130261340707e-06,3.6939998393419032e-06,1.568042418215944e-07,4.513007177529394e-08,16.6
100,12.0,90.00535939180524,127.00056354892962,224.00000030915194,1909.0000083306174,3316.000000198801,0.02152389621053584,-0.002648002523237166,1.4938378377244013e-05,3.185584984393588e-06,8.227538615954415e-10,2.0454815118023146e-09,1.960069888926007e-07,1.0665656780236942e-05,8.43029280218917e-07,-1.2509051348895264e-08,1.4404582395148967e-07,16.6
200,12.0,89.95888475184682,127.0025870805718,223.99999954252513,1908.9999871314212,3316.000000020615,0.06988505020140341,-0.0011219441898668507,-1.601864687173935e-05,6.451651035106416e-07,-3.865486858027699e-08,-5.889848280946487e-10,5.347782868274733e-07,6.844446230077964e-06,-5.5031397256320415e-06,-2.1270433389757264e-07,-1.1648295030809439e-07,16.6
300,12.0,89.92828834310872,126.99935357735478,223.99999948517873,1908.9999927304807,3315.999999961727,0.05709549778846773,0.002598015796445036,-1.8189659299599376e-05,-3.41194039272117e-06,-4.3372131623189964e-08,9.6641830368341e-10,1.0987803092487638e-07,-5.644806137334263e-06,1.6336985352582089e-06,2.6843647018934404e-07,-1.3158007442422281e-07,16.6
400,12.0,89.90129610306886,127.00033002176927,224.0000001728957,1909.0000076199321,3315.9999998459407,0.08969666617027454,0.002939891370082672,3.0617622019762326e-05,1.049648629926891e-06,-1.527029890265258e-08,-2.9426334274417727e-09,1.773994232279945e-07,1.2305526546138906e-06,-6.17269293395276e-06,2.1391529867075297e-07,7.117515747525694e-08,16.6
500,12.0,89.87293138952074,126.99567487671705,223.99999993724384,1909.000006572451,3316.0000001850085,0.0994193787963361,0.0007199878508531003,-2.5547292357077117e-05,-1.785142638642565e-06,2.0724926399058554e-08,-2.25755394297871e-09,1.5114914348794888e-07,1.181668707018515e-05,3.118404997459817e-06,-2.3720836148887145e-07,-4.9658622464210914e-08,16.6
600,12.0,89.87709836834406,127.00116157576691,224.0000002781148,1909.0000092599396,3315.999999864113,0.1332245239331513,0.0029504968208066856,-4.0619399027855326e-06,-3.4743506754695156e-07,2.7554553000099465e-09,-2.294835331867338e-09,1.312745773919288e-07,-1.3096265885862545e-05,8.497320954015352e-06,-9.121017127384552e-08,-1.328103349890093e-07,16.6
700,12.0,89.88120495730584,126.99948172207877,223.99999992770734,1908.999997160306,3315.9999999531083,0.16885247289213795,0.002452003594725327,-2.0630031492399846e-06,-2.5008562646520945e-06,-1.7429095836667342e-09,-2.2454641786029956e-09,5.018005264983359e-07,1.3409474019141693e-05,-7.120674818438742e-06,1.3574209343756014e-07,1.6482517252530716e-07,16.6
800,12.0,89.83933395591954,126.99709752706306,223.99999972028164,1909.0000104852518,3316.000000197812,0.18947865709451814,0.005109687295572237,-2.6917966767791242e-05,8.190154664425898e-07,2.278599699714795e-08,3.0700146760876144e-09,5.155016332053013e-07,-4.990186368994875e-06,-9.378818463157822e-06,1.9919224646048202e-07,-5.71280800706765e-08,16.6
900,12.0,89.83876080969746,126.99764055877297,224.00000033706795,1908.999988605987,3315.999999892965,0.1885254048759203,0.005181799973460667,-1.1350848495388108e-05,4.031182535252371e-06,5.04328186803953e-08,-2.669729566142259e-09,-3.116040136204053e-08,8.396545734924769e-06,1.3626448468158205e-05,-8.712734534830204e-08,5.925681333961659e-08,16.6
1000,12.0,89.81127559812083,126.99660646177027,224.0000003385068,1908.9999909818382,3315.9999999985057,0.21161026764419832,0.007559421001296749,4.3367178398184266e-05,3.725158044144078e-06,-9.591810021961367e-09,-1.636413146963356e-11,-1.018552736520521e-07,-2.0796300003268733e-06,5.334537212608939e-06,1.4203323474346426e-07,9.570023098411449e-08,16.6
1100,12.0,89.78860107901012,126.99192471737013,224.00000023860466,1908.9999938552837,3315.999999851697,0.2101206332419755,0.004239690682457919,2.1836170463562373e-05,-2.218010359073716e-06,-6.519052422929984e-09,2.2532151088147926e-09,4.5201745827210766e-08,-4.412669363062183e-06,1.0165659712862033e-05,-1.796266900301424e-07,2.084459372333874e-07,16.6
1200,12.0,89.76344512056359,126.99498444046026,224.00000019754836,1908.9999982939457,3315.9999997549503,0.25239389327954187,0.008265771577960487,1.8214525575966166e-05,5.017168718860523e-06,5.952259629881413e-08,-2.985791048694522e-09,3.527562109527837e-07,-1.5736740565621692e-06,2.699426236747677e-07,-1.5611818470927453e-07,-6.421168956722573e-08,16.6
1300,12.0,89.73566512480394,126.9952228713195,223.99999939106166,1908.9999853724191,3316.0000001888493,0.27506639707675107,0.004817236719427914,5.4045772644188946e-05,4.42843555915567e-06,4.759997468680158e-08,1.218468625394893e-09,-1.9435766664455944e-07,2.238486795646553e-06,-2.951413566726626e-06,-1.2254837142345481e-07,9.405719262219041e-08,16.6
1400,12.0,89.69184138374477,126.99387592271343,223.99999973611193,1908.999997168292,3316.0000000721166,0.2769835964307808,0.010605016261329503,1.981279652848903e-05,6.538862495391727e-07,1.0606969249478295e-08,-7.091996116838057e-11,-1.7371336979320657e-07,1.4639528010899543e-05,1.63394731572466e-07,2.840718011809015e-08,1.33642155342291e-07,16.6
1500,12.0,89.66199921079473,126.98604419384964,223.99999940115396,1908.9999852498431,3316.000000064034,0.31265264427445205,0.009577444129145189,6.934096506178833e-05,6.372707231137394e-06,6.190643779026617e-08,-1.6850723895334149e-09,4.3857366329395256e-07,-4.444352266909532e-06,4.863574982083761e-06,-2.3672204384665408e-07,-7.486488354598784e-09,16.6
1600,12.0,89.66810546879549,126.98703768384007,223.9999997598482,1908.9999942028137,3316.0000001091435,0.3071506007848427,0.009936864109072038,5.614964435238383e-05,2.783707292473752e-06,-5.812300198305576e-10,6.533232440880156e-10,-1.0898521053004427e-07,-2.6979504382804613e-06,7.866232214282661e-06,-1.9450523542225663e-07,-2.5259688727131803e-08,16.6
1700,12.0,89.62847402781534,126.98559892462998,223.9999996936997,1908.9999854288474,3315.999999822944,0.3589910225301779,0.012329283009245611,5.40867637757505e-05,6.92670278926442e-06,5.5696474976893266e-08,3.5117322901859484e-09,6.167187378475865e-07,1.7083871636976527e-05,1.3949050921892782e-06,-1.8402369306237162e-08,-1.7626997608509555e-07,16.6
1800,12.0,89.59342645667678,126.98628047362482,224.0000000009101,1908.9999872847186,3316.0000001532107,0.34688349129832563,0.016066764411459766,2.9613918710180694e-05,9.785801901509896e-06,5.2303594198287156e-08,3.0520282532470666e-10,-1.2407926220691936e-07,4.00898832735539e-06,8.806606234809808e-06,1.845993225841438e-07,3.183871353688267e-07,16.6
1900,12.0,89.57988483678845,126.98202107584518,223.99999944655752,1908.9999898863134,3315.9999996925035,0.37002381480549973,0.01782695014587711,5.165698797911077e-05,8.899030866181373e-06,5.212350859111405e-08,-1.471790324882968e-09,1.5100586760451822e-07,-3.913147904967785e-07,2.20316857406195e-05,7.748839639100758e-08,8.452132990289945e-08,16.6
