milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,89.99780021666105,126.99691085555975,223.99999958036213,1909.0000040125606,3315.9999999475253,0.012439393951342038,4.087332549129376e-05,1.173035151839311e-05,9.451353181163714e-07,-4.2914821861376024e-08,-1.140973637079956e-09,-1.5676634948687775e-07,8.74639935083967e-06,-4.8120269266317946e-06,-1.1816494734543341e-07,2.0984136688143655e-07,16.6
100,12.0,89.95434364228674,127.00013518496287,224.00000018671807,1908.999996439692,3316.0000000923264,0.046342264007059125,0.002475097898841903,-2.2759415363129688e-05,3.48963859801177e-07,-1.9598366296832033e-09,-1.425574860592724e-09,2.4080383485697306e-07,9.78659622994065e-06,-2.052752345483842e-06,-7.975310786686936e-08,-2.440409388892057e-07,16.6
200,12.0,89.93207410516251,127.00051048743026,224.00000028053145,1908.9999924473286,3315.9999998131525,0.05261766340268857,-0.0014908196015580334,3.634373876117874e-05,3.6394384464918845e-06,2.0721565947439947e-10,3.38308745736512e-09,3.07609121496537e-07,8.948419755824842e-07,-6.007206604751841e-06,8.765904083907624e-08,2.3625749839028907e-07,16.6
300,12.0,89.91046561956314,126.99894709375562,224.00000034556388,1909.0000080613486,3315.9999999844154,0.05963334285613127,0.001336119558650945,-7.411056468937755e-06,3.5084798980748287e-06,-2.1080722497333025e-08,-3.428314609631127e-09,6.517150010769407e-08,-9.746703582859008e-06,1.2467180513266021e-05,-1.7212298266423021e-07,-2.3086167062426827e-07,16.6
400,12.0,89.93544602731632,126.99637010023638,224.00000018011417,1909.0000116971025,3316.0000001288845,0.10804860946879216,0.004144637684030736,1.5027205598277871e-05,2.5021508168495726e-06,1.9493861860396852e-08,-3.063543025479228e-09,-2.0015207408625205e-08,3.5965329038797644e-07,-7.968786934580049e-06,6.296539805284076e-08,-1.8764145481359165e-07,16.6
500,12.0,89.89108316193635,127.00098689070535,224.00000005516117,1909.0000048603165,3316.00000026257,0.08581188085841569,-0.00024342045444923069,2.721212309361513e-05,-2.675896299878393e-06,4.487362542237022e-08,-2.555365127194232e-09,2.9126322236223363e-08,-6.917110315421046e-06,1.1011034456236562e-06,6.931475189546279e-09,1.1906901345575749e-07,16.6
600,12.0,89.85629017752181,126.99794591142965,223.99999984643594,1908.9999953213521,3316.000000189878,0.0995626099970541,0.000944454992990531,-2.83643090038373e-05,-1.6293134279325578e-06,1.7865398140161625e-08,4.5899103564108585e-10,-5.316935735621775e-08,-8.014967209009839e-06,1.3229214725746398e-05,-8.781561995355743e-08,8.019145926289375e-08,16.6
700,12.0,89.83692050243135,126.99501042917771,223.99999962768672,1909.0000111008844,3316.000000053197,0.12156493894549388,0.004049996825989167,3.474698306791915e-05,-3.4147388664966144e-06,3.148277248734421e-08,-1.2027855943060567e-09,-2.1017855985181366e-07,-1.1586073504290615e-05,-3.949686367961723e-07,-1.343244206035121e-07,2.28340577888087e-07,16.6
800,12.0,89.83531623901152,126.99818512741068,224.00000020765899,1909.0000040741172,3316.0000000835844,0.17646733167992512,0.0005162783039296447,2.2438140844469326e-06,-9.983413568726298e-07,-5.3320936167221024e-08,-9.720040297071716e-10,-1.4725524909924728e-07,5.063348440818735e-07,-7.0471060550355655e-06,1.503245999600109e-07,-1.9139350198419306e-07,16.6
900,12.0,89.8280338725691,126.99943374503825,223.99999976580872,1908.9999870704883,3315.999999891811,0.17490126239627915,0.0018229547779334433,-4.2005751514242e-06,2.8330276119436787e-06,-5.358590176576684e-09,1.0099653224757077e-09,1.7441785259396167e-07,6.741411494929022e-06,7.673931932071361e-06,2.115690969129447e-08,-2.6842489039045823e-07,16.6
1000,12.0,89.81002519760999,126.99853326739371,224.00000047024557,1908.9999881334302,3315.9999998261396,0.2365021919781273,0.0077640789388265935,4.101272921095187e-05,1.6352942454204674e-06,5.034170153744524e-08,6.591726199021711e-10,5.538023939502856e-07,-6.74225554991933e-06,1.2978585639039657e-05,-1.9385065979154197e-08,1.2726257828197678e-08,16.6
1100,12.0,89.77572871365555,126.99400992636059,223.99999951918832,1909.000001846161,3315.9999998757394,0.21317926158624487,0.007717633619555275,4.013804236803135e-05,2.904813654476271e-06,3.060987312160808e-08,-3.1151616645209145e-09,5.75854235632522e-07,2.7748215062302426e-06,-3.2942086033415945e-06,-1.9606451061326953e-07,-1.1140828496966193e-07,16.6
1200,12.0,89.7618892630001,126.99353488349196,223.99999962730215,1909.0000067185726,3316.0000000733194,0.22773565703068366,0.004921324228901092,9.16517596897449e-06,2.6535963220948883e-06,3.594633051049068e-08,3.4648707429898686e-09,-1.5915899749011197e-08,4.2968176906171005e-06,1.4136044059879161e-05,2.6133772233126355e-08,2.209888961262087e-07,16.6
1300,12.0,89.70625749982958,126.99244426935269,223.99999983687087,1908.9999852394892,3316.0000002067277,0.25691609062444076,0.007783239295105217,1.9086584215206532e-05,7.472250450881705e-07,-4.414284277146359e-08,2.1788230910092415e-09,2.6253949867425956e-07,5.275105922382173e-06,1.1476241768735094e-05,-2.36156979202918e-07,4.793164976013836e-08,16.6
1400,12.0,89.67678305739649,126.98825677964797,224.0000001890094,1908.9999842962486,3316.000000115111,0.31529183687380136,0.011554658318341798,5.1771547480360596e-05,5.524116082652591e-06,-2.6851227018675375e-08,1.7133731558594528e-09,4.115075895453166e-07,1.6116359947423944e-05,1.1628744533578728e-05,-5.912603651406833e-08,4.863704281487199e-08,16.6
1500,12.0,89.68059604380771,126.99088856638207,224.00000036700376,1909.0000080821671,3316.0000000215027,0.2835179651522958,0.009703033773186182,3.799412346548393e-05,3.469792848368974e-07,4.303370960934828e-08,2.1611597120218033e-09,3.873511295807503e-07,3.083014579578973e-06,1.3890536090591167e-05,-2.0740068496090444e-07,2.2425149118344393e-07,16.6
1600,12.0,89.64477983211295,126.98617923201502,223.99999956918464,1909.000004613024,3316.000000020097,0.30779218270348474,0.012286397708526896,5.540824056474249e-05,4.883460077007995e-06,3.2768071717922665e-08,-1.996763204777133e-09,5.445499699712488e-07,-2.6534876969798735e-07,1.6627740195243137e-06,-8.701048953585958e-08,1.9525286505400655e-07,16.6
1700,12.0,89.62183100749837,126.98359056422387,223.99999932787367,1908.999985946548,3315.99999968858,0.3643026470738724,0.012798408060403863,4.140789691106734e-05,4.669331624152941e-06,-1.4594744539470725e-08,2.7947016529719722e-09,-1.7797256618875392e-07,1.1905308268513657e-05,-2.3059388187824029e-07,-1.74317755818049e-07,1.6743362102048397e-07,16.6
1800,12.0,89.60001584578531,126.9810366273707,224.00000016404948,1908.9999791090163,3315.9999998832186,0.3858305167536584,0.017156436118819833,8.20044126918473e-05,2.529125952952248e-06,-9.881944102761082e-09,-2.318218965783672e-10,1.6719958605822065e-08,1.5261423080034644e-05,1.737344999552138e-05,1.6547291174247714e-07,2.6869075195899586e-07,16.6
1900,12.0,89.6122216663293,126.97927661814506,224.0000000198292,1909.0000008362247,3315.999999926706,0.3739160329221316,0.014364581942308862,7.623518603230132e-05,9.061040691153236e-06,6.090180921351128e-08,3.638778174481144e-09,6.590648293013618e-08,6.659240210289527e-06,2.828019901309085e-06,-1.0059341915128667e-07,-7.39700390638106e-08,16.6
2000,12.0,89.54292453797245,126.98372438404564,223.9999990526766,1909.0000003435293,3315.9999997826303,0.4190119588438513,0.015689698432914914,9.84621610241763e-05,1.0787175054076624e-05,5.149989495610584e-08,-5.972621572456066e-10,9.039238516845493e-07,8.08189818259523e-06,3.3626204545635552e-06,-5.654862189353311e-09,5.778842474548745e-08,16.6
2100,12.0,89.57710109903472,126.98046257439104,223.9999989202361,1908.9999833508173,3315.999999760455,0.4223779836314357,0.022567711392293414,5.979833965198062e-05,6.303795650270147e-06,1.8815784792804924e-08,2.2229197119950953e-09,3.64695890640879e-07,1.9995136924925514e-05,2.082524102626012e-06,2.2203571419286928e-07,-1.1728571914158288e-08,16.6
2200,12.0,89.54838660146429,126.9790977899182,223.9999995486029,1908.9999897930516,3315.999999865795,0.4422913818964458,0.025698717154678904,0.00011210962529935362,1.2587975032552371e-05,1.1874491760223983e-07,3.0625281993009517e-09,7.031275635266776e-07,5.028709290904649e-06,2.913978680528808e-05,4.102334258500294e-08,-6.148622972375258e-08,16.6
2300,12.0,89.52034995189553,126.97301495577283,223.99999910316615,1908.9999809533101,3315.9999999990405,0.436737846637224,0.022011544387981204,0.00010421703056244531,1.3558191474687406e-05,4.188038444713589e-08,4.83804228606038e-09,5.438482391149053e-07,1.3527947031568505e-05,1.3066512639720489e-05,2.603303260079591e-07,1.9328072600401706e-07,16.6
2400,12.0,89.46603553946986,126.97557735941388,223.99999902897088,1908.9999684639965,3315.9999997555224,0.4635848622521449,0.027164660829457093,0.00016875878535597285,1.3399484526209382e-05,1.0177180012972228e-07,4.998816983950379e-10,1.0557969304217657e-06,2.8842022907986823e-05,3.838024543911247e-05,2.1019523521255288e-07,2.2110051558042682e-07,16.6
2500,12.0,89.49915741968071,126.96744446483338,223.99999921896435,1908.9999647576506,3315.9999994429136,0.484647990009708,0.03259020761367922,0.00018567910854975952,1.8289086521305874e-05,1.353739171955214e-07,1.2976041974521413e-09,9.40705869149215e-07,4.0207929714535166e-05,1.7788215941195924e-05,5.020575125059794e-07,5.435075086990334e-07,16.6
2600,12.0,89.42502133813042,126.96967012496756,223.99999829946347,1908.9999658487782,3315.999999755347,0.5357365365670865,0.034438977039228776,0.00016552092563398353,1.579164994030905e-05,1.9231004036547973e-07,6.152521249183221e-09,1.0483313528152408e-06,3.868448573799077e-05,2.4359080386647742e-05,1.5823005196727492e-07,4.946987706569152e-07,16.6
2700,12.0,89.41294185544263,126.96781752513995,223.99999852920809,1908.9999592514732,3315.9999995649296,0.5368153006431144,0.031716794867895956,0.00017360342854069245,2.0684955439254718e-05,1.271046249717087e-07,3.7420182691353425e-09,2.144025539873665e-06,5.033807058355751e-05,3.0092591345459405e-05,5.297785600632219e-07,7.246942457410427e-07,16.6
2800,12.0,89.38930402923701,126.95950040216475,223.99999777778353,1908.999944707721,3315.9999993031483,0.5406600834059082,0.034549507524899464,0.00022194770015181514,1.9548640905387938e-05,2.14226768966296e-07,5.467764799316225e-09,2.1878308378787526e-06,3.9019116158193877e-05,4.1194293738185575e-05,3.1404334137418095e-07,4.2200122155852265e-07,16.6
2900,12.0,89.39410902777502,126.95726869341357,223.99999779511356,1908.99994434986,3315.9999991158247,0.5746137785915036,0.04215397264250266,0.0002124945573643941,2.417290831036891e-05,1.9575271550095404e-07,8.540757673504507e-09,1.8147574060573925e-06,6.702597733981985e-05,5.32564958798893e-05,5.746424735139428e-07,6.972973170997875e-07,16.6
3000,12.0,89.37915765812394,126.95715119153225,223.99999727205065,1908.9999323274603,3315.9999991638524,0.5844237057435692,0.040799340586778705,0.00024279051391519759,2.8186934096041792e-05,2.8843102675404023e-07,8.737760324929134e-09,2.049637283311087e-06,6.718777462212796e-05,6.420471765199084e-05,5.97761704719129e-07,8.845460934718563e-07,16.6
