milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
1000,32194829.477553107,28685643.99247043,22773190.434765354,19.219948653609794,0.0,0.0,0.0,0.0,0.0,0.0,208184855.91380847,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448392.9071107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.832610101139,47177767.12327076,13047236.433224408,5092450.43789011,237222928.39386117,6.494406146845648,0.009790030977129468
1100,32194833.674205642,28685663.166560397,22773169.074190736,19.21994918511721,0.0,0.0,0.0,0.0,0.0,0.0,208184848.46548507,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.5493217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.794273548461,47177762.0900478,13047236.630064242,5092450.502416148,237222927.9180685,6.4944060569565645,0.00979003097700364
1200,32194834.291646164,28685681.965336915,22773165.167792555,19.21994853303797,0.0,0.0,0.0,0.0,0.0,0.0,208184857.95844176,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.2315216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.7169721415,47177766.860390134,13047236.72107374,5092450.512820529,237222927.5329321,6.494406114013485,0.00979003098163581
1300,32194840.28108813,28685670.012918297,22773158.60657377,19.21994803191401,0.0,0.0,0.0,0.0,0.0,0.0,208184855.6028373,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.287359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.665395812906,47177756.738541685,13047236.837350499,5092450.620987711,237222927.19095048,6.494406136628194,0.009790030978025886
1400,32194850.655961413,28685691.856461056,22773157.15833212,19.21994859896006,0.0,0.0,0.0,0.0,0.0,0.0,208184848.33779737,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.829166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.80167236194,47177755.25301198,13047237.21203052,5092450.456952914,237222926.45839673,6.494406078033525,0.009790030980788088
1500,32194849.142662346,28685690.37241888,22773150.879497223,19.21994924537661,0.0,0.0,0.0,0.0,0.0,0.0,208184852.34730095,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.278343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.771543564546,47177758.44573895,13047237.735585917,5092450.461073114,237222926.32308158,6.494406037819282,0.009790030987674373
1600,32194854.285142172,28685685.953365825,22773147.63267757,19.21994918643313,0.0,0.0,0.0,0.0,0.0,0.0,208184847.1898408,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.6907187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.901399195336,47177762.45494207,13047238.267234161,5092450.507238202,237222926.4318429,6.494406144805232,0.00979003098791781
1700,32194864.8998736,28685706.822885487,22773134.799406763,19.219948218377237,0.0,0.0,0.0,0.0,0.0,0.0,208184855.5185777,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.383504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.916063816874,47177760.906661674,13047238.807135658,5092450.43216955,237222926.10010412,6.494406010439954,0.009790030983373249
1800,32194865.11973386,28685694.958404373,22773138.95424298,19.219949269362512,0.0,0.0,0.0,0.0,0.0,0.0,208184850.4531867,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.5208745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.762186995711,47177761.38691189,13047238.582191683,5092450.506353906,237222925.56822652,6.494406113975782,0.00979003098407488
1900,32194874.253585767,28685721.967406474,22773143.421497684,19.21994909634657,0.0,0.0,0.0,0.0,0.0,0.0,208184859.44165903,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.021306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.836817080524,47177767.45517756,13047238.999598758,5092450.475065286,237222924.937964,6.494406104929536,0.009790030983274639
2000,32194875.751430724,28685703.319530413,22773127.838556018,19.21994848770392,0.0,0.0,0.0,0.0,0.0,0.0,208184852.3056498,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.225948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.732628402044,47177767.44504783,13047239.795089446,5092450.598792363,237222924.67188454,6.494406102558909,0.009790030984933642
2100,32194884.0493513,28685706.676443174,22773139.109333545,19.21994823259691,0.0,0.0,0.0,0.0,0.0,0.0,208184847.42266408,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.248034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.723331401867,47177757.4511561,13047239.540746693,5092450.580876121,237222924.71931416,6.494406111161796,0.009790030990439073
2200,32194883.647856314,28685721.870376036,22773139.27219936,19.219949366488066,0.0,0.0,0.0,0.0,0.0,0.0,208184856.21538177,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448383.849334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.687941567418,47177766.86776442,13047239.88112292,5092450.537945571,237222924.308162,6.49440602874956,0.009790030989256928
2300,32194886.847873457,28685712.77700915,22773125.43226201,19.219948576013724,0.0,0.0,0.0,0.0,0.0,0.0,208184853.01683232,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.3896446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.669709075872,47177767.265193105,13047240.43155728,5092450.455347533,237222924.15053445,6.494406080152372,0.009790030987456073
2400,32194891.603717178,28685716.764628593,22773124.71224869,19.219948775418313,0.0,0.0,0.0,0.0,0.0,0.0,208184856.1611198,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448393.041939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.84697264192,47177761.631829545,13047240.687561357,5092450.478650085,237222923.64945325,6.494406089086894,0.009790030987147478
2500,32194894.89709424,28685694.65534753,22773123.916394874,19.21994843594648,0.0,0.0,0.0,0.0,0.0,0.0,208184854.23054734,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.543834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.686682694904,47177760.72393228,13047241.07182862,5092450.625778849,237222923.06736213,6.494406161627811,0.009790030978270947
2600,32194899.3144514,28685701.642806962,22773123.918125797,19.219949257883286,0.0,0.0,0.0,0.0,0.0,0.0,208184847.11299735,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.930548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.8558744283,47177754.52427003,13047240.907337822,5092450.512615165,237222922.73088253,6.494406095398014,0.00979003097722659
2700,32194907.763777982,28685702.9837843,22773135.86775194,19.219948481843712,0.0,0.0,0.0,0.0,0.0,0.0,208184852.07576045,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.6213746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.897178732897,47177761.04632486,13047241.606106028,5092450.617180118,237222922.9719201,6.4944061106047535,0.009790030992644472
2800,32194908.827396654,28685694.502207167,22773122.340517025,19.21994849657107,0.0,0.0,0.0,0.0,0.0,0.0,208184852.32432783,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.061927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.765300543679,47177761.16820974,13047241.728897251,5092450.486159787,237222922.2389527,6.494406120874457,0.009790030987859182
2900,32194907.48642363,28685698.23027271,22773130.584323987,19.219948424713007,0.0,0.0,0.0,0.0,0.0,0.0,208184856.86296168,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.64074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.896469879623,47177764.00538788,13047242.408796364,5092450.466991927,237222922.08281806,6.494406112490613,0.009790030995947847
3000,32194911.73433473,28685699.156020954,22773128.000176862,19.21994827609028,0.0,0.0,0.0,0.0,0.0,0.0,208184851.56248903,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.232194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.763154115211,47177759.97415752,13047242.525560958,5092450.453615562,237222922.17960536,6.494406153720519,0.009790030991652977
3100,32194909.2062177,28685717.979904316,22773129.167428285,19.219948745867427,0.0,0.0,0.0,0.0,0.0,0.0,208184851.1643376,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.532629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.906038184348,47177762.69140447,13047242.782951972,5092450.4374500355,237222921.99196365,6.494406140876151,0.009790030995016224
3200,32194907.786958504,28685714.780997973,22773131.684491355,19.21994851103837,0.0,0.0,0.0,0.0,0.0,0.0,208184852.89850262,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448392.010952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.824363236818,47177764.42556235,13047242.83895035,5092450.448670463,237222920.94850487,6.494406087415355,0.009790030987133611
3300,32194914.06812799,28685717.984601855,22773129.46785114,19.219948288124577,0.0,0.0,0.0,0.0,0.0,0.0,208184851.88334498,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448393.541899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.747589303082,47177761.23634312,13047243.0898053,5092450.418799885,237222921.45756498,6.494406011888506,0.009790030985629758
