milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
0,32195101.229175992,28684883.94812984,22773491.733761378,19.21989938074544,0.0,0.0,0.0,0.0,0.0,0.0,208184372.19426715,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506447903.1043544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14811.041078469365,47178237.10282608,13047242.025216457,5092441.143703379,237222931.73333025,6.494400012021965,0.009790030685683182
100,32195010.79063543,28685055.911156643,22773432.622615065,19.219948835937025,0.0,0.0,0.0,0.0,0.0,0.0,208184853.03934723,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448394.298543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.718501861866,47177756.797645405,13047233.433333702,5092450.610844464,237222931.6353786,6.494405984059603,0.009790031021200199
200,32194955.182389706,28685171.13497631,22773373.305702437,19.21994995792012,0.0,0.0,0.0,0.0,0.0,0.0,208184854.06221166,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.3005724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.665653097347,47177760.48599567,13047233.09613729,5092450.403450566,237222930.9066809,6.4944061196055785,0.009790031157267993
300,32194909.15998499,28685305.401189223,22773338.867117874,19.219947751622872,0.0,0.0,0.0,0.0,0.0,0.0,208184856.24467438,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448392.7698073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.803830619658,47177759.44625927,13047233.672455736,5092450.497453533,237222930.8317362,6.494406145461511,0.009790030585437207
400,32194882.484189466,28685391.809074942,22773303.234775934,19.21994756466108,0.0,0.0,0.0,0.0,0.0,0.0,208184848.72034177,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.749853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.856043845948,47177756.781650856,13047234.296912553,5092450.391941357,237222930.1110444,6.494406135372642,0.009790031114660197
500,32194857.803530946,28685461.659107406,22773276.15429555,19.219948266970295,0.0,0.0,0.0,0.0,0.0,0.0,208184854.23598784,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.183213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.670123443924,47177763.36658428,13047234.157705517,5092450.456661956,237222929.62789127,6.4944061056407545,0.009790030707735793
600,32194840.919618513,28685517.232634954,22773248.041299682,19.21994772833325,0.0,0.0,0.0,0.0,0.0,0.0,208184857.38623106,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448393.4689612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.739566212886,47177764.2134127,13047235.262280283,5092450.441735652,237222929.94739118,6.494406081516653,0.009790030878742535
700,32194840.325871747,28685535.081015415,22773230.95992401,19.21994905935607,0.0,0.0,0.0,0.0,0.0,0.0,208184858.0445668,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.4770627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.66761908707,47177756.13053996,13047235.26099936,5092450.533472812,237222928.82819194,6.494406088328891,0.009790031020798944
800,32194835.002024487,28685592.325016495,22773203.824277226,19.219948100116802,0.0,0.0,0.0,0.0,0.0,0.0,208184855.68378317,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.2969036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.827779538444,47177761.79875125,13047235.21987666,5092450.614488823,237222928.92596257,6.494406108197655,0.009790031151734161
900,32194833.575303126,28685615.31541962,22773195.966801707,19.21994813595389,0.0,0.0,0.0,0.0,0.0,0.0,208184855.91209063,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.0692797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.732803903296,47177756.65600985,13047236.091570303,5092450.497161739,237222928.19781095,6.49440615850441,0.009790030555086274
