milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
1000,32194833.743551336,28685614.469109003,22773191.123554476,19.219948263890565,0.0,0.0,0.0,0.0,0.0,0.0,208184856.31071696,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.056098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.858157768022,47177760.32243834,13047236.40799073,5092450.5339370705,237222928.57951117,6.4944060264968755,0.009790030979769472
1100,32194828.605739787,28685655.173360016,22773183.27797023,19.219948589459737,0.0,0.0,0.0,0.0,0.0,0.0,208184857.70092577,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.4708405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.900534198212,47177763.3191211,13047236.162283625,5092450.541835311,237222927.6036396,6.494406163913098,0.00979003099094962
1200,32194831.917740364,28685676.79807093,22773172.194622245,19.21994911971365,0.0,0.0,0.0,0.0,0.0,0.0,208184853.1497189,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448393.7190146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.776728624362,47177760.21878309,13047236.967852255,5092450.458652408,237222927.7455905,6.494406103876356,0.009790030979589831
1300,32194841.71418823,28685680.48004944,22773154.480832085,19.219949042738705,0.0,0.0,0.0,0.0,0.0,0.0,208184854.8956036,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448381.7399316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.67396206911,47177758.87067769,13047237.62817948,5092450.43797145,237222926.80318478,6.494406122246832,0.009790030975539914
1400,32194844.283798702,28685678.61693408,22773156.560271055,19.219949147947602,0.0,0.0,0.0,0.0,0.0,0.0,208184852.1062261,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.6596265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.781416332347,47177764.67800174,13047237.97028897,5092450.538637258,237222926.6543938,6.494406053408876,0.009790030990319564
1500,32194853.547637463,28685675.93304839,22773148.54393589,19.219949320738024,0.0,0.0,0.0,0.0,0.0,0.0,208184858.8039207,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.325346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.6722695508,47177754.78726985,13047237.68930836,5092450.388861501,237222926.8495283,6.494406041115184,0.009790030986159238
1600,32194861.211767893,28685685.4513673,22773139.34550528,19.21994918053431,0.0,0.0,0.0,0.0,0.0,0.0,208184849.0034405,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.8862414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.881787378004,47177759.783484474,13047238.370236203,5092450.449619259,237222926.01654297,6.49440608493316,0.00979003097741714
1700,32194866.16334658,28685717.56453162,22773134.893838573,19.219948704123194,0.0,0.0,0.0,0.0,0.0,0.0,208184849.67462996,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.6523643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.743956070846,47177755.9909263,13047238.209759856,5092450.477378772,237222925.52827886,6.494406069189272,0.00979003097674871
1800,32194873.255787667,28685715.75205177,22773139.13952076,19.219949347388933,0.0,0.0,0.0,0.0,0.0,0.0,208184859.7306884,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.335512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.701568473467,47177764.71882742,13047238.522248374,5092450.457675657,237222925.76745206,6.494406142469953,0.009790030979994988
1900,32194873.47171472,28685693.322515998,22773144.565515213,19.21994891712916,0.0,0.0,0.0,0.0,0.0,0.0,208184850.26912734,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.06967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.863510217145,47177758.62920425,13047239.51770378,5092450.41092402,237222925.0801262,6.494406060553935,0.009790030993507252
2000,32194875.41570516,28685711.95788124,22773129.59069762,19.21994884910592,0.0,0.0,0.0,0.0,0.0,0.0,208184851.3346708,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.995437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.745719122724,47177766.43813007,13047239.064412622,5092450.54385518,237222925.37986928,6.494406022885854,0.009790030982430304
2100,32194878.90961104,28685718.044038832,22773139.748424493,19.219948379501233,0.0,0.0,0.0,0.0,0.0,0.0,208184853.88061908,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448392.0920687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.671747917915,47177759.5112571,13047239.61298583,5092450.574813356,237222924.27371088,6.494406016506184,0.00979003097697534
2200,32194890.250082273,28685699.310562417,22773140.780656572,19.219949259621803,0.0,0.0,0.0,0.0,0.0,0.0,208184859.5802198,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.977677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.780690689184,47177761.132386565,13047240.265983613,5092450.622239198,237222924.75593185,6.494406102503909,0.009790030993253688
2300,32194895.103790585,28685719.439769313,22773127.22109516,19.219948450789417,0.0,0.0,0.0,0.0,0.0,0.0,208184847.28649202,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.5073047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.867381943126,47177767.07254805,13047240.67921836,5092450.42187387,237222924.00360253,6.494406129806534,0.009790030993619157
2400,32194893.342124492,28685695.45894655,22773134.894218612,19.219948685337428,0.0,0.0,0.0,0.0,0.0,0.0,208184850.28829914,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448392.315744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.661780607586,47177763.28745484,13047240.56346634,5092450.513926353,237222923.98170727,6.494406116471715,0.009790030984454225
2500,32194896.871355228,28685719.65220777,22773130.50518665,19.219948279671733,0.0,0.0,0.0,0.0,0.0,0.0,208184849.28643593,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.5869346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.859573551026,47177761.84071634,13047241.293346303,5092450.562393263,237222923.47844508,6.494406147173859,0.009790030995018786
2600,32194899.551173635,28685700.398958012,22773133.396786764,19.219948604902637,0.0,0.0,0.0,0.0,0.0,0.0,208184847.1796275,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448383.6434455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.805333493874,47177767.1910057,13047241.453822969,5092450.490771227,237222923.15058118,6.494406007804903,0.00979003098340208
2700,32194901.779140815,28685713.509299174,22773125.250872783,19.219948197552462,0.0,0.0,0.0,0.0,0.0,0.0,208184849.73731706,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.1124077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.878011573875,47177759.4245005,13047241.712806828,5092450.501865413,237222922.99949187,6.494406055611081,0.009790030977645876
2800,32194905.895633623,28685701.318687588,22773128.79963535,19.219948615733642,0.0,0.0,0.0,0.0,0.0,0.0,208184852.69996554,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.9643636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.687168125383,47177755.601632394,13047241.66638315,5092450.602846657,237222922.74015263,6.494406160708261,0.009790030979753304
2900,32194904.394533377,28685713.560159314,22773122.041811176,19.219948138766064,0.0,0.0,0.0,0.0,0.0,0.0,208184857.3507574,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448383.264398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.909178321035,47177756.15290371,13047242.174253553,5092450.498556687,237222922.41772273,6.494406095273567,0.009790030994077369
3000,32194907.029835496,28685709.977438264,22773123.95091413,19.21994847104166,0.0,0.0,0.0,0.0,0.0,0.0,208184848.25647536,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.181913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.909483062049,47177756.470303945,13047242.877727568,5092450.387227564,237222921.50286224,6.494406010346567,0.009790030995115512
3100,32194909.412004735,28685688.38013821,22773128.446040858,19.219948888880715,0.0,0.0,0.0,0.0,0.0,0.0,208184854.3727417,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.8039794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.852647584461,47177761.17886648,13047243.029932668,5092450.402182226,237222921.9112375,6.494406160689883,0.009790030983089637
3200,32194908.517186664,28685708.51568105,22773133.785033092,19.219948284630927,0.0,0.0,0.0,0.0,0.0,0.0,208184847.5035114,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.6402984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.695204560845,47177763.27516521,13047242.749667138,5092450.502689424,237222921.65435028,6.494406092456236,0.009790030994149528
3300,32194916.0154261,28685709.82690412,22773122.96993933,19.219948115791244,0.0,0.0,0.0,0.0,0.0,0.0,208184849.98528954,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.540427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.741645167787,47177764.116726875,13047243.232921144,5092450.442596093,237222921.28598577,6.4944060444622735,0.009790030992142838
