milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
0,32195097.93815495,28684895.350269835,22773500.994754657,19.21989938638938,0.0,0.0,0.0,0.0,0.0,0.0,208184374.0514974,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506447905.2574296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14811.1287411996,47178239.28618227,13047241.988718135,5092441.218656668,237222931.314747,6.494400083277656,0.009790030993028666
100,32195013.423384123,28685046.126793727,22773434.826524388,19.21994846610516,0.0,0.0,0.0,0.0,0.0,0.0,208184857.9230639,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448381.3109856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.718717961983,47177756.15116464,13047233.5818842,5092450.470050777,237222931.17619795,6.494405933130245,0.00979003075725802
200,32194949.76277992,28685176.14875989,22773379.931677647,19.219950047756907,0.0,0.0,0.0,0.0,0.0,0.0,208184851.77795658,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448392.215133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.72235032793,47177765.33432209,13047233.468736196,5092450.59140183,237222930.4644925,6.494406172595371,0.009790031439347702
300,32194913.780898884,28685299.359155048,22773330.366001222,19.219948036078552,0.0,0.0,0.0,0.0,0.0,0.0,208184858.26327294,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.421577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.841989858578,47177765.891774304,13047233.456416309,5092450.564877785,237222930.63959515,6.4944060218422575,0.009790030879325402
400,32194883.513825692,28685363.831275344,22773299.507874947,19.219948344148573,0.0,0.0,0.0,0.0,0.0,0.0,208184855.66396254,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.688245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.88695113325,47177761.3098838,13047234.535890633,5092450.630267758,237222930.43052265,6.494406027717325,0.009790030689799369
500,32194859.92999081,28685429.94962914,22773273.042639602,19.219948450311158,0.0,0.0,0.0,0.0,0.0,0.0,208184852.89005706,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.810168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.668939297375,47177755.45987155,13047234.44404967,5092450.6295151105,237222930.17242473,6.494406120310002,0.009790030819583573
600,32194839.960587606,28685503.758265134,22773254.459752083,19.219947740090348,0.0,0.0,0.0,0.0,0.0,0.0,208184852.5206832,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448381.3796983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.850360207976,47177761.9097554,13047234.824817667,5092450.386270421,237222929.13626763,6.494406034389003,0.009790030766418554
700,32194837.587883905,28685556.450376116,22773230.888211884,19.21994869884023,0.0,0.0,0.0,0.0,0.0,0.0,208184849.735779,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.2652583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.715754461562,47177765.47987681,13047235.117204301,5092450.604857379,237222929.0272137,6.494406020656117,0.009790030982145231
800,32194827.064694032,28685583.557974286,22773206.384994984,19.219948677059257,0.0,0.0,0.0,0.0,0.0,0.0,208184857.48718116,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.4103384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.66566732087,47177763.468659475,13047235.733375387,5092450.604567188,237222929.12995583,6.494406087093803,0.009790030981719128
900,32194831.202340864,28685604.05995674,22773191.210728332,19.219949209295798,0.0,0.0,0.0,0.0,0.0,0.0,208184857.8661862,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448383.508154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.820222501203,47177762.58929295,13047236.111339258,5092450.496525163,237222928.8542182,6.494406127299388,0.009790030985759958
