milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
2000,32194876.877292138,28685695.46019848,22773134.414646346,19.219948483642696,0.0,0.0,0.0,0.0,0.0,0.0,208184850.4999621,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448393.606132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.719526647661,47177767.024734996,13047239.765770499,5092450.451843854,237222925.02703503,6.494406093533264,0.009790030984421992
2100,32194882.069003373,28685699.914217517,22773126.6617024,19.21994930930466,0.0,0.0,0.0,0.0,0.0,0.0,208184856.5499787,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.6830616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.850896623755,47177758.517162755,13047239.554000948,5092450.542672506,237222924.30377012,6.494406155698742,0.009790030979442407
2200,32194891.597610887,28685696.984888308,22773139.393305648,19.219949064896912,0.0,0.0,0.0,0.0,0.0,0.0,208184858.65931928,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448383.2743554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.66815312428,47177756.070806466,13047240.346676635,5092450.469144166,237222924.47631562,6.494406128889117,0.009790030983760205
2300,32194886.714159627,28685723.924014054,22773139.58346905,19.21994901699034,0.0,0.0,0.0,0.0,0.0,0.0,208184855.87720978,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.0699234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.89378198462,47177766.20698073,13047240.819300229,5092450.481945544,237222923.84814474,6.494406058959686,0.00979003098139474
2400,32194898.481301684,28685714.21780974,22773128.184657674,19.21994923171163,0.0,0.0,0.0,0.0,0.0,0.0,208184849.4064069,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.2414637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.768570019869,47177767.81225701,13047241.089652618,5092450.417778865,237222923.72251925,6.494405998242033,0.00979003098629754
2500,32194898.752046507,28685698.29561078,22773127.71570489,19.219948054660073,0.0,0.0,0.0,0.0,0.0,0.0,208184850.55274543,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.9857907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.730226119078,47177756.05990276,13047241.004875412,5092450.413048514,237222923.1795092,6.494406164816867,0.009790030987526068
2600,32194904.549243297,28685713.361072943,22773126.873992674,19.219948605844152,0.0,0.0,0.0,0.0,0.0,0.0,208184849.18925884,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448393.6259794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.685660286936,47177763.493063726,13047241.29231622,5092450.550436729,237222923.11314762,6.494406082115562,0.009790030982158948
2700,32194906.260095824,28685707.168614183,22773123.632774126,19.219948566232677,0.0,0.0,0.0,0.0,0.0,0.0,208184858.67775387,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.201992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.868329872888,47177766.15888488,13047241.360631516,5092450.477044705,237222922.47024575,6.494406134297069,0.009790030985020055
2800,32194907.55843306,28685715.931325916,22773136.173365425,19.219948722667404,0.0,0.0,0.0,0.0,0.0,0.0,208184854.88597727,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.8294935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.903226287837,47177763.82131886,13047242.281308549,5092450.414668204,237222922.8798767,6.4944060274223245,0.00979003098795181
2900,32194906.574299842,28685690.43849196,22773122.003779214,19.219948773244262,0.0,0.0,0.0,0.0,0.0,0.0,208184849.6000088,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.254231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.733055111501,47177762.44617368,13047242.317539698,5092450.6299939845,237222922.62476793,6.494406071966144,0.009790030992638967
3000,32194909.32054429,28685693.401793357,22773132.851952847,19.219949289517128,0.0,0.0,0.0,0.0,0.0,0.0,208184849.03272,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.380465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.831620204262,47177760.605774574,13047242.105600458,5092450.43936414,237222921.62031534,6.494406152208568,0.009790030988669247
3100,32194912.260411464,28685686.27929302,22773129.554505233,19.219949288241175,0.0,0.0,0.0,0.0,0.0,0.0,208184852.52331463,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.893931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.877018329364,47177758.90340105,13047242.769761281,5092450.584612738,237222921.4777229,6.4944060753281185,0.009790030985695352
3200,32194911.52642919,28685705.060077634,22773129.95377193,19.219949250587764,0.0,0.0,0.0,0.0,0.0,0.0,208184847.74792233,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448393.8645496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.65912829327,47177756.48339717,13047243.406884797,5092450.515587632,237222920.9550402,6.494406065097423,0.00979003097854278
3300,32194915.85888736,28685712.146244753,22773133.04208511,19.219948603968053,0.0,0.0,0.0,0.0,0.0,0.0,208184849.69630215,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.1390786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.718791966694,47177766.09433774,13047243.395470265,5092450.546060915,237222921.4188617,6.494406053558734,0.009790030992674116
