milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
0,32195095.11889765,28684893.387200244,22773490.00317358,19.21990010613106,0.0,0.0,0.0,0.0,0.0,0.0,208184375.94340196,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506447904.162138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14810.927998907262,47178236.905000016,13047242.447161863,5092441.21929359,237222931.56608012,6.494400032460322,0.009790030984414711
100,32195015.301077828,28685056.327047396,22773426.728290148,19.21994869626113,0.0,0.0,0.0,0.0,0.0,0.0,208184851.79762205,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.6399484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.901391683787,47177761.632861204,13047233.17051061,5092450.577508591,237222931.12787634,6.494405893204252,0.009790030752417342
200,32194950.802079532,28685204.21972508,22773374.200682335,19.21994933403665,0.0,0.0,0.0,0.0,0.0,0.0,208184856.4841531,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448394.42495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.797078406944,47177763.03041712,13047233.816990761,5092450.448712246,237222930.61697677,6.494406057724927,0.009790031447876423
300,32194913.702791877,28685285.73129898,22773330.175712366,19.219948523212782,0.0,0.0,0.0,0.0,0.0,0.0,208184855.44640067,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.8326564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.793580075619,47177758.35288673,13047234.101077335,5092450.461067021,237222930.56753704,6.4944060634368,0.009790030863805931
400,32194878.173040535,28685377.90089507,22773301.03456976,19.219947372791324,0.0,0.0,0.0,0.0,0.0,0.0,208184852.2966115,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448394.209197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.667610035878,47177765.79431759,13047234.139199972,5092450.606513887,237222929.99888632,6.494406178662642,0.009790030693313736
500,32194860.515919365,28685439.96238721,22773267.140418388,19.219948603074975,0.0,0.0,0.0,0.0,0.0,0.0,208184847.12105486,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.527718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.720500832509,47177766.15537413,13047234.324097661,5092450.467390608,237222929.7177345,6.494406159249674,0.009790030821115564
600,32194847.041859537,28685511.414504122,22773251.010266464,19.219947601859054,0.0,0.0,0.0,0.0,0.0,0.0,208184857.75108674,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.1024275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.777867525365,47177755.75943748,13047234.933534611,5092450.62122715,237222929.0607007,6.494406109325122,0.009790030759949704
700,32194834.097987637,28685561.682628334,22773220.213360302,19.219949315792995,0.0,0.0,0.0,0.0,0.0,0.0,208184859.1810531,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448381.834484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.67896020891,47177761.30366473,13047234.967787618,5092450.6027227,237222929.6122657,6.494406088173275,0.009790030977518405
800,32194828.11552889,28685569.634974074,22773211.29561994,19.21994825648871,0.0,0.0,0.0,0.0,0.0,0.0,208184854.41233495,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448381.403622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.789309732092,47177755.31486148,13047235.88529732,5092450.555475507,237222928.96768576,6.494406162474137,0.00979003097978784
900,32194830.802244857,28685598.52048988,22773197.86444698,19.21994867025114,0.0,0.0,0.0,0.0,0.0,0.0,208184855.39288104,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.191387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.872989367106,47177756.16867387,13047235.798846826,5092450.407027646,237222928.68316138,6.494406045930918,0.009790030975640858
1000,32194827.629173413,28685628.200368293,22773185.184551634,19.219948526968555,0.0,0.0,0.0,0.0,0.0,0.0,208184849.4663206,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.906898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.914566919993,47177760.84923827,13047236.217753008,5092450.469376715,237222927.91137537,6.4944060039440235,0.009790030990711778
1100,32194835.16036821,28685635.287727702,22773173.424638774,19.21994815497325,0.0,0.0,0.0,0.0,0.0,0.0,208184851.33328104,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.8871007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317675,0.0,0.0,14801.712446560401,47177764.90840621,13047236.248053504,5092450.576044367,237222927.46781963,6.494406166623283,0.00979003098374717
1200,32194837.52151171,28685650.309691016,22773169.736210756,19.21994806706571,0.0,0.0,0.0,0.0,0.0,0.0,208184853.31751826,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448392.369026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.776760253244,47177758.412703805,13047236.71875024,5092450.403144692,237222927.10831213,6.494406053281715,0.009790030980792255
1300,32194841.32109205,28685692.035761602,22773163.177429542,19.21994807923022,0.0,0.0,0.0,0.0,0.0,0.0,208184857.6426666,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448383.8542337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.1491317665,0.0,0.0,14801.710448852875,47177759.61118326,13047237.582461637,5092450.545675155,237222926.91377804,6.494406108591101,0.009790030977910692
1400,32194843.645271182,28685692.528283183,22773151.058271986,19.21994879980859,0.0,0.0,0.0,0.0,0.0,0.0,208184847.55144382,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.9245377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.89175381606,47177755.11898098,13047237.960159376,5092450.494500654,237222926.70362413,6.4944060204920735,0.009790030991243787
1500,32194855.118948683,28685678.52321437,22773153.00485929,19.219948120676694,0.0,0.0,0.0,0.0,0.0,0.0,208184849.13072196,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.925005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.883884660552,47177759.22581077,13047237.98746135,5092450.469245662,237222926.8396539,6.49440610484377,0.009790030978956293
1600,32194858.527904153,28685701.73540569,22773137.726711746,19.21994902399234,0.0,0.0,0.0,0.0,0.0,0.0,208184854.0407144,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448382.454081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.744490870577,47177765.088910624,13047238.27869863,5092450.534642519,237222925.96712717,6.494406158367598,0.009790030984049616
1700,32194860.62465938,28685696.08379494,22773139.90042455,19.219948660607272,0.0,0.0,0.0,0.0,0.0,0.0,208184857.27059677,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.7632227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.72827860931,47177766.11239846,13047238.423065966,5092450.417129898,237222926.33008316,6.494406073353887,0.009790030981139584
1800,32194871.51131222,28685705.36016166,22773145.344275374,19.219948613328697,0.0,0.0,0.0,0.0,0.0,0.0,208184856.9582945,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.899715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.809598429467,47177762.83923166,13047238.388691034,5092450.579309567,237222925.47863108,6.494406140905377,0.009790030989529498
1900,32194876.317276668,28685716.006748684,22773129.83195316,19.219948319609692,0.0,0.0,0.0,0.0,0.0,0.0,208184857.98344585,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.9873457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.89992187556,47177761.895590976,13047239.143076217,5092450.584824563,237222925.26152796,6.494406164921919,0.009790030989023708
