milliseconds,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime,P4_prime
0,0.010168354807530736,0.0989401306511356,0.10463161278190869,0.09892446860875882,0.9872437956291971,1.0009385302293201,0.12298703338004999,0.09829870545162128
100,0.009801464557440971,0.09906766648304578,0.13231212858895194,0.09922116350393208,0.9670921564099724,1.0538182496906785,0.13232925915374844,0.09409586052252161
200,0.009689220885733115,0.09738991184569974,0.16811306735446424,0.0941022223237227,0.9522742509423991,1.090951752745056,0.13331944148251632,0.09053126131762657
300,0.009464307533885944,0.09418672974553939,0.18932614134788073,0.09489507808473065,0.9333709833483684,1.1315787532627926,0.20757227036491027,0.09027705431419682
400,0.009196627516948126,0.09274431883490748,0.22209282956652993,0.09001639922949492,0.924071601692212,1.1611111445009838,0.2135731777495562,0.08769630064065456
500,0.00871624797553177,0.09299272512362163,0.24421856117831267,0.088595090087313,0.9174432877223735,1.1880427875518533,0.22723584411069478,0.0807139803416154
600,0.008504003443990845,0.08827068533898005,0.2605222559893293,0.08870247378899825,0.903240773706467,1.2060929378532539,0.2823097150676071,0.0786984560803716
700,0.008320116543230999,0.08939535525912677,0.2804100284815378,0.08531875929981411,0.8978444434036157,1.263882921041356,0.3086357796370617,0.07851679774480907
800,0.008336821200522895,0.08809971263305563,0.3049436429845525,0.08202391177311597,0.8660574382364543,1.2912397505789475,0.3364228111030644,0.07459887780704706
900,0.008187613734367502,0.0857345734767832,0.3141426066041164,0.08241205956480492,0.8689062648783248,1.2911656008209256,0.3512850828983015,0.07084786158788312
1000,0.007790940590489401,0.08497461032454327,0.3219129026534287,0.08055318497540728,0.8208660861185272,1.3368013501542,0.399934758470589,0.06962830482838071
1100,0.0076984609114896995,0.08046100482243773,0.3431931313990786,0.07654754202217331,0.8120567721843533,1.3565102690007949,0.4586458251832564,0.0678517276174924
1200,0.0074364402117023136,0.0802252904367653,0.3434593828269857,0.0769144094789168,0.8135650786640757,1.3894822462996446,0.4450737492871685,0.06416891553564479
1300,0.007381512222211123,0.07919548944108307,0.3541228768117315,0.07302081650125114,0.7827548714148316,1.3859353931433989,0.5090679515554419,0.06028206126013047
1400,0.007216284100501274,0.07792524017449934,0.37328647738646126,0.07352694729980634,0.7876426944724162,1.4276621543574348,0.5411645968122686,0.05982966607893558
1500,0.007193615010318438,0.07824124342966751,0.38405344053962365,0.07030916833555848,0.7491837728133734,1.4512386356278961,0.5600049382021818,0.055732985342222256
1600,0.006975059395889955,0.07351181935115104,0.3889042871456658,0.07060416770003622,0.7537299872449211,1.446037166227546,0.5551473387643002,0.05534861622316118
1700,0.006518963265417831,0.07424595241813797,0.3942801787277657,0.0679964952415836,0.7464952948709997,1.4656568309897309,0.5820412195922825,0.053079965182934584
1800,0.006454309014108127,0.07265312641328835,0.4163465889284926,0.06728766638066108,0.7412047364730909,1.4988282094334406,0.6100166327353826,0.04944848361716309
1900,0.006323981147122085,0.07013928181682134,0.42225522872033283,0.06288551681681735,0.7044261882720172,1.498688672971923,0.6603779192427633,0.04891771964234761
2000,0.006241336994143616,0.06947720821958665,0.42338739424365535,0.06408231129973468,0.6874947498170887,1.530521738911757,0.6495871200492128,0.04734236893032693
2100,0.006221178824355545,0.0694576081695449,0.42619549227713016,0.05964985561908172,0.7026997479126847,1.5480736587916246,0.7123431518903186,0.0479550202271607
2200,0.005875296389983597,0.06748208229237557,0.4280744315667794,0.06139356785453433,0.665292102833116,1.5558116298546314,0.7326929863658781,0.042623244805350596
