miliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
0,6.237785534362858e-11,-0.00013657750988644272,7.185141405906632e-15,-1.4297375489644355e-11,-2.81421627789386e-13,-1.6804038603275948e-10,1.4862441621139202e-10,-1.31796427599807e-12,-1.9556178825176127e-11,3.6580388614559506e-11,-7.484069177852846e-10,7.048881190796049e-11,-5.533492208276306e-12,-5.443336813586484e-11,-2.250314522922152e-12,-2.732241005970463e-10,-2.951953252831418e-10,2.919310108725476e-06,1.1569576569207688e-11,-5.573743396953043e-08,-1.3417890292097828e-11,4.21629262596101e-08,-2.0184467469277836e-11,-7.674034444251326e-13,2.820916560714145e-11,1.5420649500312212e-11,-2.3393727947146416e-10,1.2029208532309684e-13,1.566061925817357e-14,-4.2178649740751273e-13,-1.0361201157324433e-14,6.024148183686803e-14,-2.62846333759318e-15,7.062272801760012e-05,4.945011161530128e-10,-5.785503523533866e-11,3.632294200194037e-08,1.313172693877155e-10,6.653163038830817e-08,-1.3819110077067825e-08,-1.5658284727143786e-10,1.3460617788289877e-08,3.1542579307569066e-09,-6.808752758189402e-08,3.4297899240455833e-09,-9.415509866959986e-11,-2.0766918021518414e-07,-5.370611991470055e-10,2.1557086488589268e-07,1.8063303477256657e-07,6.322702861224734e-07,1.2457898888176283e-10,-8.912098273024055e-11,1.193130791470871e-08,-1.962861140996187e-12,1.1088437751182598e-08,-2.0118401485556583e-09,-3.7910846992532736e-11,-1.6724910876943186e-09,1.0025642031860234e-09,5.0328983309857687e-08,2.2028827170305974e-10,-1.3735346805339126e-10,-7.290301664066893e-07,4.6421584302861526e-10,1.4336348007612354e-07,6.250217641450843e-07
100,1.4711507122851103e-10,5.2811659020749875e-06,5.726252828677195e-14,9.483709495043975e-11,3.442151414206506e-12,7.648412225863581e-10,2.8297529671255268e-12,-1.0041937677647122e-11,8.131914488530664e-11,5.816177194224162e-12,2.0796431680708125e-09,1.4708855461811703e-10,2.1685317232842526e-12,-3.0506597770320253e-10,7.954820629541292e-12,-2.4590309548712818e-11,-3.097251557132063e-10,2.177688697440377e-06,5.736463387009798e-10,5.2556021916860286e-08,2.7032693673344996e-10,-7.082878340110137e-09,7.471143894793795e-12,-3.760826380304227e-12,2.827156633211645e-11,5.663232219524164e-11,5.716028521026125e-10,3.2525510433672554e-11,2.586031877715479e-15,8.503223452483467e-15,5.910846856606799e-15,2.265701108520339e-13,-8.225357658797215e-16,6.988673366736262e-05,5.038902492787155e-10,1.081886116400587e-10,5.122014409822119e-08,2.3939878405368776e-12,4.820137952748079e-08,1.1759817574784447e-08,1.1196004263974022e-10,-1.2817355695788445e-08,7.850523451887174e-09,-6.622547477377157e-08,7.74058810522469e-09,-1.5330472769508806e-10,1.518501463112554e-07,9.590594104199706e-10,1.0681801839020137e-07,-6.120119571458378e-08,-1.2880912188926384e-06,-1.764985350276507e-10,7.650724458708846e-11,-1.2496592707025915e-08,6.004684160853834e-11,-7.129494325492197e-09,1.7986355815162523e-09,-6.92839055945145e-11,2.2140551000857644e-09,7.489973929759437e-10,-2.2954485340179707e-07,2.9372208509659e-10,4.4489118705081846e-10,-2.885215681377647e-07,-2.4819125263461914e-10,-2.5406802031375357e-07,-1.1445454859206101e-07
200,9.856404632159612e-11,-6.077856580128565e-05,4.573616904283025e-14,-3.1342777199885503e-10,2.7739530509515013e-12,1.0019268795396697e-09,2.1686373933718325e-10,-7.2601816874553755e-12,2.526522063983283e-10,5.13993359001755e-11,-6.680904537478715e-11,-2.041606301786979e-11,-2.9059059187064696e-12,6.319779224686668e-10,8.776872949548747e-13,1.0752977575295524e-10,-4.4713847363224776e-10,-4.785395204160405e-07,4.562886884498429e-10,4.280302489814755e-08,2.2927685373687596e-10,4.471527560333276e-08,3.9183665582034054e-11,-2.597215197313176e-12,8.8055742654633e-11,4.742418184668334e-11,4.988227899365091e-10,1.4866348261298033e-11,1.9413758224633657e-15,3.1287709010712765e-13,6.5839596464752155e-15,-2.4074016798235174e-13,-1.5800697606332767e-15,7.012634614905183e-05,-4.5197254882326354e-10,-1.9615184612277558e-10,2.6399171256216682e-08,1.19123012266167e-10,5.700609782948569e-08,1.6705021547015058e-08,2.7675182395540746e-11,5.966616595211488e-09,9.13696401076634e-09,-3.993083949545902e-09,-6.759605127518678e-10,1.0604067520300663e-09,2.2425692676207156e-07,-1.9829714217251554e-10,1.366609326907467e-07,3.1523682174204704e-07,1.1454409584976594e-06,-2.2618884281244766e-11,-2.5210359883213205e-12,-1.6950465868788755e-09,-4.0009727107538905e-11,-4.294810364126601e-09,1.8736778781550172e-09,-5.756647675996448e-12,-7.00188120684982e-10,9.169191472101108e-10,-5.423481348678573e-07,8.472586172168345e-10,-4.125448908846892e-10,3.997896572891825e-07,2.2964126526449694e-10,-2.5771100720240127e-07,3.8121950975042835e-07
300,-1.4448727655011496e-10,-0.00022843389943079642,2.2384629199130563e-14,4.389990469757784e-10,1.8947468474907747e-12,2.209211868419681e-10,-6.971308660797533e-11,-4.997706844202511e-12,2.8241459983163703e-10,2.0917298864367746e-11,1.868305569779079e-11,4.785006478422121e-12,-6.9854047800644166e-12,3.982502421284347e-10,-1.0054776444233339e-11,-2.8640434112456606e-11,-4.5791606952120917e-10,3.443865418815569e-06,3.225426746162524e-10,-1.1508989665200617e-08,1.2339530704431948e-10,9.151670543960094e-08,1.1648984691984541e-11,-9.001234312581375e-13,8.380116152735897e-11,7.405354007295147e-12,5.280322411234868e-10,-7.821693010687926e-12,8.136379724460399e-15,7.487175731346637e-14,-1.447939858388959e-14,-1.222620042877303e-13,-2.1145091817683933e-15,6.99258479225916e-05,5.406007929901369e-10,-2.931452282935984e-11,-3.204584335751828e-08,1.0186273951276538e-10,-1.768369055780429e-08,1.7616257714088475e-08,1.3337987719269582e-10,5.968167725909329e-09,7.575985857117993e-09,6.47930047492301e-08,6.428237617682152e-09,1.1006922318506798e-09,3.960256387520703e-07,5.18900276903671e-10,-3.866698268971473e-08,-3.430675127321703e-07,3.0646748231475653e-06,-4.8344988373063906e-11,5.903719945301162e-11,7.66287559982941e-09,8.204195026206513e-12,-1.1205653102259796e-08,4.6029394815430977e-10,-4.112265571234669e-11,3.1820060768803435e-09,7.832158311135352e-10,-5.979561775567177e-07,1.577352891717443e-09,4.812119830672338e-11,2.0098075821884686e-07,-4.6537152175673684e-11,-3.338324428673472e-07,1.749475914127534e-07
400,-5.981415105255502e-11,0.00022974823407440604,2.0903586646748556e-14,1.0447832103353198e-09,7.076951491303197e-13,1.0550985752315222e-09,1.9731459445423648e-10,-1.0038753291939302e-12,2.9101056350583026e-11,7.474278832849307e-11,8.499405706080356e-10,-1.90268956027512e-11,-1.0140982102883804e-11,-4.474130528844306e-10,7.516897608633067e-14,2.3822164953769267e-10,4.992999286567521e-10,-1.533978785934692e-06,1.9201496517094727e-10,-2.1182491754549256e-08,1.019956845766939e-10,-7.766629696169388e-09,6.028141214612184e-11,-2.8071785826513043e-13,1.1445943619840825e-11,-2.079794371898925e-11,1.0921497721500079e-10,4.9545259868295544e-11,-1.0192357393327644e-14,6.545501695401414e-13,-1.099324805119322e-14,-4.3479843749245527e-14,-6.155203109795805e-16,7.014292822533987e-05,-4.193209267626329e-10,-2.0698586325436814e-10,-3.274109220849487e-08,-8.847673132170524e-11,3.0592127081818704e-09,-5.844665534892779e-09,1.0494078112650783e-10,9.989199465827804e-09,2.50114548840932e-09,-3.579614629262836e-08,9.724903736907122e-09,8.494146462342521e-10,3.6408926189005597e-07,9.9030580984441e-10,9.261856176013206e-08,1.585688591248361e-07,3.895665067955146e-06,-4.458110243497382e-11,-5.673064101643997e-13,4.962309923732806e-09,6.236967084730407e-11,7.642751552907539e-09,1.6393024000060366e-09,-1.3222641634470871e-12,-9.866342948672215e-10,-5.863683358809191e-10,-1.414461907854603e-07,-1.133666134416775e-09,3.229824113849997e-10,-1.775689597502473e-07,-2.113910263534021e-10,3.956464762436669e-07,-9.261326697053373e-08
500,1.3580238666843217e-10,0.00021315306775101722,1.4593138620924088e-14,-1.8775891187312866e-10,1.3416258089574567e-12,-1.9389939365421035e-10,3.10316309109685e-11,-3.2984170542634055e-12,1.255558651972412e-10,2.1895917421671795e-11,1.7807447809612405e-09,-6.17649352500569e-11,-7.72240272446947e-12,3.7599828370712224e-10,-8.603996934360218e-12,8.124998603976864e-11,2.3448639703377176e-10,-7.398153656625964e-07,1.2482253431312037e-10,5.07587290542306e-08,1.0859674415700948e-10,6.096704700013005e-08,2.099906277065766e-11,-4.79454108192013e-13,-8.037369881897788e-12,1.5666558359741155e-11,4.4001405930788465e-10,1.8345832976053016e-11,-1.8309547283017462e-14,-6.016884167257426e-14,-7.147829213474936e-15,-3.8374959721029736e-13,-5.131665825873621e-16,6.960495835692319e-05,2.5181721471129873e-10,-6.539535210529545e-11,-4.559968845924232e-08,3.390374851287512e-12,-9.639194188701744e-09,1.8181684978452008e-09,1.2385209286137097e-10,-7.038351455120165e-09,8.07613663196528e-09,-1.4010910915508437e-08,7.077149988844756e-09,7.896632999651229e-10,-1.234870830846923e-07,1.111813795763102e-09,1.8159426606099253e-07,3.0614318056633497e-07,4.3200613153782204e-07,-9.074867818543068e-11,-4.1058084850690227e-11,2.996133374919627e-09,1.632041276790157e-11,4.214841258685182e-09,1.486010941405803e-09,-3.902694221681223e-11,3.179661382508295e-09,-2.3713150706479384e-10,4.056059856420974e-07,1.0008530765023474e-09,4.5597299267593575e-11,8.454200469777872e-08,-3.9433703359491584e-10,-3.79358507180986e-08,3.347375544849442e-07
600,6.948156189802905e-11,-8.515733198092395e-05,2.949696665398187e-14,9.956280823978586e-10,1.0648314831991585e-12,-9.059944973842761e-11,1.9851237634070825e-10,-1.8644687483956413e-12,1.204048765562403e-10,8.168298444824442e-12,5.599976375021431e-10,-5.3705570280352444e-11,-9.054438131879528e-12,-1.7873750598138507e-10,-5.746463315853214e-12,1.4783733148234654e-10,-4.3343200560883425e-10,-6.118348748239446e-07,1.3599222058607238e-10,3.868172418992929e-08,8.050516902942881e-11,5.983774660500705e-08,1.6331006594685232e-12,5.4901397791614616e-14,8.481219563590597e-11,3.7200949670636885e-11,3.1763519050889747e-10,6.777352820663466e-12,-9.289669621526014e-16,-6.231072668401814e-13,-4.9527823809042385e-15,5.898127260759216e-14,8.407619500977745e-16,6.922593398444407e-05,-5.095923521945822e-10,-4.94950874574385e-11,6.855420389668066e-08,1.8071883552396609e-10,-4.0759657758983365e-08,3.1598933261277646e-09,-3.9153913647310833e-11,2.1760876206416178e-08,-3.558825315450242e-09,1.9570594587640355e-07,1.5524546490167695e-09,1.7324656902690584e-09,-3.1410978173233653e-07,1.8612874219497275e-09,-1.019380575975585e-08,-1.0280554489932597e-07,3.0731449863246455e-06,-6.035905499433566e-11,6.843049104762021e-11,1.0783609791830363e-08,1.5763102340041012e-12,1.136862375004371e-08,2.8067770173166208e-11,1.3539971458250644e-11,2.36260705707239e-09,1.3213410587977046e-09,-3.184896316199072e-07,7.412483561287569e-10,5.498464379706388e-10,-7.959424514616863e-07,1.4013930437939311e-10,5.04720583046358e-07,6.806485450019573e-07
700,1.5313987729170643e-10,-6.575092665250293e-05,2.1040733842137736e-14,-2.6257854249346756e-11,1.042642056474145e-12,1.362622731376801e-10,6.289130906510939e-11,1.846301993797564e-12,-1.0096196663685958e-10,1.2190054389053671e-11,-4.081402933387895e-11,7.843202060628517e-11,9.093288148385192e-12,-5.209662153893716e-10,4.560355049836971e-12,1.2528720714025864e-10,-3.911298394031014e-10,-1.9099597547793934e-06,2.0766600911919723e-10,1.1342243019704625e-09,1.0777082398066952e-10,6.907153333616807e-08,7.303294858817961e-11,-9.102531882513162e-14,1.9123121623000826e-11,3.017213288284612e-11,3.802691671779133e-11,-1.3941916136331946e-11,-7.298726897683603e-15,-7.358480134327575e-14,1.2394410598471334e-14,-1.414573458422341e-13,-5.103950847099295e-16,7.022114192492746e-05,-4.5024450568668026e-10,3.573691685196497e-11,3.303918176988716e-08,9.63084499081622e-11,-4.0252048129120694e-08,1.2769456193206409e-09,-3.346464513656996e-11,5.260646630714498e-09,3.979249590916792e-09,4.890407006574964e-08,-3.4032430842384503e-09,2.052971346934987e-09,2.1544475535807324e-07,2.1169607919182328e-09,3.848173495468517e-08,1.5839789201242816e-07,7.876925159086258e-07,-9.09348802384902e-11,9.125678640318898e-11,-3.6254756488209446e-10,-7.689771229416183e-11,4.2404922649606764e-09,2.184434125750342e-09,-1.7106946022177282e-11,2.4814266706580065e-09,1.5349228789293488e-09,4.587583805246731e-07,2.119460160626603e-09,-2.358594189114704e-10,-4.2526551123289136e-07,5.035281198098556e-10,5.25014526613154e-08,-2.8031505885543057e-07
800,-1.7859011120749647e-10,0.0002893407786574145,2.2509501113851834e-14,3.6677266985800547e-10,1.2211286272630457e-12,4.863276356106399e-10,1.851364124649949e-10,2.1245488605690636e-12,4.0248996306301664e-11,6.182042128117838e-11,2.4636822848627723e-10,4.787571532355172e-11,5.487897847717969e-12,-4.4350238698250123e-10,9.891109054052122e-12,4.948168628310584e-11,3.18694282357325e-10,1.9356085614801675e-06,2.801784947144335e-10,4.053765820958778e-08,1.0217000445650101e-10,4.6459509217782374e-08,-1.4219787936775763e-11,9.988262916634484e-13,-2.6691811644025275e-11,7.130140936900239e-12,5.03893305665639e-10,1.5176370206791086e-11,1.563411352440202e-16,3.4886066755580966e-13,8.942761014708361e-15,-2.1797517329145247e-13,-1.1156425171254667e-15,7.043846562600227e-05,-6.543245852845858e-10,1.531016025106661e-10,-3.832817650932668e-08,1.4861583250075904e-10,6.54389950901734e-08,1.9383791496782898e-08,9.98252860467772e-11,1.6422920015600718e-08,8.459001091231262e-09,1.7008076563314002e-07,1.086460237429361e-08,7.679361733104996e-10,-2.868733310804067e-07,1.8482344941347461e-09,1.302230201761231e-07,-5.811637393994099e-09,-2.06848375614848e-07,-1.0207403514694571e-10,-3.9205517552945214e-11,1.922408131056329e-08,-5.932215462039981e-12,1.994648006133229e-08,1.4149928936435876e-10,-5.102154680813601e-11,4.450381637014674e-10,3.219250685321009e-10,-7.0726631944939e-08,4.710520531529796e-10,-7.975601144676288e-11,-5.143588847858237e-07,6.135341398682823e-10,1.9757093576125034e-07,2.9060854504938297e-07
900,-1.8371414664301912e-10,-6.138294283931658e-05,3.0343913404103063e-14,1.1247614693280376e-09,9.079125650870101e-13,1.2313227034297248e-09,1.1021994814419718e-10,1.7155239134950211e-12,-1.4627380780879118e-11,1.2155741174006693e-11,7.000117798547987e-10,-2.97899532518168e-11,6.507802692619817e-12,-3.6544130847882155e-10,7.499468927357303e-12,2.4959204821852577e-10,5.629846136636937e-10,1.931289458404452e-06,2.5316828727220866e-10,3.10282620521602e-08,8.996164487584093e-11,1.1090758794645216e-08,3.964310215347776e-12,8.745792094826078e-13,5.7039938769478394e-11,-6.163065417803184e-12,3.2103487734828664e-11,-8.722941511995201e-12,-2.5933913161961252e-15,6.919797597638795e-14,-6.008921211925617e-15,1.4493178285731415e-13,-7.824487544669504e-16,6.977449376804333e-05,-8.998993697592933e-11,-2.6584456326084935e-10,-4.163492857954577e-08,5.897724943853092e-11,-9.216490543908901e-09,1.4069758992344892e-08,1.2215937532164722e-10,6.764960341099232e-09,-2.379851829440462e-09,1.915531237460591e-07,1.2815136532344841e-08,1.5968407303923169e-09,4.873368447647576e-07,2.3169253514886624e-09,9.312933163576183e-08,1.568525700788834e-07,2.0231729973169874e-06,1.2050658085214414e-10,-9.814055029241331e-11,-8.158006837787845e-09,-4.171412143914427e-12,6.391711992384396e-09,2.193869850828431e-09,4.0234406632733615e-11,5.103104829309552e-10,1.7229625832869138e-09,2.63224232981631e-07,1.0311162196247354e-09,1.3489019701148658e-10,1.6010086819263799e-07,-3.413790446482942e-11,-6.831860606867025e-08,4.843821851419509e-07
