milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
0,-1.2190524818100881e-11,-2.0464928916146348e-05,6.482744403836647e-15,-1.5668569090331396e-10,1.3826767736523188e-13,5.457810082098081e-10,-1.517251176160075e-10,1.9140504796735444e-12,1.128258843154344e-10,3.44463759777517e-11,-9.150941000225264e-10,-7.277632941115555e-12,5.733254561478956e-12,2.1463209220993702e-10,-6.417266245554748e-12,1.2678093215441143e-10,-1.9424160658888733e-10,1.5672297403986843e-06,-1.9468853314367235e-13,-5.4295678955271676e-08,-2.2761460300835766e-11,2.185985786185806e-08,-4.5428229744772147e-11,2.0780947457961135e-13,5.757980379893247e-11,3.1235230248844065e-11,8.738008015229254e-12,2.7682591855355665e-11,-6.652331363370444e-15,2.3752270820692336e-13,5.835045632251235e-15,2.7162285972187655e-13,-9.13368900676327e-16,6.934081358239493e-05,5.321689763012206e-10,1.6469454619372097e-10,-4.7085532662514806e-08,1.1745159222736208e-10,-5.7846014505207393e-08,-2.9155702323800378e-09,3.4225265461153076e-11,5.8489976002140405e-09,7.795840703176512e-09,4.816801501690885e-08,-5.455839698935366e-09,-1.8883104288558926e-10,4.857074330363812e-07,-2.1882586686157903e-10,1.8278762992996919e-07,2.8417698369719166e-07,1.618523377520699e-06,6.043322954119753e-11,3.005430443536136e-12,1.2823864796557482e-08,1.549459394704387e-11,-1.0505754151300255e-08,-1.8668418300573553e-09,6.710295072786069e-11,-2.2869890952830355e-09,9.903288204853153e-10,-2.6099531743268696e-07,1.1606972733693099e-09,-2.534499686920531e-12,3.686434752264158e-07,-4.962327933070451e-10,-4.256725966381393e-07,7.015450010537702e-07
100,1.3243880054355658e-10,-7.306045780552836e-05,5.191166873054574e-14,-3.303105817733365e-10,3.4553213810668446e-12,8.088646905947264e-10,2.54988143962105e-10,-9.986793363922125e-12,2.6316649528647015e-10,1.65980292285278e-10,1.4202920399936541e-09,7.34109480236892e-11,1.1649624938354819e-11,-3.169830304211032e-10,3.033277271486169e-12,3.432755829920717e-10,-3.717467135959661e-10,-2.1861852414315756e-06,5.525830559679672e-10,6.184825826227825e-08,2.593435942201067e-10,4.5526198399451014e-08,1.0095272037671518e-11,-2.7310572401633522e-12,6.987221131410348e-11,2.7140374356713127e-11,1.334156074960995e-10,5.5784832204471355e-11,1.5844036450706916e-14,-2.267047431010497e-13,2.1517034581556713e-14,4.0953495126726776e-13,2.0770463962547212e-16,6.976430153076655e-05,-2.1527709963189849e-10,9.01156066490659e-11,-6.381971959090564e-08,9.136495715867287e-12,-1.066823035659295e-09,-3.840405809325911e-10,-1.0100030540176263e-11,-2.348126804537413e-09,-6.927217713878873e-09,3.0203740708273697e-09,4.180187666063704e-09,1.0115452293853353e-09,-2.879232198225241e-07,-3.2331450608635543e-10,-7.022680178331683e-08,2.954110378434066e-07,9.955030305316638e-07,-1.4491815920369923e-10,1.9794183769856678e-11,-1.4152717121401257e-08,-3.08404441898617e-11,-5.035136094641283e-09,2.3664381618831735e-09,-3.480235314430871e-13,-2.3072109476493767e-09,6.513498176026972e-10,3.120214235699317e-07,1.3452362118267805e-09,-3.039630519713799e-10,-7.133586994169469e-07,7.122767257502362e-10,2.608161831053762e-07,-5.957905493039153e-07
200,3.7554192034474114e-11,-0.0001662172071984018,4.364346022294648e-14,7.494407485920333e-10,2.449798824714664e-12,7.855503626429492e-10,4.981026897783492e-11,-5.029982704239878e-12,2.7876353295456746e-11,1.0459442572977339e-10,1.37979443170716e-09,1.6138962908238053e-10,-5.487818906961858e-12,-9.568618218775866e-11,1.0737019261562081e-12,9.258325513794325e-11,-4.4090153373261037e-10,2.3714240267437186e-06,3.9203734996700377e-10,-2.451535374954958e-08,1.7912446609342176e-10,8.324561573291575e-08,2.7848936679384762e-11,-2.6371327942990127e-12,-1.3846123476320996e-12,5.200225682785652e-11,3.4399687082947063e-10,4.3380323883842396e-11,8.827378262816897e-15,-6.739253265195805e-13,2.5700321375736596e-15,2.0289103477219987e-13,-5.838303336724949e-16,6.978155768469722e-05,-3.0157426063077875e-10,-9.022201382181549e-11,4.000249095582257e-09,-1.1168972568977854e-10,3.403454562474296e-08,1.4036589818011946e-08,5.134254901035194e-11,1.0403021376408342e-08,-2.439349984676149e-09,-6.142868419334695e-08,2.3892025592125904e-09,6.875289412142629e-10,-1.9956003610082156e-07,5.958778727444164e-10,1.3917411864811838e-07,1.4266999614070065e-07,2.480470979564543e-06,-2.850484525450992e-11,3.5098978386940736e-11,1.1808995421837466e-08,6.765982304610518e-11,-1.1949323235044632e-08,-1.7592960856961123e-09,-1.4284131812051044e-11,7.986840849615856e-11,5.071045303064747e-10,6.05708955644765e-07,-1.2715351456396282e-10,-2.1846110615856974e-10,-4.385529561613273e-07,5.341486462281086e-10,2.0040235474655997e-07,5.059151425250664e-07
300,-4.474650885835543e-11,-0.00011870486186715237,2.76572279450742e-14,3.005251982678451e-10,1.5300819914921895e-12,9.661688787936987e-10,-3.881139080842519e-11,-5.260184040643067e-12,-2.5420789680707487e-11,1.0936267375214934e-10,8.1264841694026e-10,-4.2809390257389586e-11,-3.3360655849794028e-12,6.030733315706927e-10,-1.1671510284003027e-12,1.7595064257126155e-10,3.7382330707193295e-10,3.116192588397093e-06,3.236024328963397e-10,5.440664029673767e-08,1.3518750047628042e-10,8.484830339763812e-08,3.077805809625965e-11,-1.404049570006509e-12,3.243368306828617e-11,-2.803736615256976e-12,1.8625073434662732e-10,5.069230180897948e-11,-6.625847490136788e-15,-2.8538434279963004e-13,-2.045906481415042e-14,-3.419618971617252e-13,1.2757244722355041e-15,7.035044604170741e-05,1.2867722545040177e-10,1.7503313243711265e-10,-4.609185064671246e-08,-2.6865120948561006e-11,1.810922131646904e-08,-1.164907061425449e-08,-5.3637768268342456e-11,9.183645868758625e-09,7.653587668863039e-10,9.640345982043282e-08,8.739346713409059e-09,2.53112774177192e-10,-2.2155933523050774e-07,3.5359536891705085e-10,2.374331919183254e-07,3.3777786721482896e-08,-1.2436578611685494e-06,8.267382250946588e-11,3.082592502913097e-11,-8.946855525497592e-09,-3.764038962823319e-11,1.1136394080934231e-08,-1.1960526895276933e-09,1.9684024101640348e-11,1.716608509353755e-09,-8.069827331677719e-10,-2.732790114616382e-07,1.8052085011997526e-09,3.5644146163721284e-10,-3.7505660915722123e-07,-1.2607022652756835e-10,2.74133619522143e-07,-5.770559073640331e-07
400,2.282984713489272e-11,-0.00026991530489163957,2.4569032854220682e-14,8.031208717318134e-10,1.368887490658288e-12,7.569344873269393e-10,2.417268492498316e-10,-1.7946589133743747e-12,1.3265419684989636e-10,-4.5733483487846963e-11,9.054869015802793e-10,-5.076153607917741e-11,-8.661727015886496e-12,6.968785130702742e-11,-1.408479642836746e-11,-2.2661564101151986e-10,4.729633111612036e-10,7.588618318884204e-07,1.1154245607185731e-10,5.2822965977471344e-08,8.715503943563867e-11,7.99335979958034e-08,4.896150870984119e-11,-7.42206667815558e-13,1.0939666310099222e-11,4.478071220989032e-11,-9.55734360701655e-11,2.422331301182166e-11,-5.759683982810406e-15,-5.476552458007091e-13,-1.6554635063771144e-14,-1.7165218607651247e-13,2.620562141985599e-15,6.975673018586182e-05,1.4941004919491997e-10,1.0823091921364585e-10,7.768198097574102e-09,2.073224056262633e-10,-3.635317262488829e-08,8.670359084215784e-09,1.3650784173560905e-10,4.153882052979053e-09,-4.566451685101833e-09,4.024005270646663e-08,6.377904645063057e-09,6.934890514501935e-10,3.23561956530171e-07,8.067233298493832e-10,-1.441987073884091e-07,2.189343622009013e-07,3.270920102969922e-06,1.3959854744204918e-10,5.653431546844035e-11,-5.1531710606809265e-09,8.035552538827459e-12,-1.4446910727368763e-08,-8.813558521633186e-10,-1.8994611158131067e-11,-9.112047318323336e-10,-5.316555795098754e-10,3.87911748581103e-08,-7.75338324518791e-10,4.233809961355904e-10,-4.3157377343611124e-07,6.989903624332129e-11,1.6209257721164568e-07,4.4750686392510786e-07
500,-1.1516139011863485e-10,0.0001336536655500541,1.2712463688754952e-14,1.0306528158314393e-09,1.3691403083695642e-12,1.2785805496894575e-09,1.777861843021182e-10,-2.4934857253309066e-12,2.6603846629522278e-11,9.386250474204697e-11,1.1719724836702195e-09,-3.561990691008628e-11,-8.661848640471324e-12,3.545527878230486e-10,-2.822734318401576e-12,-8.398026988583584e-11,4.915839449228522e-10,-9.785576493374425e-07,1.4463218180003087e-10,-1.6079910191983412e-08,9.857254542246583e-11,3.2881238735577326e-08,5.3312955811305124e-11,1.1517893896283924e-13,5.7604963076790914e-11,-1.4856826689955625e-11,1.6654973447348774e-10,4.8769877345533986e-12,1.2272480242190568e-15,1.0641777796777557e-13,-2.2778513273160293e-14,-5.542381160729451e-14,-1.1552568111671587e-15,6.915691518547536e-05,1.4470216805302586e-10,1.1155879225149606e-10,-6.5247337857796734e-09,3.1765858835912225e-11,-4.325323574469765e-08,-4.878189413675186e-09,-1.8313689212268527e-10,6.067590470142706e-09,-2.863733594882698e-09,1.1064416699958709e-07,-3.0668460755999855e-09,1.141192903900161e-09,-2.682071613977704e-07,4.155563477936156e-10,4.7687004129506014e-08,-5.041000588197382e-09,-5.866593971917647e-07,1.9534736162391555e-10,9.476300993935759e-11,4.318865930424382e-09,-2.2089887526088247e-11,-1.0831200802489179e-08,5.50706487756683e-10,-6.684836248966381e-11,-1.667473787194672e-09,-7.342997095559119e-10,5.766876290856633e-07,-5.248150115923973e-11,5.299599980983954e-10,5.069330157615387e-07,-1.3453937587498585e-10,4.689433786710079e-07,6.086975365200796e-07
600,-1.5832236888013428e-10,-0.0002418231821256942,2.8584008712764606e-14,8.881165376876095e-10,8.398010090679958e-13,6.917954092951041e-10,1.9258831521671764e-10,-1.135166065248949e-12,-6.110932915976897e-11,7.315058583581354e-11,2.2663873982530786e-10,5.138194305399247e-11,-1.0501800345990151e-11,-1.5110417650035722e-10,3.830720925766824e-12,-4.159147839078973e-11,-1.014227756362662e-10,2.340710533168482e-06,1.9246279026134735e-10,2.3651997449102445e-08,8.103463549629024e-11,9.702359833564573e-08,3.855049217755916e-11,-5.35553240105585e-14,7.724056035568471e-11,3.891743671006306e-12,3.342801139307784e-10,4.609217973978087e-11,-1.2020826759339403e-14,-8.085631599736834e-15,-1.294907856676593e-14,-2.072491845591602e-13,1.1715617606049095e-15,6.910855903901017e-05,1.8228273513471952e-10,-8.757767657788992e-11,1.586088701685861e-08,2.2340406031530008e-11,2.0774305427890475e-08,-8.156145169631166e-09,-1.069179185136253e-10,1.913988177019832e-08,-4.931502861521583e-09,1.874580457976533e-07,2.0834200477545205e-09,1.9327480707500173e-09,-1.7854802171500382e-08,9.891552689022376e-10,1.9568451252906202e-07,-3.4517218107378947e-07,1.5764150998213883e-07,2.196178570946963e-11,2.0518618070682445e-12,-1.2146105607967606e-08,-5.261375750001387e-11,1.1580355381359512e-08,-5.3582486080118114e-11,2.1985211506825757e-11,3.5021391378824217e-09,-7.512984227656724e-10,-1.26812944426612e-07,7.257346586483296e-12,7.175053669961881e-10,-9.571227200282345e-07,5.333584760258566e-10,-1.550636778457975e-07,6.806672583274331e-07
700,1.3097938090607026e-11,-1.236843677448938e-05,3.242746144554127e-14,1.1492407477691004e-09,1.4032239629512095e-12,9.612266074873899e-10,-3.8988071812726824e-11,-1.830131017893696e-12,-9.87853275426958e-13,-7.037765290096534e-11,1.4440077126024037e-09,1.1950031080104086e-10,-5.322043294490262e-12,-1.1219127737607252e-10,-5.495033312744357e-12,-1.2992292637173812e-10,1.8552849075858136e-11,1.5814850817814673e-06,1.7299034599887885e-10,-9.382452695799644e-09,8.500560334849034e-11,7.356509758291171e-08,1.474542458690707e-11,8.34372690539625e-13,-3.095636605564222e-11,3.505445754104289e-11,-9.504330220063591e-11,1.199416715294277e-11,8.212080959778737e-15,1.6661202290677906e-13,-5.4696687434711606e-15,-3.1812345299230076e-13,2.659954775766598e-15,6.91975471796532e-05,-5.479872593642312e-10,-2.567244913700607e-10,6.547448992298415e-08,1.8061376027500778e-10,3.7587517692839394e-08,4.850886276275731e-09,9.152009984781061e-11,-2.4764591491040634e-09,7.180526261379613e-09,4.4605670335950317e-08,2.0063881997739406e-09,1.7485045316752664e-09,-1.3630860047992636e-07,9.359879465620227e-10,-6.5987719618446715e-09,7.39152077501455e-08,-1.2947835964537001e-07,-7.397354627186121e-11,-6.774719575648271e-11,-2.1880403567660197e-09,9.671628720268216e-12,-7.539037705679026e-10,2.9515027917052984e-09,-4.220540597842175e-11,1.6552997368330048e-09,-2.1879602720889782e-10,5.390415622636327e-07,5.597643577293774e-10,4.933572606008295e-10,-7.991317058853089e-07,6.776205166791716e-10,4.496093418903403e-07,5.840139222762624e-07
800,1.1408937156338422e-10,5.802255131125151e-05,2.902862001537426e-14,9.662351566246642e-10,8.939772099596764e-13,1.305900287658231e-09,1.6400381482927574e-11,-1.8422060000372225e-13,2.340086813998003e-10,1.1575442398178422e-10,1.063573342582855e-09,8.611875739520511e-11,9.877853956441617e-12,2.0505465448312284e-10,1.6671898660037208e-12,8.534667329320395e-11,4.626394867422956e-11,-3.1750231809362657e-06,2.630321618623425e-10,5.334490388912546e-08,1.311789898875906e-10,3.1162746154273344e-08,1.4378891052661946e-11,1.1010377283997622e-12,5.128583445307227e-11,-3.6080258055733333e-12,1.673150539372899e-11,3.294808743958985e-11,1.6332882705787904e-14,-3.959061422880759e-14,2.1048267494161892e-14,-9.284599896440893e-14,1.4981584710074514e-16,6.886909842645176e-05,-4.5324551183261505e-10,1.1526137542935441e-10,5.25332744931317e-08,1.6860604106035697e-10,5.088199430008344e-08,2.1617285446091377e-08,1.4087146204529445e-10,1.9991591328220284e-08,5.276067661697116e-09,1.9436122765177013e-07,1.759207325749882e-09,2.157723825753632e-09,-8.347501518636752e-08,1.774844499000272e-09,-1.64124080710736e-08,2.4426007284714824e-07,1.5445489995141346e-06,-1.610820683793649e-11,5.8052046796653125e-11,1.729369734880063e-08,1.8639024694417296e-11,2.0999370598663105e-08,3.0898938417701534e-09,3.929191206749196e-11,-4.0929996992500666e-10,2.2163871016609397e-09,1.6083860453167667e-07,7.167598861193465e-10,4.742338427533229e-10,1.1223643908023463e-06,2.748475499252177e-10,-3.123274537607857e-07,2.1812275358235337e-07
900,7.691891960804449e-12,-0.00012017940417546691,3.0833505092884395e-14,1.301723003040307e-09,1.644105016342709e-12,1.2173885083274704e-09,-3.023449250267965e-11,4.4453820782008e-12,-6.795489083966233e-11,-2.3866406355665575e-11,1.3391162580848412e-09,-5.055506582386675e-11,1.0270342953827597e-11,-3.832153128232107e-10,5.922400935575463e-12,-2.2048628591770646e-10,2.832334219660022e-10,-4.1355438498193136e-06,2.156298325014817e-10,1.0961923124795401e-07,1.5204674270641087e-10,6.464722173802943e-08,-2.3758990307713013e-11,1.2826017676191167e-13,8.180299772336165e-11,1.1974387665816231e-11,-1.466093306386566e-10,-1.7909438781118638e-11,1.9280295844135037e-14,3.0001053054948077e-13,4.655962994274836e-16,3.77245450865488e-13,1.8558795394734813e-15,6.960171169858798e-05,-2.0378112216301792e-11,4.1171843276538017e-11,3.3207093242969555e-08,-1.998204645401879e-10,7.628772450746372e-08,1.0073557194245052e-08,-1.1621827496780535e-11,2.5519436530695912e-08,1.283415271112702e-08,1.8269946814403805e-07,7.1027227183350126e-09,2.341226540173733e-09,2.7998716419623635e-07,1.3054892113368144e-09,-2.131418604516577e-09,3.671344075610035e-07,7.882404165601162e-07,1.8562448366695792e-11,-1.1436445332464876e-10,2.065837750859714e-08,1.4451481374318266e-11,-3.737590084664585e-09,1.1049794717599078e-09,-2.9969515088018e-11,6.836500810758453e-10,1.5141722440774518e-09,-1.6804828633607314e-07,-3.413438268508358e-10,-4.538950094939684e-11,9.342181923215051e-07,5.971049548415805e-10,4.0238759757993626e-07,-4.65976518398433e-07
