miliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66
1000,-1.393152201293334e-12,0.0002961415576095737,2.5138455662034054e-14,8.931313386137816e-10,1.015802221821059e-12,8.322406453714259e-10,1.7396313800754694e-10,3.235267386936913e-12,-8.86638936488238e-11,7.821219147509198e-11,6.893890651157255e-10,-4.6476527217041985e-12,5.254194556334385e-12,5.290494861238039e-10,9.399621404791378e-13,-1.029296611267669e-10,-4.480739554961499e-11,-3.042122633497324e-06,2.9336438668460874e-10,8.822054777958134e-09,1.5524315011133944e-10,4.4573915030578864e-08,1.9948744280833542e-11,9.36106989575008e-13,1.5415464759266398e-12,-6.988342904189372e-13,-1.409128153670995e-10,2.7574383652907146e-11,1.3236979243873356e-14,9.924787782553191e-13,1.9071154396590052e-14,1.5451394993888244e-13,2.6689567465592704e-15,6.985152411754093e-05,-2.677428223412477e-10,1.2974949999271061e-10,7.26077902815442e-08,-1.323461189980864e-10,5.1085694615337275e-08,2.5101913754943258e-08,-1.661248504562266e-10,-6.476556259266063e-09,-2.127760991555961e-09,2.3634203398447826e-07,7.015537595550916e-09,2.4214712629363933e-09,-6.19977733421836e-08,1.2765222120535846e-09,-1.60670680470677e-07,-1.2605369353225454e-07,-1.0808759275090485e-06,-1.4783729150733044e-10,-7.39384422028084e-11,1.1826815646164341e-08,-1.980341151721722e-12,1.5946260699390773e-08,3.0633019608764707e-09,-2.3264133656656803e-11,9.750186764398797e-10,2.0105802154217526e-11,6.527440557067452e-07,1.6178582112035638e-09,7.237353049581182e-10,5.05218367607407e-07,3.5712321048740215e-10,-1.645753204407719e-08,1.9832064281289142e-07
1100,-6.874949608302225e-11,-0.0001469502405172233,3.012697181531706e-14,4.872758424167881e-10,1.5904640638035312e-12,5.244175407021098e-10,3.606120685417834e-12,5.036471924825241e-12,1.907571034592956e-10,7.014949415361702e-11,5.11205399245474e-10,6.731347227361394e-12,1.5025807781202387e-11,-2.7467755670754707e-10,1.282385209983448e-11,8.77239577272931e-11,5.689605001959829e-10,2.6299910070186774e-06,2.3554487970726556e-10,4.935484564429364e-08,1.5267902133153656e-10,6.624813339260526e-08,-2.440005159416692e-11,1.999283098742435e-12,4.612436840454894e-11,5.791748580485481e-12,-1.5868755364435364e-10,3.725296002508182e-11,1.5995892959969615e-14,-3.8557335888891725e-13,2.5070731480440808e-14,-1.532427772225758e-14,1.7600728565176446e-15,7.017241680283017e-05,-4.882165069113845e-10,1.6681682040243425e-11,7.961633696380834e-08,1.5696215490169695e-10,8.254426215112565e-08,1.522579115014836e-08,-1.5770743700852712e-10,1.1920413260782543e-08,-4.714231074638614e-10,3.140852311604249e-07,1.4922597411896764e-09,1.4216015701473632e-09,1.2296001449784794e-07,1.5853507788176147e-09,-1.4500495278697445e-07,-2.1766230247862477e-07,1.6802915602643125e-06,-1.2101021317279122e-10,3.043355684578842e-11,1.2719984294033338e-08,4.862882760910766e-11,2.2710361891498053e-08,4.509141852131612e-09,-4.9830231376311436e-11,4.6853047047161916e-09,4.3785319727846533e-10,5.636671727922826e-07,4.665602029490811e-10,1.0728778262328454e-10,1.027689834039063e-06,6.752215134714497e-10,1.815385615322804e-08,7.9456519338643e-07
1200,-1.2100686110724101e-10,0.00018898344020698763,2.1819505212554345e-14,4.005961541052854e-10,1.5613138196737076e-12,3.1713959823108644e-10,9.428329089243336e-11,3.4279857981038902e-12,1.9096467043554042e-10,-2.0685091416582934e-11,8.932202612732184e-10,-3.803716153839719e-11,1.8811763147542462e-11,-1.450170281809298e-10,1.5423207125395534e-11,2.255741317099918e-11,5.477240789007185e-10,2.393144058124162e-06,2.506581339064107e-10,6.67230839997123e-08,1.0035504603336539e-10,9.304213081379335e-08,-1.680048506770562e-11,1.2291140838525367e-12,4.258148881922547e-11,6.067327432271476e-12,9.911599553807544e-11,3.471366759394018e-11,2.0274967819683383e-14,1.0399267304948448e-12,1.655199392592385e-14,2.5171014080078414e-13,-1.248922937053208e-15,6.96438432328343e-05,6.090929185461947e-11,-3.813099525545425e-12,5.595738190255431e-08,1.0242421395589582e-10,-3.398052298451509e-08,-3.387190660319728e-09,6.343556961255884e-11,2.830312271079451e-08,9.405870284527825e-09,2.1172797239192474e-07,1.4163627535867404e-08,2.3653175119390393e-09,4.851245021039357e-07,1.438621937487721e-09,2.65787157408664e-07,-1.347101048093043e-07,-1.5893631536675334e-06,-1.7526792397953764e-10,3.544136599876159e-11,7.077995415606382e-09,1.3780123026021183e-11,4.608277291978942e-09,4.6941923594605985e-09,6.296000391186102e-11,2.2245176775136718e-09,1.6066726036372924e-09,6.793866893782631e-07,7.456437961703192e-10,1.076832205450548e-10,1.1521762203170026e-06,9.836806743549135e-10,-2.492593264910814e-07,-3.7674657085218225e-07
1300,-9.421311395540233e-11,0.00011260099432347791,3.7729469410291664e-14,1.0660613425593079e-09,1.8631950277243835e-12,5.476278369281254e-10,8.962438392355022e-11,5.2320392210991725e-12,1.0976965824502483e-10,4.9293146922362456e-12,2.8696960859565077e-10,7.514541993537526e-11,1.8912333958910807e-11,-1.4769239283280257e-10,1.4058427850513676e-11,1.2666409589368014e-10,4.851700587908316e-10,-2.0024372351705126e-06,3.028527389541542e-10,1.2971155893354932e-07,1.3689404081030205e-10,1.3854646529421003e-07,1.0306969600924066e-11,3.1652441388207767e-12,-2.3376590980195097e-11,-3.024109818513012e-11,2.407829792569591e-10,-2.0991818439501577e-11,1.966774011068878e-14,2.893521661107423e-13,2.8374561613748904e-14,2.217613664474738e-13,-1.5420267579936113e-15,6.989948718895037e-05,4.15277547767807e-11,-9.037316718279874e-11,-3.2196444869804345e-08,-6.458606401125269e-12,4.06892222003806e-09,2.5437885645991635e-08,2.7665222677983982e-11,1.480004090720531e-09,1.3927156245882203e-08,3.296421838642506e-07,1.458202238051741e-08,2.0728552364028307e-09,1.784402479212045e-07,1.8136590095377504e-09,-1.893895916981902e-08,-2.1058730407201488e-08,1.2327561134192866e-07,1.2303122731195592e-10,5.27413196281909e-11,4.024318517488011e-09,5.0831272862812934e-11,-2.7023967972612504e-09,4.951384119040281e-09,4.708216880419804e-11,4.527898795455009e-09,2.268607851208617e-09,4.856957932228281e-07,1.8002053752159075e-09,8.103389935425887e-10,9.079036677436967e-07,4.875662921392702e-10,-1.4720923675737757e-07,-4.350312461803947e-07
1400,-1.0749837747220226e-10,0.00026812265411137854,2.6574162592556225e-14,1.118979067812214e-09,1.9234094471917726e-12,9.49838484013906e-10,1.2920622097439842e-10,9.563349987018784e-12,-6.184419855757303e-11,-8.395267135203776e-11,8.900238294110008e-10,-2.5595848629588068e-11,2.2752748408111778e-11,6.311901796848419e-10,1.4642302549517925e-11,1.1130133824395074e-10,-2.8874944092189305e-10,-3.0068257279774205e-06,3.197534136710233e-10,3.164207542654897e-08,1.4875191878117964e-10,3.1261720431736375e-08,3.600008375079282e-11,1.9312555676627123e-12,3.763213988074423e-11,3.042077685105813e-11,2.841259870069655e-10,-7.327603998011967e-12,2.060361890565695e-14,-2.5363715188760994e-13,2.5333781589736366e-14,3.2260869009655056e-13,1.3660316976750848e-16,6.960377004818504e-05,-2.41443141543796e-10,-2.8120151383952603e-10,4.50174898783622e-08,-2.293775044037376e-10,1.0159789281549718e-07,1.986734633698653e-08,-7.880614112385878e-12,5.149630916696806e-10,8.433409087576741e-09,2.975405858123837e-07,2.0795651979558446e-09,2.86904351600677e-09,6.635464336604854e-07,1.7345781188227445e-09,6.332112159580676e-08,-3.6340113095297155e-08,1.4633842298070607e-06,1.129664326935331e-10,-8.395677627608377e-11,-1.2730255522804426e-10,2.2163098394169268e-11,8.874917926147843e-09,3.373909948639174e-10,4.599032383581164e-11,1.766489952466979e-10,3.099569128441417e-09,-1.6325016791820524e-07,2.036376230370474e-09,3.8265795398555634e-10,6.583527435511935e-07,5.023135470233067e-10,-2.9513172958162824e-07,-1.071882452934771e-08
1500,-1.699706563418094e-10,0.00027457114062740706,4.045160213761561e-14,4.201450384141876e-10,1.412025023285432e-12,5.919494773079041e-10,1.5330698383477463e-10,9.3065372680291e-12,1.0014695494084107e-10,-8.268527098886606e-11,1.370668418038488e-09,9.150701074346984e-11,1.6482157459961704e-11,9.049942151037023e-10,1.3929525099635431e-11,2.4552235586286916e-10,-2.4707287595298557e-10,-3.188671654046271e-06,2.924015539948881e-10,7.766740104307243e-08,1.5573220238732397e-10,2.914346608534865e-08,2.1558878281269354e-11,3.87639216233976e-12,4.441002115747549e-11,9.626260622833296e-12,7.194086930934071e-11,2.7607615625568562e-11,4.3239989434525074e-14,4.5220545601122036e-13,4.167925340339067e-14,2.347402716461686e-13,2.0407176762651027e-15,6.902009658051584e-05,-8.798375084917387e-10,-3.2535534165950027e-10,1.1173879761286815e-08,-1.1572226588728195e-10,-6.945969092643734e-09,2.398418970740728e-08,4.398097196841452e-12,2.2478850842228494e-08,8.19956210631318e-09,3.5896384576862835e-07,1.5751790309710308e-08,2.3384872192693322e-09,2.965412175095162e-07,2.5455484198850096e-09,2.260778548925125e-07,-2.1957632447530612e-07,3.4111604252332872e-06,-2.1121952676410878e-10,-7.21588648571758e-11,2.152609252382655e-08,1.6827440849087645e-11,7.444212592513978e-09,1.2286267058335892e-09,-8.21667009270823e-12,4.5799387453277686e-09,1.8367926408385901e-09,2.687050612543697e-07,1.5162357775945457e-09,2.827520784935535e-10,1.091993241436481e-06,1.3034129678136429e-09,-1.6710345508930607e-07,-1.429741841089575e-07
1600,-2.4288380433129906e-10,0.00023761043336608425,2.8874587628566296e-14,1.1847814805079897e-09,2.0389573522698184e-12,4.2487779319475026e-10,1.1767151564159617e-10,9.457730124621235e-12,-3.1732164559336304e-11,2.7021901255002612e-11,7.061639818298268e-10,6.358207002210108e-11,2.2529743161271962e-11,5.498257773583926e-10,2.046198085348865e-11,1.8791627981048303e-10,-2.1764164970184194e-10,-4.257541369166032e-06,2.59216519146536e-10,9.551215943659364e-08,1.173454084391578e-10,9.591496126147472e-08,1.1809805048487673e-11,2.972796064602065e-12,-6.308367601616734e-12,-1.7763767350296797e-11,-6.190838200276002e-11,-2.4663391806247545e-11,3.634684781760055e-14,1.1141326936587871e-12,3.8413570442221266e-14,1.3594800082868684e-13,-1.2046293603799327e-15,6.926781370174249e-05,-7.084622852990992e-10,-4.7410434637054454e-11,9.413017812932085e-08,-1.6472315102945993e-10,1.0241053552485741e-07,2.1160717678313198e-08,9.888238878706439e-11,2.1064250171101545e-08,8.844095276236129e-09,3.04484889433932e-07,6.976213159678095e-09,1.951657998836801e-09,3.6378222933502517e-07,2.8116499935917068e-09,1.54841775474449e-08,-3.0863073835959064e-07,-8.534902169333158e-07,-2.6859042802406534e-10,-1.1318493247804976e-10,2.0694936358326188e-08,-4.199715781493937e-11,8.147554198488157e-09,5.114190395813125e-09,5.791616289516941e-11,2.7193032799974453e-09,3.222932569684288e-09,4.94062554330609e-07,2.3293493849484816e-09,9.95375650751218e-10,-6.286575127989255e-07,8.968898702675306e-10,1.331446123681771e-07,-6.210516187313657e-07
1700,-1.1637550679210536e-10,-8.642142319398018e-05,4.153741138191964e-14,8.266872969354804e-10,2.2972519819793058e-12,1.2464004828765034e-09,1.632230316793973e-10,1.1272222665828998e-11,2.6568368371301017e-11,4.760885264001255e-11,3.0612673172908486e-10,-5.746801031811043e-12,2.4850880950323363e-11,3.2994966991424966e-10,2.7813009738867644e-11,4.704970501202038e-10,5.302917903644147e-10,-2.424919960644499e-06,3.1784597044722986e-10,6.147570167614073e-08,1.7919962086879178e-10,7.175137505593597e-08,4.9659872331445355e-11,4.786209981996437e-12,4.135338783089339e-11,-3.256024847378276e-11,-2.2814224076135084e-10,-2.4970847425480914e-11,5.382199561554234e-14,1.2549131494948674e-12,3.3439119074224e-14,-3.0417056439286533e-14,-1.2806485873403946e-15,6.901668807825139e-05,-2.3772193161052044e-10,3.2884205742309644e-11,4.759482617563064e-09,-1.5724126921208316e-11,1.0295016869861824e-07,9.653459924954656e-09,1.0634362093506648e-10,2.0705341810844396e-08,7.462331002693575e-09,3.6123312813425147e-07,1.6022615930604974e-08,2.941119286842855e-09,4.816803880383154e-07,2.7048917302665757e-09,2.8239265611264657e-07,3.759396423592057e-07,5.035691602906725e-07,-1.2405433085475474e-10,-6.795807306545861e-11,8.206259708664403e-09,2.7449834934411442e-11,1.8493726817888468e-08,1.4861566405131796e-09,-5.563338557870143e-12,1.148889526265634e-09,1.667591669338844e-09,-8.85268274714143e-08,3.341372546544637e-09,3.016307092278404e-10,-1.2432948541989105e-08,4.369215638707101e-10,4.009288427424469e-07,8.320344383343628e-08
1800,-2.1611928546089715e-10,0.00023845879969156122,3.5839650663137645e-14,1.0676517472335135e-09,2.1070234972895743e-12,1.1375584444417868e-09,1.399281534896809e-10,1.4031020304109365e-11,-2.00883356197899e-11,-6.84120465464683e-11,1.269556327683934e-09,1.231162929808882e-11,3.155512208005184e-11,-1.625641554992033e-11,2.455318571526988e-11,-1.603785300779527e-11,-3.279044460720401e-10,-1.4104087208252976e-06,2.9948990430719623e-10,1.0142870892123213e-07,1.7273033162774796e-10,7.608896314740974e-08,2.5590811344127235e-11,4.278448585634454e-12,-8.651440496368183e-12,3.119171516109703e-11,-1.2533107236820365e-10,-2.4452005848077897e-11,4.525740447576479e-14,4.4394749420784246e-13,4.712716038917008e-14,2.536583748168979e-13,-2.2860841851813373e-16,6.828409372368615e-05,-2.2523591158774586e-10,-7.44854147871425e-12,2.1194464763231124e-08,-4.1885113729816814e-11,4.322737190554801e-08,2.998553419984143e-08,-1.4930443027465987e-11,7.787067248490076e-09,1.4273398067536252e-08,4.983945643884576e-07,1.573477551482377e-08,3.220451326894621e-09,4.961947218504736e-07,1.985796500719021e-09,2.4418768229157915e-07,-3.6684970884182156e-07,-1.3481999526313605e-06,-2.1238446718027806e-10,-7.409668561445388e-11,2.365069360903415e-08,-2.0533373306711464e-11,1.748823511040098e-08,5.4859817241909535e-09,2.9669475739924167e-12,3.88112207513752e-09,2.7988982644733655e-09,2.7554266872742685e-07,1.912231399565869e-09,1.2084772925843305e-09,1.2173937061760846e-06,3.188209699595203e-10,2.5053123106931104e-07,1.4101869679995407e-07
1900,-6.1427099237589614e-12,-0.00011368076265991218,4.3371866398472457e-14,9.467462547776508e-10,2.3581722448413046e-12,7.549969376073483e-10,1.2830434468398212e-10,1.3604062821934077e-11,-1.021051856563718e-10,2.9412572810800365e-11,-2.196336868816543e-10,8.135576164379943e-12,2.857279658199778e-11,8.911989519175911e-10,3.468320679595938e-11,-6.527864907117814e-11,2.358669769229659e-10,-3.888068561980114e-07,3.496377642812526e-10,1.082424513813933e-07,1.753788230229605e-10,1.1275620012195208e-07,-3.898834363055865e-11,3.945580751893488e-12,4.559310809145982e-12,4.328638434741006e-12,-1.1038909089197144e-10,-2.5959263322916976e-11,6.849005042219098e-14,8.075095307964753e-13,4.2523586183384945e-14,4.557006355745209e-13,1.2888432318797672e-15,6.9188662335175e-05,-1.8146522553836468e-10,-2.126144071123503e-10,1.0542572731785798e-07,-3.659840996033118e-11,8.905547297791861e-08,2.4658707770986864e-08,3.7421151258749126e-12,3.572810411913638e-08,1.6684436759408248e-08,4.402940983696338e-07,1.0006877203031202e-08,3.274522132535735e-09,4.4991078152550396e-07,2.875121333425464e-09,2.2974128062036024e-07,-1.8893223091541357e-07,1.17111874542509e-06,-1.543644062580255e-11,-1.3095378414964e-10,9.304852029425417e-09,2.520341206127916e-11,3.5326967921017753e-09,3.9724668405286e-09,7.229014009931166e-11,2.9658651139751113e-09,2.2045767522562704e-09,2.5353058017770514e-07,2.0799864253335056e-09,9.772398298486738e-10,-4.426506478762085e-07,1.052029006781075e-09,4.136912846364527e-07,1.412888976660056e-07
2000,-7.684868921056106e-11,0.00016662482730220643,4.3101866124096724e-14,1.2205399697617719e-09,2.1506927113908816e-12,6.952690592959604e-10,9.582259927752023e-11,1.6429938346546175e-11,7.879472918374905e-11,7.653718283472859e-12,5.568448907685772e-10,-7.047445300881391e-11,2.9022870216117947e-11,5.034849307242888e-10,2.766320695422275e-11,3.6050627785062614e-10,-2.0911490285065462e-10,1.046089390497988e-06,3.126561166200336e-10,7.75800766016457e-08,1.7032960210751726e-10,1.6496362536304336e-07,-1.4356201874337002e-11,5.009649279885504e-12,-4.0989567910428684e-11,-2.240401049941817e-11,4.5209268443857753e-10,2.2326996970835467e-13,5.259973488541856e-14,1.414035554153335e-12,4.157513945088194e-14,1.0557498710832693e-13,-9.340667751022569e-16,6.918622990416198e-05,-8.723319972304419e-10,-2.2362800783801453e-11,5.287325991411506e-08,2.855063270230149e-11,1.253801692954363e-07,4.348448977394637e-09,6.345648579551874e-11,2.5599545117912308e-08,1.4413065313429943e-08,4.795132521411728e-07,7.088816299874527e-09,2.563988416028133e-09,-1.0550410936853124e-07,2.4119479838246518e-09,9.103116425230256e-09,-3.3386081866295453e-07,-1.147099827848507e-06,-2.5721756536498654e-10,-2.4456081299368792e-11,1.9934014201185528e-08,-3.896915353077473e-12,4.542541158881761e-09,5.518756430743656e-09,2.4549405980199595e-11,3.5273901027814165e-09,1.3296576096630677e-09,-6.878910560924296e-08,4.109839884992582e-09,1.3952816879822137e-09,-1.5297771868742374e-07,8.832824765650016e-10,9.594971364971174e-08,3.53495081632212e-07
2100,-1.7121314349994352e-10,1.4264210078184975e-05,3.1995063593971754e-14,1.778848462781036e-09,1.7863289352166912e-12,1.508494707528162e-09,-1.4279859980065488e-10,1.5767702985613713e-11,-1.1452183849125841e-10,-6.572730230549227e-11,-6.963512131641678e-10,3.529450110774081e-11,4.413420827739294e-11,3.463241050993079e-10,3.352137227834113e-11,4.917018246694794e-10,-4.313542030325716e-10,-5.5150997992963876e-06,3.990031999697587e-10,7.721702041779822e-08,1.5575246908439228e-10,1.3514925246157716e-07,5.1104499746046113e-11,5.3685437302040156e-12,-2.6295789615080312e-11,9.235904051634594e-12,-1.9513099189715287e-10,3.3126408902583076e-11,4.934892020931974e-14,6.2721620915263e-13,5.860256236703406e-14,6.017993653346412e-13,-3.4066763134852005e-16,6.826644394542219e-05,-6.825286972424252e-10,-6.212406322170481e-11,6.174981949105267e-08,4.0074039665906044e-11,1.0700429529552999e-07,3.3417916188459975e-08,7.1343100755423685e-12,1.667915965712166e-08,9.960251710782544e-09,4.671773151264283e-07,1.4427963800214864e-08,3.169494283639051e-09,-1.3702375384076935e-08,2.959732709805394e-09,-3.993852493328482e-08,-9.568669419416629e-08,-1.1343903995876373e-06,-3.036057598941791e-10,-8.777490512646708e-11,7.077138674353581e-09,-3.245148785187296e-11,1.7964756747736295e-09,1.7152715876783533e-09,9.407589081399995e-11,3.9105940115359715e-09,1.6965019711114536e-09,1.4240558614594663e-07,3.2057768456102144e-09,6.075624923395975e-10,-7.065041046969232e-07,1.5920514314491357e-09,5.058201732877859e-07,4.996159122971701e-07
2200,-1.0893797234211074e-10,6.897173895670452e-05,3.273067264918699e-14,1.6148567567890106e-09,2.307247056928576e-12,9.716101762094497e-10,1.4358756368950655e-10,1.876902141277864e-11,1.157032523265005e-10,-6.948058246180002e-11,8.468212382591847e-10,-9.662557970344607e-11,3.870437423469192e-11,1.074052884291712e-09,3.46350719168945e-11,1.0691759694621354e-10,2.134416967583905e-11,7.870682007864357e-07,4.334771519136954e-10,5.3186545128644785e-08,1.571514105501635e-10,1.5454054705322975e-07,3.0277244348482187e-11,6.724340127337652e-12,-4.8123357081691525e-12,-1.3822400238760793e-11,4.0009668861061123e-10,-1.7321288782266086e-12,7.582256103488066e-14,4.316534979286315e-13,8.08421367109068e-14,7.179279215228071e-13,9.741308679453378e-16,6.841978154897911e-05,-8.316682557363618e-10,-1.955039807024004e-10,5.000430069105164e-08,-2.5746870071846108e-11,3.1461982649567804e-08,3.583711381160113e-08,-4.7615640490888444e-11,2.398036304777127e-08,1.9720864204617416e-08,5.045793775950404e-07,4.448089852310472e-09,3.2049631429487057e-09,5.268614478090334e-07,3.3436759632405876e-09,5.2778034175846424e-08,4.405167538786743e-07,-2.482289570246493e-07,-2.3400422570683837e-10,-1.2744202736390854e-10,6.690720857027974e-09,-8.015892623502075e-11,-1.0820192114788901e-09,3.0981524401980674e-09,8.191709497441584e-11,5.058806391046357e-09,9.392889041684735e-10,-1.1201626605433841e-07,1.8272544946158893e-09,6.252956454981923e-10,1.3660334948890712e-07,1.4196637397083578e-09,-2.643462893834835e-07,7.775138236695707e-07
2300,-2.393335887304398e-10,0.00015504289035548382,4.5669825448326776e-14,1.9527713570078937e-09,2.695116535172499e-12,8.169070331595051e-10,5.87374908607418e-11,1.715453447561752e-11,-1.7075931233140336e-11,-9.710604243392219e-11,7.244447729568578e-10,-4.272495607094757e-11,4.602589482049959e-11,1.0592032341927195e-10,4.0403987511380954e-11,1.3386850095078873e-10,-1.7848614804993296e-10,-2.556383816376555e-06,4.431922769316692e-10,1.1563535149254175e-07,1.7268713922807537e-10,1.47184412691848e-07,-2.8946790127141656e-11,6.575587871287839e-12,2.943538244243752e-11,2.6437831329922787e-11,-2.564675009324962e-10,-2.317390230493759e-11,6.399774764713024e-14,1.2054497831269875e-12,8.64455080770091e-14,6.536522687835976e-13,1.485691805823971e-15,6.80748163962934e-05,-2.172003056628723e-10,-4.497194130764398e-10,1.1633445528138514e-07,6.213139352918129e-11,1.097090764730246e-07,9.393008875969514e-09,1.5980960399745233e-11,8.706471551395086e-09,1.772426558887372e-08,5.822789063758907e-07,5.040263843965348e-09,2.6338884734676308e-09,1.5793708802255931e-07,3.761011918650668e-09,1.2351581784723343e-07,2.18893436958503e-07,2.541146855390366e-06,-2.652692154256225e-10,-1.5055169883598334e-10,3.161534885468352e-09,-7.245641776069271e-11,1.0521080386571664e-08,2.19668727150324e-09,6.781609098687771e-12,3.147076834646301e-09,1.4332011697137717e-09,3.3618520508272565e-07,3.1178445311364165e-09,5.987024776126227e-10,9.939450785364624e-07,6.316441548121686e-10,-2.5734562251388595e-07,-3.831369894192582e-07
2400,-1.7844955640234886e-10,0.00020285211043087143,4.288850347308781e-14,1.262910176549795e-09,2.34486439218152e-12,1.0594781754157215e-09,5.097491678195212e-11,1.889568829016823e-11,-4.7931899393529665e-11,-3.4024387156591664e-11,-1.3556671663191751e-10,8.061357746364519e-11,4.580079857851445e-11,8.202335788379663e-10,3.6057825857200484e-11,4.836699740459434e-10,-2.7496721575075035e-11,-3.581528249558147e-06,3.5131577194749005e-10,1.2818145491217267e-07,1.9095887097479088e-10,1.0625182835477859e-07,5.6241930011921715e-11,6.9079768764914806e-12,4.804445291014553e-11,-3.306892119445914e-11,2.1201592052774108e-10,-2.714170880587492e-12,8.152894452646677e-14,3.8759304483982455e-13,7.702495429581831e-14,8.174106022726064e-13,2.2194213713972255e-15,6.854403899174782e-05,-1.85359514210064e-10,-1.3395813798710034e-10,1.1813501261055279e-07,-6.246912248836086e-11,5.933613797402999e-08,1.4150663750850522e-08,3.036859494586187e-11,2.2642855358842087e-08,1.1205145120616037e-08,6.349354515138081e-07,1.978293503267291e-08,3.2491091438880724e-09,-5.9233876819065573e-08,2.9058764923700348e-09,8.617362464611569e-08,2.0898253622321716e-07,2.5861733715719213e-06,-1.1575217777663876e-10,-5.496255974406299e-11,2.9143214730691004e-08,-8.791438078793361e-11,1.1383634009187826e-09,5.058626805318228e-09,-2.6609953790139618e-11,7.251903984897622e-09,3.922740679515501e-09,3.674523853901103e-07,4.709315486163204e-09,6.53336081425008e-10,-3.363788907825684e-07,1.2162716108731023e-09,-3.511176511438857e-07,5.096065052215483e-07
2500,-2.460346206973869e-10,4.462176773544171e-05,4.36827484170145e-14,1.1936028677988886e-09,2.233226707867301e-12,2.2532589683018337e-09,1.0277369816130693e-10,2.2319475100476577e-11,1.2752054507894365e-10,3.208137464674493e-11,-1.1471164937832173e-10,-1.0696935594629218e-10,5.5740100146082034e-11,4.5789344101606666e-10,3.9631659959458636e-11,6.168198219801473e-10,4.1730164454850113e-10,-2.4782807255499754e-06,3.307725243619457e-10,8.328520869694073e-08,1.6885074904227123e-10,1.1031027966755116e-07,-5.302230247570353e-11,7.570339002457736e-12,9.014018036024103e-12,2.477525010335903e-13,-9.83692717097859e-11,-1.9478981121097642e-11,7.855441405342189e-14,1.550491847967094e-13,7.216707453026531e-14,2.4802032879152933e-13,-1.5252270158792055e-15,6.859721569553734e-05,-1.8942607489594577e-10,-3.8841663875427377e-10,2.0721051557494107e-08,-2.6593577403687526e-10,1.1266055774413606e-07,2.307724550703496e-08,1.1790952342672177e-10,2.8172470226278605e-08,1.2862538465475032e-08,6.322682817175768e-07,9.646309018459288e-09,3.321127962963374e-09,4.506262021292059e-07,3.751876890606006e-09,1.5192230357484168e-07,-1.3425630204028365e-08,3.298493883628655e-06,-6.424444958309828e-11,3.506459222231214e-11,6.6380551946831285e-09,1.4811444303146784e-11,2.565316461448007e-08,6.570007840772552e-09,2.3883644643708944e-11,3.6263781287052897e-09,3.1379728475251816e-09,2.6584732597518617e-08,1.7513651511080221e-09,1.6870496298291137e-09,1.3009587125557322e-06,1.1735426908639867e-09,2.2494281427556684e-07,-4.081898740452906e-07
2600,-2.3048012188807835e-10,-4.92294722148407e-05,4.0903474735443316e-14,1.94793242856226e-09,2.8486783625804875e-12,1.9359792167677434e-09,-1.3600147413914835e-10,2.2997779589875428e-11,9.396354920369287e-12,-4.666124240418851e-12,-2.9136935455211687e-10,-3.336347584126961e-11,5.508651082257845e-11,9.31150697202458e-11,4.766438357135511e-11,3.17521894686766e-10,6.180062593231058e-10,-1.7783195548283948e-07,3.900589534162124e-10,1.3006940459414685e-07,2.0837547851090694e-10,7.904186004650859e-08,2.0602966960639285e-11,8.223847410475581e-12,-1.59375507468241e-11,1.8554346974594015e-11,2.8353602417230293e-10,-2.849447343241161e-11,8.380852525677063e-14,7.998946773875599e-14,9.315278499605752e-14,1.381340967582664e-13,-1.7808176236914798e-15,6.826604863098144e-05,-1.2406587646236729e-09,-2.9464523665741867e-10,1.255373691154858e-07,-3.099738050547813e-10,1.0021313880996844e-07,2.7379598320614827e-08,7.136358274199476e-11,1.3531467039579958e-08,1.544409519581702e-08,7.112136033302835e-07,1.0684579643794688e-08,3.500051942233016e-09,-7.221522606583366e-08,4.216316641468363e-09,2.372501056833263e-08,3.27166793740409e-07,-1.5689452150110783e-07,-3.897874283565538e-10,-4.3068432879402204e-11,1.1196185791639824e-09,1.379256855909084e-11,2.8429897090609818e-08,3.153981203362152e-09,3.0336763058443995e-11,6.324154478012118e-09,2.8358160376045234e-09,5.81963144837424e-07,3.391933281599352e-09,7.802691412314841e-10,-5.961260958091638e-07,1.891509315857702e-09,1.9354439714133458e-08,-5.374634843878314e-07
