milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11
0,300.0,0.0,1199.99994221325,0.0,0.0,1199.99994221325,0.0,0.0,100.0,200.0,20.0
100,298.5125347803458,1.4874652196542055,1199.9992321367326,0.0007100451040985483,3.141315146931381e-08,1199.9999422132441,6.066988955636228e-12,2.5427770487539e-24,100.0,200.0,20.0
200,297.04907630906905,2.950923690931031,1199.9971391997728,0.002802530141081882,4.833360796445381e-07,1199.9999422130632,1.8704496086223555e-10,2.267518921850971e-21,100.0,200.0,20.0
300,295.6081572667562,4.391842733243959,1199.993716704041,0.006223154331996992,2.354876830319241e-06,1199.9999422118788,1.3713228429467184e-09,1.1964434033428213e-19,100.0,200.0,20.0
400,294.18846025377985,5.811539746220282,1199.9890147153928,0.01092032993446032,7.1679224003235915e-06,1199.9999422076662,5.583951448138732e-09,1.991913876621244e-18,100.0,200.0,20.0
500,292.7887972617286,7.2112027382715915,1199.9830803721875,0.016844975105630752,1.686595655263318e-05,1199.9999421967746,1.6475462002979824e-08,1.730636585841081e-17,100.0,200.0,20.0
600,291.4080925923257,8.591907407674402,1199.9759581519772,0.023950332203572556,3.3729068545289496e-05,1199.9999421735936,3.9656310440415086e-08,1.0042896858612376e-16,100.0,200.0,20.0
700,290.0453686027345,9.954631397265542,1199.9676901028283,0.032191807730594935,6.030269068309414e-05,1199.999942130299,8.295113717962835e-08,4.404212146270188e-16,100.0,200.0,20.0
800,288.69973363942216,11.300266360577865,1199.9583160465347,0.04152682942141507,9.933729346140222e-05,1199.9999420566617,1.565882302597564e-07,1.5702029713879929e-15,100.0,200.0,20.0
900,287.3703718932777,12.62962810672233,1199.947873756403,0.051914718891413116,0.00015373795543913702,1199.9999419399192,2.73330848672462e-07,4.78843876552225e-15,100.0,200.0,20.0
1000,286.05653469192737,13.94346530807268,1199.9363991153973,0.0633165763378607,0.00022652151448740692,1199.9999417646857,4.485642044624535e-07,1.2912179554597801e-14,100.0,200.0,20.0
1100,284.7575330455748,15.242466954425218,1199.9239262566507,0.07569517610620657,0.0003207804927073484,1199.9999415129066,7.003431511919067e-07,3.152639559413506e-14,100.0,200.0,20.0
1200,283.47273124396116,16.527268756038925,1199.9104876888055,0.08901487166210091,0.0004396527820902223,1199.9999411638428,1.0494070871316105e-06,7.091930121130137e-14,100.0,200.0,20.0
1300,282.20154124219965,17.79845875780045,1199.896114409558,0.1032415079330832,0.000586295758172639,1199.9999406940794,1.519170278746861e-06,1.4887036423051887e-13,100.0,200.0,20.0
1400,280.94341784553575,19.056582154464337,1199.8808360069513,0.11834234137010048,0.000763864928102952,1199.9999400775619,2.1356874980353504e-06,2.9465182984746287e-13,100.0,200.0,20.0
1500,279.69785453187984,20.302145468120248,1199.8646807506632,0.13428596637620077,0.0009754962102416478,1199.999939285648,2.9276009588209045e-06,5.544839470585245e-13,100.0,200.0,20.0
1600,278.4643797386463,21.535620261353785,1199.84767567568,0.15104224668343477,0.0012242908861341507,1199.999938287174,3.926074448417305e-06,9.987003436737269e-13,100.0,200.0,20.0
1700,277.242553575373,22.757446424627126,1199.8298466587582,0.1685822514501682,0.0015133030409319194,1199.9999370485318,5.164715963515427e-06,1.7309780401418946e-12,100.0,200.0,20.0
1800,276.0319649558738,23.968035044126342,1199.8112184877486,0.1868781960609287,0.001845529439729968,1199.9999355337568,6.679489628686538e-06,2.899996682784898e-12,100.0,200.0,20.0
1900,274.83222907611116,25.16777092388895,1199.7918149248408,0.20590338702454578,0.0022239013840552476,1199.9999337046247,8.508619945589893e-06,4.713865578266133e-12,100.0,200.0,20.0
2000,273.64298509793156,26.35701490206853,1199.771658765939,0.22563216955202953,0.0026512777582749355,1199.9999315207497,1.0692492409208638e-05,7.45715005719596e-12,100.0,200.0,20.0
2100,272.46389412491214,27.53610587508792,1199.7507718945676,0.24603987891010112,0.003130439771461899,1199.9999289396892,1.3273548841482024e-05,1.1511690265127604e-11,100.0,200.0,20.0
2200,271.29463731296335,28.705362687036768,1199.7291753331654,0.267102793642858,0.003664086441050162,1199.9999259170509,1.6296181247432777e-05,1.737989622715452e-11,100.0,200.0,20.0
2300,270.13491446475695,29.86508553524314,1199.70688928522,0.288798095223977,0.004254832805164163,1199.9999224066053,1.980661845937567e-05,2.571539949298788e-11,100.0,200.0,20.0
2400,268.9844424902454,31.015557509754704,1199.6839331794633,0.31110382652539514,0.004905207260391215,1199.9999183603932,2.385281862037179e-05,3.7355229843349815e-11,100.0,200.0,20.0
2500,267.8429540758875,32.15704592411262,1199.660325709839,0.3339988533847896,0.005617650025364639,1199.999913728835,2.8484360766561624e-05,5.335761633005007e-11,100.0,200.0,20.0
2600,266.71019664681546,33.289803353184645,1199.636084869293,0.35746283083374086,0.006394513122382113,1199.9999084608369,3.375233734303679e-05,7.505013562377762e-11,100.0,200.0,20.0
2700,265.58593075228566,34.41406924771448,1199.6112279958359,0.3814761600119142,0.0072380574014596424,1199.9999025039012,3.970924400344364e-05,1.0405689808733087e-10,100.0,200.0,20.0
2800,264.46993010415554,35.5300698958446,1199.5857717830027,0.40601997219462105,0.008150458051836059,1199.9998958042272,4.640887965572606e-05,1.4239027033066444e-10,100.0,200.0,20.0
2900,263.36197891688784,36.638021083112264,1199.5597323482505,0.4310760688119106,0.009133796186844546,1199.9998883068263,5.390623066533776e-05,1.9243826189903245e-10,100.0,200.0,20.0
3000,262.2618735018091,37.738126498191015,1199.5331252082472,0.45662693302270824,0.010190071979307573,1199.999879955604,6.225738824162517e-05,2.5712929433349667e-10,100.0,200.0,20.0
3100,261.1694188755423,38.8305811244578,1199.5059653646174,0.4826556558287723,0.011321192802780142,1199.9998706934864,7.151942314660756e-05,3.398822167764809e-10,100.0,200.0,20.0
3200,260.08443085398505,39.91556914601511,1199.4782672670185,0.5091459578975672,0.01252898833273879,1199.9998604624789,8.175032578384929e-05,4.4481582840540273e-10,100.0,200.0,20.0
3300,259.0067330497394,40.99326695026072,1199.4500448903245,0.5360821221071658,0.013815200817086336,1199.9998492038,9.300887253420916e-05,5.767022426690177e-10,100.0,200.0,20.0
3400,257.9361581460714,42.06384185392865,1199.4213117138534,0.5634490044322266,0.015181494963183221,1199.9998368579243,0.00010535458408396562,7.411741777116345e-10,100.0,200.0,20.0
3500,256.87254606952195,43.12745393047818,1199.3920807739828,0.5912319844240538,0.016629454841751705,1199.999823364714,0.00011884759077449559,9.447140408622617e-10,100.0,200.0,20.0
3600,255.81574430856668,44.184255691433414,1199.3623646624844,0.6194169626695857,0.018160588094391566,1199.999808663455,0.000133548599675683,1.1948468303155307e-09,100.0,200.0,20.0
3700,254.76560689427566,45.234393105724436,1199.3321755615955,0.6479903246811611,0.01977632697187276,1199.9997926929823,0.00014951876721019022,1.500161880460867e-09,100.0,200.0,20.0
3800,253.72199445520977,46.27800554479032,1199.3015252475836,0.6769389344893054,0.02147803117553657,1199.99977539171,0.00016681966898558586,1.8705083255128796e-09,100.0,200.0,20.0
3900,252.6847733642431,47.315226635756986,1199.2704251213668,0.706250102711533,0.023266989170070414,1199.9997566977493,0.0001855131831530598,2.3170329250333456e-09,100.0,200.0,20.0
4000,251.6538159424912,48.34618405750887,1199.238886208686,0.7359115826764149,0.02514442188611113,1199.999736548934,0.00020566146316305077,2.8523904710185023e-09,100.0,200.0,20.0
4100,250.6289995786105,49.37100042138961,1199.2069191904498,0.7659115393923711,0.02711148340632833,1199.999714882928,0.00022732683065893324,3.4907923808922412e-09,100.0,200.0,20.0
4200,249.61020698637336,50.38979301362674,1199.174534401432,0.7962385471410879,0.029169264675248885,1199.9996916372481,0.0002505717530841648,4.248228221548297e-09,100.0,200.0,20.0
4300,248.5973254452533,51.402674554746824,1199.141741857289,0.826881561325708,0.031318794633957876,1199.999666749362,0.00027545874474159236,5.14253129341366e-09,100.0,200.0,20.0
4400,247.5902469227429,52.40975307725723,1199.1085512559098,0.8578299145022559,0.033561042836524835,1199.9996401567073,0.00030205034848103905,6.193602418837035e-09,100.0,200.0,20.0
4500,246.58886753814286,53.411132461857264,1199.0749719988223,0.889073292871298,0.03589692155507099,1199.9996117967798,0.0003304090459901184,7.4234983849899274e-09,100.0,200.0,20.0
4600,245.59308754379316,54.40691245620697,1199.0410131955614,0.9206017301733109,0.03832728751390331,1199.999581607152,0.0003605972406168909,8.856654452803501e-09,100.0,200.0,20.0
4700,244.60281102758393,55.39718897241623,1199.006683677926,0.9524055910513509,0.040852944271214324,1199.9995495255368,0.0003926771922709982,1.0520021781984949e-08,100.0,200.0,20.0
4800,243.61794579373617,56.38205420626397,1198.971992007471,0.9844755618394225,0.04347464393826263,1199.9995154898172,0.00042671098867553344,1.2443269224935028e-08,100.0,200.0,20.0
4900,242.63840276715732,57.361597232842826,1198.9369465002308,1.0168026230080245,0.04619309000988696,1199.9994794381616,0.0004627604288518418,1.4658817989115826e-08,100.0,200.0,20.0
5000,241.66409656019368,58.335903439806465,1198.9015552100657,1.0493780652550087,0.049008937927824035,1199.9994413089353,0.0005008871115727837,1.720227372290251e-08,100.0,200.0,20.0
