miliseconds,CDK1_active,APC_active
0,0.004856717709872107,0.0035978648407088134
100,0.0030910841334932946,-0.005754410077747331
200,0.021312506801160428,-0.0048878441278836894
300,0.030916344298335625,0.0033137155775007877
400,0.03627764445595438,-0.0012165964913808526
500,0.043485160660856094,-0.005332945421354308
600,0.065664643208767,-0.0012501376133779948
700,0.0703511470672977,-0.004170225277195928
800,0.07310906542647722,0.002541996661507294
900,0.08871142778226346,-0.0017556957470300663
1000,0.10695759248916051,0.005143312884160032
1100,0.10878890441536337,0.0012262448458809892
1200,0.11653872649585256,0.0024063645590878357
1300,0.12721078913278122,-0.0009807751185712435
1400,0.1389041655141395,0.0035283137143457995
1500,0.1562804088636871,-0.004324660786528607
1600,0.16469716398839382,-0.003239388459330146
1700,0.1737313905858572,-0.0014274558746793092
1800,0.18654844390921846,-0.004854721695486027
1900,0.1953986627660869,0.0037527800426819524
2000,0.19661556632657906,-0.002613988755726629
2100,0.20281106051420836,0.002395935144021976
2200,0.22340193453489365,0.003999547624054798
2300,0.22466420024401168,-0.0038122422404104277
2400,0.24087579983640892,0.003519151039915639
2500,0.255408151049853,-0.0016190410443290334
2600,0.2554155051788,0.0045390123329885545
2700,0.2639040547279017,-0.0004229465728218468
2800,0.28227992924069856,0.0011195481258478917
2900,0.29315431572450174,0.0059956968553896645
3000,0.30394572575887546,0.008161811325456788
3100,0.3161518817472684,0.02207031092578999
3200,0.32722996347494293,0.027988816735753562
3300,0.33187057903213846,0.03167456684187962
3400,0.34220198028502236,0.03465410255177084
3500,0.35307783091525546,0.04630125164834816
3600,0.3655337561436334,0.05250924857377113
3700,0.3649811381945014,0.07467958597293331
3800,0.38524900163141224,0.08654258739718573
3900,0.3916916590350394,0.10692763040575164
4000,0.40251272471720795,0.1360361103831927
4100,0.41083348504609946,0.15597577702585114
4200,0.4265392203498061,0.19013775815838674
4300,0.4229409288569048,0.22106713732439326
4400,0.4452441224532512,0.25162621942323116
4500,0.45214993314115476,0.28470979182382405
4600,0.45693619280329006,0.3232107655453919
4700,0.4665442432807377,0.35082073455222457
4800,0.4652038661160226,0.3842590779120181
4900,0.4564243413689614,0.4039448737609987
5000,0.44164856604068736,0.40706296040230083
