miliseconds,CDK1_active,APC_active
0,0.005876392631418994,-0.005886539070471809
100,0.009023374513342682,-0.002854382879683908
200,0.02295208186455038,0.001336377750813482
300,0.024229825143868778,-0.0007108764939511767
400,0.03758705043032669,-0.003667735150575663
500,0.04448296570402059,-0.004308730461696919
600,0.06017059387433308,0.005198532117308031
700,0.06901953423218439,0.005116950549730189
800,0.08210224279067001,0.0012352832252704147
900,0.09355529498548082,-0.00032849619730701335
1000,0.09973160493218276,-0.005843672273968234
1100,0.114025662887871,0.0034603154722650745
1200,0.12052381223940567,-0.0016060125563953022
1300,0.1279274967695792,-6.454835537879384e-05
1400,0.1380008799007441,0.0014645404765384802
1500,0.15178519619223643,0.001901037591037741
1600,0.1542079084857642,-0.004382915607311506
1700,0.17045491258475592,0.0016270460439229732
1800,0.18013384494662735,0.0009213118324398755
1900,0.18575613276406833,-0.002582217870831841
2000,0.20134625465402756,0.002862664194688899
2100,0.20289592590638167,0.0017596321114702225
2200,0.22587316340732524,0.0038625249451842633
2300,0.22695020683147166,-0.0036797164073206607
2400,0.24068018585693934,0.0013601702729059049
2500,0.24938863045270385,0.0007250809368269631
2600,0.2658728912821041,0.009032995250876147
2700,0.26935234087324367,0.0016877166302766543
2800,0.2771473451351993,0.0060497148407679625
2900,0.28793550152272906,0.01438473152246501
3000,0.29532960765090865,0.013365012773828762
3100,0.3082703798256475,0.018803547403896313
3200,0.3143949205206589,0.019550220263414325
3300,0.32438594502331125,0.026470751026147762
3400,0.33996624974441303,0.033954817713433144
3500,0.3456868712647967,0.045141413363915195
3600,0.3594070954882034,0.05962881077842413
3700,0.3733423884875866,0.0726054739985909
3800,0.38056678750782774,0.0951061526363482
3900,0.38296916851096113,0.11510030635547683
4000,0.4031034308946044,0.13361732533922127
4100,0.4091773373476798,0.15337344147405463
4200,0.41917136501604263,0.1870118466036667
4300,0.4283510058969329,0.21746192340030873
4400,0.4434904152869019,0.25518335888396637
4500,0.4510751967432084,0.2903711823142789
4600,0.4616912368935663,0.3206282714095007
4700,0.45464615987674467,0.3575641848788503
4800,0.46599884207307485,0.37546474726228857
4900,0.4485532329658909,0.404299652472838
5000,0.4435438559515903,0.41239615847091077
