milliseconds,IR_beta,IR_beta_pY1146,IR_beta_refractory,IRS,IRS_p,IRS_pS636,AMPK,AMPK_pT172,Akt,Akt_pT308,Akt_pS473,Akt_pT308_pS473,TSC1_TSC2,TSC1_TSC2_pT1462,TSC1_TSC2_pS1387,mTORC1,mTORC1_pS2448,mTORC2,mTORC2_pS2481,p70_S6K,p70_S6K_pT229,p70_S6K_pT389,p70_S6K_pT229_pT389,PRAS40,PRAS40_pT246,PRAS40_pS183,PRAS40_pT246_pS183,PI3K_variant,PI3K_variant_p,PI3K_PDK1,PI3K_p_PDK1
0,50.0,0.0,0.0,149.72558605509312,0.02303240457547032,-0.004263893306553271,50.01605239611723,-0.00804568284684142,299.99155485722025,-0.1353276745198027,-0.02938246263058431,0.00124248584419678,49.927868859341146,-0.03816255994180599,0.0022229190104738855,99.98775846165665,-0.00416852179544806,100.01288132294574,-0.010257103289115116,299.94049736735855,0.00842178513383518,0.007705172739217983,0.0014517072505081839,20.10098170190607,0.025197414230689604,0.03544525703094576,0.007536290390567646,50.0,0.0,50.004191480744836,0.0012448351725401106
100,50.0,0.0,0.0,149.81592695273088,0.20872840047570068,0.0035218253569546418,45.15535530794322,4.869911233409711,299.9091955397449,0.12535181897184755,0.030100876808898287,0.0005083433458865644,49.882063246178696,-0.02788426744646931,0.04104277943970995,99.87254302190992,0.15226206829273536,99.75626311670996,0.22924742685349095,300.0315134038426,-0.009269890439394947,0.03927178595259099,-0.004203152997720359,20.08217019145195,-0.016230957274296205,0.07225898138291822,-0.0033535975548155904,50.0,0.0,49.99931172011668,0.003167190850303113
200,50.0,0.0,0.0,149.18038640641234,0.7143577660397457,0.0038182298925032794,45.044935624211625,4.8982454754551865,299.8922757125011,-0.10360741158933079,-0.014653900244871416,0.0004889139428686119,49.99977386646959,0.07553882020059405,0.0834021513775199,99.66440409122295,0.3183002419741279,99.515174677134,0.48333233284134797,299.96649531039253,0.022827403306346226,-0.010219833598967245,-0.004483852192264245,19.94208935283496,0.02388930157267933,0.036262034792753174,0.00490120813126936,50.0,0.0,50.00331916131834,-0.0029031133070248592
300,50.0,0.0,0.0,148.3179192379638,1.672143193815607,-0.0015502938156643528,45.06124853068614,4.9927526587305335,300.05434394451714,-0.051991274650284816,0.021811475005031458,0.00019775103009083436,49.877485510607265,-0.02304175102046103,0.1198148564543665,99.5772727143159,0.44716246157964346,99.35482868280342,0.6335391123163643,299.96163578520475,0.020627171072138465,0.03493420408001483,0.006434601968967485,19.72364683954217,-0.026307498710808352,0.18060353978820629,-0.003626584938304914,50.0,0.0,49.9985200076917,0.005110944665094215
400,50.0,0.0,0.0,148.0527958221577,1.9177170552437768,-0.004285939376889212,44.91517764930615,5.016273165708907,299.7540476576736,0.07482715821151519,-0.023776480345464812,-0.00175899568247845,49.87197996177509,0.005794715033642858,0.14764073065439698,99.39743219094241,0.5530071612723904,99.16878213060085,0.8211283503673461,299.9347514383705,-0.019300936884617235,0.07098674168977523,0.004690921107959295,19.755646806215527,0.05751767214910236,0.30807876092450287,-0.0074863406458529815,50.0,0.0,49.99137360278425,0.008182412512213423
500,50.0,0.0,0.0,147.4091308085451,2.529583191568953,0.00010660314953978356,44.94764827341523,5.128046994836233,299.9744405151592,0.10787517055995519,0.04692997269864811,0.0005953833102578995,49.75749213799814,0.02093649826363104,0.20090997046636463,99.25756981906278,0.7245126873845108,99.05334335738844,0.9757627897562545,299.93364347918646,-0.002517670132439069,0.09368059418590366,-0.004226777813699456,19.442149013928244,0.03461371976567832,0.43275699416302993,-0.009687421252704814,50.0,0.0,49.98924478603707,0.006807081415004922
600,50.0,0.0,0.0,146.89921840119808,2.6480971329044953,0.0007930375238857551,44.82571292901774,5.132568010628402,299.83406939982655,0.13795765130095758,-0.0007989777197041264,0.0014506695450566378,49.71034911244324,0.07470550351574304,0.2330551014935469,99.1902972687677,0.828656592490585,98.91423801838918,1.0650505573277242,299.8625157340992,0.03721387259598993,0.13286759508831095,0.0045487485168742734,19.32464996237677,0.02304898165465829,0.5982235383013159,0.005144296632778331,50.0,0.0,49.99004937501391,0.0115033405352152
700,50.0,0.0,0.0,146.45936557282533,3.6846290874135876,0.00012714495409923296,44.76262846267125,5.263042129018032,299.55965292303415,0.14114328274403604,0.04416328417083659,0.00044142475716701197,49.49969847677963,0.10857473578539514,0.2595693528544821,99.08034862301555,0.9811616026086215,98.83945623312563,1.197820511927657,299.84798633893735,0.044244851497986584,0.22387320087134246,0.0027973157303796442,19.202387725709244,0.09579003941506356,0.7244082186729662,0.0044225055973757255,50.0,0.0,49.983241642600596,0.005018326908492259
800,50.0,0.0,0.0,145.95379962990785,4.035389135732269,0.0023259861503288435,44.70600499273012,5.244903253964073,299.6754961402681,0.29222436731610874,0.01678196402773055,0.0009358692817523789,49.46314877481842,0.17242985409565662,0.3353100562748999,98.94446732717657,1.0605329535816252,98.73487500274658,1.2542353149845136,299.67307970885236,0.050353684741023905,0.2646105256603863,9.176703350129403e-05,19.094908819739793,0.1589971249449419,0.886261459099055,0.007294402958915144,50.0,0.0,49.9805568730294,0.01592942323333094
900,50.0,0.0,0.0,145.8667525716274,4.43335950756043,0.0040951548468362905,44.695078685105806,5.313248398741969,299.72975466036985,0.3577568588922614,-0.02029436292321312,0.0010583444990412353,49.381523141612426,0.2762766884022401,0.36777786256697736,98.86866522973072,1.1697601691433004,98.66133323440714,1.367457983386974,299.5972993682101,0.000990818686272918,0.3373691698848107,0.005021274822927734,18.70932400534498,0.19701134692092037,1.0753414734095024,0.005642118624606687,50.0,0.0,49.97923822669507,0.02138565078397044
