miliseconds,IR_beta,IR_beta_pY1146,IR_beta_refractory,IRS,IRS_p,IRS_pS636,AMPK,AMPK_pT172,Akt,Akt_pT308,Akt_pS473,Akt_pT308_pS473,TSC1_TSC2,TSC1_TSC2_pT1462,TSC1_TSC2_pS1387,mTORC1,mTORC1_pS2448,mTORC2,mTORC2_pS2481,p70_S6K,p70_S6K_pT229,p70_S6K_pT389,p70_S6K_pT229_pT389,PRAS40,PRAS40_pT246,PRAS40_pS183,PRAS40_pT246_pS183,PI3K_variant,PI3K_variant_p,PI3K_PDK1,PI3K_p_PDK1
0,50.0,0.0,0.0,150.2837948667872,-0.24445773425922826,-0.004141675762023596,49.958919084289185,0.04852828872362993,299.99386153616985,-0.09473863956556208,-0.04544544780833647,0.0018184729687433802,49.97592853419014,-0.06142779689577386,-0.003359701366236427,99.98601182583295,-0.005778909404176549,100.01183251763531,0.006710668455358257,299.98239744662465,0.0285427345346542,0.002464038827344859,0.0002978981450947265,20.019378153466878,-0.01763168851449214,0.012553677077817453,-0.0020486985084840316,50.0,0.0,49.999742483875785,0.0030690836222675866
100,50.0,0.0,0.0,149.3186284771836,0.5865419583555413,-0.004268664191941035,45.189159459244166,4.884436474828455,300.11336449845027,-0.10966272537199555,-0.04703741386569245,0.0008781208728401941,50.02053169322934,-0.0341634560228661,0.018133776184526124,99.85776145848862,0.11572007244998286,99.7329741918148,0.2710884204888653,299.9560243509121,0.03259666344809857,0.038352924335175155,0.0010223234562957548,20.004983218192045,0.000412763700238838,0.03242859793467548,-0.010268882669655458,50.0,0.0,49.9987690256218,-0.005231902254064045
200,50.0,0.0,0.0,149.00353149509337,0.7012004903172286,0.0032729280427258177,45.08161152534982,4.875444201837053,300.00859014615355,0.10278122546939905,0.0019858899595441653,-0.0008037964188709465,49.94108814569546,0.06020901528664678,0.09646834000890751,99.71404437063525,0.2729927182375176,99.52952909542068,0.488206531770999,299.9853734979381,-0.03121626998987444,0.014734979570018117,0.0039990111153691025,19.801732326535426,0.0473627633596474,0.03159186222495534,0.008733818392800503,50.0,0.0,50.00159380054755,-0.004038124672276217
300,50.0,0.0,0.0,148.41511303398775,1.5358739473676661,-0.0037123171001413355,44.97827506506363,5.005203078747263,300.1427448434883,-0.02419038689796099,0.04984291421326259,0.0009720392136167904,49.77671453757245,-0.039165634961179654,0.1277639435700533,99.55416746074708,0.3954753631937474,99.35130876191505,0.6353642318347261,299.9407093498756,-0.011385960314689081,0.059322105790675185,-0.005950367616984163,19.73923636173637,0.03982849488420112,0.17530035237078817,0.010631924100629544,50.0,0.0,49.999811717319815,0.006752107283324491
400,50.0,0.0,0.0,147.88134134572985,2.2296143209794472,-0.004275764790325295,44.92621795645612,5.081468018964193,300.0178865636366,0.1635734625167204,-0.023009510546443106,0.0018691871464519437,49.79786733965228,0.021815434265422966,0.14091208389419846,99.41842229472222,0.538784850764271,99.17812559698785,0.8296435604257877,299.84512495717587,0.005856922878178909,0.07428748746872377,-0.003723426979806992,19.747805119256018,0.04449109276625722,0.2517992496083454,0.0019347386357713948,50.0,0.0,49.993473576194404,0.007498290427178238
500,50.0,0.0,0.0,147.25480566441362,2.496415695658465,0.004411194999257335,44.91833075982511,5.141053414824456,300.0293803160677,0.1939784233318833,0.001266137420133838,-0.0009426805685556808,49.698192098506624,0.1133194043251115,0.21820412306542478,99.31523747040865,0.6636720713469868,99.04272580587677,0.9338058847271317,299.8406902323196,-0.009469435525397082,0.08671312338428008,-0.0028212515589133963,19.594049086544135,0.04073755404402338,0.38383894523216966,-0.0003799810768563705,50.0,0.0,49.99403304987954,0.010705086347488318
600,50.0,0.0,0.0,147.0741480311432,3.2317261144450997,0.0009003109146562614,44.81905940303038,5.133483679039005,299.946432781273,0.1807523776864454,-0.03406400548515634,0.00022111170421102572,49.723006379773715,0.0766578247419569,0.2197415244780915,99.1646075593312,0.857185041345878,98.91016136337065,1.072496653716236,299.8367349632063,0.022867253515584024,0.1803273461011683,0.0008998813879386733,19.400038387387454,0.03639330857821356,0.520581874652342,0.0015755383702931614,50.0,0.0,49.99555675969772,0.009524319873880648
700,50.0,0.0,0.0,146.37606740977776,3.2150690901114953,0.00311353621862697,44.72922758154747,5.233366701657223,299.7957391185839,0.28338845730046025,-0.03733990542781458,0.0009012841901889952,49.50852738791511,0.14109847989214822,0.27954488241259756,99.04234519790921,0.9784805307365116,98.83253514290159,1.1929456660505624,299.80263367627254,0.03740298123537726,0.23418971220547638,0.0006148664448406059,19.21265648929283,0.10494492505686445,0.6773973661323958,0.0098641409169923,50.0,0.0,49.98951900704252,0.014484608113562066
800,50.0,0.0,0.0,146.2034732862977,4.017274458931121,-0.0010901521088141379,44.73606871708438,5.318828765351933,299.5011854559415,0.41469940656290205,0.040891569164269795,0.002016075914169843,49.46439958233595,0.20422014121191967,0.30402626288941265,98.99038686767473,1.084926336779772,98.71035697428444,1.2852415649505118,299.7712106118236,0.030533667925139958,0.24581561597320695,-0.002110237879354164,18.955822709410576,0.10498391747636922,0.8207492266222686,0.007999587312121281,50.0,0.0,49.99089154207854,0.01619067691164351
900,50.0,0.0,0.0,145.67667894795972,4.6783797095842194,-0.0024644870228001563,44.66049912764792,5.342577551607794,299.3905935838113,0.48045004806516417,-0.0038360324391542057,-0.0007611302998417038,49.37322983174989,0.26525590423250883,0.33852780923224934,98.85436861597103,1.1194820681078355,98.65990128570817,1.3707225136247538,299.71935298030223,-0.006445564055336566,0.3369618055124962,-0.0034109661529932627,18.87891873826104,0.12309633477570656,1.031410595014097,0.0013581374714996325,50.0,0.0,49.98090831256001,0.01884785109540589
1000,50.0,0.0,0.0,145.37158521294964,4.873338248026942,0.0029802242824836945,44.62712253599092,5.3383808752551065,299.26469420918784,0.5361666164947247,0.03060901089091356,0.0009732685149117972,49.285805583020355,0.21803928872619086,0.39655809163854466,98.74810245850298,1.2856091812682604,98.60246987217269,1.415195395171027,299.61086736991655,0.018581973549128578,0.3769613657880289,0.003687307459580722,18.622518670970987,0.22145816970764437,1.1542248399321713,0.01418602346412623,50.0,0.0,49.972524294498605,0.01674122795064682
1100,50.0,0.0,0.0,144.84060617599994,5.5662061543286745,0.0033960998105468636,44.583171209860126,5.464762573283369,299.1289664759475,0.5122615805316721,0.06473885889507941,-0.00021402609412232146,49.19364354093109,0.29770310680062095,0.40813427031320837,98.65501510754653,1.3982278624247304,98.51569806502339,1.4656186551879302,299.47005217791786,0.06469260607800661,0.41093697214980957,0.004172142132648405,18.47335686843794,0.25141508686092134,1.3484968446138705,0.02067734466940053,50.0,0.0,49.973694145193484,0.022642920002316953
1200,50.0,0.0,0.0,144.0632643186445,6.015927815419972,0.001248652872321962,44.45746540107192,5.453394173761251,299.0685773469889,0.7625764024339056,0.033282346072693786,0.003936749506896809,49.23417399357272,0.37484639910649276,0.47066366701791135,98.56862860116699,1.4273097801785777,98.48398132307882,1.533025223320684,299.3857588397278,0.049727899846371756,0.4623372982811814,-0.0022094648987825115,18.247877593467717,0.25945750080248625,1.5008260220540381,0.015056691670829687,50.0,0.0,49.96834935177353,0.026508658252175753
1300,50.0,0.0,0.0,143.48107660749127,6.116260991112595,-0.0011393510250934035,44.48436339114844,5.52937027261754,299.0299857277686,0.9128465230757435,0.09367030698222661,0.0022993397825815,49.14301884920834,0.41621113223991124,0.4835566155895936,98.44808668660748,1.569098392853082,98.41903228667307,1.5530036655295982,299.41205645708675,0.05783206000720832,0.5851192356025482,-0.0033965579184584847,18.11390110612564,0.33930591251269915,1.6548891722292436,0.03530842980675586,50.0,0.0,49.96720537715543,0.031153702736046236
1400,50.0,0.0,0.0,142.90641073179106,7.037212993950775,0.0036551285233319642,44.421388529890145,5.603141223405889,299.0219664599088,1.0541570238406124,0.07807045056415605,0.00445139836862115,48.91934026440994,0.5595970751497932,0.5368151811844173,98.39219758491974,1.5903954720894804,98.39258968056407,1.6219485274172738,299.29874122757644,0.10396333045933993,0.6214065142015401,0.0033533566759206225,17.843174029021807,0.391241232647825,1.7445403648392974,0.04136143267523212,50.0,0.0,49.95439880262951,0.04404771013308867
1500,50.0,0.0,0.0,142.80730495589114,7.519051072552194,0.0008124944201047298,44.31585792743834,5.699265545486994,298.6061834134446,1.116446556549547,0.09249605978847775,0.004539372708569002,48.91913905613579,0.6366266462501297,0.5530849796068956,98.28278577176584,1.7415360505967616,98.34686730021068,1.6357549950151233,299.2035544500709,0.08094492249028705,0.6972730550674804,0.003325870927622272,17.753372913228223,0.4175413080072004,1.8185693943911014,0.05030950359185564,50.0,0.0,49.95664389491208,0.04797684270144799
