miliseconds,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_1
0,328445.70716920693,492767.5426859603,649.4900820977294,-24.881909351734986,0.0030076871362317388,-17.268288219350506,-0.5307369025747086,1921.0974853015455,-5.007994567820722,0.009608738209325538,453.76780358230224,7.989786994434979,-20.62985334641286,133156.4116463566,5462.522357838583,-0.0175391009064835,345117.2429540993,96702.31089061822,508051.29467427696,-0.002669146312309052,1.0618328278808191,271724.949573461,8158.546227884062,64508.277711739494,101233.18974111149,230078.3047075587,-341.09287177529717,181149.33353168963,151848.56518903674,115997015.725352
100,328270.8647644554,492324.75040354364,131931.46051999828,5364.725953453745,-0.0026731747940919124,8094.145937654744,3.180004816346835,486915.01640552765,8.57168310841057,0.012779609680483715,92944.59984932821,29.828774755234278,5.217495455616575,1576.8978937549616,14.812777359697982,0.0035531038932165287,345117.280686407,4230.458736074189,17634.843150482688,-0.0025671758273828086,3.8703352064857026,271724.18796065584,86.32486012479897,2697.3539777458977,101222.10495945523,230078.268467212,62166.869154230524,181148.3266074133,151803.47945833547,115213420.25223783
200,328188.12743140745,492161.5090325596,133493.59778613033,5441.634176407666,-0.00193712851403948,8183.968862085328,5.073358671764182,507241.3279109319,26.631092009838774,0.0048883380011983425,97062.29424538778,30.495474424205717,50.809646357335936,9.669767098100465,-29.2324046833549,-0.0094259788819004,345117.29353540606,383.96784631352295,1806.7558013170133,0.001980329334672115,3.983961735506466,271720.19335444254,26.66930984513303,-99.62278669837255,101182.89127941825,230078.27771893612,65334.03308723336,181146.93748580775,151805.42311622782,115183163.01293989
300,327990.6988449366,491872.79060172115,132291.46164207763,5491.217082385933,0.0016782427280095074,8140.517690632166,13.093484541063859,508366.69991316134,29.425284563462476,-0.00774056900667647,98587.7767837466,41.53687859440009,83.30643794610998,-154.61532691043152,29.40887811397676,0.023354251373331043,345117.3919663467,6.803966750005913,1563.2409066798712,0.004182038897657078,7.900891743523827,271718.23299789213,36.06685625418313,-53.251108183953264,101170.82372268688,230078.14440612384,65319.11793122478,181146.93140601134,151764.6012910421,115182561.6800055
400,327791.33667037514,491891.9347501733,133887.62231127953,5437.83945863734,0.003739521369812952,8206.338718315832,13.863839555914742,505464.2836942934,50.89518303698119,0.015274404191240161,98490.48931008989,76.11301816882337,173.18280452808347,1127.550262918019,29.856651420302377,0.02339732430605224,345117.17084535304,-153.23826317419667,215.50408317539967,-0.0034084444917472667,9.861797685542532,271717.8535613368,45.89761637846931,-355.99596672016975,101144.94985848677,230078.12604821858,65532.31886957301,181145.0901321743,151693.35371429767,115183119.62737009
500,327723.82342940255,491440.8551976259,133299.7420546261,5472.89447571395,0.0037239459798776913,8265.872933542294,18.556362755145315,506669.41308907454,65.95836369910873,-0.0038491911381015927,98069.45355677535,96.81050476842157,221.1779236512565,232.01997628727975,-10.401374211824283,-0.006190600986700582,345117.1625103716,606.1074751506219,-807.0599474552175,0.006613779138142206,12.44892046049288,271716.55005147675,-5.3952912971229825,283.9517988337823,101114.50973243924,230078.0578459798,65955.52764824491,181144.41135013817,151665.82116315147,115185782.4009666
600,327524.02500836103,491345.00953552447,133217.7035097364,5460.626855104201,0.0065803027328992444,8281.483213137955,20.17278117668522,505914.3325374799,80.72001194366094,0.007869395891588436,99234.62694110034,101.69488733651455,240.28456685654544,-337.84482073987954,-4.1417887207089645,0.008683866326135803,345117.1991663371,263.8681242890416,-3250.377816604384,0.0013608849853225628,16.25994150151796,271714.2949884656,-20.65899755874552,97.95183744947553,101085.883522754,230078.06263149655,66235.50807233345,181142.34822627058,151621.77021571127,115184684.23290455
700,327357.2761045707,490886.70415398065,133759.41477603005,5538.321305181105,0.0018379692070993312,8220.598197569492,28.331195786533804,508925.45296064194,102.38529353480695,0.00812307005901062,99618.03004543534,125.9916624916078,294.51684525905864,273.9158479872389,-3.1532878965076225,0.004991557665644922,345117.2206134708,-496.7441644062248,3154.81232837901,0.0038498474916832046,15.890904035721878,271711.7888742978,59.23450717594518,-444.93306424997456,101052.8734476589,230077.97989828003,66330.12435056888,181140.1336517588,151575.28327146475,115177888.61617
800,327213.1429046303,490894.02943337674,132879.55676696397,5530.333707235967,0.009048015265142699,8231.913247177556,30.057299667734853,504671.55014700827,96.39016451861467,0.01702991280328522,99059.85274491827,173.972380620843,291.81778244782566,-17.36824307559843,25.76491813986331,0.048232148256094474,345117.2199980401,-457.4907188776427,2574.672460269903,0.012142434983361783,21.502884857739556,271710.96177457477,-35.17549181683684,280.1936290114029,101044.55780432322,230078.11131340606,65796.64786528282,181140.18636033495,151551.07143915704,115181004.7769978
900,327038.5907445856,490616.7816607892,132588.1069884952,5508.027794632652,0.01052706906052203,8339.201487534341,31.26776969102408,509164.2527684643,117.79945070437678,0.014567159295749827,99296.43414118113,169.47532829573453,356.98608567152075,735.1162935242932,-19.32293813899698,0.04161988531421488,345116.9889188,-570.4750380198296,-851.2687929851608,0.009816956339513521,23.01441833311074,271707.2146484022,-10.99284162841742,333.0676992803949,101021.4911533667,230078.05544754612,66533.4938243233,181138.70917936903,151545.52151487584,115182996.80731256
