milliseconds,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_1
0,328373.1474365244,492505.1735731872,-915.0562583408046,-18.814142732214727,-0.0009045313085127496,-26.48696310474468,-1.2114575428446421,-2532.9325380943174,2.4779983873642655,0.0005032833221236759,-566.239738438357,-7.973409620159053,9.793935114212122,134020.4297040861,5445.632348325922,-0.022041773927624245,345117.4404920928,97139.57017965385,510854.5011172582,0.004766543475691582,-0.5034971166192509,271725.2173950431,8178.413963572615,64916.179785551096,101224.07592834486,230078.16839550095,208.44372735225323,181149.84345903178,151877.47633796724,115999367.89637047
100,328267.4755039172,492608.0677356814,131955.5425280025,5414.002689163049,-0.0014345313616322942,8142.976015964559,2.4466000569706328,488938.5786575909,19.771925161729612,0.004043888301594783,93691.81717318663,19.34232876309971,19.946830155302507,457.06800602125145,82.56356993309144,0.008739480894217493,345117.4522703021,4132.950298755903,20728.842531097704,-7.09943983872891e-05,3.9615347728763064,271723.0965772874,82.8035125021102,2464.547775947057,101228.30498873684,230078.1588421768,62027.19968330869,181149.18881946275,151849.58774040616,115209748.38409218
200,328136.97643463477,492140.62072621495,132982.28028010885,5487.328997154041,-0.00020483575346903456,8213.79528383208,9.037317472014625,510134.8707009736,24.641507360023496,0.015242463012007247,97286.15505734751,28.759583642717935,60.555110318700166,1067.806750547551,34.382481749447486,0.0047115504862482215,345117.4106042306,347.7918287653827,3705.642854985671,0.005350825071140047,5.868745016184486,271720.96447351394,37.24683461968995,-106.13148775524695,101190.23073083168,230078.22646605983,65529.31024552576,181147.19828795284,151771.8951311343,115182151.69619189
300,328075.79456499306,492113.2581734702,132942.86634962886,5447.723681324571,0.0006298380683733084,8194.69584272043,13.295019306781878,507079.24680789415,38.58236522291859,0.0024515166886047764,98637.1699534481,42.43533594430656,123.40281899493012,510.71794369212694,36.292638112913366,-0.008497579341464357,345117.20182980143,-230.30759707934848,-1013.1410009085868,0.003740776760530643,8.407698853989944,271717.7185895389,-26.583035626768933,125.96251288833561,101180.13107492795,230078.20760837896,65532.11037390088,181146.9309149146,151762.79743275017,115178122.86718675
400,327845.21180735365,491592.2422678372,133962.57224282302,5444.4120894565995,-0.0003623543624455001,8251.133996582521,15.87820540963001,504882.350457401,41.4711202044636,-0.006700852136455489,98622.53519668184,91.23620956694285,156.05584127937576,-160.5015562218852,-7.113809871188946,-0.008258133178614405,345117.1340720747,-317.46915095754514,685.8255761470889,0.00737490476331383,11.386070176518585,271718.53001711075,14.335911266058517,285.524751150563,101129.66399980613,230078.1707236483,65541.44084405959,181144.9074627022,151723.32066272042,115181547.50546953
500,327751.1822680213,491346.2200186329,132991.1138213997,5496.6271843564155,0.0006609904577733125,8220.09359129869,17.507920173063642,505510.15840371745,61.46673871678962,0.010374962647695033,99050.79304747435,86.67016445428824,215.69227856831182,-253.03705113398487,-0.06961387888260706,0.03380523171134474,345117.3365940243,305.95750534122965,-3365.9715966508747,0.0017416230577837963,13.875700487969928,271716.1300966109,-31.604022100694404,396.80224520739955,101111.85461049329,230078.0914371658,65355.74591033018,181144.1535359952,151674.79441984018,115185296.09488516
600,327522.12835640967,491148.0345095298,133311.91892236067,5530.439355305198,0.006145497053361593,8246.053283712017,25.182653808632555,510715.7954808462,78.31448794079881,0.010189390765679126,99124.60592018995,120.48520141556016,236.21169043774532,518.1319674510092,22.55424351331557,0.0013561993917563103,345117.0534538365,404.4688287001985,2882.2798443002403,0.0008329349361411165,13.879779581626586,271714.2687369498,-0.9513675475827554,-82.21241757823799,101072.21904327699,230078.15227923053,65446.87665584273,181142.27753373,151634.2057996401,115176357.90537657
700,327325.24395180005,491006.61435235734,134025.0672380964,5519.319268879407,0.007938467484813826,8232.555105577665,25.631981688134662,508155.1328209069,95.11025157807066,0.022750362168914656,98607.49271483974,126.4323610638281,297.00761501316197,630.9295452386833,18.630415578391986,0.03333060455971101,345116.96530410985,522.0316346746673,1826.6351036080068,0.00855923545425552,17.975805545743025,271712.9079443818,63.202440217625096,171.01405626092264,101079.91679758603,230077.99600118105,65483.39505390562,181141.8823863957,151597.32045856153,115176518.43094157
800,327200.01545593387,490932.0668730036,133456.8141721398,5548.880601315853,0.007464178148220547,8298.176847936462,27.520251769360765,507688.18566624017,95.91527109852109,0.015632155729211936,98731.33729282195,170.71642502756663,304.7533220355811,-287.97588520822444,29.07038638808895,0.02054875799761759,345116.8753313254,-137.59449109216825,645.7492022691894,0.00781564378805116,18.990970653800012,271710.93425725127,-8.636134023258489,-103.83452376992524,101026.08114454946,230077.99402461955,65650.36696739611,181139.30483845362,151555.02172357205,115175945.16148368
900,327123.23947606864,490475.2900737176,132435.60751426112,5501.165320071284,0.006950560895958043,8297.697354092545,34.928873793825325,507023.09794628125,116.01096960700544,0.023568065075816873,99988.98177836934,180.2806168061222,345.7164282133825,367.8577654415425,-1.890516958883235,0.05874487385186263,345116.8165878064,-576.7027447784241,-2760.682101998947,0.010396460425777175,20.725428858966445,271708.96608754154,61.072715197745225,-75.39195123566677,101013.88599883174,230078.0111444073,66007.15224076668,181138.54861875047,151525.11487983892,115175595.71843658
1000,326774.42242600984,490151.8032039875,132874.8435538763,5504.004076447299,0.0056176304783051665,8327.487805506902,37.48940256954824,508589.308459956,127.93080052140301,0.02675910451697161,100166.23948019363,203.0037710650342,374.6345405753474,512.498787345229,-21.061125001931536,0.0371982034260569,345116.99562991597,-470.28208941135307,3211.9921400282683,0.01492064800686824,26.194323234263543,271706.0594137556,55.06128383278542,66.15182225924444,100993.27914588494,230077.8193324611,66264.71299560164,181137.3805578195,151489.08772166696,115178885.46159166
1100,326738.38875808346,489904.78349413804,132669.69962704266,5563.969076582245,0.007575241236399927,8368.008513718443,43.21154236483396,505800.397759785,152.48783574537634,0.04024169781729877,99163.07679322292,218.86405006048494,436.5943682996047,1064.7798805149237,8.54962637439343,0.054891995837725645,345116.64867710695,-319.05844216126957,-3209.784358442931,0.017299378493067563,26.261000234105925,271703.5213285041,21.38699213116931,-81.54245677321155,100958.72245988256,230077.82849416937,66445.57394722075,181135.6003855642,151455.890422806,115183902.6124096
1200,326483.7290877693,489783.7527296432,132850.81258314892,5562.478540481629,0.015804519514648535,8281.872584792467,47.64259271124308,503462.9632885464,169.82758103422975,0.05413763693774422,99997.36630591653,245.69044815281288,462.5844287981832,871.7238108909718,22.86156431058213,0.060683224149942094,345116.6944895213,-661.7809614655711,959.4142550739793,0.017019811885115765,31.138963712589877,271701.695400256,-44.9688112865427,-414.4370988870808,100929.08764949955,230077.8906256006,66886.93009489137,181134.6495432092,151388.78444193458,115175919.20606638
1300,326307.07539772044,489462.81466091203,133636.75384046778,5581.576373044952,0.014796557679474505,8383.631101933803,49.71323301161317,504073.1905327092,180.40626941237693,0.0666210150064458,100041.09031713681,249.6023279555461,526.4154745012178,72.3773710039867,24.771519529964344,0.08399144557320501,345116.72313763615,-108.87309146426357,2284.83753636781,0.019724896535638907,34.93410527830893,271701.1141644599,-16.18411453879183,55.25037381672111,100914.0141424732,230077.77655761625,67074.53616433506,181133.00682476728,151373.16226330138,115181913.772889
1400,326212.04953241016,489309.2977046392,133073.34667103647,5550.3301479280035,0.014967099262759966,8406.471005799058,51.27294169345293,506885.79072978726,189.14956501748378,0.08407656187275733,99971.03680244715,298.2305803439333,540.1705722777317,-234.04597664768065,32.41686691352834,0.10687742203237723,345116.30749627,64.00031759816162,-1180.3023631472822,0.024950077390894495,35.485291031871014,271697.6668663064,-20.82692888289109,381.6458903773136,100878.9564532608,230077.73551293614,67353.22309076689,181131.8110170094,151354.43354657444,115179246.06423475
1500,326146.9878876466,488992.88357400725,133232.54037180642,5608.4571665750655,0.017217593135762974,8380.409833423279,55.06846476938938,503315.3982835586,202.7713193882746,0.06824718684125008,100192.27950164996,319.3207070945245,629.3165342057139,1063.832515259893,-15.036597758335501,0.1355134847040185,345116.39991313714,355.33641459623806,3279.971011276388,0.03671581815477945,39.56012148335522,271697.4178147309,-3.558543014634104,93.27428999506047,100869.24012363354,230077.5702261416,67218.08327404309,181131.9706747842,151305.15610186014,115186023.49952397
1600,326007.2856412091,488824.66368139366,132730.90609880714,5597.12335972617,0.023872815392727117,8337.87727772313,60.92018149210483,506416.66402496275,208.53504522236213,0.10169600118019886,101693.310325218,332.05780285104794,674.990962107774,-38.839286646203476,15.070554572116288,0.13118165969990475,345116.10195698333,629.6211375718841,-3267.7388737524343,0.03438118323256702,40.200276334169004,271693.5907221718,-29.027904199005114,-51.73255707615464,100853.26678216853,230077.49310869953,67151.25846062032,181128.92574572455,151239.80542860125,115182983.26794389
1700,325677.7844291681,488805.11320562905,133724.1911448442,5624.974447332886,0.024195203302444086,8463.726449281634,64.47971233216794,503793.812858199,226.26126314819837,0.09609048631405327,100798.85701318824,362.7793744623892,697.5796342619567,-513.335100140871,-3.286967303496686,0.15311816976546247,345116.1374232931,-104.28766085268471,-2662.305843233026,0.04539570962821528,44.36684435005214,271693.4939099129,-14.763092951855386,127.41948092773688,100822.92036994798,230077.4323243131,67640.8009038227,181129.4725349061,151239.33104127404,115179754.39855868
1800,325590.83823417587,488400.58293375385,132051.82834881186,5651.262746878025,0.03129379105392051,8434.25938081736,70.01928009379925,506405.64290541864,255.1353614720021,0.10470765223285342,100787.32802472796,382.72532630759025,747.0816850075819,-678.2619648682708,-22.49053377931509,0.15778180128824038,345115.839046883,-328.8451488120125,-650.0966862568268,0.04820605376851491,46.917060579771736,271690.86607674835,-15.487764452519169,-339.8807609501153,100781.8262100751,230077.2306673435,67441.560296707,181127.36530970116,151172.2036208585,115181057.59115966
1900,325561.94442884956,488320.4146558531,133281.75341289473,5658.019313331347,0.030888786601619443,8379.466408374925,70.54992793592251,500847.9356506938,250.0621782235058,0.12094632916057768,102452.04500535349,400.12720027853334,800.6853824242971,80.69987846564732,-29.76468974811043,0.20766196268931122,345115.4970282698,-509.6479938304893,-953.276800049534,0.05469107408340334,50.03773947120347,271689.0985409794,-39.93799128449342,-18.10651746068148,100765.01133011999,230077.07625677407,67434.52406956915,181126.93912184617,151160.13527052436,115176758.74341291
2000,325298.3459040167,488094.5046577946,131935.83611347867,5661.531404207064,0.03774294417416599,8409.640896585614,78.80119216041129,503446.2642300115,282.79653676292577,0.1351798710665169,101292.04064187632,416.7613276416206,825.805503599405,-26.348764856997548,26.68159618333683,0.23825830083021,345115.32696485537,5.420783563357093,1503.0182815705443,0.06133543756584778,50.02075707265497,271687.4576371039,57.00664460025719,-413.7549337551843,100752.37598076889,230076.9234880133,67979.33391689602,181125.69686197236,151089.6628013817,115174505.69426252
2100,325206.7328921803,487870.95159528806,133421.52141862776,5634.5668183813905,0.03994140857581486,8522.830417464393,80.09012460090672,503060.9445923148,291.40381599545645,0.17052687426027321,101625.25591212588,421.4995064561872,879.3634979024629,1150.018975690179,10.98142341510912,0.23247671100001568,345115.1550765481,581.19300001447,3527.837023691984,0.06660830614871067,56.05822778850252,271685.6614697839,35.23927743437959,-184.1832054690124,100727.71809091092,230076.9439602255,67926.26345046535,181123.53548172954,151043.46956582787,115178214.09427652
2200,325039.0840160342,487553.31790334434,131825.15664804104,5620.16439749571,0.04555971916806446,8526.816448878462,85.49750291904802,503710.9479960313,305.3074425539949,0.16548552902931604,102925.56946992711,450.05253413462856,926.9384080054047,601.9511705955233,-9.850035091328238,0.2631103893432884,345114.99353177776,562.9361596467029,-543.6831910981809,0.06407759264391952,55.24176943988829,271682.37079434993,39.052531699785504,447.0271473896733,100671.48943541526,230076.7125246596,68029.74064163875,181121.7850158936,151044.89473357805,115185333.35013601
2300,324814.75219043036,487200.8123971067,133328.48583480367,5659.360060683983,0.051094387590571944,8476.32093113276,86.81630734020575,502568.16157609114,326.78038723351597,0.19981204523826157,102309.38222794693,460.454340975818,967.6901416404435,-3.50963127039833,-28.51837220993601,0.29788907411439564,345114.8795875886,538.7673548896029,-1973.0939884991365,0.07105586608084932,59.717782284410994,271682.6938163176,12.616406817388976,-98.86963164441491,100669.32286698945,230076.7073463938,68080.40797259122,181121.4871423712,151017.92573183327,115175662.63102013
