milliseconds,N,T,I,u
0,1.001781135205857,0.2501128270733108,0.15355713580769786,0.0
100,0.9772902929132464,0.25091800273617854,0.18051210083280897,0.0
200,0.9573424207845074,0.25290174146049854,0.20413559138518064,0.0
300,0.937918621023076,0.25422763744956695,0.22121740450051847,0.0
400,0.9228503128428047,0.2572825254015506,0.24560595103915964,0.0
500,0.9023438658763822,0.2578152431523124,0.2702853113961666,0.0
600,0.8907441704883223,0.2609381213860618,0.283667062281622,0.0
700,0.8786329467133221,0.26261939381949456,0.3034735876097205,0.0
800,0.8621515363084278,0.26334423886443553,0.32958314634922764,0.0
900,0.8522375327471176,0.26587868937670867,0.343338339272346,0.0
1000,0.8423077862505698,0.2682042380034338,0.3604510824260682,0.0
1100,0.8342286333931459,0.27078080321332687,0.3756470290967838,0.0
1200,0.8268183252817285,0.27230209957904344,0.39258120634451144,0.0
1300,0.8179057042928173,0.27343942287462275,0.4066529591809115,0.0
1400,0.8139800642362968,0.27565189905100496,0.4239754156861401,0.0
1500,0.8086807744191813,0.27721081741236,0.4338766369792873,0.0
1600,0.8010330261222283,0.2787993040014692,0.4408879811633977,0.0
1700,0.7912840475395221,0.2799866973989744,0.45450612300220716,0.0
1800,0.7864163783732255,0.28292182243792935,0.46944546042206536,0.0
1900,0.7790975728746253,0.28432210978432343,0.4830056585780987,0.0
2000,0.7746281295536901,0.28615207254205377,0.48410261206308636,0.0
2100,0.7701708628361563,0.28664094867914597,0.4987614592992729,0.0
2200,0.7711141366793003,0.2891705657019408,0.5012483146387965,0.0
2300,0.7629889280703046,0.29051847064976477,0.5154426572970415,0.0
2400,0.7567625150086419,0.29106203367867867,0.5270281930303155,0.0
2500,0.7593933030743069,0.29173377296300157,0.5267977351450819,0.0
2600,0.7505139806836171,0.2937776297209913,0.536798992756903,0.0
2700,0.7465543761012922,0.29468311762574534,0.5385355070592796,0.0
2800,0.7425189056281247,0.29506728433366314,0.5421175459378379,0.0
2900,0.7409103010655764,0.2963084181413064,0.5609250066481443,0.0
3000,0.7410312361373798,0.29754408121862386,0.5634626362638955,0.0
3100,0.7401635931168313,0.29924954035429235,0.5720134768878389,0.0
3200,0.7364613504076585,0.2998995551768955,0.5666647004355959,0.0
3300,0.7344991875669521,0.3014771732989054,0.5806173211800617,0.0
3400,0.7262647964542869,0.30050305533735794,0.5807983502512976,0.0
3500,0.7265511786611503,0.3021750257997053,0.5823207320163934,0.0
3600,0.7280127596624506,0.30222252136851685,0.5829612150540769,0.0
3700,0.7241153720657628,0.303960306665972,0.5891956445088312,0.0
3800,0.7253211043048823,0.3049524381381321,0.590283450463755,0.0
3900,0.7166079041783304,0.3053390825294805,0.5951960057617016,0.0
4000,0.7210824975472871,0.3065749838479274,0.5983639993899914,0.0
4100,0.7162374838451568,0.3074115044724478,0.6010629541691846,0.0
4200,0.7128343724073839,0.30647356508365897,0.6009146160670441,0.0
4300,0.7130157902251664,0.30770236669625667,0.6103506373911496,0.0
4400,0.710951567502003,0.3088584394173053,0.6102938948095504,0.0
4500,0.7066030863252846,0.3099235046329204,0.6151734342355227,0.0
4600,0.7126998021862035,0.3099155245692375,0.6193087224196346,0.0
4700,0.7037969576110045,0.3111901770463506,0.6176703108615477,0.0
4800,0.703880000522166,0.31170895043857005,0.6131441592726896,0.0
4900,0.708927004988276,0.3110582191706889,0.6198402055295282,0.0
5000,0.7059348037704612,0.3116871228097382,0.6255305607474714,0.0
