miliseconds,N,T,I,u
0,0.996722160483191,0.24965512546767085,0.14696593309691366,0.0
100,0.977105553489634,0.250699973711008,0.17141462779231545,0.0
200,0.9580693243781411,0.2534742787636558,0.20084099988926749,0.0
300,0.9337635093110507,0.2547833251765992,0.22633766187820675,0.0
400,0.915875994390319,0.2555744049708692,0.24152582912939674,0.0
500,0.9049445584163026,0.2583719891419229,0.2638237035013477,0.0
600,0.893077392285892,0.26079340767162584,0.2877138378117572,0.0
700,0.876633778607589,0.2625823231779106,0.30619644291021614,0.0
800,0.861667920822613,0.26418968783125857,0.32572576793314884,0.0
900,0.8558393237368336,0.266678872405281,0.342398186252064,0.0
1000,0.8461809270339731,0.26834044458599715,0.36663054885308627,0.0
1100,0.8338076250820579,0.2696177646272719,0.3757199457982468,0.0
1200,0.8266268413954642,0.2721523452287154,0.3858680342223529,0.0
1300,0.8204281820738935,0.27400991877308156,0.40751120386131295,0.0
1400,0.8109032098843253,0.27500142296153834,0.41783326668807225,0.0
1500,0.8051778657322669,0.2767944896453339,0.4338309879481581,0.0
1600,0.7970932337509461,0.28016516880352443,0.4476793670245381,0.0
1700,0.794864977476757,0.2817322819254138,0.45209304078572343,0.0
1800,0.7877457924085699,0.28330749556625157,0.4647061216515758,0.0
1900,0.778452210984669,0.28483657088011505,0.4773409951950774,0.0
2000,0.7783565305890944,0.28615227265048865,0.4836825335515799,0.0
2100,0.7742447984024887,0.28639842563687057,0.5022201226257398,0.0
2200,0.7699682866881647,0.2885970745949644,0.5050699269692578,0.0
2300,0.760389601314998,0.2894384494849217,0.5188676983366669,0.0
2400,0.759155895778185,0.2909080384945334,0.5228809716187189,0.0
2500,0.7523884456941137,0.29294255661519314,0.5290422132717941,0.0
2600,0.7538800004123349,0.2936003685322449,0.5406093045181732,0.0
2700,0.7494864070942342,0.2947185559428884,0.5483972312781943,0.0
2800,0.7427031305998592,0.2959712849033243,0.5521536677966994,0.0
2900,0.7453043157631803,0.2959777704260202,0.5523047467192036,0.0
3000,0.743423219430399,0.2977879141558317,0.559094021966806,0.0
3100,0.740507139222511,0.2994465062434707,0.5655458427818303,0.0
3200,0.7381077423320809,0.2991659989218475,0.5743961807731642,0.0
3300,0.73284421428057,0.30037923766611746,0.5712188753843732,0.0
3400,0.7290964821885222,0.30082346633839807,0.5782759922312781,0.0
3500,0.7267131958572927,0.3020172870185744,0.5882067857923855,0.0
3600,0.7237700169693125,0.303103229076321,0.5857294464547436,0.0
3700,0.7234982171439739,0.30320941521348677,0.5858803415248449,0.0
3800,0.718408111752266,0.3045168479669628,0.5897423600838964,0.0
3900,0.7207440354069822,0.30547299910632014,0.6015731677137812,0.0
4000,0.7178624768258424,0.30628245885152733,0.5975457483381791,0.0
4100,0.7135467113208989,0.3059006397541338,0.5992175893088576,0.0
4200,0.7117537182220848,0.30834321327099634,0.610633727703276,0.0
4300,0.7108290658176545,0.3078936625664375,0.614115289968464,0.0
4400,0.7121930651491452,0.3088901074070488,0.6129129578801978,0.0
4500,0.7099782628295356,0.30854926329067955,0.6126009832400314,0.0
4600,0.7064456104785591,0.30966247177162654,0.6179743153056353,0.0
4700,0.7075919686962356,0.3095459171642984,0.6232679101190082,0.0
4800,0.7047496767778656,0.3119615696562301,0.6252694895089195,0.0
4900,0.7068763142892909,0.3125193229263452,0.6235136448823764,0.0
5000,0.7021942933956792,0.3129173506610838,0.6181700053452358,0.0
