miliseconds,N,T,I,u
0,0.9964111274609226,0.24931312260921942,0.1499793924261826,0.0
100,0.9752690435780356,0.2506155740550251,0.1727252339255774,0.0
200,0.9517328409710643,0.2523102501333519,0.20414288325934019,0.0
300,0.9379906148240205,0.2542334142085674,0.2282253269769979,0.0
400,0.922528516106736,0.2564032991006114,0.24063316891949232,0.0
500,0.9054095016580337,0.2584067638488549,0.26723306739210084,0.0
600,0.8876729254497359,0.2597545593407698,0.2902091638521373,0.0
700,0.8767198387317136,0.2626449703136966,0.30377279287306486,0.0
800,0.8637898356772786,0.2637249747818727,0.3272170181292669,0.0
900,0.8548158058011881,0.2667512904218009,0.34988342350815455,0.0
1000,0.8470887747618123,0.2672820690082738,0.3658282820110219,0.0
1100,0.8379801441828997,0.27048235015910543,0.3805645976673987,0.0
1200,0.823371492709498,0.27273760540107933,0.39318453012155063,0.0
1300,0.8223602585992689,0.27441785473121566,0.39906023435700233,0.0
1400,0.8108399277656971,0.275489231363324,0.41907773740624277,0.0
1500,0.8087897290403625,0.27826230317139206,0.4297944030580096,0.0
1600,0.8017546150872831,0.2793478028978208,0.4427308078755775,0.0
1700,0.7898523620072505,0.2800972618320788,0.45558315352745116,0.0
1800,0.790624905469576,0.2832624993263985,0.46472598800677595,0.0
1900,0.785281351745448,0.2847163051405327,0.47623506195699167,0.0
2000,0.7727514625081179,0.2846319135730975,0.4857850681274358,0.0
2100,0.7689937011193392,0.28758269891640437,0.50024806578274,0.0
2200,0.7669539728607325,0.2886029743706854,0.5033613429796782,0.0
2300,0.7611523631198802,0.28917402909486434,0.5130987450668106,0.0
2400,0.7602060708054519,0.2916816290831207,0.5182045912460931,0.0
2500,0.7528486468391322,0.2918413931581034,0.5283420764121045,0.0
2600,0.7510520528574041,0.2931412478064611,0.5314755670156233,0.0
2700,0.7521559538217638,0.29427564966692743,0.5375929193609323,0.0
2800,0.7437619395885251,0.29564679011900785,0.5488858298208081,0.0
2900,0.7433052866477285,0.2964708349490632,0.5519482532242194,0.0
3000,0.7387148381234449,0.2974166548922464,0.5589488570056927,0.0
3100,0.7351452792585428,0.29801818845113537,0.5612196279934081,0.0
3200,0.7380705833963864,0.29902015606662014,0.5650473135354546,0.0
3300,0.7281487389880256,0.30045796422081733,0.5711640665495328,0.0
3400,0.7285464805909017,0.30079298249325853,0.5839298297971675,0.0
3500,0.7238941868028966,0.3028769687614766,0.5872991490172101,0.0
3600,0.7226997846927732,0.30234710893492317,0.5866439617853628,0.0
3700,0.7224774235722013,0.3039385434332023,0.5915168650038303,0.0
3800,0.7250750281248418,0.3046273048674756,0.5977727054697919,0.0
3900,0.7180409041677607,0.30631133752969364,0.6022011249744794,0.0
4000,0.7178104032675583,0.3063524932413867,0.5978087748755261,0.0
4100,0.71979640679179,0.30648710229394155,0.6064773959737734,0.0
4200,0.7135480695920187,0.30811880557153437,0.6009431086274115,0.0
4300,0.7103549684283865,0.30857432278395547,0.605480704134553,0.0
4400,0.7101173570604072,0.3081546241813407,0.6152115926185214,0.0
4500,0.7068753452332235,0.308889952506786,0.6153895031009146,0.0
4600,0.7083781354936153,0.309562587597464,0.6098471177178473,0.0
4700,0.7062543200625903,0.31081442726766806,0.6204904428930719,0.0
4800,0.7094615684400134,0.3108424067679387,0.6165450914386078,0.0
4900,0.7023161312079035,0.3112851098928472,0.6178483492815935,0.0
5000,0.7044459989197948,0.312287543165906,0.6157936076473246,0.0
