miliseconds,CML,T_cell_naive,T_cell_effector
0,9995.074290704184,1510.483614539484,20.121240375101507
100,9844.355999383355,1484.5212294247317,0.8338264751040114
200,9812.704920789614,1475.2062603204915,0.7910165255688067
300,9785.067359968984,1457.287616373219,0.6770797314637607
400,9760.76744705994,1452.0192925132985,0.8140419905592888
500,9726.892313460537,1432.774155840754,0.8060800858166575
600,9703.714509586895,1408.1347617362705,0.6720911658791301
700,9687.027492683887,1387.8197784215326,0.5975766809362714
800,9644.648296600148,1370.3599786995312,0.6954292365685468
900,9634.097749203022,1363.9304352744523,0.588200176724346
1000,9603.808584186016,1341.1133195701052,0.5621876367619667
1100,9587.022563268381,1337.8080814173163,0.5230948258707572
1200,9551.080746150948,1326.0507585912617,0.7368662867583275
1300,9534.23494504347,1311.2444989131182,0.6106430024253036
1400,9514.29395347242,1284.246464096013,0.7385175811228313
1500,9492.879617865789,1266.1782381023081,0.6264818177697261
1600,9486.151359626587,1270.5281377214528,0.746453350801668
1700,9469.784080935324,1237.6607515093763,0.5187934344783359
1800,9453.962602979664,1226.7070793160985,0.4729559667687584
1900,9425.06245773395,1222.0465151289484,0.5524997232558359
2000,9423.622008770997,1206.143029952474,0.6314905002580641
2100,9391.639793295306,1201.2741511066542,0.6185552949147669
2200,9390.86802522162,1175.6666425312148,0.6858443047835344
2300,9362.907814380618,1168.8614992534092,0.6624395696563263
2400,9362.96083103954,1156.9055309851256,0.6605850972607652
2500,9338.679361795948,1130.237097435589,0.5776582992783267
2600,9323.654936220883,1120.0553101707371,0.43664850034430447
2700,9314.117672455015,1109.373851952052,0.6210087758209482
2800,9306.03043421997,1095.6449406916338,0.661275439477269
2900,9288.178673431816,1090.884201577131,0.5881728093835753
3000,9283.093810782879,1079.8972197023782,0.420498405550297
3100,9284.034339670427,1061.2316287486647,0.6427972054874701
3200,9268.523372238646,1056.6417767362918,0.4411393280561128
3300,9255.644838468443,1044.7649914884337,0.5000066295799461
3400,9261.84715981415,1036.8265860591227,0.4075224309173216
3500,9243.558011341454,1014.7782520608474,0.5352235713290893
3600,9244.208348035281,1015.0099969759941,0.6092393882134243
3700,9219.204905129964,994.6789072029402,0.5966336125310923
3800,9224.721748829876,983.1983754162736,0.625391060756541
3900,9222.347979075574,969.9337293106961,0.5011343634869764
4000,9202.675788419858,961.6364939976372,0.365117887091048
4100,9198.082358119329,948.4275256514547,0.5462604220971294
4200,9206.948379383737,948.4865508942831,0.5815134805895071
4300,9203.904528553272,936.1540760721134,0.5568874479184563
4400,9197.99324274739,913.9982840068349,0.47531564079552974
4500,9189.99506714631,912.2410756010432,0.5022360274349088
4600,9173.274763097115,898.9037220094816,0.4442140071067265
4700,9179.31824454834,894.6401082485295,0.4663157503806499
4800,9181.977490220828,884.6563762334366,0.3147956776039622
4900,9169.107660832984,877.4314962748956,0.45802873036942665
5000,9168.505107939369,855.788957638229,0.5364383291450945
