miliseconds,CML,T_cell_naive,T_cell_effector
0,10003.267718345569,1511.3449872973367,20.089392526016354
100,9839.984719659193,1483.7251631335953,0.6909491133771679
200,9824.182086761306,1476.2160202507825,0.578167707845327
300,9782.493274287222,1467.7730389534831,0.7050970260839946
400,9759.93520384516,1451.3667426151972,0.8003347422350687
500,9732.4499957627,1432.2897092911003,0.7448700511770965
600,9707.44128065285,1404.5404707129246,0.5845842701534321
700,9689.165764414536,1386.9952673664193,0.733720185136053
800,9649.505743649557,1388.3666776607183,0.7339073695002816
900,9627.905800919898,1372.7930433726372,0.6934163227296797
1000,9595.712422888122,1342.8691982581797,0.6080849268672348
1100,9581.034465191062,1343.2138150179169,0.7119248323644599
1200,9571.139601167764,1321.0550007375923,0.5229043105485833
1300,9541.487988730883,1306.0274583790622,0.7103384799392264
1400,9514.166828373227,1295.2597879827372,0.6908977350028331
1500,9499.661393089464,1276.9313345681092,0.6186132955410543
1600,9472.4968463217,1258.0914033572808,0.7324804122827221
1700,9467.460341792075,1245.5162355924122,0.6925653135542543
1800,9440.580632373574,1239.886415023117,0.7192550327468858
1900,9431.03522806236,1212.1945257032362,0.5512772258458372
2000,9413.945457821266,1199.2160723437971,0.5048634420071461
2100,9400.692067815173,1194.5623414106817,0.4761038841313061
2200,9392.587585936222,1173.9568988926649,0.5440649518193879
2300,9379.697966751912,1169.7769640470053,0.5358175632804597
2400,9351.301810992329,1143.2959196429013,0.6795013395178152
2500,9353.217619298668,1134.5667225848279,0.4447694684484178
2600,9329.434521271367,1124.684574201443,0.4609948357665029
2700,9319.857443612702,1105.0213422829356,0.49989199681896745
2800,9318.385739629004,1099.4057590987281,0.5216446005450412
2900,9290.573400371437,1086.7308771993037,0.6632923222113235
3000,9292.679776053883,1078.0715605642379,0.48479722188839003
3100,9279.039358494701,1059.496798888133,0.41548739392656375
3200,9264.414720392422,1044.147114240129,0.5258380371181673
3300,9253.499208535233,1035.099604794733,0.5813394584637727
3400,9249.936873212773,1030.295396476365,0.5815352240017488
3500,9244.94760315348,1017.3158354245331,0.45228049247061747
3600,9225.6002375855,997.2719664871288,0.49638517813733574
3700,9220.753976523556,1000.6964046225152,0.46098215493556866
3800,9216.645253128447,988.6842158118711,0.605430623143544
3900,9211.103054050809,971.9496659930667,0.3610512423069831
4000,9200.102426807442,965.6265338717268,0.5721675345180804
4100,9203.825279898687,950.8107496170296,0.40589843141781884
4200,9202.678180941353,943.8371838085137,0.45445592143266145
4300,9200.82321400252,923.7529921681396,0.48340197047513156
4400,9190.19573026886,923.3695915520175,0.48392778708361794
4500,9179.42377112692,901.0213034505413,0.4325335033318137
4600,9182.873446677855,904.2117798726873,0.48173506573127456
4700,9176.834918748706,881.2951604877953,0.3445421180277712
4800,9175.782106278653,876.229128154631,0.36658730907638937
4900,9172.236480614223,864.5865536815846,0.3100276015769812
5000,9172.186211126966,851.6490844763352,0.4127580777258532
