milliseconds,CML,T_cell_naive,T_cell_effector
0,10009.695278324829,1512.751093364577,19.877821181120837
100,9844.04280660191,1493.3542617619162,0.604113719807245
200,9822.554814981673,1476.6724450052773,0.6515969502933758
300,9787.95710688701,1458.0206559843223,0.6884898762043801
400,9757.770425315839,1443.7046552071442,0.7275719653898538
500,9723.83984121939,1419.5919926045397,0.6100837130557983
600,9714.287296599798,1419.7385813581727,0.6352468261725165
700,9672.493768259434,1388.590041736941,0.6470681012833557
800,9648.986069597224,1380.1493121612255,0.72690405402565
900,9632.102560768004,1361.6182537618902,0.6942216374993759
1000,9602.843834340583,1340.168756142049,0.5550741758683704
1100,9585.043616544941,1333.984993459565,0.6520373016581504
1200,9571.073151667186,1323.2209554125213,0.5656548647368951
1300,9537.609193615735,1305.5981250157445,0.5477767617830649
1400,9515.641484121827,1280.532431437611,0.6506814881399989
1500,9493.040902746112,1277.5137274722642,0.5912503447632185
1600,9474.432404877554,1264.9477952610252,0.6046890494150144
1700,9454.468136386122,1242.026717962065,0.7057523306675864
1800,9450.411545204614,1230.6955135785297,0.5942570477065512
1900,9440.543588665289,1226.4971229100354,0.6132664534530997
2000,9418.859123532242,1213.5142293534982,0.6145771445293506
2100,9399.85883549672,1198.0577644975592,0.6633022325664777
2200,9390.852660319837,1175.2485477056869,0.4554410676491253
2300,9380.347003284689,1165.3160203272498,0.6171742715186834
2400,9360.85376096545,1149.873376295664,0.5812557184781845
2500,9346.36857635302,1139.0936152419129,0.6461356282190125
2600,9331.021713655344,1124.1041098889812,0.5364094001186024
2700,9325.21503050087,1123.3169729465012,0.6739996471746758
2800,9304.998264483627,1110.6480935567604,0.6198846792917442
2900,9299.370475956895,1095.4740403897351,0.542008917082852
3000,9285.03214314836,1083.5032348481418,0.5564281134253988
3100,9267.658185216726,1071.5007301705766,0.47360860073705857
3200,9272.135730734844,1046.1237639241226,0.45531021289167084
3300,9254.479158256458,1038.2584904780176,0.565339667117628
3400,9245.753503163247,1020.4663134042347,0.43432723660006956
3500,9251.100960522985,1011.4369747737393,0.4996809189798893
3600,9225.798577614965,1000.2176163335781,0.5403656023929769
3700,9236.05683109801,997.5417912029735,0.6009143311925733
3800,9214.714478985676,986.878874504224,0.4480287870998507
3900,9217.618356623856,964.1085913835278,0.38393276270104437
4000,9201.211764903373,970.5473000226897,0.4568600945638006
4100,9206.150713239276,941.9541091579212,0.5598367821088821
4200,9192.395198181614,936.813564731062,0.5500861450185894
4300,9195.112014753677,930.1220432437118,0.43385261104467704
4400,9185.409809722923,919.0435948607746,0.5700420087052542
4500,9182.586864246156,910.0926924306829,0.5641181169594712
4600,9181.084610429385,897.4648218594336,0.3589808540454137
4700,9167.887154936923,897.5213058789,0.5098817998658811
4800,9169.203232443417,888.2541328953118,0.33791515289676594
4900,9176.097876820955,860.3650129692245,0.4303434564152922
5000,9166.912196912532,859.7577789918273,0.45720659028887733
